,TMTC2 (160335)
ACH-000004,0.08654179262023468
ACH-000005,-0.203711907132968
ACH-000007,0.02256759206173057
ACH-000009,-0.05793917355210336
ACH-000011,0.06915300406244795
ACH-000012,0.004586652063809041
ACH-000013,0.07870645978448247
ACH-000014,-0.07634143631806288
ACH-000015,-0.014314251843352143
ACH-000017,0.052422305094736936
ACH-000018,0.015390587734066557
ACH-000019,0.1512868926279479
ACH-000021,0.022924457786726454
ACH-000022,0.011847523266873418
ACH-000025,0.024064569757497226
ACH-000028,-0.006500839654573224
ACH-000030,0.02770945698129316
ACH-000035,-0.0260715625370989
ACH-000036,0.1005306821433634
ACH-000037,-0.06635547338168897
ACH-000039,0.18673699171932975
ACH-000040,-0.13997130603089403
ACH-000041,0.09329067810864186
ACH-000042,0.06962039711343028
ACH-000045,0.1754065314093143
ACH-000047,0.017389900911729067
ACH-000052,-0.10593075585126333
ACH-000053,0.05458576589107479
ACH-000054,0.12638456628126776
ACH-000055,0.11769745439225746
ACH-000060,0.05562206540860596
ACH-000067,-0.1510495199702752
ACH-000070,-0.02727613238188175
ACH-000075,0.042006895139612234
ACH-000078,-0.08273485777654843
ACH-000082,0.06135267051186472
ACH-000085,0.16642298302473565
ACH-000086,-0.0277897209366174
ACH-000087,0.056235830041503065
ACH-000092,0.0487289884663141
ACH-000095,-0.091958847240879
ACH-000097,-0.026807713809734124
ACH-000098,0.03648998938901837
ACH-000099,0.07931487631012629
ACH-000108,0.06222059630375321
ACH-000113,-0.029433627953202087
ACH-000116,0.1411229509242311
ACH-000118,-0.015192746276153685
ACH-000120,0.06917827066995685
ACH-000123,-0.1094967585833682
ACH-000127,-0.09108843714086784
ACH-000128,0.15564693052144107
ACH-000132,0.1159989708961148
ACH-000133,-0.02523704698388354
ACH-000137,0.050348565368553776
ACH-000138,-0.10178820379184944
ACH-000142,-0.1590423341865962
ACH-000143,0.012302295786218859
ACH-000146,0.043153391552092565
ACH-000148,0.0012148495469001552
ACH-000150,0.07059095308265538
ACH-000152,-0.03190848246134285
ACH-000153,0.4207077064030208
ACH-000159,-0.010448447128448536
ACH-000160,0.046840264840041314
ACH-000163,0.10386570862342157
ACH-000167,-0.28895731761039195
ACH-000168,0.09653169565468664
ACH-000169,0.12466979508627403
ACH-000178,-0.023630868991549567
ACH-000183,-0.11078606931620162
ACH-000188,-0.09615538268700484
ACH-000189,-0.2367609616138593
ACH-000190,-0.0201477249206475
ACH-000198,-0.0016586838584668744
ACH-000203,-0.32041062791619035
ACH-000204,0.11450000208853313
ACH-000206,0.07179308299833193
ACH-000207,-0.10467534458243724
ACH-000208,0.14786186995060793
ACH-000210,0.4085272305107293
ACH-000211,0.050420799219707775
ACH-000215,-0.14984735939374186
ACH-000221,0.20776532775223905
ACH-000222,-0.04103250424425487
ACH-000223,-0.0008517715608214716
ACH-000226,-0.07258375760399663
ACH-000227,0.07615111354678122
ACH-000228,-0.0540813715581412
ACH-000231,-0.015816298299756396
ACH-000232,-0.0690092386846888
ACH-000233,0.008223143860181513
ACH-000234,0.12865927924108242
ACH-000235,0.0342508453834651
ACH-000237,-0.03071478167284272
ACH-000238,0.06234413461491705
ACH-000242,0.5014159753979329
ACH-000243,0.1181675357355182
ACH-000244,0.011101344789607346
ACH-000246,0.06993265624359203
ACH-000248,-0.0425034034191333
ACH-000250,0.012902795150852405
ACH-000251,-0.11118783040493778
ACH-000252,0.2964990292584128
ACH-000253,0.04418574408225631
ACH-000255,0.015827976156873074
ACH-000256,0.15028113256637293
ACH-000257,0.25282812379429737
ACH-000258,0.014709188135801184
ACH-000259,0.07081686481464723
ACH-000260,0.06561093490367939
ACH-000261,-0.023987918721460246
ACH-000262,0.10563350234227437
ACH-000263,-0.0825782735057233
ACH-000264,0.03198876434227525
