,SLBP (7884)
ACH-000589,-0.452952417080401
ACH-000591,-0.3662167273813843
ACH-000593,-0.6717717374128092
ACH-000600,-0.15322064120158166
ACH-000601,-0.3786213460325428
ACH-000605,-0.28489752384170736
ACH-000606,-0.7694896369714571
ACH-000608,-0.3255855338367055
ACH-000614,-0.17348247744555853
ACH-000616,-0.4007011726205331
ACH-000618,-0.648833008718146
ACH-000619,-0.7106420804769649
ACH-000620,-0.3638514833256792
ACH-000621,-0.3645165196318812
ACH-000622,-0.3206345805464674
ACH-000623,-0.3834277078578697
ACH-000624,-0.6332463243054449
ACH-000627,-0.4351793257785485
ACH-000630,-0.21558552601301867
ACH-000631,-0.5877342039808019
ACH-000632,-0.29523588600022754
ACH-000633,-0.1732037995160859
ACH-000637,-0.4490078209980589
ACH-000638,-0.3458641889674767
ACH-000646,-0.5317891423467173
ACH-000647,-0.4159151791720356
ACH-000648,-0.4635920913425415
ACH-000649,-0.3258667587325744
ACH-000651,-0.4153120380854027
ACH-000652,-0.4657900905556838
ACH-000653,-0.5228605024561249
ACH-000657,-0.3762912786249202
ACH-000658,-0.42524812179311816
ACH-000661,-0.4354508902189321
ACH-000662,-0.2061841956705832
ACH-000663,-0.134233029644973
ACH-000665,-0.3150068543602325
ACH-000671,-0.2570468335122799
ACH-000672,-0.3130128995505129
ACH-000673,-0.44131823920589575
ACH-000676,-0.3234031678901591
ACH-000677,-0.40298365431367533
ACH-000681,-0.4323440457030707
ACH-000683,-0.3004021846524741
ACH-000684,-0.3222912525586205
ACH-000688,-0.519933701877301
ACH-000693,-0.33601256122337353
ACH-000694,-0.3510656249458509
ACH-000695,-0.3293234948339323
ACH-000696,-0.36935771317587823
ACH-000697,-0.5348971158219163
ACH-000699,-0.5653119722943001
ACH-000701,-0.5650870871079486
ACH-000706,-0.5755968634382839
ACH-000711,-0.3350120580628424
ACH-000713,-0.2364616735923036
ACH-000714,-0.5630722511145563
ACH-000718,-0.392812481641222
ACH-000720,-0.6477914444372722
ACH-000721,-0.3065899746872579
ACH-000724,-0.5779545926646045
ACH-000725,-0.669193266469973
ACH-000732,-0.4535325116162338
ACH-000734,-0.4388463254419695
ACH-000735,-0.2000771339407288
ACH-000736,-0.6793844680399094
ACH-000738,-0.18372968257505734
ACH-000746,-0.2927512698641971
ACH-000747,-0.2554020395101362
ACH-000748,-0.5392504586017804
ACH-000753,-0.3527407237016471
ACH-000756,-0.3175721721228529
ACH-000757,-0.04562235135875773
ACH-000758,-0.5277362039181726
ACH-000760,-0.3146205861581373
ACH-000762,-0.4395278742691727
ACH-000763,-0.4606240563641346
ACH-000764,-0.2958945147696345
ACH-000765,-0.34198881114660873
ACH-000766,-0.3453442559026015
ACH-000767,-0.2574109476232191
ACH-000768,-0.3282622015059569
ACH-000769,-0.4701894447174209
ACH-000770,-0.23669033914023846
ACH-000771,-0.2381388722015796
ACH-000773,-0.3843256161975909
ACH-000776,-0.20331058568723398
ACH-000777,-0.4377675441071927
ACH-000778,-0.3235077673425476
ACH-000781,-0.4036497972035011
ACH-000782,-0.35176590985330003
ACH-000783,-0.6268460809863898
ACH-000784,-0.2334354880748927
ACH-000785,-0.6097697268972317
ACH-000787,-0.5465466070106008
ACH-000788,-0.3828942091685717
ACH-000791,-0.2205954033232192
ACH-000792,-0.459797350826567
ACH-000794,-0.4512339874437433
ACH-000796,-0.3004115316454802
ACH-000798,-0.644094365812106
ACH-000799,-0.8278162290047761
ACH-000800,-0.5012661687656588
ACH-000802,-0.45471445917073205
ACH-000804,-0.31804045272145065
ACH-000805,-0.3260991509513627
ACH-000809,-0.25709508763770783
ACH-000810,-0.14714159697185286
ACH-000811,-0.14431217119396422
ACH-000817,-0.5099354465969678
ACH-000819,-0.3552282207143995
ACH-000820,-0.4495869471706586
ACH-000821,-0.4019662129201015
ACH-000822,-0.29505388705899394
ACH-000823,-0.4990749896085093
ACH-000824,-0.4127032959424287
ACH-000827,-0.4732110343279721
ACH-000829,-0.2800055806467446
ACH-000831,-0.809783317377875
ACH-000832,-0.8410268747498305
ACH-000833,-0.13184062324575582
ACH-000834,-0.18962004635790905
ACH-000835,-0.3272870210527164
ACH-000836,-0.05830714580334308
ACH-000837,-0.34315231488582565
ACH-000838,-0.28709529127824823
ACH-000839,-0.4585986313223383
ACH-000840,-0.3975450948575631
ACH-000841,-0.2505205556974216
ACH-000843,-0.6110995227777125
ACH-000846,-0.13050703052156648
ACH-000847,-0.36761617221245
ACH-000848,-0.3825680068293353
ACH-000849,-0.2413786210615453
ACH-000851,-0.5147310701195209
ACH-000855,-0.4797322616730996
ACH-000856,-0.4747714618366801
ACH-000858,-0.6653941600555229
ACH-000859,-0.6891889659152377
ACH-000861,-0.3962650243835048
ACH-000862,-0.4361497217445706
ACH-000865,-0.2985083899964232
ACH-000866,-0.3090527417383118
ACH-000867,-0.3338035263848707
ACH-000869,-0.12180207619636438
ACH-000872,-0.4542290917907445
ACH-000873,-0.5881885838967661
ACH-000876,-0.3768568182204491
ACH-000878,-0.5825257215647958
ACH-000880,-0.182961743467963
ACH-000881,-0.4542534760391183
ACH-000882,-0.20726797049938192
ACH-000884,-0.4936116002590169
ACH-000885,-0.5169077113678912
ACH-000887,-0.3629111365393627
ACH-000889,-0.3804546752848051
ACH-000896,-0.4336272306251896
ACH-000898,-0.39423264020921456
ACH-000900,-0.5025213407305555
ACH-000901,-0.37816500896226585
ACH-000905,-0.3975492217469676
ACH-000906,-0.4432806992496181
ACH-000907,-0.2353586273994241
ACH-000910,-0.3387612184375135
ACH-000911,-0.5027015851961917
ACH-000912,-0.5585368782426312
ACH-000913,-0.4496707632374373
ACH-000915,-0.2264366579223595
ACH-000916,-0.4921198874123358
ACH-000917,-0.4700784706213313
ACH-000920,-0.10300284799868413
ACH-000921,-0.6265811931430777
ACH-000924,-0.4335211920537645
ACH-000926,-0.4591736264582911
ACH-000928,-0.6448003801721436
ACH-000929,-0.6693826079903139
ACH-000932,-0.08092170345633383
ACH-000935,-0.3532155825674852
ACH-000936,-0.3140746038043681
ACH-000937,-0.10990328145667776
ACH-000938,-0.2103747968715825
ACH-000939,-0.2547884335900069
ACH-000941,-0.6322659870158079
ACH-000943,-0.19803843613835712
ACH-000946,-0.43385110467471294
ACH-000947,-0.3104844689263914
ACH-000948,-0.6337761376572923
ACH-000950,-0.18130688381830806
ACH-000953,-0.2530273916080141
ACH-000954,-0.4662682434766367
ACH-000957,-0.6107364768736907
ACH-000958,-0.4823766713928935
ACH-000960,-0.12240941997712575
ACH-000963,-0.4802258117580318
ACH-000968,-0.43038216233061777
ACH-000969,-0.5677194551791802
ACH-000972,-0.2441912219866287
ACH-000973,-0.3815850330544422
ACH-000974,-0.4621323414352427
ACH-000978,-0.18364890474914972
ACH-000984,-0.4716945454520707
ACH-000986,-0.4874834903488948
ACH-000988,-0.5384204437523213
ACH-000993,-0.4712959820147174
ACH-000994,-0.6016263726431764
ACH-000996,-0.5285991723860349
ACH-001001,-0.4464499614673027
ACH-001020,0.020295431763932604
ACH-001028,-0.3294694234239859
ACH-001031,-0.4861028801412401
ACH-001038,-0.2708728957535567
ACH-001048,-0.4152244325157143
ACH-001050,-0.3059954151243185
ACH-001053,-0.12714436606635324
ACH-001054,-0.3703243844558831
ACH-001061,-0.2271279213128151
ACH-001067,-0.4905240767552501
ACH-001075,-0.33267651127866354
ACH-001096,-0.392834951674956
ACH-001111,-0.3876763254931197
ACH-001119,-0.2917481338926576
ACH-001128,0.5384584953801113
ACH-001134,-0.4116439558834968
ACH-001151,-0.42770806846297343
ACH-001163,-0.30700079520418994
ACH-001164,-0.5572636766482365
ACH-001183,-0.25302646994013345
ACH-001192,-0.3811448733141888
ACH-001193,-0.4196934458818283
ACH-001196,-0.4471647744613684
ACH-001197,-0.3091192820973803
ACH-001205,-0.3180489400542055
ACH-001211,-0.08051515787756504
ACH-001212,-0.364162415843144
ACH-001228,-0.5275245761475661
ACH-001232,-0.6071860024926661
ACH-001239,-0.3214376852630334
ACH-001270,-0.5007589875836689
ACH-001274,-0.3836830766797733
ACH-001275,-0.2841125226266609
ACH-001277,-0.28844889816594066
ACH-001278,-0.4684996908726544
ACH-001280,-0.5143212904821162
ACH-001283,-0.3478136429884556
ACH-001289,-0.5224307592363858
ACH-001300,-0.4059418435575943
ACH-001301,-0.2961878492332505
ACH-001302,-0.4054394487709681
ACH-001306,-0.3463247141860218
ACH-001318,-0.19843169015659207
ACH-001322,-0.4041232968301532
ACH-001328,-0.3694661200642033
ACH-001332,-0.3665610283723105
ACH-001336,-0.6290211568346357
ACH-001346,-0.38579988996403575
ACH-001353,-0.3606860609914541
ACH-001354,-0.3470005713019615
ACH-001367,-0.58727024077828
ACH-001368,-0.3037080817311617
ACH-001374,-0.4436612891209841
ACH-001377,-0.4470098385557182
ACH-001380,-0.2938613210428627
ACH-001391,-0.3620333562186738
ACH-001408,-0.3808750661500328
ACH-001430,-0.28436375706323075
ACH-001431,-0.4747281761405572
ACH-001450,-0.15690257159592635
ACH-001496,-0.22293721109442016
ACH-001500,-0.30692665498690275
ACH-001523,-0.4976534081739178
ACH-001532,-0.3378422845897785
ACH-001550,-0.14076375940661714
ACH-001552,-0.3445560636442416
ACH-001554,-0.39472265126767786
ACH-001654,-0.3051577429797965
ACH-001735,-0.30727617872064883
ACH-001736,-0.2588912822169949
ACH-001737,0.119812532753415
ACH-001740,-0.5558383352210691
ACH-001745,-0.5611079797608522
ACH-001765,-0.2524002872797307
