,CTCF (10664)
ACH-000153,-1.2698100863025747
ACH-000159,-1.0778541806670559
ACH-000160,-0.7886588748848252
ACH-000163,-1.0642130375471888
ACH-000167,-1.2138171534189348
ACH-000168,-1.2244715112465367
ACH-000169,-1.3298313652456577
ACH-000178,-1.032705300170654
ACH-000183,-1.2028929565152555
ACH-000188,-1.1378927533181078
ACH-000189,-1.1311802536228346
ACH-000190,-0.7709197017229305
ACH-000198,-1.2457562830835356
ACH-000203,-0.6024291362293125
ACH-000204,-0.9803553250308686
ACH-000206,-1.3948477139924662
ACH-000207,-0.8899693023676533
ACH-000208,-1.1831325358428968
ACH-000210,-1.3084995359989144
ACH-000211,-1.3159498597858128
ACH-000215,-1.2047065305053906
ACH-000221,-1.3497508068563264
ACH-000222,-1.3785110208810183
ACH-000223,-1.038021335507164
ACH-000226,-1.1159729743924294
ACH-000227,-1.0338320282272746
ACH-000228,-1.0864705772177066
ACH-000231,-1.098317531822695
ACH-000232,-1.3024080777945584
ACH-000233,-1.2464539649158597
ACH-000234,-1.134343989435517
ACH-000235,-1.1902785300913048
ACH-000237,-1.1828110295285763
ACH-000238,-1.0069208737416566
ACH-000242,-1.3267302434977364
ACH-000243,-1.2177411098379978
ACH-000244,-1.181436130471645
ACH-000246,-1.1826627632497586
ACH-000248,-1.4271060084200202
ACH-000250,-1.2471675746559776
ACH-000251,-1.1409872497532143
ACH-000252,-1.1657824868529147
ACH-000253,-1.389750961348792
ACH-000255,-1.209115115989715
ACH-000256,-1.2124819639058606
ACH-000257,-1.39875206428249
ACH-000258,-1.406952537297121
ACH-000259,-1.2017247108506983
ACH-000260,-1.151605680482858
ACH-000261,-1.2397720566576942
ACH-000262,-1.09683826771772
ACH-000263,-1.1644784582673828
ACH-000264,-1.1590276984313832
ACH-000265,-1.2879990356398037
ACH-000266,-1.3168017974771165
ACH-000272,-1.0581485887729305
ACH-000274,-0.9704788994562238
ACH-000277,-1.4758693055090513
ACH-000278,-1.4809377913910489
ACH-000279,-1.0268755040983193
ACH-000280,-0.9877736863324686
ACH-000281,-1.5026921419172
ACH-000288,-1.000113206202614
ACH-000291,-1.2670789396745736
ACH-000293,-1.4390337186126083
ACH-000294,-1.2331663383063765
ACH-000295,-1.4725402846994746
ACH-000296,-1.2225851530952745
ACH-000302,-1.2380634671014719
ACH-000304,-1.509444505842692
ACH-000307,-1.1373373578328467
ACH-000308,-1.2267965820888898
ACH-000310,-0.933222793538246
ACH-000311,-1.4121510321403654
ACH-000312,-1.2481859284512116
ACH-000315,-1.1765895092070418
ACH-000316,-1.4231396707643438
ACH-000317,-1.1830484698695076
ACH-000318,-1.0654549789942416
ACH-000319,-1.0891039400242348
ACH-000320,-1.232625959869594
ACH-000322,-1.0770155643256007
ACH-000323,-1.2163228667512491
ACH-000324,-1.2425546887748975
ACH-000329,-1.1911356094695984
ACH-000330,-1.4561051983555109
ACH-000331,-1.3003798040337116
ACH-000332,-1.1667867031534205
ACH-000334,-0.7809390656399015
ACH-000335,-0.9810691167858644
ACH-000336,-1.3771648615898011
ACH-000337,-1.7558006798230208
ACH-000338,-1.4794396319305312
ACH-000339,-1.192050031557876
ACH-000341,-0.9232728771557114
ACH-000348,-1.091756422196957
ACH-000350,-1.3049429557121328
ACH-000352,-1.0626965016338399
ACH-000356,-1.196201501794829
ACH-000361,-1.2459450512693098
ACH-000362,-1.2850627065925393
ACH-000363,-1.143569493677117
ACH-000364,-1.0523891839862969
ACH-000365,-1.198309841238852
ACH-000366,-0.9943329283831572
ACH-000368,-1.1910699512657978
ACH-000374,-1.2215920205851598
ACH-000375,-1.0728204537550354
ACH-000376,-1.1239466147843091
ACH-000381,-1.152590875510509
ACH-000383,-1.0059970055348324
ACH-000387,-1.3176012319099004
ACH-000389,-1.0723753978637418
ACH-000390,-1.3625368884418816
ACH-000393,-1.2059619052701662
ACH-000395,-1.3169617059768592
ACH-000396,-1.1664815647565134
ACH-000397,-1.2553315348847982
ACH-000401,-0.9449611413938124
ACH-000402,-1.0221454457143002
ACH-000403,-1.1581833213453887
ACH-000404,-1.0127447564860987
ACH-000406,-1.173198780773949
ACH-000407,-1.4172251666722888
ACH-000408,-1.246009772769439
ACH-000410,-1.3014417338164448
ACH-000411,-1.0108016447619057
ACH-000414,-1.1716818761640626
ACH-000415,-1.1746136400219656
ACH-000416,-1.0619712311138876
ACH-000420,-1.2010158066843184
ACH-000421,-1.259999495319848
ACH-000424,-1.3031758747757336
ACH-000425,-1.1509317456446475
ACH-000426,-1.3911738898023651
ACH-000427,-0.993769675506729
ACH-000433,-1.1532903724497927
ACH-000435,-1.0511902015836676
ACH-000436,-1.1128551705224623
ACH-000444,-1.25496537638197
ACH-000445,-1.1605140308909574
ACH-000448,-1.095568300897973
ACH-000450,-1.472697607352236
ACH-000452,-1.2265390238050553
ACH-000454,-1.3255645679942596
ACH-000458,-0.8936945561873408
ACH-000459,-1.0073301867049989
ACH-000460,-1.1513246049810488
ACH-000461,-1.2172997183571994
ACH-000463,-1.0692606325437368
ACH-000464,-1.1847747957330037
ACH-000466,-1.302820544019084
ACH-000467,-1.07952016534585
ACH-000468,-1.3106217448368662
ACH-000469,-1.2273284870261392
ACH-000470,-1.1907227033326162
ACH-000471,-1.2230637980590708
ACH-000472,-1.1641319060024955
ACH-000473,-1.2341388803285342
ACH-000475,-1.2741529507922975
ACH-000476,-1.2913722287664302
ACH-000477,-1.148041469963942
ACH-000479,-1.2364925825678712
ACH-000480,-1.1289585259674997
ACH-000481,-0.9254366410658936
ACH-000483,-1.288089091397092
ACH-000484,-1.0142741267000317
ACH-000485,-1.136339512706721
ACH-000486,-1.2130587177514351
ACH-000487,-1.3415978007067024
ACH-000488,-1.0296826843647282
ACH-000490,-1.1166388454193896
ACH-000491,-1.2078539628685083
ACH-000495,-1.3902413077307187
ACH-000496,-1.1989357244093533
ACH-000499,-1.150565377428523
ACH-000500,-1.6176111901734742
ACH-000502,-1.1928161912947308
ACH-000503,-1.1213150080460457
ACH-000505,-1.1309447724577542
ACH-000507,-1.3045886284151285
ACH-000510,-1.0893896286512752
ACH-000511,-1.2922268784176525
ACH-000512,-1.116150869913448
ACH-000516,-1.1950448440311294
ACH-000517,-1.3250813986327108
ACH-000518,-1.4324433413426754
ACH-000520,-1.2504701669142138
ACH-000521,-1.1972535545029952
ACH-000522,-1.1879982812996122
ACH-000524,-1.0697841940145505
ACH-000527,-1.1888466460500855
ACH-000528,-1.20243944659441
ACH-000537,-1.2995875786580486
ACH-000541,-1.5241231606591747
ACH-000542,-1.161514067841595
ACH-000544,-1.0538527628781609
ACH-000545,-0.8902524935381417
ACH-000547,-1.6232431284991184
ACH-000548,-1.1623657139353059
ACH-000549,-1.147829526877022
ACH-000550,-1.2244056593883117
ACH-000552,-1.2900951073817344
ACH-000556,-1.0615121375786667
ACH-000557,-1.4585224037012154
ACH-000569,-1.5074478034192171
ACH-000570,-1.1749921946663908
ACH-000571,-0.9450354390904788
ACH-000573,-1.210055363483739
ACH-000576,-1.319459894823911
ACH-000579,-1.1900721635902776
ACH-000580,-1.1292506665393804
ACH-000584,-1.2132253684846221
ACH-000585,-1.2418942530030586
ACH-000588,-1.1163647753857184
ACH-000589,-1.1987810529578218
ACH-000591,-1.2373707091671309
ACH-000593,-0.9543782457462052
ACH-000600,-1.3865345882707665
ACH-000601,-1.0915762692524222
ACH-000605,-1.2125166159662808
ACH-000606,-1.2545821377008113
ACH-000608,-1.2778754288550165
ACH-000614,-1.1575607933912595
ACH-000616,-1.1220759615716904
ACH-000618,-1.2979900490166298
ACH-000619,-1.246322581811502
ACH-000620,-1.3163141484018168
ACH-000621,-1.277668475130756
ACH-000622,-1.3701080157260948
ACH-000623,-1.0693921513080034
ACH-000624,-1.1850562952600587
ACH-000627,-1.1094750926329269
ACH-000630,-1.1719961566963877
ACH-000631,-1.1197155571078006
ACH-000632,-1.385031527342855
ACH-000633,-1.0949694948574802
ACH-000637,-1.1333372555821124
ACH-000638,-1.1593539357876406
ACH-000646,-1.2931755602571409
ACH-000647,-1.1424864914757156
ACH-000648,-1.197799142731865
ACH-000649,-1.20245166259921
ACH-000651,-0.8933459027181726
ACH-000652,-1.0392191992066666
ACH-000653,-1.1074075606088434
ACH-000657,-1.299048820331625
ACH-000658,-1.2974511261314563
ACH-000661,-1.2392272886266915
ACH-000662,-1.114210832930573
ACH-000663,-1.0976819936495703
ACH-000665,-1.1358090904383566
ACH-000671,-1.2810168981696728
ACH-000672,-0.7607129092295779
ACH-000673,-1.1133216772940502
ACH-000676,-1.1732268204349907
ACH-000677,-1.128412239109206
ACH-000681,-1.1323486181735616
ACH-000683,-1.139293481183009
ACH-000684,-1.2514818024876808
ACH-000688,-1.3417626828232945
ACH-000693,-1.1957795273517298
ACH-000694,-1.1512323071768993
ACH-000695,-0.9625926224757854
ACH-000696,-1.1974778586417416
ACH-000697,-1.0486214155731088
ACH-000699,-1.02416286569118
ACH-000701,-1.1732228601294232
ACH-000706,-1.1983720002143778
ACH-000711,-1.1619484865012923
ACH-000713,-1.3507001082174388
ACH-000714,-1.1998408870737978
ACH-000718,-1.2491536581696352
ACH-000720,-1.1103991388179553
ACH-000721,-1.2612293284491287
ACH-000724,-1.492917742248116
ACH-000725,-1.4379967938627571
ACH-000732,-1.0295625564458266
ACH-000734,-1.2245513694390249
ACH-000735,-0.9923914722074906
ACH-000736,-1.236746510306338
ACH-000738,-1.2157146107730168
ACH-000746,-1.0950429488467346
ACH-000747,-1.3874824410318305
ACH-000748,-1.1659241431108116
ACH-000753,-1.1855052103455277
ACH-000756,-1.3333694620298766
ACH-000757,-1.2211362569598505
ACH-000758,-1.1624931952183886
ACH-000760,-1.288031331953497
ACH-000762,-1.2670190687792555
ACH-000763,-1.1914702245434343
ACH-000764,-1.2836192296491378
ACH-000765,-1.2488273905974143
ACH-000766,-1.254315381556086
ACH-000767,-1.2735360074838211
ACH-000768,-1.120082859022808
ACH-000769,-0.8804389611471303
ACH-000770,-1.3094083098494902
ACH-000771,-1.3738331510989696
ACH-000773,-1.1143814814668684
ACH-000776,-1.3394735420184658
ACH-000777,-1.1468588453222757
ACH-000778,-1.2106313357014986
ACH-000781,-1.2838641335859562
ACH-000782,-1.4977696379136531
ACH-000783,-1.4469836959254796
ACH-000784,-1.2297624519943362
ACH-000785,-1.5274560580007253
ACH-000787,-1.2721804337934772
ACH-000788,-1.2870178356124855
ACH-000791,-1.3415781746201092
ACH-000792,-1.2469081112452352
ACH-000794,-1.2112531242930569
ACH-000796,-1.233537184275582
ACH-000798,-1.2543059156521028
ACH-000799,-1.1546315123902464
ACH-000800,-1.6893646358208598
ACH-000802,-1.062791552496389
ACH-000804,-0.9669960680150508
ACH-000805,-1.2303736584833145
ACH-000809,-1.0400152619476286
ACH-000810,-1.2634807456204855
ACH-000811,-0.9650029829410592
ACH-000817,-1.0423754269977696
ACH-000819,-1.2304886640809929
ACH-000820,-1.3454669217164734
ACH-000821,-1.3527267683383464
ACH-000822,-1.0767786515960296
ACH-000823,-1.1454649861844313
ACH-000824,-1.1814529949671346
ACH-000827,-1.2215723089454753
ACH-000829,-1.0651562897449225
ACH-000831,-1.0908751517225446
ACH-000832,-1.3900285107596826
ACH-000833,-1.0530018843132392
ACH-000834,-1.2440917596522942
ACH-000835,-1.0782100937936958
ACH-000836,-0.8079960491833359
ACH-000837,-1.2918278250420971
ACH-000838,-1.2245579126019284
ACH-000839,-1.2061616022411772
ACH-000840,-1.1390991291853718
ACH-000841,-1.1565156094717557
ACH-000843,-1.111727295200007
ACH-000846,-1.2227711583760186
ACH-000847,-1.2898416278080571
ACH-000848,-1.242673614166249
ACH-000849,-1.1613741682679746
ACH-000851,-1.156222315055204
ACH-000855,-1.150495860334931
ACH-000856,-0.9094154194369648
ACH-000858,-1.1716034528403532
ACH-000859,-0.9723445409990916
ACH-000861,-1.1435441003491842
ACH-000862,-0.9764645131917176
ACH-000865,-1.0867639396731692
ACH-000866,-1.246488781135268
ACH-000867,-1.2597244625951602
ACH-000869,-1.3464728205206244
ACH-000872,-1.2004065013245455
ACH-000873,-1.5172010494399186
ACH-000876,-1.278337381717889
ACH-000878,-1.1707249225393872
ACH-000880,-1.0801457117238005
ACH-000881,-1.3336865694886246
ACH-000882,-1.1134597145428824
ACH-000884,-1.2876656695634017
ACH-000885,-0.8926274669057541
ACH-000887,-1.0833383241423862
ACH-000889,-1.0906075998063984
ACH-000896,-1.2470558173943245
ACH-000898,-1.079811135661534
ACH-000900,-1.1027059336802258
ACH-000901,-1.312195407282277
ACH-000905,-1.2678081853412706
ACH-000906,-1.1674376843816108
ACH-000907,-1.14229510104067
ACH-000910,-1.2045846164981815
ACH-000911,-1.2064031100923738
ACH-000912,-1.224813998645727
ACH-000913,-1.055631135728038
ACH-000915,-1.0900193112524543
ACH-000916,-1.3305583924861204
ACH-000917,-1.1156475277847944
ACH-000920,-0.6917409674851751
ACH-000921,-1.1956165721948764
ACH-000924,-1.2149345170906145
ACH-000926,-1.153168984050587
ACH-000928,-1.2256349235178954
ACH-000929,-1.6374780108199296
ACH-000932,-1.009928964347529
ACH-000935,-1.1762895105127678
ACH-000936,-1.0860774097916748
ACH-000937,-1.3391124553928897
ACH-000938,-0.9061084788946742
ACH-000939,-1.1116619222194872
ACH-000941,-1.2368692233675944
ACH-000943,-1.1695007891591198
ACH-000946,-1.1843002280705397
ACH-000947,-1.2096877248283626
ACH-000948,-1.262408168827179
ACH-000950,-0.822897814922861
ACH-000953,-1.102106942099133
ACH-000954,-1.0429379693997127
ACH-000957,-1.1579816590432974
ACH-000958,-1.1802115037803391
ACH-000960,-1.1040770193431828
ACH-000963,-1.5878200637875126
ACH-000968,-1.3874223083078605
ACH-000969,-1.043751327656718
ACH-000972,-1.1866025251279633
ACH-000973,-1.0693803343136514
ACH-000974,-1.0311926735198405
ACH-000978,-1.1593927729678846
ACH-000984,-1.0675921401601802
ACH-000986,-1.1416994669363014
ACH-000988,-1.4376434062122474
ACH-000993,-1.3670435949740771
ACH-000994,-1.1598615692049232
ACH-000996,-1.0028556216628821
ACH-001001,-1.0546833711971642
ACH-001020,-1.12791808225705
ACH-001028,-1.1000382632029486
ACH-001031,-1.2331728487783231
ACH-001038,-1.2714421973557195
ACH-001048,-1.178245084989204
ACH-001050,-1.1670358747999758
ACH-001053,-1.1963057789491365
ACH-001054,-1.0890107757769152
ACH-001061,-1.1745720654483112
ACH-001067,-1.1672119832312229
ACH-001075,-1.1791703509721343
ACH-001096,-1.1605825435827497
ACH-001111,-1.0995586535496755
ACH-001119,-1.1556948515380772
ACH-001128,-0.5186903816383948
ACH-001134,-1.3327354336194035
ACH-001151,-1.1906619523471371
ACH-001163,-1.0875083001263743
ACH-001164,-0.9362170123679638
ACH-001183,-1.0886989660978248
ACH-001192,-1.2318901211108797
ACH-001193,-1.117443064999138
ACH-001196,-1.4132893511125937
ACH-001197,-1.0537887386350369
ACH-001205,-1.3020400834592891
ACH-001211,-1.358930501853857
ACH-001212,-1.1788041500262532
ACH-001228,-1.0932351043607558
ACH-001232,-1.369871940818694
ACH-001239,-1.1392557526247895
ACH-001270,-1.159895632614785
ACH-001274,-0.9054145635108624
ACH-001275,-0.9472253410342524
ACH-001277,-1.4182659743089765
ACH-001278,-1.1252979523159758
ACH-001280,-1.5344835174500044
ACH-001283,-0.9950279896083002
ACH-001289,-1.4460600002570805
ACH-001300,-1.2830523192216974
ACH-001301,-1.4514089053471317
ACH-001302,-1.1909436177425392
ACH-001306,-1.112209061532878
ACH-001318,-1.3279947024477898
ACH-001322,-1.2140119040998951
ACH-001328,-1.0262152407447087
ACH-001332,-1.1636597560016624
ACH-001336,-1.2305262889924995
ACH-001346,-1.0707512955590657
ACH-001353,-1.3219657621720446
ACH-001354,-1.3057438308171827
ACH-001367,-1.2923328311144793
ACH-001368,-1.1973098279738228
ACH-001374,-1.3209186446517869
ACH-001377,-1.289543513090074
ACH-001380,-1.1841686227111912
ACH-001391,-1.1206441233514497
ACH-001408,-1.2257285587174058
ACH-001430,-1.4106867577355182
ACH-001431,-1.2516028834982502
ACH-001450,-1.0785132274442184
ACH-001496,-0.9548490190624588
ACH-001500,-0.9596311041692164
ACH-001523,-1.2174784685865307
ACH-001532,-1.2804452918729603
ACH-001550,-0.934498835988702
ACH-001552,-0.9781622050125662
ACH-001554,-1.2312453339401808
ACH-001654,-1.1501009754276723
ACH-001735,-1.1536198499273482
ACH-001736,-1.2007467207389535
ACH-001737,-0.9530060096527072
ACH-001740,-1.4888448161839485
ACH-001745,-1.0949870320404158
ACH-001765,-0.9796047501214772
