,EIF4H (7458)
ACH-000004,0.016591797198962466
ACH-000005,-0.4137464244943449
ACH-000007,-0.29825954978124325
ACH-000009,-0.14981495276968396
ACH-000011,-0.21037544106833225
ACH-000012,-0.1854093373826352
ACH-000013,0.01221251451337994
ACH-000014,-0.4082860820887684
ACH-000015,-0.08894138360913904
ACH-000017,-0.053304312799309986
ACH-000018,-0.1586316861901194
ACH-000019,-0.22629490852307454
ACH-000021,-0.2906949449981205
ACH-000022,-0.0919075218219169
ACH-000025,-0.11830277614110933
ACH-000028,0.016209871836406795
ACH-000030,-0.07610817961608655
ACH-000035,-0.023425379543689284
ACH-000036,-0.3098967174953948
ACH-000037,-0.028866430868673226
ACH-000039,-0.2452670369042761
ACH-000040,-0.20676041066038967
ACH-000041,-0.22243276081648886
ACH-000042,-0.1186952816849614
ACH-000045,-0.2996207758924064
ACH-000047,-0.19047078150494012
ACH-000052,-0.042542975212705864
ACH-000053,-0.11857786540246615
ACH-000054,-0.32356812499872273
ACH-000055,-0.12714216612322504
ACH-000060,-0.31021713294921066
ACH-000067,-0.2478784001164263
ACH-000070,-0.2487005362005761
ACH-000075,-0.09076301378698233
ACH-000078,-0.1848785010155243
ACH-000082,-0.08122935598798102
ACH-000085,0.07195727122379919
ACH-000086,0.06639260281300381
ACH-000087,-0.08162049287205925
ACH-000092,-0.14905355586184318
ACH-000095,-0.13106965171241808
ACH-000097,-0.2450604757986501
ACH-000098,-0.05261559281424267
ACH-000099,-0.31496125207670866
ACH-000108,-0.06255097739853448
ACH-000113,0.13176147005292144
ACH-000116,-0.004813130002159338
ACH-000118,0.19227302877916014
ACH-000120,-0.0422651412324076
ACH-000123,-0.12087545584641372
ACH-000127,-0.007468322656250448
ACH-000128,-0.13045626070699848
ACH-000132,-0.1252168714847592
ACH-000133,-0.004073144294035251
ACH-000137,-0.08293629769383516
ACH-000138,0.037878830423922684
ACH-000142,-0.10590858103982376
ACH-000143,0.013120009966735685
ACH-000146,-0.1593850134481304
ACH-000148,-0.19470272075283948
ACH-000150,-0.21232381271199274
ACH-000152,-0.004057594947539257
ACH-000153,-0.1936997271295676
ACH-000159,-0.2779427657970709
ACH-000160,-0.01857535389053397
ACH-000163,-0.011655003033562795
ACH-000167,0.09930784880602947
ACH-000168,0.040908833411949626
ACH-000169,-0.0940422971315553
ACH-000178,-0.1520241019493541
ACH-000183,-0.211347452946908
ACH-000188,-0.007404118493561381
ACH-000189,-0.4774721837070928
ACH-000190,-0.014043129059721823
ACH-000198,-0.3312947408756524
ACH-000203,0.3448174498956689
ACH-000204,-0.33164813777584545
ACH-000206,-0.10429485809521452
ACH-000207,-0.04010410715178343
ACH-000208,-0.13701313071266585
ACH-000210,0.28220337078003216
ACH-000211,-0.16958277810863406
ACH-000215,-0.003609717789612536
ACH-000221,-0.2916640275703619
ACH-000222,0.015218354673024409
ACH-000223,0.002465611176388317
ACH-000226,-0.08012719747275608
ACH-000227,-0.14203231337008201
ACH-000228,-0.18471551158652394
ACH-000231,-0.14359946231703544
ACH-000232,-0.2046171746334208
ACH-000233,0.10602694240870424
ACH-000234,-0.16571955359630516
ACH-000235,-0.11854910943005795
ACH-000237,-0.17081995307392775
ACH-000238,0.10232605986924033
ACH-000242,-0.0802734353543453
ACH-000243,-0.10154055744550423
ACH-000244,-0.15369312956214298
ACH-000246,-0.1785617223541588
ACH-000248,-0.17614327466446406
ACH-000250,-0.2429640859534726
ACH-000251,0.038677949592709863
ACH-000252,0.15795006521831026
ACH-000253,-0.24514711339311354
ACH-000255,-0.15898477121251414
ACH-000256,-0.034071465726046614
ACH-000257,0.0057788009628803785
ACH-000258,-0.20828449161957552
ACH-000259,-0.0831474080311949
ACH-000260,-0.09877297706477127
ACH-000261,-0.043677862185191305
ACH-000262,-0.0609517690035353
ACH-000263,-0.06788668858839386
ACH-000264,-0.09394559794451568
ACH-000265,-0.0986326991655995
ACH-000266,-0.24873011186561125
ACH-000272,-0.11144940544906108
ACH-000274,-0.31786699230143
ACH-000277,-0.2200436997533232
ACH-000278,-0.04659433177513783
ACH-000279,-0.2408285306530813
ACH-000280,0.04469055952533714
ACH-000281,-0.18406643488988697
ACH-000288,0.020551259898044485
ACH-000291,-0.17801688088388393
ACH-000293,-0.06948012140593712
ACH-000294,-0.20059192525114775
ACH-000295,-0.016196706104322226
ACH-000296,-0.14871747494189871
ACH-000302,-0.06138003835088605
ACH-000304,-0.2535124299070413
ACH-000307,-0.2050456872362524
ACH-000308,-0.10042625236164993
ACH-000310,-0.22062943337942129
ACH-000311,-0.04260636380894384
ACH-000312,-0.019627630967745037
ACH-000315,-0.17353644719225006
ACH-000316,-0.27382948653396044
ACH-000317,-0.07302534605530779
ACH-000318,-0.024311377160361358
ACH-000319,-0.04456448773526564
ACH-000320,-0.19688304670598628
ACH-000322,-0.4029421850227806
ACH-000323,-0.17620185055421025
ACH-000324,-0.09012144505730756
ACH-000329,0.10217941164918803
ACH-000330,-0.037299657217265386
ACH-000331,-0.3980978411530609
ACH-000332,-0.2272209048582348
ACH-000334,0.08916212097796829
ACH-000335,-0.004014457642726935
ACH-000336,-0.2229290625365617
ACH-000337,-0.3610695175096238
ACH-000338,-0.3341315885494622
ACH-000339,-0.183967260510828
ACH-000341,-0.32127269362864336
ACH-000348,0.010948449677585593
ACH-000350,-0.1440761135397966
ACH-000352,0.06117877252833862
ACH-000356,-0.33806247274316664
ACH-000361,-0.35834274307518205
ACH-000362,-0.13937863390440455
ACH-000363,-0.13590771207436322
ACH-000364,-0.15145544674063385
ACH-000365,-0.15666798348567976
ACH-000366,-0.02500647455673059
ACH-000368,-0.12213835770505235
ACH-000374,-0.2573236450478994
ACH-000375,0.0957627554599602
ACH-000376,-0.25589089055750913
ACH-000381,0.029278654700343156
ACH-000383,-0.12806115533284218
ACH-000387,-0.34632260760122224
ACH-000389,-0.2116193254284789
ACH-000390,-0.17448842803663353
ACH-000393,-0.09097879814898467
ACH-000395,-0.2444024846919667
ACH-000396,-0.04078438772606558
ACH-000397,-0.09647778577010517
ACH-000401,-0.2925524098653225
ACH-000402,-0.0290294302952267
ACH-000403,-0.09558464465061783
ACH-000404,-0.5937696963537427
ACH-000406,-0.2175718115121446
ACH-000407,-0.17525807158472798
ACH-000408,-0.18284505420706584
ACH-000410,-0.2423202117975263
ACH-000411,-0.06921220713318643
ACH-000414,-0.12125240753138312
ACH-000415,-0.19936195393018905
ACH-000416,-0.1411259704501789
ACH-000420,-0.30680920474837553
ACH-000421,-0.2622368317098208
ACH-000424,-0.3679272639287378
ACH-000425,-0.2477751362688813
ACH-000426,-0.19464529886166015
ACH-000427,-0.04542320083374736
ACH-000433,-0.2131244196041516
ACH-000435,-0.29917624676602217
ACH-000436,-0.26923020752032834
ACH-000444,-0.03470023901295709
ACH-000445,-0.0950567405658191
ACH-000448,-0.2178151374602901
ACH-000450,-0.3425205610238713
ACH-000452,-0.24918907128179074
ACH-000454,-0.045608542756077945
ACH-000458,-0.08528020423547693
ACH-000459,-0.10606367758853183
ACH-000460,-0.17053999992200458
ACH-000461,0.03104512098838805
ACH-000463,-0.2547640553779714
ACH-000464,-0.3640131642378655
ACH-000466,-0.09627146898478614
ACH-000467,-0.07635869134942433
ACH-000468,0.051759922694587714
ACH-000469,-0.20641595361871334
ACH-000470,-0.17425311604464014
ACH-000471,-0.1485878242605329
ACH-000472,-0.03407434767541608
ACH-000473,-0.11638291818564042
ACH-000475,-0.011320077760010578
ACH-000476,-0.3087022551506477
ACH-000477,0.012309702424947652
ACH-000479,-0.1529357062956122
ACH-000480,-0.03377213374596129
ACH-000481,0.04654916548060158
ACH-000483,-0.01591699133997116
ACH-000484,-0.05881612537657582
ACH-000485,-0.2544049746359972
ACH-000486,-0.025291473038422125
ACH-000487,-0.2397528258067083
ACH-000488,-0.12047262600187238
ACH-000490,-0.1960529703597433
ACH-000491,-0.2397195514457902
ACH-000495,-0.11531857641942547
ACH-000496,-0.1446866748709393
ACH-000499,0.024380981967057583
ACH-000500,0.2853322926041632
ACH-000502,-0.2232534297499384
ACH-000503,-0.2781829511173428
ACH-000505,-0.1914922363231744
ACH-000507,-0.11831760884805988
ACH-000510,-0.049103165169104006
ACH-000511,-0.3264114413804638
ACH-000512,0.12410047668315392
ACH-000516,-0.05993275742209276
ACH-000517,-0.18502728810447824
ACH-000518,-0.07827954318624193
ACH-000520,-0.1761719276480462
ACH-000521,-0.22438566623416056
ACH-000522,-0.17969361121819552
ACH-000524,-0.21900460799701876
ACH-000527,-0.23050557698156665
ACH-000528,-0.3055936102863379
ACH-000537,-0.149108002028148
ACH-000541,0.07358486517638861
ACH-000542,-0.13971447137454476
ACH-000544,-0.1712075191866003
ACH-000545,-0.008716039127838415
ACH-000547,0.07376419508130769
ACH-000548,0.003723743280349293
ACH-000549,-0.09851999209101464
ACH-000550,-0.30299403409170544
ACH-000552,-0.05678349812122022
ACH-000556,-0.15026903843224795
ACH-000557,-0.1995774353304427
ACH-000569,0.06900761237793884
ACH-000570,-0.20261713923197971
ACH-000571,-0.07140450371514143
ACH-000573,-0.1705756083137452
ACH-000576,-0.3567330528877068
ACH-000579,-0.12403474398022432
ACH-000580,-0.11460394496860453
ACH-000584,-0.08425608568096991
ACH-000585,-0.2369807218027529
ACH-000588,0.015369913717138224
ACH-000589,-0.17924519842489833
ACH-000591,-0.11914931111266787
ACH-000593,-0.14452325088330667
ACH-000600,-0.01966125849067972
ACH-000601,-0.12948869161360774
ACH-000605,-0.1432891445322694
ACH-000606,-0.0970056438162151
ACH-000608,-0.138864553009548
ACH-000614,-0.1015092538297965
ACH-000616,-0.14673635009591446
ACH-000618,-0.11640515173413225
ACH-000619,-0.1966216877488064
ACH-000620,-0.28470351641386105
ACH-000621,-0.20067510328090574
ACH-000622,-0.15559338299298558
ACH-000623,0.0804634700429045
ACH-000624,-0.05587895737141714
ACH-000627,-0.18393306303860196
ACH-000630,0.09655752360140676
ACH-000631,-0.2791485899210476
ACH-000632,-0.3338133931696725
ACH-000633,-0.3215296055200699
ACH-000637,-0.0021802307601867283
ACH-000638,-0.05805371365316329
ACH-000646,-0.12104971301894805
ACH-000647,-0.005085319866511419
ACH-000648,0.09501239421247563
ACH-000649,-0.11014884798792232
ACH-000651,0.0396296186682996
ACH-000652,-0.3688864520679057
ACH-000653,0.0046593780918126075
ACH-000657,0.006093885102862226
ACH-000658,-0.16772147759365064
ACH-000661,-0.10199444027015207
ACH-000662,-0.024385375808019874
ACH-000663,-0.2700347881643067
ACH-000665,-0.1830989408953999
ACH-000671,-0.1274515990616595
ACH-000672,-0.26578701190329235
ACH-000673,-0.12805500991238467
ACH-000676,-0.16062653952653558
ACH-000677,-0.08173421150793865
ACH-000681,-0.0763257307548786
ACH-000683,-0.026940652241492637
ACH-000684,-0.3899528227146497
ACH-000688,0.025341317662735268
ACH-000693,-0.0754172375086347
ACH-000694,-0.04971936644884587
ACH-000695,-0.06832292004423046
ACH-000696,-0.13104156503687514
ACH-000697,-0.378945261398176
ACH-000699,-0.07950561959090477
ACH-000701,-0.19410664039122125
ACH-000706,-0.07393959313309255
ACH-000711,-0.012918276302992502
ACH-000713,-0.1631283071131621
ACH-000714,-0.06720219890022996
ACH-000718,-0.032917278205725806
ACH-000720,-0.1511494941186739
ACH-000721,0.045877651199644834
ACH-000724,-0.2506501483393894
ACH-000725,-0.19433980198352616
ACH-000732,-0.16274488583740146
ACH-000734,-0.06762519407200057
ACH-000735,-0.08561399331569504
ACH-000736,0.006754736738348757
ACH-000738,-0.01972352699696818
ACH-000746,-0.11965238929870302
ACH-000747,-0.09757145357402734
ACH-000748,-0.2509295069288992
ACH-000753,-0.11924251203606225
ACH-000756,0.05376154005491867
ACH-000757,0.0728091313694671
ACH-000758,0.04008493838150819
ACH-000760,-0.11337375808990513
ACH-000762,-0.14161462636119682
ACH-000763,-0.04243965331782867
ACH-000764,0.01998180472876809
ACH-000765,-0.03117626297057828
ACH-000766,-0.3588370222552665
ACH-000767,0.01350278831566823
ACH-000768,-0.15831128756462526
ACH-000769,-0.17444715116476234
ACH-000770,-0.22873806809166136
ACH-000771,-0.09838281791347807
ACH-000773,-0.03416753736104703
ACH-000776,-0.30022908575886337
ACH-000777,-0.08557162123723733
ACH-000778,-0.024065774880138575
ACH-000781,-0.17650316926947174
ACH-000782,-0.05345330754015673
ACH-000783,0.0256722843535025
ACH-000784,-0.23774922557309303
ACH-000785,-0.1840729824750132
ACH-000787,-0.0768371323123095
ACH-000788,-0.12705502384794326
ACH-000791,-0.212679865248692
ACH-000792,-0.0455343389238969
ACH-000794,-0.03837142412581725
ACH-000796,-0.16144478857583508
ACH-000798,-0.1191596052718139
ACH-000799,-0.18173061997178716
ACH-000800,0.034726561390502945
ACH-000802,0.16718329901659085
ACH-000804,-0.17826488594166934
ACH-000805,-0.15468565496380204
ACH-000809,-0.2084606525010807
ACH-000810,-0.16210278728016475
ACH-000811,-0.1401145769536811
ACH-000817,-0.2579194868798066
ACH-000819,-0.13028233462256156
ACH-000820,-0.32571571943226113
