,PTPRCAP (5790)
ACH-000004,0.1801732103222144
ACH-000005,-0.2571038682202579
ACH-000007,-0.06626396958500205
ACH-000009,-0.0065694573465876855
ACH-000011,-0.048945299832575784
ACH-000012,-0.025076871319209926
ACH-000013,-0.08088437931608487
ACH-000014,-0.02905227654052988
ACH-000015,-0.08103006227951287
ACH-000017,-0.0018621932709786836
ACH-000018,-0.01931354816116449
ACH-000019,0.1120089768234386
ACH-000021,-0.020392167814149733
ACH-000022,-0.016583291082969742
ACH-000025,-0.016511137606423438
ACH-000028,-0.08372305320549528
ACH-000030,-0.021470507892859727
ACH-000035,-0.03214548867170309
ACH-000036,-0.06072097898276981
ACH-000037,-0.0393154271427824
ACH-000039,0.06814831096771437
ACH-000040,-0.08085684359163724
ACH-000041,-0.017192873814633736
ACH-000042,-0.0010403271429532373
ACH-000045,-0.01962950282875146
ACH-000047,-0.023221593883351085
ACH-000052,-0.1380499321408631
ACH-000053,-0.059733174794804375
ACH-000054,-0.03266781512001092
ACH-000055,0.18082846969818545
ACH-000060,0.1110083588555633
ACH-000067,0.11588633560826668
ACH-000070,0.060213016005408675
ACH-000075,-0.16648569400086727
ACH-000078,-0.053317209013459814
ACH-000082,-0.20814952629528669
ACH-000085,0.1900604672301766
ACH-000086,0.002492338199641264
ACH-000087,0.10217715564793327
ACH-000092,0.01615583620011935
ACH-000095,-0.033197210808287005
ACH-000097,-0.12289216965326227
ACH-000098,0.06554779762110406
ACH-000099,0.03970843677801659
ACH-000108,-0.06892805786859205
ACH-000113,0.027851678932941267
ACH-000116,0.014863891306025362
ACH-000118,-0.031145383465619594
ACH-000120,0.10134646357937917
ACH-000123,-0.05084266203853128
ACH-000127,0.08370362585841835
ACH-000128,0.005648544131035029
ACH-000132,-0.19914455341981754
ACH-000133,-0.14264854086934456
ACH-000137,-0.13965965557259893
ACH-000138,0.000411710237045598
ACH-000142,0.07659876386932242
ACH-000143,0.1216513567121517
ACH-000146,-0.059790303647578966
ACH-000148,0.08521894474866425
ACH-000150,-0.030778418371743162
ACH-000152,0.07271995487409554
ACH-000153,0.1719077696585632
ACH-000159,0.08188267435272266
ACH-000160,-0.2039299472716015
ACH-000163,-0.06890500752931475
ACH-000167,-0.13352667618218916
ACH-000168,0.08216976148305502
ACH-000169,-0.2405003409053608
ACH-000178,-0.008894604976031922
ACH-000183,-0.020219660702729413
ACH-000188,-0.1584239314548142
ACH-000189,-0.21492756080873554
ACH-000190,-0.03295666750139676
ACH-000198,0.03752058084908686
ACH-000203,0.3912230926670544
ACH-000204,-0.1230083355916492
ACH-000206,0.06361093469163234
ACH-000207,0.06807692646995217
ACH-000208,0.1974541204574492
ACH-000210,-0.02200918090860421
