,TNFRSF12A (51330)
ACH-000004,-0.12599975240773906
ACH-000005,-0.0678077604562117
ACH-000007,-0.17216898584329185
ACH-000009,-0.005167588402598008
ACH-000011,-0.3248836783719352
ACH-000012,-0.31712428934851555
ACH-000013,-0.1615416456632389
ACH-000014,-0.2110089385450569
ACH-000015,-0.2398301165713252
ACH-000017,-0.12988230517724464
ACH-000018,-0.3915036183677577
ACH-000019,-0.1093614267847968
ACH-000021,-0.20638382315559398
ACH-000022,-0.04925242413317976
ACH-000025,-0.30320556269626675
ACH-000028,-0.2638660989970325
ACH-000030,-0.06167009885985225
ACH-000035,-0.035526960014941066
ACH-000036,-0.6646273113263069
ACH-000037,-0.2623976006348916
ACH-000039,-0.2984588587532812
ACH-000040,-0.2843029708160913
ACH-000041,-0.28942064441732657
ACH-000042,-0.08347940884443297
ACH-000045,-0.32194307347650564
ACH-000047,-0.24087662883881655
ACH-000052,-0.123573536096767
ACH-000053,-0.3314080395173221
ACH-000054,-0.1340203834332662
ACH-000055,0.03849427098402132
ACH-000060,-0.36093120230260745
ACH-000067,-0.1797552894828282
ACH-000070,-0.18972553627519806
ACH-000075,-0.28094380350663944
ACH-000078,-0.20024056130663065
ACH-000082,-0.11615241286854748
ACH-000085,-0.2402472803955893
ACH-000086,-0.2550812042490152
ACH-000087,-0.4139762166693765
ACH-000092,-0.25156285125379074
ACH-000095,-0.2625425025022721
ACH-000097,-0.2975305062326833
ACH-000098,-0.4012547791088749
ACH-000099,-0.15801694354143292
ACH-000108,-0.3329152507110686
ACH-000113,-0.27732487998580563
ACH-000116,-0.1105546419441017
ACH-000118,-0.1792650486574006
ACH-000120,-0.09173546183634207
ACH-000123,-0.20242158759805695
ACH-000127,-0.2203832536992864
ACH-000128,-0.19629224869439804
ACH-000132,-0.3338196083128839
ACH-000133,-0.2392347639338244
ACH-000137,-0.3960786722413792
ACH-000138,-0.20112412262122406
ACH-000142,-0.24407131784201885
ACH-000143,-0.27457836080424164
ACH-000146,-0.288031366532016
ACH-000148,-0.2704338812844572
ACH-000150,-0.2471903328081261
ACH-000152,-0.2956156611668274
ACH-000153,-0.4853734672784386
ACH-000159,-0.16111290340987924
ACH-000160,-0.08867218010010143
ACH-000163,-0.2263196812573631
ACH-000167,-0.4911249559896966
ACH-000168,-0.09105062108639783
ACH-000169,-0.2903554092905389
ACH-000178,-0.2759329496288469
ACH-000183,-0.18381852610014815
ACH-000188,-0.08057853816382819
ACH-000189,-0.2936349737193573
ACH-000190,-0.08279314024654252
ACH-000198,-0.1063972086220962
ACH-000203,0.08332479249067036
ACH-000204,-0.3433273521731665
ACH-000206,-0.3781248537372745
ACH-000207,-0.1819728993291406
ACH-000208,-0.4593653406926572
ACH-000210,-0.09669024546296713
ACH-000211,-0.17852225602134697
ACH-000215,-0.2327729435900696
ACH-000221,-0.09332618996698808
ACH-000222,-0.12520798463007668
ACH-000223,-0.14348842563899006
ACH-000226,-0.2712517405695289
ACH-000227,-0.2702101935973677
ACH-000228,-0.2410493706575788
ACH-000231,-0.2918069193277936
ACH-000232,-0.2618983910591308
ACH-000233,-0.4071700053522653
ACH-000234,-0.3891430211879393
ACH-000235,-0.18296529604672074
ACH-000237,-0.14249763268106805
ACH-000238,-0.2894871283047472
ACH-000242,-0.14163795226651196
ACH-000243,-0.15641722356467844
ACH-000244,-0.2345535444069884
ACH-000246,-0.07695144968126479
ACH-000248,-0.1841575862388219
ACH-000250,-0.39509560853805015
ACH-000251,-0.3580295179394221
ACH-000252,-0.16071028714223246
ACH-000253,-0.108830093142084
ACH-000255,-0.08529094167255888
ACH-000256,-0.3452095666601599
ACH-000257,-0.32071188162304715
ACH-000258,0.04234856686011698
ACH-000259,-0.1359685956575838
ACH-000260,-0.2910998449795525
ACH-000261,-0.20784595798183655
ACH-000262,-0.2798498255650988
ACH-000263,-0.2116019742331824
ACH-000264,-0.2709376374846559
ACH-000265,-0.20734161894510014
ACH-000266,-0.14850592648044705
ACH-000272,-0.2678118222475928
ACH-000274,-0.3396960604742666
ACH-000277,-0.25186847354772945
ACH-000278,-0.1302765537686712
ACH-000279,-0.31484077245415965
ACH-000280,-0.3593790058123177
ACH-000281,0.017831611424345882
ACH-000288,-0.2179212479134016
ACH-000291,-0.07506898588234061
ACH-000293,-0.3202922335751861
ACH-000294,-0.13990905327577893
ACH-000295,0.06018987058135744
ACH-000296,-0.3032629691060783
ACH-000302,-0.1303264373711824
ACH-000304,-0.5149308040770375
ACH-000307,-0.11306238626448363
ACH-000308,-0.16779473414827395
ACH-000310,-0.2643558238538991
ACH-000311,-0.10110437629993807
ACH-000312,-0.17205600765053547
ACH-000315,-0.3282854933647548
ACH-000316,-0.4248802919029294
ACH-000317,-0.02496929961323892
ACH-000318,-0.2253498019330211
ACH-000319,-0.2981987292205415
ACH-000320,-0.021140046352999743
ACH-000322,-0.6133801007043661
ACH-000323,-0.14173346927154626
ACH-000324,-0.20610788248156112
ACH-000329,-0.11537224018351902
ACH-000330,-0.001865755563149134
ACH-000331,-0.2270042541156544
ACH-000332,-0.2734687847014498
ACH-000334,-0.3804649299736869
ACH-000335,-0.22060971273111105
ACH-000336,-0.4427909888749237
ACH-000337,-0.5157036080152972
ACH-000338,-0.2331190302253641
ACH-000339,-0.27977097383739674
ACH-000341,-0.3406252272204703
ACH-000348,-0.28235230117205645
ACH-000350,-0.19276942544623307
ACH-000352,-0.17344323986685256
ACH-000356,-0.234854718460231
ACH-000361,-0.14393819316983514
ACH-000362,-0.13580563245729374
ACH-000363,-0.03746626679804843
ACH-000364,-0.0922302031578017
ACH-000365,-0.12073859585542104
ACH-000366,-0.24376425475862495
ACH-000368,-0.16451541054829974
ACH-000374,-0.10722141733506954
ACH-000375,-0.11437086886807085
ACH-000376,-0.19636131852264985
ACH-000381,-0.3348769091710721
ACH-000383,-0.2748511676494516
ACH-000387,-0.2611246076134363
ACH-000389,-0.5219921069760116
ACH-000390,-0.2522636985236429
ACH-000393,-0.17632454544814374
ACH-000395,-0.03691021233267715
ACH-000396,-0.6348316808944351
ACH-000397,-0.2715656313743853
ACH-000401,-0.3650855834832604
ACH-000402,-0.14091657397722387
ACH-000403,-0.3151954600140125
ACH-000404,-0.5008294883176014
ACH-000406,-0.22631516677262264
ACH-000407,-0.1977642561325088
ACH-000408,-0.2469266680547099
ACH-000410,-0.3882790193161398
ACH-000411,-0.1905926927027024
ACH-000414,-0.322732340516703
ACH-000415,-0.2046199485852447
ACH-000416,-0.18228493586195715
ACH-000420,-0.3124871203817322
ACH-000421,-0.2017895797191516
ACH-000424,-0.1883637135923432
ACH-000425,-0.2495223871609703
ACH-000426,-0.3888393283057656
ACH-000427,-0.29026944423203355
ACH-000433,-0.4303287984415666
ACH-000435,-0.038372844693376484
ACH-000436,-0.24489066597266124
ACH-000444,-0.26450974978577363
ACH-000445,-0.4945235398568431
ACH-000448,-0.1931657459740642
ACH-000450,-0.3683058269137109
ACH-000452,-0.3183780064712784
ACH-000454,-0.25711651131086377
ACH-000458,-0.16822567963461915
ACH-000459,-0.17691338713228144
ACH-000460,-0.1263649511635028
ACH-000461,-0.1628778229774811
ACH-000463,-0.4119466168269935
ACH-000464,-0.29147789864155754
ACH-000466,-0.21165924296538385
ACH-000467,-0.16431254681345156
ACH-000468,-0.3171605796724211
ACH-000469,-0.31121928217472705
ACH-000470,-0.02215354459396847
ACH-000471,-0.15360319189691926
ACH-000472,-0.2119407148914404
ACH-000473,-0.17967628258189913
ACH-000475,-0.2201432165094104
ACH-000476,-0.1132902192772858
ACH-000477,-0.3421875285916727
ACH-000479,-0.43401092974764455
ACH-000480,-0.17889246459421554
ACH-000481,-0.2076802054508609
ACH-000483,-0.23538462782280326
ACH-000484,-0.4978940082452246
ACH-000485,-0.24462022745748066
ACH-000486,-0.21588370513494615
ACH-000487,-0.05448668387998565
ACH-000488,-0.208386554558167
ACH-000490,-0.3411748823884222
ACH-000491,-0.12373875739911395
ACH-000495,-0.28174922448366874
ACH-000496,-0.4067577679060646
