,CSTF3 (1479)
ACH-000004,-0.6102726437138959
ACH-000005,-0.8746861232338881
ACH-000007,-0.8912237272669856
ACH-000009,-0.6167719749011922
ACH-000011,-0.9767223068563751
ACH-000012,-0.5941324900469672
ACH-000013,-0.7269674262210066
ACH-000014,-0.7077070704546539
ACH-000015,-0.5821138618634621
ACH-000017,-1.0375848218989954
ACH-000018,-0.6364933505393034
ACH-000019,-0.8503949823362429
ACH-000021,-0.7637572193356759
ACH-000022,-0.6024071812090547
ACH-000025,-0.7046423507572283
ACH-000028,-0.6743421676411611
ACH-000030,-0.758929664005515
ACH-000035,-1.0018836397659838
ACH-000036,-0.7187205754677342
ACH-000037,-0.4848736084354345
ACH-000039,-0.9630845656099416
ACH-000040,-1.0013498824516505
ACH-000041,-0.9545717606894032
ACH-000042,-0.7422069968456771
ACH-000045,-0.8873767691449496
ACH-000047,-0.6638054705737192
ACH-000052,-0.6152439175509665
ACH-000053,-0.900549414361555
ACH-000054,-0.7398159996567586
ACH-000055,-0.946712724198806
ACH-000060,-0.7397262196941065
ACH-000067,-0.8389541205831288
ACH-000070,-0.8538421588342835
ACH-000075,-0.8101457546240236
ACH-000078,-0.6862724997851848
ACH-000082,-0.8502155861613627
ACH-000085,-0.8459804936712433
ACH-000086,-0.59530810585241
ACH-000087,-0.8994356067526535
ACH-000092,-0.7356406395258889
ACH-000095,-0.7271284572962001
ACH-000097,-0.6775489576004
ACH-000098,-0.7536335499086668
ACH-000099,-1.022165790867745
ACH-000108,-0.5948488242188238
ACH-000113,-0.5742144163883461
ACH-000116,-0.8133505406334176
ACH-000118,-0.8203545771521467
ACH-000120,-1.0355891295857889
ACH-000123,-0.7560712358763161
ACH-000127,-0.7179679449718406
ACH-000128,-0.6005445045335451
ACH-000132,-0.8146609077228036
ACH-000133,-0.7191463704245256
ACH-000137,-0.7387247348879262
ACH-000138,-0.8293264518748203
ACH-000142,-0.8999252188104311
ACH-000143,-0.8831732534458481
ACH-000146,-0.7163864157519878
ACH-000148,-0.8463327875255283
ACH-000150,-0.6724635326316957
ACH-000152,-0.4534647501064742
