,ADIRF (10974)
ACH-000004,-0.17804279628623784
ACH-000005,-0.2731782225106714
ACH-000007,-0.04675045006764067
ACH-000009,0.0051645843344726
ACH-000011,-0.08444044843744845
ACH-000012,-0.06849325246382107
ACH-000013,-0.005236717569577875
ACH-000014,-0.05381115432884904
ACH-000015,-0.1851149289145703
ACH-000017,0.018883178371524083
ACH-000018,-0.12480621829116695
ACH-000019,-0.06507392884250457
ACH-000021,-0.047055220759212216
ACH-000022,-0.006640252252144853
ACH-000025,-0.18015648386318375
ACH-000028,-0.12611520513044353
ACH-000030,-0.14968210822360442
ACH-000035,-0.1450097352077921
ACH-000036,-0.09812668118168924
ACH-000037,-0.2441622822726275
ACH-000039,-0.15693428381675648
ACH-000040,-0.08374556178139038
ACH-000041,-0.2034963524701511
ACH-000042,-0.035125167768422866
ACH-000045,0.07044681580616385
ACH-000047,0.0047149726360708796
ACH-000052,-0.07402838162985569
ACH-000053,-0.02740646458364235
ACH-000054,-0.08777247876678618
ACH-000055,-0.18760546456695207
ACH-000060,-0.12199002633339953
ACH-000067,-0.15799335838564113
ACH-000070,-0.16501085137743154
ACH-000075,-0.06387180703681028
ACH-000078,0.007950008728612913
ACH-000082,-0.0335572324708594
ACH-000085,0.0752078316693153
ACH-000086,-0.12820015223142273
ACH-000087,-0.19009911450013287
ACH-000092,0.002302347255508061
ACH-000095,0.050784542071558296
ACH-000097,-0.16385324071650906
ACH-000098,-0.046414633994862974
ACH-000099,0.07726872037174691
ACH-000108,-0.11207746479883036
ACH-000113,-0.038032082059152116
ACH-000116,-0.07183463826630097
ACH-000118,-0.06867254030425046
ACH-000120,-0.10450680074138724
ACH-000123,0.055018989776227684
ACH-000127,-0.1057832412014494
ACH-000128,0.04125636861704661
ACH-000132,-0.13934500790515
ACH-000133,-0.049375843975194005
ACH-000137,0.10720598703597854
ACH-000138,-0.011032077837619449
ACH-000142,0.1255651546536886
ACH-000143,-0.2557685387629703
ACH-000146,-0.039537590134646534
ACH-000148,-0.12829793223361494
ACH-000150,0.026803161038393936
ACH-000152,-0.13420733151420444
ACH-000153,-0.12824489645434164
ACH-000159,-0.10013875857452363
ACH-000160,-0.1811761708419154
ACH-000163,-0.1051024341299568
ACH-000167,-0.34967810076029243
ACH-000168,0.11479508491525205
ACH-000169,-0.12679792988461785
ACH-000178,-0.1380635101299007
ACH-000183,-0.04615376265173619
ACH-000188,-0.03687067655239242
ACH-000189,-0.322825833611533
ACH-000190,-0.01371167221164547
