,CPN2 (1370)
ACH-000004,-0.09157412816936908
ACH-000005,-0.04459690543932915
ACH-000007,-0.1877850745813146
ACH-000009,-0.11438735094950142
ACH-000011,0.19167508903456135
ACH-000012,0.0418463581371504
ACH-000013,0.0916796110625447
ACH-000014,-0.22058332069086714
ACH-000015,-0.017311895955618554
ACH-000017,-0.15683013210251198
ACH-000018,-0.01807173902167211
ACH-000019,-0.10960538965195413
ACH-000021,0.05702122779554231
ACH-000022,-0.04951298600242285
ACH-000025,0.01675847318070874
ACH-000028,-0.10231096942659867
ACH-000030,-0.0799606764381316
ACH-000035,-0.0074142717816938625
ACH-000036,-0.14689452805421474
ACH-000037,0.04727516524940798
ACH-000039,0.0848963731929183
ACH-000040,-0.09319803643911476
ACH-000041,-0.014252706101450725
ACH-000042,-0.2030693697754365
ACH-000045,-0.10165638696803987
ACH-000047,-0.029562801044431423
ACH-000052,-0.2030952078389172
ACH-000053,-0.025711699788992664
ACH-000054,-0.1627058419309156
ACH-000055,-0.2065723334664023
ACH-000060,-0.055452601795488124
ACH-000067,-0.0645621574637663
ACH-000070,0.15200983908555113
ACH-000075,-0.0548928023506416
ACH-000078,-0.09026937250014856
ACH-000082,0.013604646720881271
ACH-000085,-0.331303816767685
ACH-000086,-0.1068010083124649
ACH-000087,-0.32718359149224985
ACH-000092,-0.1641209449072224
ACH-000095,-0.09285404059718648
ACH-000097,0.010428684896670886
ACH-000098,0.00974641432056505
ACH-000099,-0.10022143426859066
ACH-000108,-0.034409576717802995
ACH-000113,0.01844954777769384
ACH-000116,-0.14523715139789822
ACH-000118,0.044628441840623964
ACH-000120,0.023273592855710186
ACH-000123,0.04280179512858066
ACH-000127,0.02740568080703875
ACH-000128,0.08875610004087453
ACH-000132,-0.010733345425788564
ACH-000133,-0.13836927886067862
ACH-000137,0.0008330054855029506
ACH-000138,-0.12039577353149696
ACH-000142,-0.28290408653946664
ACH-000143,-0.014949907671091063
ACH-000146,-0.0025073296617852572
ACH-000148,0.022698958450734448
ACH-000150,-0.16121095192383728
ACH-000152,-0.17398260426562712
ACH-000153,0.15997799174799365
ACH-000159,0.05227267237718376
ACH-000160,0.01981419337574113
ACH-000163,-0.02315309952010224
ACH-000167,0.07582683238055676
ACH-000168,-0.03896916769739448
ACH-000169,-0.02730874327811576
ACH-000178,-0.06358635255354797
ACH-000183,-0.08070626070275833
ACH-000188,0.07459637072952482
ACH-000189,0.0811938029684427
ACH-000190,0.19891407612789053
ACH-000198,-0.008369877388479243
ACH-000203,-0.2423774763425265
ACH-000204,-0.01616764274332662
ACH-000206,0.03727528965108124
ACH-000207,-0.10477495587627997
ACH-000208,-0.10526419185217688
ACH-000210,0.1824354296472012
ACH-000211,-0.14446448153892796
ACH-000215,-0.09382344544739286
ACH-000221,-0.0570119737565226
ACH-000222,0.12996775307766822
ACH-000223,-0.062063873283253586
ACH-000226,0.03377354810894999
ACH-000227,-0.1432348632638098
ACH-000228,0.12160447748169224
ACH-000231,-0.038112395093531135
ACH-000232,-0.08078356080241096
ACH-000233,-0.11132666778775828
ACH-000234,-0.0777861638881524
ACH-000235,-0.07440002979181408
ACH-000237,-0.04547462341057519
ACH-000238,-0.055700420224382784
ACH-000242,0.21293803836628808
ACH-000243,-0.01907558233689036
ACH-000244,-0.2802615347687507
ACH-000246,-0.13377446993159878
ACH-000248,0.04576295663468269
ACH-000250,-0.06186714736197485
ACH-000251,0.05376393157844051
ACH-000252,0.0072694091601502794
ACH-000253,-0.052291149609062185
ACH-000255,-0.11104480391023988
ACH-000256,-0.16467406589218475
ACH-000257,-0.17950794866749795
ACH-000258,-0.027789951441739732
ACH-000259,-0.045017120765712224
ACH-000260,0.00950967302929542
ACH-000261,-0.06715292924876297
ACH-000262,0.014304608440516519
ACH-000263,0.02251406540594304
ACH-000264,-0.030459450708758818
ACH-000265,0.019697389084691288
ACH-000266,-0.057817180306716134
ACH-000272,-0.03413048298646325
ACH-000274,-0.1960980837972913
ACH-000277,-0.048967008768501005
ACH-000278,-0.06014693472220713
ACH-000279,-0.12244622438105875
ACH-000280,-0.0006641978219762339
ACH-000281,-0.11759207072181688
ACH-000288,-0.04616506046328574
ACH-000291,-0.018733598986267336
ACH-000293,0.012114821552663671
ACH-000294,-0.2350720526370645
ACH-000295,-0.26517566976758195
ACH-000296,-0.14043490092373362
ACH-000302,0.01575972469042147
ACH-000304,-0.04921571543093666
ACH-000307,-0.09792584005848784
ACH-000308,-0.21313874619240245
ACH-000310,-0.011475037731950482
ACH-000311,-0.1375024153866888
ACH-000312,-0.2305716758909355
ACH-000315,-0.01831103968650008
ACH-000316,0.0136840729242773
ACH-000317,-0.03887395458972635
ACH-000318,0.06048767136426742
ACH-000319,0.011139567930911727
ACH-000320,0.11493744273708698
ACH-000322,-0.10518101547655744
ACH-000323,-0.030193972282710695
ACH-000324,-0.10690515203552484
ACH-000329,-0.06568495405381602
ACH-000330,-0.32712375460105564
ACH-000331,-0.030568670520710488
ACH-000332,-0.04942805290174899
ACH-000334,-0.06896598545052847
ACH-000335,-0.4356857212949122
ACH-000336,-0.16545080899820566
ACH-000337,0.09654341161490672
ACH-000338,0.32921250938780044
ACH-000339,-0.012003535266248413
ACH-000341,0.20242810486717705
ACH-000348,-0.12177317346628234
ACH-000350,-0.1631378224895407
ACH-000352,-0.12033727537159893
ACH-000356,-0.15844946589790596
ACH-000361,-0.18696623211596972
ACH-000362,-0.03721493801470354
ACH-000363,-0.15527815873258272
ACH-000364,-0.2320379470130307
ACH-000365,-0.0757235478991314
ACH-000366,0.006359250587432643
ACH-000368,-0.2011954130097999
ACH-000374,0.004893589103268854
ACH-000375,-0.14456498694492745
ACH-000376,0.08699404146975775
ACH-000381,-0.07279648160262889
ACH-000383,-0.05427849300388838
ACH-000387,-0.26139241316016004
ACH-000389,-0.2182431324463604
ACH-000390,-0.052268797941520936
ACH-000393,-0.12392430857850305
ACH-000395,-0.07840806630928082
ACH-000396,-0.0196712048010376
ACH-000397,-0.1877589377205348
ACH-000401,0.1524404527543902
ACH-000402,-0.1599060313858983
ACH-000403,-0.12147304997451687
ACH-000404,-0.4295606330907549
ACH-000406,-0.012959138324784205
ACH-000407,-0.0013674924814812534
ACH-000408,-0.005310222886401135
ACH-000410,-0.034398767547166816
ACH-000411,-0.0544356436986097
ACH-000414,-0.13373834921344313
ACH-000415,-0.08248500777557004
ACH-000416,-0.05820427153820855
ACH-000420,0.09374277437136136
ACH-000421,0.03023065093357835
ACH-000424,0.12451654476764233
ACH-000425,-0.17582891931492614
ACH-000426,0.12311475633980885
ACH-000427,-0.059213425697643665
ACH-000433,-0.06209140024251696
ACH-000435,0.21701592123506425
ACH-000436,0.02998737092112846
ACH-000444,0.034315004704322166
