,GNG13 (51764)
ACH-000004,-0.2090655903460175
ACH-000005,-0.33915555838631184
ACH-000007,-0.3570838278462816
ACH-000009,-0.2067212045923821
ACH-000011,-0.1997058247432852
ACH-000012,-0.29805614625725857
ACH-000013,-0.19532940029524326
ACH-000014,-0.16365805041085002
ACH-000015,-0.14186416128223184
ACH-000017,-0.2636441337628963
ACH-000018,-0.2245544297589611
ACH-000019,-0.05386625487450708
ACH-000021,-0.20672306473119104
ACH-000022,-0.21010784100723667
ACH-000025,-0.3659855382683195
ACH-000028,-0.3129102903735143
ACH-000030,-0.1077596232428503
ACH-000035,-0.19993372445534088
ACH-000036,-0.17613101436796905
ACH-000037,-0.3871262511389009
ACH-000039,-0.36726225660046063
ACH-000040,-0.33937466489017604
ACH-000041,-0.3667624367969797
ACH-000042,-0.3324536470207509
ACH-000045,-0.17094538490389918
ACH-000047,-0.4397295145005215
ACH-000052,-0.311810024129553
ACH-000053,-0.3979178531169552
ACH-000054,-0.3458694509433795
ACH-000055,-0.5414483058314331
ACH-000060,-0.3348741135875737
ACH-000067,-0.35154256116303656
ACH-000070,-0.21543256483042103
ACH-000075,-0.3777428637326039
ACH-000078,-0.27448151077714783
ACH-000082,-0.2964888194194652
ACH-000085,-0.3828767725562539
ACH-000086,-0.050602359896332216
ACH-000087,-0.3093290100362738
ACH-000092,-0.23248397673344065
ACH-000095,-0.2007742441604724
ACH-000097,-0.3622498211852467
ACH-000098,-0.18842988326356697
ACH-000099,-0.3651539681090509
ACH-000108,-0.2668294344171492
ACH-000113,-0.12305052210729192
ACH-000116,-0.30749084174958946
ACH-000118,-0.2421190154174156
ACH-000120,-0.3448757865200785
ACH-000123,-0.3021322170898177
ACH-000127,-0.2684648122312228
ACH-000128,-0.17671678677009706
ACH-000132,-0.26318174967108715
ACH-000133,-0.33483736413530396
ACH-000137,-0.33231545186435946
ACH-000138,-0.17755144670890236
ACH-000142,-0.2515120571574595
ACH-000143,-0.3513449319062511
ACH-000146,-0.2522307384272815
ACH-000148,-0.3608705847290297
ACH-000150,-0.03523962349096699
ACH-000152,-0.3234014495748537
ACH-000153,-0.18665143541399296
ACH-000159,-0.2090314851447571
ACH-000160,-0.18701930966278246
ACH-000163,-0.31697463224635736
ACH-000167,-0.35618187112722083
ACH-000168,-0.1572341088111865
ACH-000169,-0.3013461199374567
ACH-000178,-0.3923575529948879
ACH-000183,-0.184561297685318
ACH-000188,-0.2854902901077544
ACH-000189,-0.4528809328144507
ACH-000190,-0.11908368136479748
ACH-000198,-0.22877223960823986
ACH-000203,-0.8584464551907081
ACH-000204,-0.1291399647512623
ACH-000206,-0.44024774301197794
ACH-000207,0.04229098436605913
ACH-000208,-0.39341120799267787
