,INTS12 (57117)
ACH-000004,-0.6631792052749179
ACH-000005,-0.4984071896707077
ACH-000007,0.013271581421213792
ACH-000009,-0.07472641436158557
ACH-000011,-0.7189149456238362
ACH-000012,-0.4929392401735909
ACH-000013,-0.4165504325220974
ACH-000014,-0.6274882602228972
ACH-000015,-0.19597785656336875
ACH-000017,-0.4571466031853295
ACH-000018,-0.1722172905287961
ACH-000019,-0.4332718554423096
ACH-000021,-0.2416593170800185
ACH-000022,-0.06816804438348975
ACH-000025,-0.5234716564180671
ACH-000028,-0.7287982683124907
ACH-000030,-0.5689370045868691
ACH-000035,-0.5908533114244293
ACH-000036,-0.3605169822963641
ACH-000037,-0.16339017206153145
ACH-000039,-0.4806937644600371
ACH-000040,-0.7659347999820013
ACH-000041,-0.6161140569702737
ACH-000042,2.2262009493677882e-05
ACH-000045,-0.6065043048748595
ACH-000047,-0.3774105956799708
ACH-000052,-0.3071178260206001
ACH-000053,-0.04359314718119686
ACH-000054,-0.09895625902776356
ACH-000055,-0.4141890472263174
ACH-000060,-1.0215761817186808
ACH-000067,-0.5105374818449875
ACH-000070,-0.3917858908603067
ACH-000075,-0.6322512218502223
ACH-000078,-0.3013886034477193
ACH-000082,-0.387060671975576
ACH-000085,-0.5571029815407745
ACH-000086,-0.3788982331891237
ACH-000087,-0.10211849636384186
ACH-000092,-0.3651041780682749
ACH-000095,-0.010376900141458114
ACH-000097,-0.5419279040053676
ACH-000098,-0.3797654832662049
ACH-000099,-0.3824854071468522
ACH-000108,-0.0981336975407029
ACH-000113,-0.4843838722160218
ACH-000116,-0.6665964866194333
ACH-000118,-0.5165124149962139
ACH-000120,-0.4161384164076639
ACH-000123,-0.5311732177103623
ACH-000127,-0.3666088739313925
ACH-000128,-0.34345315034375845
ACH-000132,-0.5353216513352342
ACH-000133,-0.6563566263056535
ACH-000137,-0.6310443455675585
ACH-000138,-0.4300960233025061
ACH-000142,-0.2594721450455097
ACH-000143,0.0373986695588857
ACH-000146,-0.1390241956174205
ACH-000148,-0.3990888768162087
ACH-000150,-0.7492047831597942
ACH-000152,-0.4469911739937608
ACH-000153,-0.5828216149583254
ACH-000159,-0.5090280834127453
ACH-000160,0.041088975401776126
ACH-000163,-0.2552227210131797
ACH-000167,0.5439681655142896
ACH-000168,-0.0076397228659074844
ACH-000169,-0.371519516073336
ACH-000178,-0.19660302055442325
ACH-000183,-0.3858882961583728
ACH-000188,-0.4634723871511979
ACH-000189,-0.5306723362959954
ACH-000190,0.2958652917415349
ACH-000198,-0.7413193534851387
ACH-000203,-0.20485844063157493
ACH-000204,-0.121406153306875
ACH-000206,-0.6337386233982247
ACH-000207,-0.357832791283886
ACH-000208,-0.39686865168023866
ACH-000210,-0.06554600566685716
ACH-000211,-0.6786288922103609
ACH-000215,-0.7379418019932036
ACH-000221,-0.05386791514696265
ACH-000222,-0.005238786441024961
ACH-000223,-0.09950460932226277
ACH-000226,-0.6131466672221046
ACH-000227,-0.25070452629094675
ACH-000228,-0.5056135924714105
ACH-000231,-0.7063450102939027
ACH-000232,-0.3764855842369328
ACH-000233,-0.7231179457580211
ACH-000234,-0.3835137685689594
ACH-000235,-0.4294199524639779
ACH-000237,-0.6390870117931223
ACH-000238,-0.2920784351829508
ACH-000242,0.16481137306158214
ACH-000243,-0.5863634483679915
ACH-000244,-0.8290400906745323
ACH-000246,-0.5810797093468932
ACH-000248,-0.5617608403746025
ACH-000250,-0.4129536506878635
ACH-000251,-0.589278003862125
ACH-000252,-0.13493241608435813
ACH-000253,-0.33108519941236625
ACH-000255,-0.7556699604301171
ACH-000256,-0.22460447756576135
ACH-000257,-0.21876696674976526
ACH-000258,-0.9207167336046344
ACH-000259,-0.4035560459756036
ACH-000260,-0.2161516292944717
ACH-000261,-0.3251594458127485
ACH-000262,-0.3716305246882512
ACH-000263,-0.3690331323219651
ACH-000264,-0.2221965794920886
ACH-000265,-0.4990709549177697
ACH-000266,-0.34965196024502965
ACH-000272,-0.3042114148353077
ACH-000274,-0.4282096233620602
ACH-000277,-0.6807078390081314
ACH-000278,-0.4749086930677202
ACH-000279,-0.5379860153396222
ACH-000280,-0.5845946552465545
ACH-000281,-0.3196175438912465
ACH-000288,-0.4292406541738049
ACH-000291,-0.4902364924975507
ACH-000293,-0.5612788967249009
ACH-000294,-0.632886323712458
ACH-000295,-0.4806834053585392
ACH-000296,-0.07440196120370822
ACH-000302,-0.2322585400239975
ACH-000304,-0.43499656229216144
ACH-000307,-0.4016394878483556
ACH-000308,-0.5056293227446254
ACH-000310,-0.33757675813164106
ACH-000311,-0.3146224483089381
ACH-000312,-0.2128039327181703
ACH-000315,-0.3407377441364929
ACH-000316,-0.6712998915175783
ACH-000317,-0.3830556177682287
ACH-000318,-0.3573065210603095
ACH-000319,-0.5436045625204863
ACH-000320,-0.350774026879944
ACH-000322,-0.5472109682464148
ACH-000323,-0.4934514127793118
ACH-000324,-0.6138786228413106
ACH-000329,-0.4323714202120373
ACH-000330,-0.7993000861725775
ACH-000331,-0.464058085266357
ACH-000332,-0.28439146839863577
ACH-000334,-0.3778955295459253
ACH-000335,-0.22322811906877707
ACH-000336,-0.16716844191677185
ACH-000337,-0.4347931326782181
ACH-000338,0.15695278152318828
ACH-000339,-0.4517669935635109
ACH-000341,-0.2652278330976517
ACH-000348,-0.6169863585979464
ACH-000350,-0.4063675648700131
ACH-000352,-0.6499708000957628
ACH-000356,-0.7801264321924732
ACH-000361,-0.7769402118553815
ACH-000362,-0.6114241465471787
ACH-000363,-0.14745109879255847
ACH-000364,-0.577226922091552
ACH-000365,-0.487330175708568
ACH-000366,-0.1386518272194866
ACH-000368,-0.5785390482560171
ACH-000374,-0.8642434811686641
ACH-000375,-0.4021838353164565
ACH-000376,-0.3548166617957845
ACH-000381,-0.431474751337192
ACH-000383,-0.016600988249005837
ACH-000387,-0.5558364089416821
ACH-000389,-0.8351373742824315
ACH-000390,-0.33632703231532546
ACH-000393,-0.6353433372318323
ACH-000395,-0.4897800558892638
ACH-000396,-0.8705499929877326
ACH-000397,-0.05364654459636063
ACH-000401,-0.6992853714677386
ACH-000402,-0.8407395618132775
ACH-000403,-0.2349777124704493
ACH-000404,-0.9302100838068336
ACH-000406,-0.3002815196453576
ACH-000407,-0.06044142849901319
ACH-000408,-0.3902548509004095
ACH-000410,-0.40867031076268384
ACH-000411,-0.6747119721222921
ACH-000414,-0.5313405327486795
ACH-000415,-0.5706951045986005
ACH-000416,-0.5389040137771467
ACH-000420,-0.3327914841726046
ACH-000421,-0.3296851394118264
ACH-000424,-0.3854309653605225
ACH-000425,-0.8020273481471866
ACH-000426,-0.6025797078277442
ACH-000427,-0.4741739225287835
ACH-000433,-0.5406408681112514
ACH-000435,-0.7017061962856483
ACH-000436,-0.34796254005875804
ACH-000444,-0.7355916611342624
ACH-000445,-0.5850488313488299
ACH-000448,-0.5622701324605958
ACH-000450,-0.31755639781425143
ACH-000452,-0.5837917168116398
ACH-000454,-0.4154973835604308
ACH-000458,-0.1807211612324006
ACH-000459,-0.648969788372021
ACH-000460,-0.6493450276986379
ACH-000461,-0.29178842522541065
ACH-000463,-0.4339318703267973
ACH-000464,-0.7462091812325169
ACH-000466,-0.366280394896718
ACH-000467,-0.40919097941235205
ACH-000468,-0.6992556727021376
ACH-000469,-0.7867642586373753
ACH-000470,-0.0902798198754046
ACH-000471,-0.18247037546195835
ACH-000472,-0.6165852755113488
ACH-000473,-0.01578811923691991
ACH-000475,-0.09945775856713382
ACH-000476,-0.6310317992537972
ACH-000477,-0.8216047516854782
ACH-000479,-0.2110530209087668
ACH-000480,-0.2979185621378059
ACH-000481,-0.3838295287258612
ACH-000483,-0.2831317278264724
ACH-000484,-0.03367889893470094
ACH-000485,-0.5374825336050281
ACH-000486,-0.2979755781014635
ACH-000487,-0.34468597908897103
ACH-000488,-0.3620327268155297
ACH-000490,-0.3593306690956425
ACH-000491,-0.3713922329266756
ACH-000495,-0.4858836981393316
ACH-000496,-0.1452070920318379
ACH-000499,0.02121067826675891
ACH-000500,0.34483923937133204
ACH-000502,-0.5683971522434691
ACH-000503,-0.3157327680862998
ACH-000505,-0.5388040233045353
ACH-000507,-0.21971584447161588
ACH-000510,-0.4941039567425496
ACH-000511,-0.8672971113920891
ACH-000512,-0.9129467896389442
ACH-000516,-0.7816818106793689
ACH-000517,-0.3125748539789279
ACH-000518,-0.6398768715871429
ACH-000520,-0.35560097757794995
ACH-000521,-0.3112425221946715
ACH-000522,-0.3591050729969632
ACH-000524,-0.19832246805787754
ACH-000527,-0.7329114874389103
