,PYURF (100996939)
ACH-000152,-0.3261066747131339
ACH-000153,-0.4420875020185663
ACH-000159,-0.3153198269530699
ACH-000160,-0.4126203968007284
ACH-000163,-0.32683097119920257
ACH-000167,-0.14869461787762386
ACH-000168,0.12133218500272686
ACH-000169,-0.09485458089287746
ACH-000178,-0.11466435119542015
ACH-000183,0.0008947207062522769
ACH-000188,-0.19887033890331374
ACH-000189,-0.35745485440892244
ACH-000190,-0.45149222794085
ACH-000198,-0.2589665291550737
ACH-000203,0.184004142996294
ACH-000204,-0.6497517416205463
ACH-000206,0.03218817656619428
ACH-000207,-0.2730733414259463
ACH-000208,-0.3558031707514805
ACH-000210,0.07230635403738131
ACH-000211,-0.453890942380969
ACH-000215,-0.4226192486168429
ACH-000221,-0.3705193176258557
ACH-000222,-0.29979532755957505
ACH-000223,-0.559260841291627
ACH-000226,-0.364076473524894
ACH-000227,-0.2268560082616725
ACH-000228,-0.21479421846206004
ACH-000231,-0.3423248107259309
ACH-000232,-0.3226640585158561
ACH-000233,-0.19244434949394792
ACH-000234,-0.19355165031235136
ACH-000235,-0.31073093903207555
ACH-000237,-0.2847809892810805
ACH-000238,-0.3198651768794249
ACH-000242,-0.3669090008730951
ACH-000243,-0.36605450637396736
ACH-000244,-0.2359193208262185
ACH-000246,-0.23586060413531534
ACH-000248,-0.2049757052578237
ACH-000250,-0.2338627032590984
ACH-000251,-0.3952741687191809
ACH-000252,-0.2844558779906708
ACH-000253,-0.3637420318156444
ACH-000255,-0.2540787391855177
ACH-000256,-0.24283779032145106
ACH-000257,-0.24770019485813846
ACH-000258,-0.034462471164577006
ACH-000259,-0.2963780164740706
ACH-000260,-0.21675823291007795
ACH-000261,-0.28278815977147953
ACH-000262,-0.2561015048756121
ACH-000263,-0.07858980687683181
ACH-000264,-0.3283271806815368
ACH-000265,-0.447293395580732
ACH-000266,-0.2211543073571386
ACH-000272,-0.4001500849482818
ACH-000274,-0.3115316599502482
ACH-000277,-0.3544464405798368
ACH-000278,-0.2169515657925286
ACH-000279,-0.2560359396853095
ACH-000280,-0.20220488199828868
ACH-000281,-0.11776693911664075
ACH-000288,-0.28088916452567303
ACH-000291,-0.2800844019129948
ACH-000293,-0.319438667314972
ACH-000294,-0.05458938711364599
ACH-000295,-0.33824567390911553
ACH-000296,-0.015453078650873432
ACH-000302,-0.2987380951965585
ACH-000304,-0.2975017205117744
ACH-000307,-0.24172769969584695
ACH-000308,-0.363918695232348
ACH-000310,-0.19711313825559773
ACH-000311,-0.2856308685419606
ACH-000312,-0.2409266086309169
ACH-000315,-0.29152592570578545
ACH-000316,-0.5040576686966035
ACH-000317,-0.4766378553434233
ACH-000318,-0.39337744187532203
ACH-000319,-0.30555616316645723
ACH-000320,-0.2189901357823604
ACH-000322,-0.3253676277567217
ACH-000323,-0.5040612714648751
ACH-000324,-0.039639630931324416
ACH-000329,-0.3925286309575684
ACH-000330,-0.3712549982935388
ACH-000331,-0.21354572270823813
ACH-000332,-0.224190542443582
ACH-000334,-0.06097173273028743
ACH-000335,-0.6500394971104849
ACH-000336,-0.13566768361120848
ACH-000337,-0.37683100026445787
ACH-000338,-0.6358359786183734
ACH-000339,-0.32347965505321663
ACH-000341,-0.4403902033676333
ACH-000348,-0.3996124590270592
ACH-000350,-0.4089641659065005
ACH-000352,-0.5017804105653906
ACH-000356,-0.3165863880521673
ACH-000361,-0.2723244377015221
ACH-000362,-0.30132141760449604
ACH-000363,-0.2466980521020981
ACH-000364,-0.2432488283356767
ACH-000365,-0.0818578757012661
ACH-000366,-0.2960671949985737
ACH-000368,-0.3740776431984354
ACH-000374,-0.3146723699139055
ACH-000375,-0.4142263002552919
ACH-000376,-0.28455991738107234
ACH-000381,-0.19560150181289893
ACH-000383,-0.3383680077644734
ACH-000387,-0.16579459188986542
ACH-000389,-0.18988610529356914
ACH-000390,-0.4119647611349217
ACH-000393,-0.16494894425301787
ACH-000395,-0.10289095838683228
ACH-000396,-0.3007224883475672
ACH-000397,-0.2456119750620925
ACH-000401,-0.2463324020714379
ACH-000402,-0.2920314798974984
ACH-000403,-0.3912291403369165
ACH-000404,-0.629913809700277
ACH-000406,-0.11178823400755944
ACH-000407,-0.2091454144203096
ACH-000408,-0.6554483864085393
ACH-000410,-0.3974942833190673
ACH-000411,-0.2295454492420249
ACH-000414,-0.2567520537327656
ACH-000415,-0.3205040175543236
ACH-000416,-0.4076278763799997
ACH-000420,-0.3756408536462594
ACH-000421,-0.258079215083623
ACH-000424,-0.243713626388344
ACH-000425,-0.30432349644713863
ACH-000426,-0.4168912728562301
ACH-000427,-0.4773265142453755
ACH-000433,-0.3924543601315009
ACH-000435,-0.441691489291908
ACH-000436,-0.21565078496348689
ACH-000444,-0.3301178806942656
ACH-000445,-0.3345922610848134
ACH-000448,-0.28328009793258496
ACH-000450,-0.4760621447220531
ACH-000452,-0.1827196232269804
ACH-000454,-0.67009518089488
ACH-000458,-0.27777796088095513
ACH-000459,-0.3595212437950969
ACH-000460,-0.28904069270418586
ACH-000461,-0.3990244762246151
ACH-000463,-0.38382072213855867
ACH-000464,-0.12294533638646912
ACH-000466,-0.11565635990659995
ACH-000467,-0.04527910981244648
ACH-000468,-0.1846732366191733
ACH-000469,-0.4884492907036739
ACH-000470,-0.2619513621599422
ACH-000471,-0.2787832816722938
ACH-000472,-0.2472234281143964
ACH-000473,-0.3767498940404227
ACH-000475,-0.4339890686185906
ACH-000476,-0.31872625107076424
ACH-000477,-0.2430257076666701
ACH-000479,-0.24981289279262675
ACH-000480,-0.4008120200986478
ACH-000481,-0.20152269599895986
ACH-000483,-0.23484978652982105
ACH-000484,-0.17103527825505746
ACH-000485,-0.26307604771944104
ACH-000486,-0.3133464831732192
ACH-000487,-0.2887399145782122
ACH-000488,-0.6338616818706001
ACH-000490,-0.24985572776116136
ACH-000491,-0.2798568527454193
ACH-000495,0.0032330488809138424
ACH-000496,-0.3899929067356129
ACH-000499,-0.3360053406955123
ACH-000500,-0.3333135178922945
ACH-000502,-0.2424712595392615
ACH-000503,-0.58059128508266
ACH-000505,-0.274404022842897
ACH-000507,-0.4833261295212122
ACH-000510,-0.4317065357135941
ACH-000511,-0.279030159101469
ACH-000512,-0.053867886212520234
ACH-000516,-0.15296993238864964
ACH-000517,-0.1978826930722355
ACH-000518,-0.11139490393372936
ACH-000520,-0.16854689063246794
ACH-000521,-0.20701506069923306
ACH-000522,-0.4224676508078989
ACH-000524,-0.3269486405891533
ACH-000527,-0.16677277077027738
ACH-000528,-0.3412119096132051
ACH-000537,-0.4538349600316072
ACH-000541,-0.13500092365872912
ACH-000542,-0.22873889162051736
ACH-000544,-0.3866149074121021
ACH-000545,-0.3884105068263552
ACH-000547,-0.5845486741456984
ACH-000548,-0.2342079701155501
ACH-000549,-0.5542678774443323
ACH-000550,-0.2534055204094973
ACH-000552,-0.4330139297404999
ACH-000556,-0.41011927525320746
ACH-000557,-0.16642109203961025
ACH-000569,-0.3975933731549509
ACH-000570,-0.3774660710733861
ACH-000571,-0.24548737317857355
ACH-000573,-0.3542234781229147
ACH-000576,-0.10149728424260447
ACH-000579,-0.18212483636260354
ACH-000580,-0.3228442647438237
ACH-000584,-0.24492140969095594
ACH-000585,-0.2905270336009376
ACH-000588,-0.09870290256299023
ACH-000589,-0.543025018078361
ACH-000591,-0.3052328206524169
ACH-000593,-0.4406077148216238
ACH-000600,-0.3200330395646201
ACH-000601,-0.26481508021152056
ACH-000605,-0.270389185214342
ACH-000606,-0.5983143283291814
ACH-000608,-0.1842635455110496
ACH-000614,-0.3647854138090672
ACH-000616,-0.4396851892947512
ACH-000618,-0.8838324797805445
ACH-000619,-0.3772388047995915
ACH-000620,-0.4495020095512726
ACH-000621,-0.20897519480810536
ACH-000622,-0.11346054502979233
ACH-000623,-0.2656075523586387
ACH-000624,-0.35114703233651257
ACH-000627,-0.2383753815083412
ACH-000630,-0.2905484902215433
ACH-000631,-0.372291952407564
ACH-000632,-0.3199936473734089
ACH-000633,-0.4448453316630778
ACH-000637,-0.6280588746549411
ACH-000638,-0.27806053611797554
ACH-000646,-0.5353774655953148
ACH-000647,-0.4250174960694509
ACH-000648,-0.328727843047732
ACH-000649,-0.2927814505231341
ACH-000651,-0.5229507626030172
ACH-000652,-0.0721883510809622
ACH-000653,-0.19389731548768746
ACH-000657,-0.33448165579385075
ACH-000658,-0.14522857048136187
ACH-000661,-0.2452974750740905
ACH-000662,-0.5334160644060139
ACH-000663,-0.23636562086521395
ACH-000665,-0.3486967539169268
ACH-000671,-0.5957648101342186
ACH-000672,-0.5894237305785075
ACH-000673,-0.20139039248191085
ACH-000676,-0.3869529960953517
ACH-000677,-0.6676337499654315
ACH-000681,-0.1755485298653882
ACH-000683,-0.3770886299200811
ACH-000684,-0.2431417666455152
ACH-000688,-0.39625947493303343
ACH-000693,-0.5401478202435347
ACH-000694,-0.5602165611864224
ACH-000695,-0.3713874137704429
ACH-000696,-0.3348345829583789
ACH-000697,-0.4327120653207064
ACH-000699,-0.3612668241591848
ACH-000701,-0.3203318818202594
ACH-000706,-0.2868734666945284
ACH-000711,-0.2452573152164733
ACH-000713,-0.3537241329257977
ACH-000714,0.08261327790745454
ACH-000718,-0.3229147751600875
ACH-000720,-0.5147727313932451
ACH-000721,-0.16195893148022386
ACH-000724,-0.3886871237124232
ACH-000725,-0.3782929629923126
ACH-000732,-0.5120499904698329
ACH-000734,-0.4017977438840255
ACH-000735,-0.2708171391716234
ACH-000736,-0.562769126345254
ACH-000738,-0.7479123519285789
ACH-000746,-0.2552694890760921
ACH-000747,-0.5404420210086212
ACH-000748,-0.4286320275472096
ACH-000753,-0.2382918148425302
ACH-000756,-0.2491003000384769
ACH-000757,-0.20739928416078396
ACH-000758,-0.4936642523084746
ACH-000760,-0.23782833221082214
ACH-000762,-0.25555850759148563
ACH-000763,-0.15064050452645028
ACH-000764,-0.37997702866416777
ACH-000765,-0.3395021630977878
ACH-000766,-0.2347685193387352
ACH-000767,-0.23227805916104655
ACH-000768,-0.5016147758821355
ACH-000769,-0.5808634605062241
ACH-000770,-0.13700803703038733
ACH-000771,-0.22242531152015327
ACH-000773,-0.2732136041654006
ACH-000776,-0.15700253836731648
ACH-000777,-0.18681548092051836
ACH-000778,-0.2492251051857115
ACH-000781,-0.2904301178552249
ACH-000782,-0.3128802077952467
ACH-000783,-0.2306151518858883
ACH-000784,-0.3841024523864752
ACH-000785,-0.4048562245557569
ACH-000787,-0.40075652244345017
ACH-000788,-0.28437849779796065
ACH-000791,-0.24819537985280876
ACH-000792,-0.24728783404016355
ACH-000794,-0.3601300105673586
ACH-000796,-0.4227143882660136
ACH-000798,-0.4312628550195965
ACH-000799,-0.4449660930698783
ACH-000800,-0.4590892851137528
ACH-000802,-0.33888959754530423
ACH-000804,-0.399311076171031
ACH-000805,-0.20804268792064184
ACH-000809,-0.3683648786937369
ACH-000810,-0.04463870215692123
ACH-000811,-0.17818342764671266
ACH-000817,-0.3562324317393953
ACH-000819,-0.3153143178018529
ACH-000820,-0.3276654177875001
ACH-000821,-0.2087966566665815
ACH-000822,-0.2780371133448056
ACH-000823,-0.5428179830262836
ACH-000824,-0.21081429874370827
ACH-000827,-0.2625940509020669
ACH-000829,-0.1081158737623732
ACH-000831,-0.8229752944398327
ACH-000832,-0.3211422979017318
ACH-000833,-0.6332791293541744
ACH-000834,-0.6643084373336202
ACH-000835,-0.3192831769051822
ACH-000836,-0.1374523332650776
ACH-000837,-0.5014396897904771
ACH-000838,-0.13147979790828093
ACH-000839,-0.4218651030844138
ACH-000840,-0.2681564825145161
ACH-000841,-0.12060690284385635
ACH-000843,-0.36287613338948654
ACH-000846,-0.2960217503889394
ACH-000847,-0.4530743142112172
ACH-000848,-0.7096257638020413
ACH-000849,-0.3002224595222252
ACH-000851,-0.39074282618848455
ACH-000855,-0.41005372702080095
ACH-000856,-0.25236642938021303
ACH-000858,-0.8542863059880813
ACH-000859,-0.3609580777982032
ACH-000861,-0.2604017719079437
ACH-000862,-0.3859488836482743
ACH-000865,-0.4049422228168332
ACH-000866,-0.2762557614177061
ACH-000867,-0.3147733172838203
ACH-000869,-0.3897440303834761
ACH-000872,-0.2749815738625991
ACH-000873,-0.2821237744973313
ACH-000876,-0.3636818070285812
ACH-000878,-0.25680246158465586
ACH-000880,-0.29269175948267984
ACH-000881,-0.4026560055145599
ACH-000882,-0.21233466211948648
ACH-000884,-0.2583394938853356
ACH-000885,-0.6940779146084745
ACH-000887,-0.4848669434924022
ACH-000889,-0.42486854930866624
ACH-000896,-0.35736614440187603
ACH-000898,-0.4578097526664936
ACH-000900,-0.4317547891074617
ACH-000901,-0.2571542097518744
ACH-000905,-0.40482417653825786
ACH-000906,-0.4666103309261479
ACH-000907,-0.2728492645663811
ACH-000910,-0.4970894726525333
ACH-000911,-0.4546400412613807
ACH-000912,-0.18134702958467555
ACH-000913,-0.30452966442461793
ACH-000915,-0.3336899550630245
ACH-000916,-0.2727814029242223
ACH-000917,-0.4446323762673611
ACH-000920,-0.4815409575834157
ACH-000921,-0.2101367973695604
ACH-000924,-0.35599833462257485
ACH-000926,-0.3464763692825771
ACH-000928,-0.5527602627868126
ACH-000929,-0.5747241631334061
ACH-000932,-0.18937893450784504
ACH-000935,-0.487958938621061
ACH-000936,-0.5432353727374328
ACH-000937,-0.14515657543572094
ACH-000938,-0.2764329640158977
ACH-000939,-0.4217934728902227
ACH-000941,-0.3695437524050638
ACH-000943,-0.6824983252684542
ACH-000946,-0.428528063733152
ACH-000947,-0.4913723369717959
ACH-000948,-0.3129559662421217
ACH-000950,-0.2985809274554108
ACH-000953,-0.1456314335753947
ACH-000954,-0.2672872708517602
ACH-000957,-0.4809151321834686
ACH-000958,-0.28357425929310154
ACH-000960,-0.1429440242171746
ACH-000963,-0.455547148068854
ACH-000968,-0.5148066898981245
ACH-000969,-0.5793725138119841
ACH-000972,-0.5270470981637984
ACH-000973,-0.3288837159043147
ACH-000974,-0.24463980289732504
ACH-000978,-0.6639548532873512
ACH-000984,-0.19790004115640025
ACH-000986,-0.3351702742333754
ACH-000988,-0.353700642011234
ACH-000993,-0.21667288220575745
ACH-000994,-0.6115061575764977
ACH-000996,-0.5018406989293683
ACH-001001,-0.5896054650698993
ACH-001020,0.035738477135275434
ACH-001028,-0.3541716617344224
ACH-001031,-0.3193835317277725
ACH-001038,-0.4897422737183385
ACH-001048,-0.3430392956446716
ACH-001050,-0.2521974516465803
ACH-001053,-0.2174291809492808
ACH-001054,-0.21429101814542795
ACH-001061,-0.2285465911945989
ACH-001067,-0.43163893605636455
ACH-001075,-0.4849586623994932
ACH-001096,-0.3316386201423473
ACH-001111,-0.3664891652086312
ACH-001119,-0.20158247351273664
ACH-001128,-0.043592986906085165
ACH-001134,-0.265313446997038
ACH-001151,-0.24891227550367676
ACH-001163,-0.3865353180190301
ACH-001164,-0.3822533909648298
ACH-001183,-0.16228794637478605
ACH-001192,-0.2854840872374565
ACH-001193,-0.10535013054456098
ACH-001196,-0.17183454436781168
ACH-001197,-0.1244142562733432
ACH-001205,-0.2733286071114481
ACH-001211,-0.3622936874674407
ACH-001212,-0.21528111498481667
ACH-001228,-0.4016377448584779
ACH-001232,-0.2754178654881184
ACH-001239,-0.37587092367159824
ACH-001270,-0.2894532602112569
ACH-001274,-0.1338453559956041
ACH-001275,-0.327073587831938
ACH-001277,-0.2654608230293699
ACH-001278,-0.34755706178165297
ACH-001280,-0.20204398642105525
ACH-001283,-0.2913054624113498
ACH-001289,-0.4105150752264535
ACH-001300,-0.09992627041936966
ACH-001301,-0.43540099621564776
ACH-001302,-0.2562882416550573
ACH-001306,-0.1783009984588613
ACH-001318,-0.5340359430805672
ACH-001322,-0.4234086757994605
ACH-001328,-0.22125259490419416
ACH-001332,-0.7322736604883975
ACH-001336,-0.4789816082123779
ACH-001346,-0.4019795331699812
ACH-001353,-0.1728275113367365
ACH-001354,-0.2868683278572143
ACH-001367,-0.5002454102548304
ACH-001368,-0.3318366471178111
ACH-001374,-0.5404274719161699
ACH-001377,-0.4311693244216733
ACH-001380,-0.517062039149533
ACH-001391,-0.2995579989906721
ACH-001408,-0.16397270167138334
ACH-001430,-0.29829416195024033
ACH-001431,-0.2994406977823438
ACH-001450,-0.2417351950862847
ACH-001496,-0.2670921303078115
ACH-001500,-0.5610166151489813
ACH-001523,-0.4192831297561269
ACH-001532,-0.1743419163846081
ACH-001550,-0.4573210347887586
ACH-001552,-0.4457665919069744
ACH-001554,-0.4643435674319998
ACH-001654,-0.3785428273442657
ACH-001735,-0.06567597569763588
ACH-001736,-0.20947617985422126
ACH-001737,-0.440393174602866
ACH-001740,-0.19616793356301515
ACH-001745,-0.2010313922612439
ACH-001765,-0.2530730605859808
