,NUDC (10726)
ACH-000004,-0.3866707297568271
ACH-000005,-0.6478061019928095
ACH-000007,-0.7975544837822659
ACH-000009,-0.756566791468422
ACH-000011,-0.6068755363286243
ACH-000012,-0.7808933125528968
ACH-000013,-0.8527550613129121
ACH-000014,-0.7920429500481426
ACH-000015,-0.7285203837761034
ACH-000017,-0.6411906577439057
ACH-000018,-0.6932087578942079
ACH-000019,-0.6209956326448063
ACH-000021,-0.5048732152382445
ACH-000022,-0.8287121911773269
ACH-000025,-0.6058705854978352
ACH-000028,-0.6460657343434238
ACH-000030,-0.7552112957843439
ACH-000035,-0.9328118560018166
ACH-000036,-0.5326130860695534
ACH-000037,-0.523834854135775
ACH-000039,-0.5598317293262006
ACH-000040,-0.637458482985813
ACH-000041,-0.5435484091884711
ACH-000042,-0.6898791953275935
ACH-000045,-0.7431248350786549
ACH-000047,-0.8848582076660021
ACH-000052,-0.5691125252492164
ACH-000053,-0.4035570943807757
ACH-000054,-0.6499405004786039
ACH-000055,-0.8776630504277975
ACH-000060,-0.820584956761494
ACH-000067,-0.9608084802511292
ACH-000070,-0.7553644867037609
ACH-000075,-0.6093039188390662
ACH-000078,-0.5358474219398418
ACH-000082,-0.5401544745680287
ACH-000085,-0.9225328501549196
ACH-000086,-0.6531920784308239
ACH-000087,-0.6422649552884909
ACH-000092,-0.5176110293927734
ACH-000095,-0.6204375052640526
ACH-000097,-0.8031524939790191
ACH-000098,-0.7348091318897966
ACH-000099,-0.7819085231101426
ACH-000108,-0.8357071820685609
ACH-000113,-0.6751416595053519
ACH-000116,-0.691595156336206
ACH-000118,-0.6980359728736538
ACH-000120,-0.8647188803536038
ACH-000123,-0.7421794058021128
ACH-000127,-0.7719677606824099
ACH-000128,-0.6967012103914186
ACH-000132,-0.689141008892055
ACH-000133,-0.7078463223751855
ACH-000137,-0.6179373954554224
ACH-000138,-0.9754996012813286
ACH-000142,-0.7506485250583422
ACH-000143,-0.5696784285894048
ACH-000146,-0.5782238274225185
ACH-000148,-0.5618332372539167
