,HRK (8739)
ACH-000228,-0.26392370548483235
ACH-000231,-0.3183939869742355
ACH-000232,-0.28155212536250235
ACH-000233,-0.11742589924427416
ACH-000234,-0.3255049176049805
ACH-000235,-0.2033598499980829
ACH-000237,-0.31205103711661314
ACH-000238,-0.15736608728467805
ACH-000242,-0.265521097858368
ACH-000243,-0.2146036983405034
ACH-000244,-0.3530622789915145
ACH-000246,-0.14621807406163426
ACH-000248,-0.0073919512736030655
ACH-000250,-0.16693692214946634
ACH-000251,0.0349257525305779
ACH-000252,-0.2286765847801416
ACH-000253,-0.19325862618023504
ACH-000255,-0.25439713002809033
ACH-000256,-0.1707480529211723
ACH-000257,-0.1866672986672393
ACH-000258,-0.18916497677248065
ACH-000259,-0.1872286613807727
ACH-000260,-0.17134507030202278
ACH-000261,-0.18991166883210905
ACH-000262,-0.255398339740232
ACH-000263,-0.08148629201742477
ACH-000264,-0.23715416596487565
ACH-000265,-0.2476867005849125
ACH-000266,-0.17133265135918627
ACH-000272,-0.12980385499821034
ACH-000274,-0.15879409127584934
ACH-000277,-0.1670471106420645
ACH-000278,-0.18546903528847636
ACH-000279,-0.29330712943635
ACH-000280,-0.2985434249194759
ACH-000281,-0.2445971547517996
ACH-000288,-0.3103548739483823
ACH-000291,-0.17922337524327042
ACH-000293,-0.24008436667998376
ACH-000294,-0.20373212452534206
ACH-000295,-0.11774316903089035
ACH-000296,-0.26398636107714263
ACH-000302,-0.0816596380575537
ACH-000304,-0.045931069922135935
ACH-000307,-0.08111127086081235
ACH-000308,-0.2357463116437296
ACH-000310,-0.1032392686290213
ACH-000311,-0.15264149909371222
ACH-000312,-0.09544804155357588
ACH-000315,-0.24860167379301146
ACH-000316,-0.21350944032444666
ACH-000317,-0.11131215616582377
ACH-000318,-0.10134482149042316
ACH-000319,-0.16949376300394126
ACH-000320,-0.09317994774980068
ACH-000322,-0.2089234776194422
ACH-000323,-0.1730941790868111
ACH-000324,-0.19932776838219946
ACH-000329,-0.31858918196664865
ACH-000330,-0.08856737817080912
ACH-000331,-0.352784558367348
ACH-000332,-0.1258443647313066
ACH-000334,-0.1496392592538733
ACH-000335,-0.17248098715165036
ACH-000336,-0.16849258569263564
ACH-000337,-0.285970750425732
ACH-000338,0.05560231196642021
ACH-000339,-0.2501156432117206
ACH-000341,-0.1728446810908899
ACH-000348,-0.2920447744535578
ACH-000350,-0.09921004528157057
ACH-000352,-0.10993305756734452
ACH-000356,-0.18800220683027466
ACH-000361,0.10224210287138916
ACH-000362,-0.09809413397078642
ACH-000363,-0.14084213437271434
ACH-000364,-0.15290912009780827
ACH-000365,-0.1187527258028622
ACH-000366,-0.3391075296849531
ACH-000368,-0.2901154027170672
ACH-000374,-0.28846337763325797
ACH-000375,-0.044047008672483214
ACH-000376,-0.2324322000759396
ACH-000381,-0.2058253489046084
ACH-000383,-0.18004689458444334
ACH-000387,-0.1845015623307811
ACH-000389,-0.1935206728022779
ACH-000390,-0.2575156242771525
ACH-000393,-0.22029020354427425
ACH-000395,-0.07050415500583262
ACH-000396,-0.2868502285143475
ACH-000397,-0.09565264503236563
ACH-000401,-0.19789340097925576
ACH-000402,-0.3211887209639041
ACH-000403,-0.22221112751793434
ACH-000404,-0.14047321288908995
ACH-000406,-0.20012365754365624
ACH-000407,-0.2335281799408517
ACH-000408,-0.3534076578909612
ACH-000410,-0.2784458713259709
ACH-000411,-0.33653943405110154
ACH-000414,-0.18931609199707472
ACH-000415,-0.14196168356490166
ACH-000416,-0.29739705432701385
ACH-000420,0.049937074860322936
ACH-000421,-0.07525683157014497
ACH-000424,-0.319623997371464
ACH-000425,-0.13005244539591448
ACH-000426,-0.17596135749605235
ACH-000427,-0.34230228194227524
ACH-000433,-0.19952300649346846
ACH-000435,-0.605576579951146
ACH-000436,-0.2558553536879248
ACH-000444,-0.36149265438834655
ACH-000445,-0.21020653296085773
ACH-000448,-0.1524217954748483
ACH-000450,-0.035218964494793815
ACH-000452,-0.17506399215778454
ACH-000454,-0.4245477642079567
ACH-000458,-0.2670799773677319
ACH-000459,-0.16522498175249234
ACH-000460,-0.2472181952905271
ACH-000461,-0.1465872691643405
ACH-000463,-0.2120149187001672
ACH-000464,-0.4278834932897054
ACH-000466,-0.21857060195920172
ACH-000467,-0.3283257831545908
ACH-000468,-0.15490376032326064
ACH-000469,-0.17208806832106924
ACH-000470,-0.21778729951334
ACH-000471,-0.1680198465361335
ACH-000472,-0.16093535515503116
ACH-000473,-0.2339677967506857
ACH-000475,-0.20895489329511185
ACH-000476,-0.13683586517736526
ACH-000477,-0.12190559531068415
ACH-000479,-0.4133304975731157
ACH-000480,-0.16609373484662754
ACH-000481,-0.2575999024239562
ACH-000483,-0.2788701587917787
ACH-000484,-0.16899553292164876
ACH-000485,-0.4090134841059898
ACH-000486,-0.13253982104697853
ACH-000487,-0.15676085894399178
ACH-000488,-0.086319715757517
ACH-000490,-0.20785572575258654
ACH-000491,-0.1805645833003322
ACH-000495,-0.16336214749728128
ACH-000496,-0.1441967224932012
ACH-000499,-0.3310468117895096
ACH-000500,-0.4189518686121912
ACH-000502,-0.07576514012000879
ACH-000503,-0.4163890038556196
ACH-000505,-0.3396082412638834
ACH-000507,-0.23601703638733385
ACH-000510,-0.165298107263752
ACH-000511,-0.2705197455498169
ACH-000512,-0.17051772640752186
ACH-000516,-0.24389666011117006
ACH-000517,-0.2297116140215754
ACH-000518,-0.29901429634750704
ACH-000520,-0.23404996405951395
ACH-000521,-0.13049903165472904
ACH-000522,-0.15750748661250544
ACH-000524,-0.2472516038718371
ACH-000527,-0.1491036534856465
ACH-000528,-0.15102715069114614
ACH-000537,-0.13240903870209114
ACH-000541,-0.2419775459634559
ACH-000542,-0.19598199115579312
ACH-000544,-0.05378964468249128
ACH-000545,-0.15687028731897154
ACH-000547,0.038069896250736916
ACH-000548,-0.17864074500167892
ACH-000549,-0.2911093133336926
ACH-000550,-0.16948157262182315
ACH-000552,-0.25009999000488026
ACH-000556,-0.2927150543309829
ACH-000557,-0.19118261726772467
ACH-000569,-0.03442926487780182
ACH-000570,-0.21938021518812387
ACH-000571,-0.2316065595761913
ACH-000573,-0.3232534995555188
ACH-000576,0.02781108231768168
ACH-000579,-0.3841684656787326
ACH-000580,-0.21768137372618188
ACH-000584,-0.11506258203185855
ACH-000585,-0.19717129543399928
ACH-000588,-0.15460504472558032
ACH-000589,-0.2016564171361592
ACH-000591,-0.3485694337512062
ACH-000593,-0.13931995983458506
ACH-000600,-0.25112404389695564
ACH-000601,-0.16968696431031988
ACH-000605,-0.2133299097379284
ACH-000606,-0.3007682692823687
ACH-000608,-0.2161651842060444
ACH-000614,-0.15318206959465044
ACH-000616,-0.22791856033800026
ACH-000618,-0.1990406885209328
ACH-000619,-0.21217216469675385
ACH-000620,-0.2961599727570648
ACH-000621,-0.23765805102142945
ACH-000622,-0.1904035887118941
ACH-000623,-0.12585894102778006
ACH-000624,-0.18319167849956225
ACH-000627,-0.19670995433645766
ACH-000630,-0.1992310583523289
ACH-000631,0.07323544559848515
ACH-000632,-0.18709168900690326
ACH-000633,-0.2280759063343167
ACH-000637,-0.06989378298956471
ACH-000638,-0.08483232139626333
ACH-000646,-0.30404289953169483
ACH-000647,-0.18139430827591568
ACH-000648,-0.2602429957294615
ACH-000649,-0.24185552189581536
ACH-000651,-0.2230998152894796
ACH-000652,-0.3663646431040693
ACH-000653,-0.06939800878070766
ACH-000657,-0.2513609423759353
ACH-000658,-0.2873481745305104
ACH-000661,-0.3369210283653682
ACH-000662,-0.25066494621426033
ACH-000663,-0.2306865662821191
ACH-000665,-0.22646422802188615
ACH-000671,-0.18460313637351464
ACH-000672,-0.2800991533109675
ACH-000673,-0.17942467560836092
ACH-000676,-0.3895229239137329
ACH-000677,-0.12345885039804745
ACH-000681,-0.24217917279665965
ACH-000683,-0.21974470659471326
ACH-000684,-0.2916546988010724
ACH-000688,-0.27840623471070697
ACH-000693,-0.20161187913075285
ACH-000694,-0.2114739237719704
ACH-000695,-0.02523585851742756
ACH-000696,-0.1940199268132045
ACH-000697,-0.2878188714234576
ACH-000699,-0.35945493413071616
ACH-000701,-0.08696941170983342
ACH-000706,-0.06918903395856815
ACH-000711,-0.18305092959179156
ACH-000713,-0.14590218148253814
ACH-000714,-0.18374735157457106
ACH-000718,-0.2284226309876335
ACH-000720,-0.0936069260380058
ACH-000721,-0.2341627268833828
ACH-000724,-0.14680676413941915
ACH-000725,-0.06650485161676899
ACH-000732,-0.19993500320101487
ACH-000734,-0.2310081607622725
ACH-000735,-0.15082837331890914
ACH-000736,-0.292042582952169
ACH-000738,-0.2749757161486798
ACH-000746,-0.12440764963756075
ACH-000747,-0.18948236371549093
ACH-000748,-0.11382638265852214
ACH-000753,-0.18725223389484172
ACH-000756,-0.2028051767678565
ACH-000757,-0.04713498317714426
ACH-000758,-0.17570128212648767
ACH-000760,-0.2424715093547513
ACH-000762,-0.10688884036963812
ACH-000763,-0.20542568476404416
ACH-000764,-0.08573705635894892
ACH-000765,-0.2320132580280598
ACH-000766,-0.14000720556794888
ACH-000767,-0.22239537535124226
ACH-000768,-0.3713819436146496
ACH-000769,-0.2928552915028357
ACH-000770,-0.2821033709092249
ACH-000771,-0.243623074017495
ACH-000773,-0.2299322478908505
ACH-000776,-0.2140852465971033
ACH-000777,-0.0654073890755314
ACH-000778,-0.2050014778489088
ACH-000781,-0.1533785425957616
ACH-000782,-0.3412810883208502
ACH-000783,-0.19038335403507048
ACH-000784,-0.15705139353438424
ACH-000785,-0.3087547808381465
ACH-000787,-0.26250940100803194
ACH-000788,-0.22388474987054136
ACH-000791,-0.15484518877377906
ACH-000792,-0.16248832294925092
ACH-000794,-0.2625532918716681
ACH-000796,-0.2401919026293195
ACH-000798,-0.11571498801739055
ACH-000799,-0.1582273402438645
ACH-000800,-0.2305288916678557
ACH-000802,-0.32029519037757764
ACH-000804,-0.5020605030122678
ACH-000805,-0.2465491324566508
ACH-000809,-0.2496005852332229
ACH-000810,-0.3080305491416939
ACH-000811,-0.1725547194351692
ACH-000817,-0.28577494475822623
ACH-000819,-0.18875853947529134
ACH-000820,-0.41122287609663066
ACH-000821,-0.3815020847543512
ACH-000822,-0.21540475246585197
ACH-000823,-0.24094160412314936
ACH-000824,-0.11500209374150147
ACH-000827,-0.2252519275033908
ACH-000829,-0.004825233244865502
ACH-000831,-0.12120872844697715
ACH-000832,-0.21602034697240394
ACH-000833,0.05763265485398372
ACH-000834,-0.12589470387082324
ACH-000835,-0.2019024606356648
ACH-000836,-0.27187864028415965
ACH-000837,-0.06344111198387514
ACH-000838,-0.12305283891582496
ACH-000839,-0.3037279432037553
ACH-000840,-0.3008298564092442
ACH-000841,-0.16816495029668074
ACH-000843,-0.06992634184695502
ACH-000846,-0.23224882998268576
ACH-000847,-0.1220235722345154
ACH-000848,-0.13497558392448053
ACH-000849,-0.1880088795149873
ACH-000851,-0.35322582675729336
ACH-000855,-0.2566312633352433
ACH-000856,-0.1174154936100554
ACH-000858,-0.2125243044149692
ACH-000859,-0.21916522800581095
ACH-000861,-0.3939751801543036
ACH-000862,-0.3421308784239377
ACH-000865,-0.2258608020072441
ACH-000866,-0.15225736962775566
ACH-000867,-0.17882077554969122
ACH-000869,-0.03622899791752928
ACH-000872,-0.14930924015021768
ACH-000873,-0.015877826775372462
ACH-000876,-0.09483510915436064
ACH-000878,-0.2914215036895925
ACH-000880,-0.4274663993496881
ACH-000881,-0.19874726115657668
ACH-000882,-0.15941344681161668
ACH-000884,-0.2736838362544251
ACH-000885,-0.3493293001341914
ACH-000887,-0.2330130173125771
ACH-000889,-0.18034170975738434
ACH-000896,-0.24377563802152796
ACH-000898,-0.11004498636800214
ACH-000900,-0.28137140186098164
ACH-000901,-0.23842681405535726
ACH-000905,-0.16104934813893634
ACH-000906,-0.26788101633858763
ACH-000907,-0.22707984846735565
ACH-000910,-0.26674712566837283
ACH-000911,-0.1449113769273402
ACH-000912,-0.2744141966184248
ACH-000913,-0.16137144359682062
ACH-000915,-0.21211133785896136
ACH-000916,-0.2410351307978397
ACH-000917,-0.13521453345539192
ACH-000920,-0.02757757996662641
ACH-000921,-0.4394579071607945
ACH-000924,-0.1551165572999646
ACH-000926,-0.3745780148628706
ACH-000928,-0.3768744493930585
ACH-000929,-0.2820142298226229
ACH-000932,-0.1946744656173557
ACH-000935,-0.1919601617347152
ACH-000936,-0.24196794069397884
ACH-000937,-0.17886302345906413
ACH-000938,-0.23803471304339294
ACH-000939,-0.2032686097970696
ACH-000941,-0.1451098838291428
ACH-000943,-0.1111897566278914
ACH-000946,-0.2080116307257182
ACH-000947,-0.19859648599798832
ACH-000948,-0.18429815039593112
ACH-000950,-0.1774078524579836
ACH-000953,-0.2979691783252407
ACH-000954,-0.2932603267088457
ACH-000957,-0.227449198454417
ACH-000958,-0.33263721747246233
ACH-000960,-0.31386020838060946
ACH-000963,-0.06123870742590965
ACH-000968,-0.11244495811998917
ACH-000969,-0.2533150039873087
ACH-000972,-0.3064176038883858
ACH-000973,-0.1867094059023288
ACH-000974,-0.18755177682655305
ACH-000978,-0.18505689867267025
ACH-000984,-0.16004652648387666
ACH-000986,-0.2781676727095649
ACH-000988,-0.2487610601355599
ACH-000993,-0.2619659801008969
ACH-000994,-0.1424382058972215
ACH-000996,-0.20277332157655806
ACH-001001,-0.2926067364340236
ACH-001020,0.010552031406543191
ACH-001028,-0.26548460188779993
ACH-001031,-0.26789788187868946
ACH-001038,-0.1395769187617246
ACH-001048,-0.2541578706400737
ACH-001050,-0.2557697109776183
ACH-001053,-0.3019513589915092
ACH-001054,-0.392574093500962
ACH-001061,-0.214274979319572
ACH-001067,-0.2329788384452014
ACH-001075,-0.4096892362514462
ACH-001096,-0.14075833512014246
ACH-001111,-0.6015608949363994
ACH-001119,0.02914929086728619
ACH-001128,-0.4241049640265573
ACH-001134,-0.1365214242761625
ACH-001151,-0.17646488323962042
ACH-001163,-0.2559993615587189
ACH-001164,-0.054796783755775964
ACH-001183,-0.20131781143704933
ACH-001192,-0.11735115477611775
ACH-001193,0.2235250545051407
ACH-001196,-0.12277360461804875
ACH-001197,-0.2619772336514361
ACH-001205,-0.17823589516482527
ACH-001211,-0.2269090253561803
ACH-001212,-0.13623140612853593
ACH-001228,-0.12443663885440873
ACH-001232,-0.18559376065831756
ACH-001239,-0.275806839153434
ACH-001270,-0.4411014307394676
ACH-001274,-0.17340888702042934
ACH-001275,0.005379123254786676
ACH-001277,0.007876110078160959
ACH-001278,-0.2832929538643367
ACH-001280,-0.20466800114144176
ACH-001283,-0.05586580304760542
ACH-001289,-0.12500238280472495
ACH-001300,-0.09560664348003146
ACH-001301,-0.04910751917626725
ACH-001302,-0.2729563517454673
ACH-001306,-0.1026974958050503
ACH-001318,-0.17782146271896693
ACH-001322,-0.06964250839539618
ACH-001328,-0.28389246227966203
ACH-001332,-0.4202473667550261
ACH-001336,-0.20144144002876105
ACH-001346,-0.2776394718984697
ACH-001353,-0.08687665434819823
ACH-001354,-0.44488727484104706
ACH-001367,-0.4359093933744291
ACH-001368,-0.26339139922803906
ACH-001374,-0.013388500158321631
ACH-001377,-0.274104862570845
ACH-001380,-0.2405723191477422
ACH-001391,-0.16182632623302462
ACH-001408,-0.18585125189054924
ACH-001430,-0.3100857831875972
ACH-001431,-0.3528701658337684
ACH-001450,-0.08070239413653528
ACH-001496,-0.30033115888780043
ACH-001500,-0.07511731197358253
ACH-001523,-0.18051527815588292
ACH-001532,-0.17718806217458233
ACH-001550,-0.2219693488864469
ACH-001552,-0.14752871429582662
ACH-001554,-0.18651765397492373
ACH-001654,-0.14666932166263538
ACH-001735,-0.2107805283143249
ACH-001736,-0.17498911329100633
ACH-001737,0.018871226637745767
ACH-001740,-0.3305971138083611
ACH-001745,-0.2696412110572427
ACH-001765,-0.17359788010382507
