,FEM1A (55527)
ACH-000310,-0.31548339080136345
ACH-000311,-0.3463911072904341
ACH-000312,-0.3036652519518215
ACH-000315,-0.19716368486245567
ACH-000316,-0.2126073788146645
ACH-000317,-0.31573432310818483
ACH-000318,-0.28507217474819074
ACH-000319,-0.4231228415652788
ACH-000320,-0.4280245250243286
ACH-000322,-0.2743603803109901
ACH-000323,-0.5277972957484717
ACH-000324,-0.31569582011417674
ACH-000329,-0.3059056079168293
ACH-000330,-0.3746836584549218
ACH-000331,-0.27505418357204964
ACH-000332,-0.2271996199517164
ACH-000334,-0.3313728173001796
ACH-000335,-0.38372184959912575
ACH-000336,-0.07843005768004016
ACH-000337,-0.09077000872511963
ACH-000338,-0.4148367247423789
ACH-000339,-0.3062695182648793
ACH-000341,-0.5015843264182922
ACH-000348,-0.3650200123435604
ACH-000350,-0.09037442697817924
ACH-000352,-0.17361360394101508
ACH-000356,-0.19858103101226748
ACH-000361,-0.0095085425581389
ACH-000362,-0.1893340294640902
ACH-000363,-0.3004662314290994
ACH-000364,-0.3754030570873962
ACH-000365,-0.2429892340322344
ACH-000366,-0.2821722196266537
ACH-000368,-0.2659036190021203
ACH-000374,-0.3251994308416384
ACH-000375,-0.4258113946644027
ACH-000376,-0.19565120701473585
ACH-000381,-0.4583055560628084
ACH-000383,-0.2373714557227158
ACH-000387,-0.3061976324889081
ACH-000389,-0.492839948689124
ACH-000390,-0.3518702625483346
ACH-000393,-0.22163032344979128
ACH-000395,-0.18689482039756886
ACH-000396,-0.6184332429432953
ACH-000397,-0.3467707394583931
ACH-000401,-0.3074923497080229
ACH-000402,-0.2085521135791731
ACH-000403,-0.3208513584089837
ACH-000404,-0.5016647314857333
ACH-000406,-0.13968651436069798
ACH-000407,-0.2550257851339057
ACH-000408,-0.2891036699872046
ACH-000410,-0.34636000876211204
ACH-000411,-0.2488423000202545
ACH-000414,-0.2753231623323307
ACH-000415,-0.4507058053504832
ACH-000416,-0.2802972759458993
ACH-000420,-0.2898562911517078
ACH-000421,-0.2329056307255253
ACH-000424,-0.19531616985532785
ACH-000425,-0.3514127825306381
ACH-000426,-0.33299161109705505
ACH-000427,-0.3688656307194753
ACH-000433,-0.4882790738865974
ACH-000435,-0.24402707402177196
ACH-000436,-0.2345497274042441
ACH-000444,-0.17921839585765414
ACH-000445,-0.6212552581503703
ACH-000448,-0.2447286683335209
ACH-000450,-0.29229086477884864
ACH-000452,-0.3787389377633293
ACH-000454,-0.2438493768292757
ACH-000458,-0.1967642022350492
ACH-000459,-0.1558354909002576
ACH-000460,-0.3497940029243808
ACH-000461,-0.2643981214877661
ACH-000463,-0.3684676317205087
ACH-000464,-0.28059323365575217
ACH-000466,-0.40714212087158896
ACH-000467,-0.3591784999047677
ACH-000468,-0.3748896090599015
ACH-000469,-0.16673670875177482
ACH-000470,-0.17641038273156373
ACH-000471,-0.27593512400569475
ACH-000472,-0.2700097674936873
ACH-000473,-0.32228951543641843
ACH-000475,-0.3409117153614539
ACH-000476,-0.2159674437840784
ACH-000477,-0.31688974720652563
ACH-000479,-0.3379965989588501
ACH-000480,-0.12352180617355915
ACH-000481,-0.3691137032216254
ACH-000483,-0.2196265354832833
ACH-000484,-0.2131488999323224
ACH-000485,-0.3256789949824665
ACH-000486,-0.31094578496105263
ACH-000487,-0.3684327142615669
ACH-000488,-0.2295980361160988
ACH-000490,-0.4128939346768618
ACH-000491,-0.4511104367081665
ACH-000495,-0.13228289896923628
ACH-000496,-0.19061480586066928
ACH-000499,-0.35456271939898865
ACH-000500,-0.4627530077648294
ACH-000502,-0.1376377073680504
ACH-000503,-0.4953752161381694
ACH-000505,-0.357334899020938
ACH-000507,-0.24797460624175724
ACH-000510,-0.3169562104606195
ACH-000511,-0.19097702132698552
ACH-000512,-0.5287227272216546
ACH-000516,-0.3740998753661151
ACH-000517,-0.3077270408424071
ACH-000518,-0.22629051572825185
ACH-000520,-0.2536026127494038
ACH-000521,-0.4915422079287015
ACH-000522,-0.3087307822954869
ACH-000524,-0.3748644668899679
ACH-000527,-0.2925840748802381
ACH-000528,-0.3957710712229491
ACH-000537,-0.2805746204871989
ACH-000541,-0.09030248658931372
ACH-000542,-0.16469123808407699
ACH-000544,-0.09240998355848697
ACH-000545,-0.3759422302240735
ACH-000547,-0.2639090689534249
ACH-000548,-0.30989098615443983
ACH-000549,-0.4247202783781024
ACH-000550,-0.2452284252502278
ACH-000552,-0.28087999638011296
ACH-000556,-0.278866849570153
ACH-000557,-0.41429822546169215
ACH-000569,-0.5869864908757358
ACH-000570,-0.26300064853317945
ACH-000571,-0.20841495521325695
ACH-000573,-0.2703028545488956
ACH-000576,-0.3840855659228983
ACH-000579,-0.07378847239472452
ACH-000580,-0.2119598581995112
ACH-000584,-0.33408131839048993
ACH-000585,-0.255035977844707
ACH-000588,-0.1817607543869652
ACH-000589,-0.3878281721569147
ACH-000591,-0.3673706078056577
ACH-000593,-0.3946194524841208
ACH-000600,-0.2629100478572623
ACH-000601,-0.363255074105056
ACH-000605,-0.3478515130421311
ACH-000606,-0.23204262238974924
ACH-000608,-0.2799328835965453
ACH-000614,-0.470379238132437
ACH-000616,-0.3352187750327406
ACH-000618,-0.3372026899280639
ACH-000619,-0.3181048583644391
ACH-000620,-0.35912794272493265
ACH-000621,-0.37806328358087576
ACH-000622,-0.2382314716615848
ACH-000623,-0.3623488761406081
ACH-000624,-0.26447785175966115
ACH-000627,-0.4260185853013289
ACH-000630,-0.2446592482667323
ACH-000631,-0.4860732843415065
ACH-000632,-0.3097829227426036
ACH-000633,-0.3573280165094589
ACH-000637,-0.2869373140391986
ACH-000638,-0.4487587148677071
ACH-000646,-0.3683910555246293
ACH-000647,-0.24707547693275336
ACH-000648,-0.3305245330881618
ACH-000649,-0.24738979121417115
ACH-000651,-0.30327085653396474
ACH-000652,-0.3726561351938614
ACH-000653,-0.3628729159628496
ACH-000657,-0.3385480784706048
ACH-000658,-0.4016876523772253
ACH-000661,-0.26299398822040354
ACH-000662,-0.4364939959496181
ACH-000663,-0.22983676103931056
ACH-000665,-0.32615851299421994
ACH-000671,-0.37055858588161344
ACH-000672,-0.20972194586060636
ACH-000673,-0.3499399103533862
ACH-000676,-0.3195441179932713
ACH-000677,-0.09032451784191772
ACH-000681,-0.2570962402628583
ACH-000683,-0.30976743735476536
ACH-000684,-0.4130540405346933
ACH-000688,-0.2309261552710501
ACH-000693,-0.1140127857790649
ACH-000694,-0.14976103116637918
ACH-000695,-0.30449483310409003
ACH-000696,-0.3832291972996877
ACH-000697,-0.5755821305986472
ACH-000699,-0.3070141582800079
ACH-000701,-0.3435625100001685
ACH-000706,-0.3687297367613562
ACH-000711,-0.2707107861391184
ACH-000713,-0.4758656953176443
ACH-000714,-0.2650159971289248
ACH-000718,-0.3810842560614717
ACH-000720,-0.2507807727227956
ACH-000721,-0.25104777270096074
ACH-000724,-0.2210010370620888
ACH-000725,-0.33498594837941953
ACH-000732,-0.31043156877658395
ACH-000734,-0.2199489631691646
ACH-000735,-0.3034950390725228
ACH-000736,-0.08883766899363818
ACH-000738,-0.3712129220995077
ACH-000746,-0.26251805556631513
ACH-000747,-0.2020483226504972
ACH-000748,-0.22194933045261636
ACH-000753,-0.06490546358326245
ACH-000756,-0.3898211660467222
ACH-000757,-0.26000085918017113
ACH-000758,-0.2282991305372571
ACH-000760,-0.1757366467738377
ACH-000762,-0.33635787506724063
ACH-000763,-0.3445381398358021
ACH-000764,-0.20004820623142808
ACH-000765,-0.12807022989050398
ACH-000766,-0.32107633135254193
ACH-000767,-0.3863862618670493
ACH-000768,-0.3343633806443616
ACH-000769,-0.4253137316875065
ACH-000770,-0.32321151752529964
ACH-000771,-0.33260030864091106
ACH-000773,-0.3094060678034464
ACH-000776,-0.1959511703835407
ACH-000777,-0.3913141802873419
ACH-000778,-0.3020962539334373
ACH-000781,-0.2564208650852295
ACH-000782,-0.2348759496024908
ACH-000783,-0.13058673651714467
ACH-000784,-0.3462006413571733
ACH-000785,-0.22646115008195494
ACH-000787,-0.2565831154315234
ACH-000788,-0.3428698415316966
ACH-000791,-0.3872110436262488
ACH-000792,-0.35522580450347796
ACH-000794,-0.19798040880759055
ACH-000796,-0.3621582603597156
ACH-000798,-0.10736411435149136
ACH-000799,-0.2443962492899889
ACH-000800,-0.2715175584460836
ACH-000802,-0.4207277356404846
ACH-000804,-0.2258350304463285
ACH-000805,-0.4459209994915813
ACH-000809,-0.4424239381307012
ACH-000810,-0.414537899925466
ACH-000811,-0.2773210505605494
ACH-000817,-0.4007169721106164
ACH-000819,-0.3360332115480266
ACH-000820,-0.252709627470811
ACH-000821,-0.3929410117113709
ACH-000822,-0.15351631374634173
ACH-000823,-0.23348652823696076
ACH-000824,-0.14816431209391825
ACH-000827,-0.38260197385764794
ACH-000829,-0.4312840966468038
ACH-000831,-0.2868944592184037
ACH-000832,-0.3664307694803581
ACH-000833,-0.24863892490258466
ACH-000834,-0.27977267723490123
ACH-000835,-0.38053220595727216
ACH-000836,-0.25181632049528424
ACH-000837,-0.24455978506813136
ACH-000838,-0.11150808819559152
ACH-000839,-0.38095277580580456
ACH-000840,-0.3048298537080621
ACH-000841,-0.25263575870849164
ACH-000843,-0.4238115167255889
ACH-000846,-0.34398115806471896
ACH-000847,-0.2222682568768514
ACH-000848,-0.18741784518672805
ACH-000849,-0.2818302006190624
ACH-000851,-0.33652111389498196
ACH-000855,0.023032423755197682
ACH-000856,-0.3851541498651242
ACH-000858,-0.2333443578220298
ACH-000859,-0.2583509861176533
ACH-000861,-0.2640958635831364
ACH-000862,-0.22339084657667466
ACH-000865,-0.3765569638717079
ACH-000866,-0.10538262279744648
ACH-000867,-0.19344658881978946
ACH-000869,-0.2899213906090448
ACH-000872,-0.2694429776790444
ACH-000873,-0.13575973279282005
ACH-000876,-0.4884007184081177
ACH-000878,-0.20816592042392867
ACH-000880,-0.41842877932816
ACH-000881,-0.10335241731482372
ACH-000882,-0.3039427276578316
ACH-000884,-0.2634314194575501
ACH-000885,-0.3086787544235956
ACH-000887,-0.472735463809245
ACH-000889,-0.14940397457580148
ACH-000896,-0.2776061958476971
ACH-000898,-0.3183502835707348
ACH-000900,-0.3672055948215299
ACH-000901,-0.3345771809100163
ACH-000905,-0.19228224353677445
ACH-000906,-0.36972321861635377
ACH-000907,-0.418106898895986
ACH-000910,-0.19657857169171294
ACH-000911,-0.2309059187417347
ACH-000912,-0.3024885558842664
ACH-000913,-0.16993810022343547
ACH-000915,-0.4507417228690657
ACH-000916,-0.04555466728785111
ACH-000917,-0.2846586529601005
ACH-000920,-0.0888099229910113
ACH-000921,-0.4274822328866256
ACH-000924,-0.13948504628407632
ACH-000926,-0.20445792152836734
ACH-000928,-0.3764522794073343
ACH-000929,-0.1253826703652168
ACH-000932,-0.2999859632295183
ACH-000935,-0.2697385261838218
ACH-000936,-0.30512711442097024
ACH-000937,-0.3398469611243761
ACH-000938,-0.4871418994699425
ACH-000939,-0.309572831395468
ACH-000941,-0.4533090156727835
ACH-000943,-0.30049508571260963
ACH-000946,-0.34245838894336217
ACH-000947,-0.1937204062303479
ACH-000948,-0.22273792554144692
ACH-000950,-0.5268252328994366
ACH-000953,-0.5285187482947451
ACH-000954,-0.5134987082027201
ACH-000957,-0.20175721326358104
ACH-000958,-0.2695843772490004
ACH-000960,-0.3102806252565302
ACH-000963,-0.08697476686353217
ACH-000968,-0.19014022692509847
ACH-000969,-0.3186056253723651
ACH-000972,-0.3721188325707937
ACH-000973,-0.2425085248688901
ACH-000974,-0.3682561187096016
ACH-000978,-0.26619314467992583
ACH-000984,-0.377913961766736
ACH-000986,-0.27335938027645834
ACH-000988,-0.3655470833895293
ACH-000993,-0.5021904271221892
ACH-000994,-0.04405818873947138
ACH-000996,-0.5352832312712668
ACH-001001,-0.3728478451976622
ACH-001020,-0.2845429739693723
ACH-001028,-0.18345476876523795
ACH-001031,0.13303648220414865
ACH-001038,-0.35391651783634404
ACH-001048,-0.2800010432101943
ACH-001050,-0.3779813359126688
ACH-001053,-0.2592258872164871
ACH-001054,-0.3338966376351094
ACH-001061,-0.2381997862454438
ACH-001067,-0.4065124885623509
ACH-001075,-0.15441878997079528
ACH-001096,-0.3394571487802604
ACH-001111,-0.19363723463991425
ACH-001119,-0.6416804028077581
ACH-001128,-0.5595490002616733
ACH-001134,-0.3838262193634608
ACH-001151,-0.2770222492169789
ACH-001163,-0.16332477451329958
ACH-001164,-0.3740225483589426
ACH-001183,-0.06374241920766383
ACH-001192,-0.2425750500262121
ACH-001193,-0.011121476411518706
ACH-001196,-0.3864265100121564
ACH-001197,-0.5226855255551953
ACH-001205,-0.198254470778274
ACH-001211,-0.39905683756055904
ACH-001212,-0.33744627333347565
ACH-001228,-0.18820949913409296
ACH-001232,-0.2909845701991848
ACH-001239,-0.2832945243094067
ACH-001270,-0.4133843381302825
ACH-001274,-0.13549238643371833
ACH-001275,-0.2612252876848598
ACH-001277,-0.4819982576546039
ACH-001278,-0.41690182957917626
ACH-001280,-0.25522468420201955
ACH-001283,-0.24876464788627986
ACH-001289,-0.21470350096898794
ACH-001300,-0.2136896277563354
ACH-001301,-0.1960095375123132
ACH-001302,-0.2331410884808928
ACH-001306,-0.4353359854573412
ACH-001318,-0.14244265495527686
ACH-001322,-0.4519287180708663
ACH-001328,-0.309023394155476
ACH-001332,-0.4612911378638411
ACH-001336,-0.37314922542910667
ACH-001346,-0.3104188472095495
ACH-001353,-0.4738284579976456
ACH-001354,-0.3274274262846397
ACH-001367,-0.4870137443492895
ACH-001368,-0.2852114973041311
ACH-001374,-0.4805598806084734
ACH-001377,-0.4081528640844069
ACH-001380,-0.3662150406622038
ACH-001391,-0.3455966613602131
ACH-001408,-0.3070622468270968
ACH-001430,-0.02396745300785661
ACH-001431,-0.18482200478499208
ACH-001450,-0.4153697196631292
ACH-001496,-0.4368905831601285
ACH-001500,-0.3016502017835583
ACH-001523,-0.5906555787324237
ACH-001532,-0.2584075072513462
ACH-001550,-0.20156548957236545
ACH-001552,-0.4726688721764428
ACH-001554,-0.18910291954786596
ACH-001654,-0.4174921281006549
ACH-001735,-0.16553706284314726
ACH-001736,-0.3606734703122072
ACH-001737,-0.3976270489743156
ACH-001740,-0.3117177038247408
ACH-001745,-0.25591232354942195
ACH-001765,-0.2940587307367058
