,RPSA (3921)
ACH-000932,-0.6481985565545761
ACH-000935,-0.8170265578086506
ACH-000936,-0.8027100105381768
ACH-000937,-0.5944257947515709
ACH-000938,-0.8837241284946344
ACH-000939,-0.6090406902582449
ACH-000941,-0.5091539422575886
ACH-000943,-0.687706253394338
ACH-000946,-0.7665480817635343
ACH-000947,-0.5905237800389104
ACH-000948,-0.7974665347911608
ACH-000950,-0.6596825953230017
ACH-000953,-0.5626159279454481
ACH-000954,-1.0370942848553837
ACH-000957,-0.7151584545626744
ACH-000958,-0.6604272089963454
ACH-000960,-0.6856775286626813
ACH-000963,-0.5164743676968391
ACH-000968,-0.6522060814359445
ACH-000969,-0.7971994357786815
ACH-000972,-0.8963651948703869
ACH-000973,-0.7582246762466041
ACH-000974,-0.6179115180223892
ACH-000978,-0.8404311118822215
ACH-000984,-0.7052531331812197
ACH-000986,-0.680301012356539
ACH-000988,-0.8547647998943096
ACH-000993,-0.5899813520068149
ACH-000994,-0.5628833761983282
ACH-000996,-0.8195174284236588
ACH-001001,-0.7453572738751892
ACH-001020,-0.8587091482023466
ACH-001028,-0.6852595371401073
ACH-001031,-0.8281305426417133
ACH-001038,-0.7019900621876205
ACH-001048,-0.7511434924952559
ACH-001050,-0.8177509666525471
ACH-001053,-1.0296233252357767
ACH-001054,-0.8086970016050886
ACH-001061,-0.8311603712348653
ACH-001067,-0.7959664681300335
ACH-001075,-0.8561544627538601
ACH-001096,-0.6121747447610422
ACH-001111,-0.9181708697183262
ACH-001119,-0.7307172189881456
ACH-001128,-0.8445395138942424
ACH-001134,-0.9985025608971312
ACH-001151,-0.7094684111221674
ACH-001163,-0.9062537033069328
ACH-001164,-0.5371182386874539
ACH-001183,-0.7864148491545546
ACH-001192,-0.5695170407086331
ACH-001193,-0.5177701459533857
ACH-001196,-1.0725484860729184
ACH-001197,-0.740283512744338
ACH-001205,-0.5238057070069762
ACH-001211,-0.9142795160778704
ACH-001212,-0.6930842765528644
ACH-001228,-0.7295462064007187
ACH-001232,-0.5392590914246337
ACH-001239,-0.7499995923081103
ACH-001270,-0.7528673341556471
ACH-001274,-0.8764651872073705
ACH-001275,-0.5431647309182365
ACH-001277,-1.1287945961481891
ACH-001278,-0.9803840706260174
ACH-001280,-0.7980309775955123
ACH-001283,-0.6062072368683834
ACH-001289,-0.8101291655502192
ACH-001300,-0.6562812019946174
ACH-001301,-0.5774644527350977
ACH-001302,-0.8343142460852148
ACH-001306,-0.9854118490013322
ACH-001318,-0.7050704264437182
ACH-001322,-0.4947695501598698
ACH-001328,-0.7025773754448477
ACH-001332,-0.7721556212143638
ACH-001336,-0.7187647888470583
ACH-001346,-1.0042639050452002
ACH-001353,-0.7888934517256234
ACH-001354,-0.4796143220356334
ACH-001367,-0.5946810831210823
ACH-001368,-0.5695735757248108
ACH-001374,-0.8605879634587329
ACH-001377,-0.8648071179631704
ACH-001380,-0.7550894944778384
ACH-001391,-1.015066978765315
ACH-001408,-0.6639143139345822
ACH-001430,-0.3916537228995573
ACH-001431,-0.7600935105364579
ACH-001450,-0.6317665605998014
ACH-001496,-0.8601797933141936
ACH-001500,-0.7355925082351553
ACH-001523,-0.5917740571260154
ACH-001532,-0.7457197703835641
ACH-001550,-0.7414647175086733
ACH-001552,-0.4873389726915628
ACH-001554,-0.6628036493010018
ACH-001654,-0.5044941825862849
ACH-001735,-0.6205236064462831
ACH-001736,-0.7318819234736017
ACH-001737,-0.3239053436604277
ACH-001740,-0.7941496857264286
ACH-001745,-0.8108799139198347
ACH-001765,-0.6265608312993692
