,RPSA (3921)
ACH-000004,-0.7981159602061763
ACH-000005,-0.4840621633053859
ACH-000007,-0.9520706812855441
ACH-000009,-0.8526047252628766
ACH-000011,-0.7886891067345849
ACH-000012,-0.8027430011079587
ACH-000013,-0.7282775499950841
ACH-000014,-0.7226505304606281
ACH-000015,-0.6874164156402158
ACH-000017,-0.8022550013510316
ACH-000018,-0.7925503484729057
ACH-000019,-0.4283442409170444
ACH-000021,-0.8094460948442506
ACH-000022,-0.6870290621301927
ACH-000025,-0.7363086953823704
ACH-000028,-0.5725810253380036
ACH-000030,-0.7548156898042304
ACH-000035,-0.7002107880244721
ACH-000036,-0.8167542550606418
ACH-000037,-0.6201610554997592
ACH-000039,-0.5376278276286616
ACH-000040,-0.7667888282157379
ACH-000041,-0.6603956486652752
ACH-000042,-0.7510345788637631
ACH-000045,-0.7012492337230289
ACH-000047,-0.8069970949945102
ACH-000052,-0.905266932517086
ACH-000053,-0.6924116143555831
ACH-000054,-0.7257073858001323
ACH-000055,-0.627604541826761
ACH-000060,-0.8621916090036842
ACH-000067,-0.9519608619235912
ACH-000070,-0.7274535603873992
ACH-000075,-0.5862392502766159
ACH-000078,-0.8364868942599135
ACH-000082,-0.9677195597768584
ACH-000085,-0.6219634154809344
ACH-000086,-0.8591301658684375
ACH-000087,-0.8775191781661221
ACH-000092,-0.8270889322911317
ACH-000095,-0.639525578603459
ACH-000097,-0.6611366033353654
ACH-000098,-0.8870971192930484
ACH-000099,-0.8116531474214053
ACH-000108,-0.6813275724471409
ACH-000113,-0.7143804489395023
ACH-000116,-0.6850614772228104
ACH-000118,-0.7742053135546433
ACH-000120,-0.6710398825685719
ACH-000123,-0.6966729891846456
ACH-000127,-0.5793427894104849
ACH-000128,-0.8778696817329994
ACH-000132,-0.5919519533952611
ACH-000133,-0.7950572327483508
ACH-000137,-0.8378558910122383
ACH-000138,-0.8471567874299148
ACH-000142,-1.028287582211325
ACH-000143,-1.0458677467883684
ACH-000146,-0.7330175438877969
ACH-000148,-0.7737739635324936
ACH-000150,-0.6089650442837078
ACH-000152,-0.6805597256311217
ACH-000153,-0.6823806996220457
ACH-000159,-0.7014172679821953
ACH-000160,-0.7503256679725838
ACH-000163,-0.8234599387687582
ACH-000167,-1.3495529500151304
ACH-000168,-0.5589765137615829
ACH-000169,-0.8562743980723666
ACH-000178,-0.6698064115756418
ACH-000183,-0.7326753313300275
ACH-000188,-0.603999280199057
ACH-000189,-0.4442548955098468
ACH-000190,-0.7988730602165043
ACH-000198,-0.6629925573951782
ACH-000203,-0.6315524414911354
ACH-000204,-0.4458940373130214
ACH-000206,-0.4926964986573981
ACH-000207,-0.6910033204242964
ACH-000208,-0.5339243465200373
ACH-000210,-1.1423906315521102
ACH-000211,-0.6980200696691493
ACH-000215,-0.6721539532829418
ACH-000221,-0.5366082658201158
ACH-000222,-0.7433465244921482
ACH-000223,-0.7498224886883147
ACH-000226,-0.9279564716869738
ACH-000227,-0.5917823287952001
ACH-000228,-0.6997866152258151
ACH-000231,-0.6048121208601329
ACH-000232,-0.5759402517809268
ACH-000233,-0.7779193153859539
ACH-000234,-0.6426695457748954
ACH-000235,-0.6910314725012572
ACH-000237,-0.6983710211602948
ACH-000238,-0.8640882964565717
ACH-000242,-1.1276758072795383
ACH-000243,-0.7258935225258659
ACH-000244,-0.888762636358604
ACH-000246,-0.553909309142985
ACH-000248,-0.4729689787411119
ACH-000250,-0.7621018093774109
ACH-000251,-0.5489551524149741
ACH-000252,-1.0836425769028906
ACH-000253,-0.7857647953018786
ACH-000255,-0.6827636699051234
ACH-000256,-0.9009541679012604
ACH-000257,-0.8504880784887714
ACH-000258,-0.6530311514127202
ACH-000259,-0.8224711085192005
ACH-000260,-0.8059781313213314
ACH-000261,-0.6851978779122877
ACH-000262,-0.6839471957293901
ACH-000263,-0.645687573184557
ACH-000264,-0.7146158777443758
ACH-000265,-0.7721221641629724
ACH-000266,-0.6236605917252908
ACH-000272,-0.6165898489987973
ACH-000274,-0.6988370383412171
ACH-000277,-0.5632833335411259
ACH-000278,-0.8059524721568371
ACH-000279,-0.5798298032143665
ACH-000280,-0.7467175339480243
ACH-000281,-0.9031665791702232
ACH-000288,-0.6748811948105693
ACH-000291,-0.7218643226364534
ACH-000293,-0.5021317924466676
ACH-000294,-0.5642910372577131
ACH-000295,-0.8142276214948886
ACH-000296,-1.1283093356348517
ACH-000302,-0.756441558342417
ACH-000304,-0.9412877863365804
ACH-000307,-0.5940159533684585
ACH-000308,-0.6676711952022116
ACH-000310,-0.4137876680546401
ACH-000311,-0.9239636981160744
ACH-000312,-0.660205886334749
ACH-000315,-0.8862658635030753
ACH-000316,-0.8296791058555635
ACH-000317,-0.8910368987615038
ACH-000318,-0.6620776734810742
ACH-000319,-0.8906513043066703
ACH-000320,-0.9030053504977252
ACH-000322,-0.8480563105233285
ACH-000323,-0.8969546131960403
ACH-000324,-0.6988766247903928
ACH-000329,-0.7451579602557368
ACH-000330,-0.680986221490459
ACH-000331,-0.71283969892856
ACH-000332,-0.7677120422764208
ACH-000334,-0.6560431223003278
ACH-000335,-0.8148010244356819
ACH-000336,-0.7672459112016449
ACH-000337,-0.9179910349529596
ACH-000338,-1.2077944124064637
ACH-000339,-0.6595394611658133
ACH-000341,-0.9066466138962744
ACH-000348,-0.7835232243143706
ACH-000350,-0.6439042155625918
ACH-000352,-0.8220397194410102
ACH-000356,-0.8681076584726088
ACH-000361,-0.8515989853461011
ACH-000362,-0.6419198620440825
ACH-000363,-0.7807406013837179
ACH-000364,-0.656457125939281
ACH-000365,-0.6645177207406819
ACH-000366,-0.6270939517523239
ACH-000368,-0.9108728348415064
ACH-000374,-0.7109875025806934
ACH-000375,-0.7547548247614123
ACH-000376,-0.7677165914290797
ACH-000381,-0.9376123397521874
ACH-000383,-0.7743376592021941
ACH-000387,-0.707449222936496
ACH-000389,-0.8577095089426563
ACH-000390,-0.8803236294706165
ACH-000393,-0.8534387114567722
ACH-000395,-0.9721208003777081
ACH-000396,-1.0062407580182535
ACH-000397,-0.7245763760348893
ACH-000401,-0.9721950664254864
ACH-000402,-0.6511708179643397
ACH-000403,-0.7965140458453308
ACH-000404,-0.5697291521136469
ACH-000406,-0.7547987070520452
ACH-000407,-0.8086861364055099
ACH-000408,-0.8830801644634182
ACH-000410,-0.7594918322991093
ACH-000411,-0.751545918344726
ACH-000414,-0.8033432787092071
ACH-000415,-0.7693800056277277
ACH-000416,-0.6530482261422894
ACH-000420,-0.5150993318218849
ACH-000421,-0.6046585276126862
ACH-000424,-0.8643715135856684
ACH-000425,-1.0820153952821754
ACH-000426,-0.2633246654282143
ACH-000427,-0.5049706532952759
ACH-000433,-0.7473866869566466
ACH-000435,-0.7819424562716056
ACH-000436,-0.3260359486329448
ACH-000444,-0.6946090647777253
ACH-000445,-0.9853438703720748
ACH-000448,-0.6153082907700008
ACH-000450,-1.0764238302317777
ACH-000452,-0.7358689074539453
ACH-000454,-0.5514938879718388
ACH-000458,-0.9640534592035294
ACH-000459,-0.6248528698537138
ACH-000460,-0.7946219090177422
ACH-000461,-0.7145005310876805
ACH-000463,-0.6329860901657697
ACH-000464,-0.6584955011540015
ACH-000466,-0.4998678068836302
ACH-000467,-0.7301373517305275
ACH-000468,-0.7429482590123045
ACH-000469,-0.6916353339815684
ACH-000470,-0.6867709669047145
ACH-000471,-0.667018703604062
ACH-000472,-0.5766483557490274
ACH-000473,-0.7175865488744153
ACH-000475,-0.7460669493188947
ACH-000476,-0.8122526351116058
ACH-000477,-1.2098110702869471
ACH-000479,-0.6698844214972044
ACH-000480,-0.7937248450167772
ACH-000481,-0.7275280576892628
ACH-000483,-0.8981266893658004
ACH-000484,-0.785977926476015
ACH-000485,-0.5186991495744926
ACH-000486,-0.6222955870795084
ACH-000487,-0.6882979501274489
ACH-000488,-0.7904079213290769
ACH-000490,-0.8813536798626415
ACH-000491,-0.6575357020028654
ACH-000495,-0.6355009914015112
ACH-000496,-0.6234936772299678
ACH-000499,-1.1022542685001695
ACH-000500,-0.7214945414513162
ACH-000502,-0.6642119485586969
ACH-000503,-0.5055551766329254
ACH-000505,-0.7016080306241171
ACH-000507,-0.7717638361879497
ACH-000510,-0.6484703876179213
ACH-000511,-0.8405307255343399
ACH-000512,-0.876167382658223
ACH-000516,-0.8914242030904381
ACH-000517,-0.7792002464347568
ACH-000518,-0.8129244828492304
ACH-000520,-0.7656497547793721
ACH-000521,-0.8463984902264543
ACH-000522,-0.6604506250717903
ACH-000524,-0.9090581992539452
ACH-000527,-0.7999540726417173
ACH-000528,-0.7004919053009112
ACH-000537,-0.8811510470692582
ACH-000541,-0.575391143521788
ACH-000542,-0.6643362749885446
ACH-000544,-0.7623141908872972
ACH-000545,-0.6810930238605916
ACH-000547,-0.8719281180511765
ACH-000548,-0.7413418848929926
ACH-000549,-0.7627197030969768
ACH-000550,-0.694858584106002
ACH-000552,-0.7615675560176924
ACH-000556,-0.7533257883447344
ACH-000557,-0.4525744219064604
ACH-000569,-0.9852517409760942
ACH-000570,-0.6733075421322097
ACH-000571,-0.9058712921891802
ACH-000573,-0.8299287919165763
ACH-000576,-0.6720271843134394
ACH-000579,-0.8464276256099134
ACH-000580,-0.6133621495965876
ACH-000584,-0.7395130235368825
ACH-000585,-0.6902912054137885
ACH-000588,-0.771374034379143
ACH-000589,-0.8672638730488963
ACH-000591,-0.9293774927177012
ACH-000593,-0.7283651919153231
ACH-000600,-0.5972555768544618
ACH-000601,-0.7620405586632247
ACH-000605,-0.6680786635527919
ACH-000606,-0.8808815524229527
ACH-000608,-0.8251505108190224
ACH-000614,-0.9473039803460735
ACH-000616,-0.522638442242473
ACH-000618,-0.6916787712846878
ACH-000619,-0.8074239556541482
ACH-000620,-0.7385176431162827
ACH-000621,-0.6868068635251867
ACH-000622,-0.5688870770112113
ACH-000623,-0.8630362775105005
ACH-000624,-0.6605341566411813
ACH-000627,-0.9477390134301013
ACH-000630,-0.6002386539289457
ACH-000631,-0.5291361946265434
ACH-000632,-0.5792562940828907
ACH-000633,-0.6653916492383373
ACH-000637,-0.8037371651510156
ACH-000638,-0.8179023162928898
ACH-000646,-0.8522382562228409
ACH-000647,-0.6615566426703221
ACH-000648,-0.8096595383993002
ACH-000649,-0.6244688528039661
ACH-000651,-0.6767643015588506
ACH-000652,-0.9616174308662808
ACH-000653,-0.9256340226566986
ACH-000657,-0.7753703579427911
ACH-000658,-0.6091105561606002
ACH-000661,-1.168743663177793
ACH-000662,-1.002761772373589
ACH-000663,-0.7405070471190872
ACH-000665,-0.7453156369367887
ACH-000671,-0.6884193045682696
ACH-000672,-0.7029781691318265
ACH-000673,-0.4947958055692082
ACH-000676,-0.8207767908060375
ACH-000677,-0.8254785760393575
ACH-000681,-0.7645609991477006
ACH-000683,-0.5905140665097537
ACH-000684,-0.9914085036427908
ACH-000688,-0.7531472173173043
ACH-000693,-0.6656096951191361
ACH-000694,-0.5527295916211157
ACH-000695,-1.046892384809208
ACH-000696,-0.7263756088595779
ACH-000697,-0.8857600284901053
ACH-000699,-0.7887187150081669
ACH-000701,-0.9636384235291368
ACH-000706,-0.8544621107510583
ACH-000711,-0.7211818165273555
ACH-000713,-0.7895909792626278
ACH-000714,-0.8062034135624602
ACH-000718,-0.8415105542748883
ACH-000720,-0.7185584421564629
ACH-000721,-0.5721385734876544
ACH-000724,-0.7374213520386913
ACH-000725,-0.8068687125451831
ACH-000732,-0.7442061339740959
ACH-000734,-0.7634045924738184
ACH-000735,-0.6757854424596225
ACH-000736,-0.6547771381951145
ACH-000738,-0.7427951104130597
ACH-000746,-0.7519588450374101
ACH-000747,-0.6302609813237012
ACH-000748,-0.6749272265512004
ACH-000753,-0.7340284534866943
ACH-000756,-0.7587767644031009
ACH-000757,-0.7243375456730281
ACH-000758,-0.5262857215347193
ACH-000760,-0.7193297607359322
ACH-000762,-0.7551950732802218
ACH-000763,-0.4159861019573581
ACH-000764,-1.024913845159268
ACH-000765,-0.7433669734480952
ACH-000766,-0.6865657892468742
ACH-000767,-0.7324467026193544
ACH-000768,-0.6864941538324983
ACH-000769,-0.8004229912321544
ACH-000770,-0.6360982694724259
ACH-000771,-0.8087751746519652
ACH-000773,-0.9258808080146232
ACH-000776,-0.7856564854196094
ACH-000777,-0.6767868532822571
ACH-000778,-0.9205302030456698
ACH-000781,-0.7535197143992406
ACH-000782,-0.6782135029653026
ACH-000783,-0.7500777087629742
ACH-000784,-0.7485051368367578
ACH-000785,-0.7439345085468225
ACH-000787,-0.7618262293109888
ACH-000788,-0.5818814739082837
ACH-000791,-0.6808009434137448
ACH-000792,-0.7991723216010439
ACH-000794,-0.6395793248475627
ACH-000796,-0.5888496966540269
ACH-000798,-0.7972683671860937
ACH-000799,-0.8427669233796374
ACH-000800,-0.8869831985421187
ACH-000802,-0.7195309098278938
ACH-000804,-0.3831555736311657
ACH-000805,-0.6144777220290435
ACH-000809,-0.8542125368563391
ACH-000810,-0.917885317677442
ACH-000811,-0.9043565992699218
ACH-000817,-0.7223415481144048
ACH-000819,-0.7896785774883681
ACH-000820,-0.9811802738707022
ACH-000821,-0.5065543373234257
ACH-000822,-0.888994019479636
ACH-000823,-0.8447259429692935
ACH-000824,-0.6887929412623911
ACH-000827,-0.6466061947226307
ACH-000829,-0.8451925543571783
ACH-000831,-0.7927364221594402
ACH-000832,-0.5716133468034611
ACH-000833,-0.6359216435589564
ACH-000834,-0.7314010403327981
ACH-000835,-0.9114328649891714
ACH-000836,-0.6917251571985108
ACH-000837,-0.6849671026458184
ACH-000838,-0.6646088914769006
ACH-000839,-0.8181350079579703
ACH-000840,-0.6545042042304992
ACH-000841,-0.7700635948895206
ACH-000843,-0.898850653762438
ACH-000846,-0.8709343395409748
ACH-000847,-0.6286529495017835
ACH-000848,-0.8410451453176695
ACH-000849,-0.9206742328640892
ACH-000851,-0.817479982425227
ACH-000855,-0.7603019557897529
ACH-000856,-0.9019462486901548
ACH-000858,-0.6589103222426423
ACH-000859,-0.5299166063890204
ACH-000861,-0.8777559397170946
ACH-000862,-0.8343547571684371
ACH-000865,-0.6440009622754064
ACH-000866,-0.5999057405321886
ACH-000867,-0.7312266739755615
ACH-000869,-0.531217866675707
ACH-000872,-0.8710747808655726
ACH-000873,-0.9547156176806628
ACH-000876,-1.0266149946905918
ACH-000878,-0.7045178017824016
ACH-000880,-0.9354890857360189
ACH-000881,-0.7821784295420409
ACH-000882,-0.7972256465597312
ACH-000884,-0.6473934646859439
ACH-000885,-0.8789857754292011
ACH-000887,-0.6267663863417464
ACH-000889,-0.7095845728314951
ACH-000896,-0.7073260544182227
ACH-000898,-0.5697501660635944
ACH-000900,-0.710098641544341
ACH-000901,-0.6903571999205487
ACH-000905,-0.7077107114071025
ACH-000906,-0.7952648623730642
ACH-000907,-0.9318775718732158
ACH-000910,-0.7448479875937137
ACH-000911,-0.7152392242493459
ACH-000912,-0.6964228283891712
ACH-000913,-0.6907229054209343
ACH-000915,-0.6395118337736067
ACH-000916,-0.7642914265219803
ACH-000917,-0.8779298226735642
ACH-000920,-0.6234968465431233
ACH-000921,-0.8471126982860603
ACH-000924,-0.7109668162641013
ACH-000926,-0.9316040639826764
ACH-000928,-0.9354547181643136
ACH-000929,-0.6578950145189802
