,RBMS2 (5939)
ACH-000004,0.08378222068159026
ACH-000005,0.059254165804642024
ACH-000007,0.2821129747652714
ACH-000009,0.12276838484083008
ACH-000011,0.11595526840907
ACH-000012,0.17471716985874947
ACH-000013,0.2534663110001721
ACH-000014,0.1827006274473809
ACH-000015,0.16613769135463172
ACH-000017,0.2963254629224601
ACH-000018,0.2560015238759737
ACH-000019,0.2041357619671965
ACH-000021,0.12715333144400126
ACH-000022,0.2578052050377223
ACH-000025,0.15233052571585995
ACH-000028,0.2305417945917815
ACH-000030,0.10105236149299483
ACH-000035,0.0485181812819625
ACH-000036,0.17733334806380172
ACH-000037,0.058814106433791626
ACH-000039,0.14496489170271054
ACH-000040,0.05610869862104614
ACH-000041,0.18749901439391545
ACH-000042,0.1599947636904186
ACH-000045,0.17653401687317585
ACH-000047,0.19458028620296425
ACH-000052,0.13315372067146794
ACH-000053,0.21037954227057806
ACH-000054,0.17064883556344498
ACH-000055,0.10378196193774314
ACH-000060,0.28579175716955674
ACH-000067,0.24698891532874145
ACH-000070,0.2763447296798009
ACH-000075,0.2583752847648543
ACH-000078,0.25849785180914475
ACH-000082,0.1837236131962998
ACH-000085,0.2836471654058632
ACH-000086,0.1034563760960665
ACH-000087,-0.03994221897039898
ACH-000092,0.12049884021301305
ACH-000095,0.18238381363562106
ACH-000097,0.2298118428819595
ACH-000098,0.18430793863324016
ACH-000099,0.22333775614336376
ACH-000108,0.28646122580052263
ACH-000113,0.27771097151663965
ACH-000116,0.2265469400959482
ACH-000118,0.19751462423102795
ACH-000120,0.31895673773565103
ACH-000123,0.3036470565566361
ACH-000127,0.21911335542136698
ACH-000128,0.11909103856532904
ACH-000132,0.2683979471267445
ACH-000133,0.12616572690209865
ACH-000137,0.19556905064013516
ACH-000138,0.29516687538077985
ACH-000142,0.04432495177824708
ACH-000143,0.08783178388369732
ACH-000146,0.18693170820610608
ACH-000148,0.1035268152716972
ACH-000150,0.2264103944034169
ACH-000152,0.0223757442231936
ACH-000153,0.08956298033014654
