,ABHD17C (58489)
ACH-000004,0.05567107766826975
ACH-000005,-0.049957150287113374
ACH-000007,0.00667360456921084
ACH-000009,0.06533628602869736
ACH-000011,0.028704884809015417
ACH-000012,0.11085760154932052
ACH-000013,0.060892547771503415
ACH-000014,0.14542461277045313
ACH-000015,0.08437487021897802
ACH-000017,0.10953774139518224
ACH-000018,0.0006159478015104965
ACH-000019,-0.0804577703421034
ACH-000021,0.09007596670083552
ACH-000022,0.05312631515273397
ACH-000025,-0.0635863005586157
ACH-000028,-0.004449325317999752
ACH-000030,0.07175915689654085
ACH-000035,0.04778126725484006
ACH-000036,0.08415587552938404
ACH-000037,-0.04750075659537252
ACH-000039,-0.0691733151954778
ACH-000040,0.08909816327971982
ACH-000041,-0.09616732298800668
ACH-000042,0.02078106318000241
ACH-000045,0.054729175442138366
ACH-000047,0.0743185974819815
ACH-000052,0.15343451368065206
ACH-000053,0.07579190405468285
ACH-000054,-0.025265521627481045
ACH-000055,0.12788491045443615
ACH-000060,0.10059456585882252
ACH-000067,0.19541007667682375
ACH-000070,-0.07644156930976481
ACH-000075,0.029797880991708818
ACH-000078,-0.05183240111324238
ACH-000082,0.06834048151633122
ACH-000085,0.024747126035317275
ACH-000086,0.12412062276123885
ACH-000087,0.12229354179943122
ACH-000092,0.11522651913817955
ACH-000095,0.0006340673033936406
ACH-000097,0.007012112138246687
ACH-000098,0.10043862999064816
ACH-000099,0.07180290153061109
ACH-000108,0.11422818006942095
ACH-000113,0.011841592060351822
ACH-000116,-0.002578352093999776
ACH-000118,0.10468113427995496
ACH-000120,0.06811871893532775
ACH-000123,0.06736749906072559
ACH-000127,0.04106798743201286
ACH-000128,0.017959674078397908
ACH-000132,0.053681024068207135
ACH-000133,-0.005088874037508454
ACH-000137,0.0792891646156774
ACH-000138,0.25339704142725616
ACH-000142,0.1658914774517997
ACH-000143,0.003035659166106585
ACH-000146,-0.05360541283066874
ACH-000148,0.05847709417975778
ACH-000150,0.21011489048814766
ACH-000152,-0.019752846140552
ACH-000153,-0.031592440627631675
ACH-000159,0.2287890496679083
ACH-000160,0.04457641379696546
ACH-000163,-0.029127844291270414
ACH-000167,-0.017480867090033016
ACH-000168,-0.021838879028244843
ACH-000169,-0.13017236200654747
ACH-000178,0.024583839764421654
ACH-000183,0.00826530223299964
ACH-000188,0.12292005703570695
ACH-000189,0.2346531374376827
ACH-000190,0.16346064048708722
ACH-000198,0.11584204927906155
ACH-000203,0.2456533244561481
ACH-000204,-0.09392789949627624
ACH-000206,0.13273399711312242
ACH-000207,0.10973719250819182
ACH-000208,0.05375069053810602
ACH-000210,-0.14840222418268192
ACH-000211,0.07176614876214281
ACH-000215,0.1331054199253192
ACH-000221,-0.12890950071674534
ACH-000222,0.05566101581218756
ACH-000223,0.1402507472854392
ACH-000226,0.1313009244241547
ACH-000227,0.1723118840445576
ACH-000228,0.14202649702743078
ACH-000231,0.04174786147821835
ACH-000232,0.15459041148280095
ACH-000233,-0.0569842447339342
ACH-000234,0.03305922749960402
ACH-000235,0.047119571189101664
ACH-000237,0.1961912281403912
ACH-000238,0.07598507915195096
ACH-000242,0.07453003181032443
ACH-000243,-0.054268653699114114
ACH-000244,-0.13057354936235968
ACH-000246,0.07775642548286506
ACH-000248,0.14685607389529767
ACH-000250,0.11397505420383668
ACH-000251,0.04225258395349412
ACH-000252,0.035419780741139995
ACH-000253,0.19538366423312772
ACH-000255,0.04703558786335472
ACH-000256,0.16603226030500295
ACH-000257,-0.19881925866956854
ACH-000258,0.1186707809374403
ACH-000259,0.09618169895140613
ACH-000260,0.04760178003137698
ACH-000261,-0.009702778271515016
ACH-000262,-0.13218289501285413
ACH-000263,0.17085986046703033
ACH-000264,0.030682051179429824
ACH-000265,-0.01007633186348096
ACH-000266,0.03881331593949284
ACH-000272,0.02495604032018897
