,LYPLAL1 (127018)
ACH-000004,0.01193920046870534
ACH-000005,-0.04603472918967972
ACH-000007,0.10881071359591403
ACH-000009,0.043256453228963786
ACH-000011,0.16134222674524254
ACH-000012,0.05232577428836327
ACH-000013,0.039623018287004194
ACH-000014,0.12329877420856482
ACH-000015,0.0314721699263745
ACH-000017,0.2434316706852272
ACH-000018,0.2621537634567126
ACH-000019,0.03856097152865542
ACH-000021,-0.01231571816476405
ACH-000022,-0.05450966246866324
ACH-000025,-0.08463941643669833
ACH-000028,0.11372421157780142
ACH-000030,-0.09779765063111473
ACH-000035,-0.03516588017220869
ACH-000036,-0.18276443727832864
ACH-000037,-0.08235383561365202
ACH-000039,-0.03696751879997688
ACH-000040,-0.12211411382004375
ACH-000041,0.14284833272576175
ACH-000042,0.13056817586615915
ACH-000045,0.016986368678539785
ACH-000047,0.08167655162032131
ACH-000052,0.024427794444710018
ACH-000053,0.10372528936270188
ACH-000054,0.04333622028094287
ACH-000055,0.001827613658899268
ACH-000060,-0.06024283561972165
ACH-000067,-0.059476967618620334
ACH-000070,0.04818861742737012
ACH-000075,0.012222948303690384
ACH-000078,0.009394264379884713
ACH-000082,-0.014405419140050725
ACH-000085,-0.12583132568744293
ACH-000086,-0.013229727197034193
ACH-000087,0.12221006664697467
ACH-000092,0.08380450512283967
ACH-000095,0.02576755499133286
ACH-000097,0.1501114745214646
ACH-000098,-0.016543679974529726
ACH-000099,0.04777975763264617
ACH-000108,0.04800087249926002
ACH-000113,-0.06460285142007045
ACH-000116,0.040371049043502936
ACH-000118,0.09162808173085274
ACH-000120,-0.0936466378847862
ACH-000123,0.003479427189576383
ACH-000127,0.08265072212721654
ACH-000128,0.11558838938401808
ACH-000132,-0.10725291063235264
ACH-000133,-0.013372656618783223
ACH-000137,0.12690017064076548
ACH-000138,0.07367719602197093
ACH-000142,0.16431153334662388
ACH-000143,0.2659044382202968
ACH-000146,-0.0169225968959697
ACH-000148,0.09489280453837068
ACH-000150,0.1075727498839815
ACH-000152,-0.030923008116048926
ACH-000153,0.05460641765753267
ACH-000159,0.09083064596346578
ACH-000160,0.10914697792812424
ACH-000163,0.10324415109052712
ACH-000167,0.08251503682695968
ACH-000168,0.16440229500642795
ACH-000169,0.05852577226207251
ACH-000178,0.14356992041342567
ACH-000183,0.0616427463686496
ACH-000188,0.038844561910776385
ACH-000189,0.014117456817512303
ACH-000190,0.046029566225300016
ACH-000198,0.102532327518634
ACH-000203,0.018129010793675075
ACH-000204,0.050934266561490985
ACH-000206,-0.015823652119167992
ACH-000207,0.0014713193577710285
ACH-000208,-0.036695810274163125
ACH-000210,0.24060916587757036
ACH-000211,0.08773927163731031
ACH-000215,0.0027924283930970462
ACH-000221,0.02748579910291885
ACH-000222,-0.11993330927619995
ACH-000223,0.023055102005606717
ACH-000226,-0.04123753293811347
ACH-000227,0.07118069345853249
ACH-000228,0.028579664746656613
ACH-000231,0.06774747623497214
ACH-000232,0.036412389308902886
ACH-000233,0.1449656891359024
ACH-000234,0.09736396487855936
ACH-000235,0.03953457821579055
ACH-000237,-0.00423295462762512
ACH-000238,-0.020598045611387082
ACH-000242,0.1656677322069574
ACH-000243,0.005858720415557332
ACH-000244,-0.016484752543685866
ACH-000246,-0.023712880546837786
ACH-000248,0.031162587049685626
ACH-000250,0.016794296447141675
ACH-000251,0.1554292653521396
ACH-000252,0.032227638835321364
ACH-000253,-0.114708141284247
ACH-000255,0.05561040388035195
ACH-000256,0.03765982690412442
ACH-000257,-0.03832293720714231
ACH-000258,-0.29324831037333793
ACH-000259,0.020396961821479404
ACH-000260,0.017547312921347324
ACH-000261,0.02174893435080907
ACH-000262,0.07262943985807037
ACH-000263,-0.000527593962968012
ACH-000264,0.056117644501602615
ACH-000265,0.10505613053006453
ACH-000266,-0.02298398958308536
ACH-000272,0.08569275324700594
ACH-000274,0.020638209137541517
ACH-000277,0.12620398699740132
ACH-000278,0.1950615379159861
ACH-000279,0.07815164807007234
ACH-000280,0.2661224914779593
ACH-000281,-0.035716057585517165
ACH-000288,0.005026406477305834
ACH-000291,0.05706229956002828
ACH-000293,0.1205502558354536
ACH-000294,-0.1169229391398897
ACH-000295,0.09765617829948116
ACH-000296,0.0017451615916837914
ACH-000302,0.1557002579402713
ACH-000304,0.02709665534427448
ACH-000307,0.2381812730414457
ACH-000308,0.012013252670512484
ACH-000310,-0.037051356435562635
ACH-000311,0.07033611885703422
ACH-000312,0.06608178111512791
ACH-000315,-0.16976285450815126
ACH-000316,0.16042469926869835
ACH-000317,-0.0045783350106433215
ACH-000318,0.006801523822882679
ACH-000319,0.07532219699574297
ACH-000320,0.16815280707418792
ACH-000322,0.0694773319472891
ACH-000323,0.08470729305865057
ACH-000324,0.0688311385680449
ACH-000329,-0.0206179866248048
ACH-000330,0.04187966804987312
ACH-000331,0.02517428229644333
ACH-000332,-0.00898398067261272
ACH-000334,-0.0953131440310914
ACH-000335,-0.29929617819462
ACH-000336,-0.13642694597820626
ACH-000337,0.05338278381112884
ACH-000338,-0.2295690526808644
ACH-000339,0.03132019908139798
ACH-000341,-0.01249810022676933
ACH-000348,-0.038678057082447134
