,CDKN2D (1032)
ACH-000004,-0.17389878579229734
ACH-000005,-0.2617896485781788
ACH-000007,-0.09896574608932893
ACH-000009,-0.018427479596102563
ACH-000011,-0.007964720706225028
ACH-000012,-0.03436648306486746
ACH-000013,-0.05961732037384751
ACH-000014,-0.01811906795559356
ACH-000015,-0.0008274803352525345
ACH-000017,-0.04475226386791811
ACH-000018,0.013960971915720452
ACH-000019,-0.18991235772523216
ACH-000021,-0.03462014809706053
ACH-000022,-0.120315467120783
ACH-000025,-0.09722146810626316
ACH-000028,-0.07444930964226162
ACH-000030,-0.10303270142230776
ACH-000035,-0.07820374011523347
ACH-000036,0.05665726472672671
ACH-000037,-0.1289493956545614
ACH-000039,0.00878964513206138
ACH-000040,-0.03698778421563483
ACH-000041,0.027166005489940432
ACH-000042,0.17108226771583646
ACH-000045,-0.0622740877068958
ACH-000047,-0.017949298424358134
ACH-000052,-0.10216604632534704
ACH-000053,-0.03848211949268751
ACH-000054,-0.029747080510580032
ACH-000055,0.15905939619291634
ACH-000060,0.08171756302662456
ACH-000067,0.05500286422052536
ACH-000070,0.3304312645950342
ACH-000075,-0.22456711607453425
ACH-000078,-0.11643806674385553
ACH-000082,0.050302640236563466
ACH-000085,-0.1187767896061956
ACH-000086,0.10140266916094834
ACH-000087,0.16103593484108455
ACH-000092,-0.07525828280926072
ACH-000095,0.04196657905047335
ACH-000097,0.044080592798932144
ACH-000098,-0.1411285448941156
ACH-000099,0.008261382491742809
ACH-000108,0.05436483308100666
ACH-000113,0.13805036152834474
ACH-000116,-0.2101785002625883
ACH-000118,-0.06267610714190427
ACH-000120,0.013417911455168493
ACH-000123,-0.0007090577021354555
ACH-000127,-0.046314482215520834
ACH-000128,0.07385254809526083
ACH-000132,-0.15845757633445762
ACH-000133,-0.030342394270564718
ACH-000137,-0.1455414172769791
ACH-000138,-0.030748894959940563
ACH-000142,-0.11855600367424393
ACH-000143,-0.057321069173848625
ACH-000146,-0.15469259825426998
ACH-000148,0.20462949769570185
ACH-000150,-0.06176071861317418
ACH-000152,0.004839279181243741
