,MANEA (79694)
ACH-000004,0.11857235413998292
ACH-000005,0.04940034401770448
ACH-000007,0.1321621986842035
ACH-000009,0.04104022239968254
ACH-000011,0.16350263160605444
ACH-000012,0.09450908625547112
ACH-000013,0.1021767505738985
ACH-000014,-0.0006399965959241492
ACH-000015,0.16861969559944326
ACH-000017,0.014980774622683424
ACH-000018,0.04674292288557901
ACH-000019,0.1686975294540929
ACH-000021,0.0021847332501570885
ACH-000022,0.1202149728606714
ACH-000025,0.12485728826381955
ACH-000028,0.06041660163002373
ACH-000030,0.12894095656624086
ACH-000035,-0.02264394037959453
ACH-000036,0.19233613019148926
ACH-000037,0.21002138599738396
ACH-000039,0.13568936579733168
ACH-000040,0.02092862641873581
ACH-000041,0.03316846598298608
ACH-000042,0.10689887620481166
ACH-000045,0.06835222390281599
ACH-000047,0.10428672363737204
ACH-000052,0.11682107122726748
ACH-000053,-0.02429478883156586
ACH-000054,0.15359329555691315
ACH-000055,0.06735340948853855
ACH-000060,0.11236859189779268
ACH-000067,0.10330690167086813
ACH-000070,0.10063278587182826
ACH-000075,0.0640402924778909
ACH-000078,0.1532787264415197
ACH-000082,0.05141756889230048
ACH-000085,0.1956752272917833
ACH-000086,0.05412218003152247
ACH-000087,-0.20189326485862194
ACH-000092,0.07667787294020255
ACH-000095,0.0536599639300158
ACH-000097,0.02082373498558723
ACH-000098,0.13756153211613106
ACH-000099,0.16630248523235214
ACH-000108,0.1567229497691119
ACH-000113,0.15751186180397694
ACH-000116,-0.009596631077871223
ACH-000118,0.17634436460420955
ACH-000120,0.16272630808845756
ACH-000123,0.06482923906263299
ACH-000127,0.058398831064824436
ACH-000128,0.024787042280014444
ACH-000132,-0.003199597533355373
ACH-000133,0.08503124308399405
ACH-000137,0.1628645597180121
ACH-000138,0.0663662434320365
ACH-000142,0.08469189024474669
ACH-000143,0.01899806013585195
ACH-000146,0.14900948883048326
ACH-000148,0.13257102871049553
ACH-000150,0.14890663855450625
ACH-000152,0.14257757158119086
ACH-000153,-0.0046420869788113
ACH-000159,0.03439298082745034
ACH-000160,-0.0278607025880778
ACH-000163,0.09065226173290516
ACH-000167,0.07527878984551795
ACH-000168,0.15993567059571326
ACH-000169,0.12527948878230008
ACH-000178,0.11984635941299733
ACH-000183,0.14336217307300414
ACH-000188,0.13036952994635387
ACH-000189,0.094273808024137
ACH-000190,0.09681413258671494
ACH-000198,0.05494475170748105
ACH-000203,0.04289178139309696
ACH-000204,-0.024923889618359802
ACH-000206,0.16091404988500765
ACH-000207,0.23037382426494474
ACH-000208,0.2596359871663615
ACH-000210,0.0895586361726248
ACH-000211,0.07368351265619469
ACH-000215,0.11315682291042152
ACH-000221,-0.045932601904340314
ACH-000222,0.1509120011228947
ACH-000223,0.04675979391107113
ACH-000226,0.1994003058691632
ACH-000227,0.08643629644228015
ACH-000228,0.12402080339736572
ACH-000231,0.1134712660617416
ACH-000232,0.12652099664514954
ACH-000233,0.15197678037630796
ACH-000234,0.16990674134399766
ACH-000235,0.15506706171135093
ACH-000237,0.12370578221826295
ACH-000238,0.09415943924552543
ACH-000242,-0.19223412083398125
ACH-000243,0.1307757884784982
ACH-000244,0.21929390507831745
ACH-000246,0.10475590252541554
