,PLCB2 (5330)
ACH-000004,-0.07137362624931923
ACH-000005,-0.2857553925312526
ACH-000007,0.2538274484051428
ACH-000009,-0.15380874115347806
ACH-000011,0.017950077381051074
ACH-000012,-0.0657306965754062
ACH-000013,-0.0909540284020694
ACH-000014,-0.18962995981309974
ACH-000015,0.07291900370870785
ACH-000017,0.12100880932757893
ACH-000018,0.16846853964930564
ACH-000019,-0.017406779719515292
ACH-000021,0.11441655915666152
ACH-000022,-0.04050233245735134
ACH-000025,-0.007512511245282302
ACH-000028,0.23330406728480566
ACH-000030,-0.02794641021329904
ACH-000035,-0.2860929998176994
ACH-000036,-0.010949804519327071
ACH-000037,0.013234805345389586
ACH-000039,-0.2379386492713645
ACH-000040,0.05028343695084325
ACH-000041,-0.10654383137935612
ACH-000042,-0.03362920893036178
ACH-000045,0.004961300993089228
ACH-000047,0.10164082787490107
ACH-000052,-0.0055784642584431245
ACH-000053,-0.0863645265071791
ACH-000054,-0.026048768894067244
ACH-000055,-0.13014336944850105
ACH-000060,-0.003133159195848484
ACH-000067,-0.11289021577802083
ACH-000070,-0.09448647818428216
ACH-000075,0.23193581308689626
ACH-000078,0.0033014826126382827
ACH-000082,-0.05063029478347272
ACH-000085,0.2543218122563267
ACH-000086,0.11244305109848332
ACH-000087,-0.03076608445167023
ACH-000092,0.027360413272528056
ACH-000095,-0.060860565290158486
ACH-000097,-0.0393200306228775
ACH-000098,0.1056161526562131
ACH-000099,0.03360392015239213
ACH-000108,0.19382663161649108
ACH-000113,0.1455329659046386
ACH-000116,0.05695554041552885
ACH-000118,0.03800914594569287
ACH-000120,-0.09468132604037546
ACH-000123,-0.06814577707658903
ACH-000127,0.08837492776446666
ACH-000128,-0.004233738011589257
ACH-000132,-0.11958858919272795
ACH-000133,0.14787211910559364
ACH-000137,0.1836314798942637
ACH-000138,-0.006431452301507075
ACH-000142,-0.1675986984581857
ACH-000143,0.17346266228446078
ACH-000146,-0.041668295986004106
ACH-000148,-0.04959249070408234
ACH-000150,-0.08475954292920393
ACH-000152,0.018845317344385798
ACH-000153,-0.04250600248628463
ACH-000159,0.043687440852104235
ACH-000160,-0.13127963344759488
ACH-000163,0.044480408120797434
ACH-000167,-0.31475083802333004
ACH-000168,-0.020422137662376532
ACH-000169,0.05231048424955107
ACH-000178,0.09309991361798786
ACH-000183,-0.0009409136787726524
ACH-000188,-0.1664396179500015
ACH-000189,-0.05168325586780805
ACH-000190,-0.019834590224229055
ACH-000198,-0.0062018707568847215
ACH-000203,-0.2427324487097251
ACH-000204,-0.07558895243305103
ACH-000206,0.06128099066668606
ACH-000207,-0.13119922918533522
ACH-000208,-0.04071635069413094
ACH-000210,0.3051848967598648
ACH-000211,-0.02665555637704301
ACH-000215,-0.0002156438129826217
ACH-000221,-0.15148841563558393
ACH-000222,-0.011276257506872948
ACH-000223,-0.06385371795354118
ACH-000226,-0.05184992174941952
ACH-000227,-0.008744018376890341
ACH-000228,-0.1450473609830256
ACH-000231,-0.045734475565568214
ACH-000232,0.0311773741941625
ACH-000233,-0.20563190637503154
ACH-000234,-0.07014296687513108
ACH-000235,0.02869896260078472
ACH-000237,0.03637019481175032
ACH-000238,0.046438904849393635
ACH-000242,0.05954913326046369
ACH-000243,-0.012841819103025004
ACH-000244,0.048679965056473616
ACH-000246,0.11483543943819388
ACH-000248,-0.0799457894595734
ACH-000250,0.08450605424874079
ACH-000251,0.2599260878388809
ACH-000252,-0.026139892182445824
ACH-000253,0.07840323735342164
ACH-000255,-0.14999192213771853
ACH-000256,0.0030818860156284905
ACH-000257,-0.009851318297143035
ACH-000258,-0.04919846182029678
ACH-000259,0.0914174796085295
ACH-000260,-0.0323565809395715
ACH-000261,-0.05160288120566442
ACH-000262,-0.1266846945146765
ACH-000263,0.17299700675330856
ACH-000264,-0.06303578796062316
ACH-000265,-0.01739000942797224
ACH-000266,0.04685408942330056
ACH-000272,-0.034869768472826974
