,TFIP11 (24144)
ACH-000004,-0.9940469680310786
ACH-000005,-0.9007487744504166
ACH-000007,-0.6094231947034596
ACH-000009,-0.6454012080826637
ACH-000011,-0.6239837484645686
ACH-000012,-0.8303617695062516
ACH-000013,-0.7126371329668482
ACH-000014,-0.6296879016926006
ACH-000015,-0.8394916718526921
ACH-000017,-0.6943279064271342
ACH-000018,-0.5018301842415408
ACH-000019,-0.6285416368438468
ACH-000021,-0.6276504066586137
ACH-000022,-0.7043112971628736
ACH-000025,-0.7029211378979251
ACH-000028,-0.7952969813061588
ACH-000030,-0.7719207452455601
ACH-000035,-0.6121799657315028
ACH-000036,-0.8147427625644658
ACH-000037,-0.55448676018189
ACH-000039,-0.5016633584852986
ACH-000040,-0.5156815595160413
ACH-000041,-0.6303920073028927
ACH-000042,-0.2591186968160682
ACH-000045,-0.558035851513516
ACH-000047,-0.8927475481228568
ACH-000052,-0.6855291362755235
ACH-000053,-0.7633147435435996
ACH-000054,-0.5785010375539447
ACH-000055,-0.6438003460718101
ACH-000060,-0.7858053759078671
ACH-000067,-0.6800934556434728
ACH-000070,-0.7481184039523641
ACH-000075,-0.6975464693614987
ACH-000078,-0.5221374489746401
ACH-000082,-0.7696587852924657
ACH-000085,-0.6225477831345784
ACH-000086,-0.41842092173586376
ACH-000087,-0.8402431892943258
ACH-000092,-0.6229967583481701
ACH-000095,-0.7240024081533109
ACH-000097,-0.6085307398264606
ACH-000098,-0.5989357133837558
ACH-000099,-0.5428105172864397
ACH-000108,-0.8162705977616169
ACH-000113,-0.6571370133788084
ACH-000116,-0.8312837230086212
ACH-000118,-0.9583747633365924
ACH-000120,-0.7836127656680749
ACH-000123,-0.5915960492630788
ACH-000127,-0.5159860021651875
ACH-000128,-0.549438861559156
ACH-000132,-0.8095134412712695
ACH-000133,-0.8566424639315151
ACH-000137,-0.8453572234276727
ACH-000138,-0.6205609902384494
ACH-000142,-0.5533788330637
ACH-000143,-0.6260642565709327
ACH-000146,-0.8269521567788772
ACH-000148,-0.5893350969484916
ACH-000150,-0.7576382129649409
ACH-000152,-0.6768749376418491
ACH-000153,-0.5925849337126464
ACH-000159,-0.5481216960332077
ACH-000160,-0.6160861265879795
ACH-000163,-0.6136935930584476
ACH-000167,-0.8344877359391554
ACH-000168,-0.5462947566966193
ACH-000169,-0.7671575396731355
ACH-000178,-0.5365747367007538
ACH-000183,-0.5809686608367572
ACH-000188,-0.6548020717307014
ACH-000189,-0.6132321134777731
ACH-000190,-0.6930798305265203
ACH-000198,-0.4811264909549266
ACH-000203,-1.035148038528816
ACH-000204,-0.5879314431912134
ACH-000206,-0.6414263387988549
ACH-000207,-0.4466872821627564
ACH-000208,-0.5776743515050491
ACH-000210,-0.6128365412900063
ACH-000211,-0.718168368993977
ACH-000215,-0.5245151204118158
ACH-000221,-0.8487513775482568
ACH-000222,-0.7355096687085508
ACH-000223,-0.8692165564464723
ACH-000226,-0.7012243021791671
ACH-000227,-0.4832273346180262
ACH-000228,-0.8566803768167564
ACH-000231,-0.5746139165877884
ACH-000232,-0.7063222916156928
ACH-000233,-0.5670474038766437
ACH-000234,-0.5526258219995994
ACH-000235,-0.5552450253865449
ACH-000237,-0.7303860325335841
ACH-000238,-0.5745814234357464
ACH-000242,-0.4953276429170868
ACH-000243,-0.7062179155035776
ACH-000244,-0.6208256224644073
ACH-000246,-0.7422042755736139
ACH-000248,-0.7623097160930539
ACH-000250,-0.5310046944434813
ACH-000251,-0.4877625042567805
ACH-000252,-0.6748663616429849
ACH-000253,-0.4971011238046753
ACH-000255,-0.7710695545622235
ACH-000256,-0.7936020207131479
ACH-000257,-0.8104518021111153
ACH-000258,-1.1718135711208173
ACH-000259,-0.6514000727127944
ACH-000260,-0.7688213155886722
ACH-000261,-0.6355264303907687
ACH-000262,-0.4952355058823058
ACH-000263,-0.7056853252844054
ACH-000264,-0.6686384149761542
ACH-000265,-0.7684400146750319
ACH-000266,-0.7509880553813593
ACH-000272,-0.6617947404910991
ACH-000274,-0.510330360087389
ACH-000277,-0.7717162451193441
ACH-000278,-0.9007537147357074
ACH-000279,-0.4845451852875983
ACH-000280,-0.7468115269781789
ACH-000281,-0.7756350847408345
ACH-000288,-0.7317669566590502
ACH-000291,-0.7123017549703057
ACH-000293,-0.8062755868841041
ACH-000294,-0.4800121183128102
ACH-000295,-0.583660670387074
ACH-000296,-0.6889489697039318
ACH-000302,-0.8389437192062159
ACH-000304,-0.871349149523703
ACH-000307,-0.6414328059030467
ACH-000308,-0.7264692014806876
ACH-000310,-0.5352279824141895
ACH-000311,-0.6886902852571419
ACH-000312,-0.6827593460403879
ACH-000315,-0.8715438866060905
ACH-000316,-0.5076132059640012
ACH-000317,-0.4780943084275589
ACH-000318,-0.5766537451906754
ACH-000319,-0.7269243646204169
ACH-000320,-0.5940130533390499
ACH-000322,-0.7196491963396698
ACH-000323,-0.4857898373654879
ACH-000324,-0.6667193544870507
ACH-000329,-0.542144954547895
ACH-000330,-0.7469038086913705
ACH-000331,-0.8033085318386817
ACH-000332,-0.8109219421552469
ACH-000334,-0.8198112604029651
ACH-000335,-0.7641150351228452
ACH-000336,-0.502088870883397
ACH-000337,-0.7128113369982051
ACH-000338,-0.8874097923336095
ACH-000339,-0.6070967860600193
ACH-000341,-0.5579989162341152
ACH-000348,-0.6271428834518288
ACH-000350,-0.8290711059843768
ACH-000352,-0.9089392410579832
ACH-000356,-0.8033138400498896
ACH-000361,-0.4682720515503551
ACH-000362,-0.6610159376951381
ACH-000363,-1.0484730173452113
ACH-000364,-0.3891409579194407
ACH-000365,-0.5614018325001354
ACH-000366,-0.6181021663720714
