,MCU (90550)
ACH-000004,0.011845102400366231
ACH-000005,-0.11747821890118318
ACH-000007,-0.0021895303268066155
ACH-000009,-0.07402935691878118
ACH-000011,-0.045683916228315934
ACH-000012,-0.16905362915206756
ACH-000013,-0.020338845050437485
ACH-000014,-0.01485770629518574
ACH-000015,-0.024981095002214473
ACH-000017,-0.014011137694527026
ACH-000018,0.0966462314111128
ACH-000019,-0.058722568771028626
ACH-000021,-0.04144261125033145
ACH-000022,-0.07539022790447697
ACH-000025,-0.05598819880864745
ACH-000028,-0.056968483792475336
ACH-000030,-0.21318712419998515
ACH-000035,-0.07547443859180733
ACH-000036,0.004528111470007682
ACH-000037,-0.025570486999464785
ACH-000039,0.10387697716849303
ACH-000040,-0.14863675466555082
ACH-000041,-0.11252244404747
ACH-000042,-0.10538453522890914
ACH-000045,0.12432357912199425
ACH-000047,0.13631030709778974
ACH-000052,0.05056505530680573
ACH-000053,0.022959943342790397
ACH-000054,-0.015076918451723225
ACH-000055,-0.26467646793016164
ACH-000060,0.01821080973885457
ACH-000067,-0.18452139647119872
ACH-000070,0.1001951432447094
ACH-000075,-0.01978885919839714
ACH-000078,0.0161985832699352
ACH-000082,-0.014278116607613476
ACH-000085,-0.01875900057021804
ACH-000086,-0.15124410713921269
ACH-000087,-0.026148124347170745
ACH-000092,-0.04547101391287614
ACH-000095,-0.023281869595865687
ACH-000097,-0.02637624116601581
ACH-000098,-0.0694060477613795
ACH-000099,-0.118721901875912
ACH-000108,0.028049543094392858
ACH-000113,0.0684899142676544
ACH-000116,-0.13623775169903754
ACH-000118,-0.20691589452575448
ACH-000120,0.0075369423228905325
ACH-000123,-0.14859257827380018
ACH-000127,-0.13858199259795115
ACH-000128,0.030178568039199674
ACH-000132,-0.0878653950975507
ACH-000133,-0.11089246232006657
ACH-000137,-0.0019684825229091727
ACH-000138,-0.03624383732608512
ACH-000142,-0.20570147650453746
ACH-000143,-0.3049553514816825
ACH-000146,0.011982989203341524
ACH-000148,-0.1734614878628802
ACH-000150,-0.05100432910974075
ACH-000152,-0.14647916519086193
ACH-000153,0.005130707934961298
ACH-000159,-0.06203130803683653
ACH-000160,-0.07836879231602494
ACH-000163,-0.19801934339000385
ACH-000167,-0.05730401025522714
ACH-000168,0.05293527034899785
ACH-000169,-0.2614872636033869
ACH-000178,-0.10878797957357696
ACH-000183,0.05400037279247903
ACH-000188,0.003026288184301891
ACH-000189,0.000764772287595804
ACH-000190,-0.0646818888250709
ACH-000198,-0.0579534790541713
ACH-000203,-0.203146645897212
ACH-000204,-0.035206704963609115
ACH-000206,-0.272216539517716
ACH-000207,0.02281078901643752
ACH-000208,0.023673208092598763
ACH-000210,-0.1417989393518436
ACH-000211,-0.09257036571161173
ACH-000215,-0.010067124378773162
ACH-000221,0.0558477655267626
ACH-000222,-0.04650412444623248
ACH-000223,-0.1806974874352251
ACH-000226,0.038110625784768426
ACH-000227,-0.11268661912987175
ACH-000228,-0.16515340976684062
ACH-000231,-0.0740857648354848
ACH-000232,-0.03316612753463692
ACH-000233,-0.05027080520665548
ACH-000234,-0.08169289905658958
ACH-000235,-0.07665837634486483
ACH-000237,-0.12067902474217734
ACH-000238,-0.03165460080271448
ACH-000242,-0.06263843187604197
ACH-000243,-0.15471761992632532
ACH-000244,0.0614405581917136
ACH-000246,-0.11093396131801116
ACH-000248,-0.3033859893892121
ACH-000250,-0.13806518875773194
ACH-000251,0.14693253361289813
ACH-000252,-0.12084406323311818
ACH-000253,0.003818107300383432
ACH-000255,0.0023947805193857466
ACH-000256,0.002760364983753366
ACH-000257,-0.14463194813925712
ACH-000258,-0.2423570007498756
ACH-000259,-0.04838359337173024
ACH-000260,-0.007714096706272946
ACH-000261,-0.06197702780602194
ACH-000262,-0.4887538088137672
ACH-000263,-0.19514940768873254
ACH-000264,-0.09820829245286268
ACH-000265,-0.1252382761450929
ACH-000266,-0.07511616658816861
ACH-000272,0.037120282279229616
ACH-000274,-0.057840338901493024
ACH-000277,0.0786666662893807
ACH-000278,0.07916705794678562
ACH-000279,-0.08257128172253088
ACH-000280,0.12234183985705165
ACH-000281,-0.08930075277935587
ACH-000288,-0.13806533400188153
ACH-000291,-0.0394529833035196
ACH-000293,-0.022835444491618333
ACH-000294,0.05488411561264385
ACH-000295,-0.010598905487938579
ACH-000296,-0.01962777156078489
ACH-000302,-0.1534861907274102
ACH-000304,0.060239493982216785
ACH-000307,-0.041086475937267115
ACH-000308,-0.04829884635659143
ACH-000310,-0.061225264296465264
ACH-000311,0.0018768515156901136
ACH-000312,-0.06921098260508662
ACH-000315,-0.2163703292800308
ACH-000316,0.03328556512708734
ACH-000317,0.1109429498817118
ACH-000318,-0.02427752946685284
ACH-000319,-0.09369968939355654
ACH-000320,-0.06827614459180101
ACH-000322,0.1641730724384327
ACH-000323,-0.1597984988774929
ACH-000324,-0.07939966307304322
ACH-000329,-0.07969516607418943
ACH-000330,0.01890309233869923
ACH-000331,0.03463314582233675
ACH-000332,-0.19704057008807685
ACH-000334,-0.2234383544624077
ACH-000335,0.11291830700384482
ACH-000336,-0.010868524939377634
ACH-000337,-0.11975396030820873
ACH-000338,0.023712250500508063
ACH-000339,-0.010769106931023628
ACH-000341,0.029659198299013444
ACH-000348,-0.10911971611467801
ACH-000350,-0.05228224797747063
ACH-000352,-0.2125031499211538
ACH-000356,-0.26128282591565105
ACH-000361,-0.11569781257765027
ACH-000362,0.04732834498563048
ACH-000363,-0.15932352635975155
ACH-000364,0.029250982587395162
ACH-000365,-0.053354400115418886
ACH-000366,-0.08815426043689313
ACH-000368,-0.08321146668500724
ACH-000374,-0.18008418060090808
ACH-000375,-0.0651810153134599
ACH-000376,-0.10203005537601656
ACH-000381,-0.08525616536347276
ACH-000383,-0.11796010644653307
ACH-000387,-0.1071815402895784
ACH-000389,0.055157653367108914
ACH-000390,-0.07607156363362806
ACH-000393,0.0010788467870385904
ACH-000395,0.026191065295819115
ACH-000396,-0.15163883298534428
ACH-000397,-0.06594388489842999
ACH-000401,-0.06338891860675411
ACH-000402,-0.15348718408212195
ACH-000403,-0.10228772415943514
ACH-000404,0.05231567266417753
ACH-000406,-0.06292823842220266
ACH-000407,-0.04916482757449868
ACH-000408,-0.4024591210212224
ACH-000410,-0.019877427849150392
ACH-000411,-0.050518597741533285
ACH-000414,-0.07337901227032739
ACH-000415,-0.1009195773687675
