,NBEAL1 (65065)
ACH-000004,-0.4530379266857877
ACH-000005,-0.35952173762734585
ACH-000007,-0.2768091113233464
ACH-000009,-0.3251409043487084
ACH-000011,-0.3465842226183421
ACH-000012,-0.3295510633314792
ACH-000013,-0.3912222131364022
ACH-000014,-0.3629703834042719
ACH-000015,-0.4638124202868021
ACH-000017,-0.3850109688547786
ACH-000018,-0.4100817732294055
ACH-000019,-0.3160111464734278
ACH-000021,-0.4828438563281117
ACH-000022,-0.6020547133501666
ACH-000025,-0.3978603905223697
ACH-000028,-0.30159473017340865
ACH-000030,-0.39453283097676906
ACH-000035,-0.4404246080014984
ACH-000036,-0.4190359291652537
ACH-000037,-0.4070019164180788
ACH-000039,-0.29213738348598645
ACH-000040,-0.4700196381404168
ACH-000041,-0.51271679424117
ACH-000042,-0.4131724616872191
ACH-000045,-0.41396241427742203
ACH-000047,-0.3721202718713636
ACH-000052,-0.4731708157738957
ACH-000053,-0.3703680683451183
ACH-000054,-0.4434430921487035
ACH-000055,-0.3804285067889371
ACH-000060,-0.3482846295254782
ACH-000067,-0.37615494459245424
ACH-000070,-0.4629092609584651
ACH-000075,-0.5791337604693859
ACH-000078,-0.5589961059500034
ACH-000082,-0.31919136356762456
ACH-000085,-0.36033096512558
ACH-000086,-0.3235079332341081
ACH-000087,-0.3264402739801226
ACH-000092,-0.6046642250740545
ACH-000095,-0.4977992028466702
ACH-000097,-0.35476165935972576
ACH-000098,-0.4473960635606052
ACH-000099,-0.456849894281859
ACH-000108,-0.3250025892072496
ACH-000113,-0.4149029381653985
ACH-000116,-0.3171957283311051
ACH-000118,-0.2938959067738106
ACH-000120,-0.2969039205727446
ACH-000123,-0.3200463458102188
ACH-000127,-0.5345568492687922
ACH-000128,-0.37683333016761184
ACH-000132,-0.6574846402206264
ACH-000133,-0.4446117992599556
ACH-000137,-0.4780345229363489
ACH-000138,-0.294268167450489
ACH-000142,-0.4021016779610936
ACH-000143,-0.3332876812570115
ACH-000146,-0.4511000462708332
ACH-000148,-0.3746904404608283
ACH-000150,-0.27303684359830543
ACH-000152,-0.37023921548484856
ACH-000153,-0.5016492559105741
ACH-000159,-0.4543253859968565
ACH-000160,-0.6646973022583388
ACH-000163,-0.17171061913747646
ACH-000167,-0.7848424504752379
ACH-000168,-0.4804315242569018
ACH-000169,-0.4742640734863797
ACH-000178,-0.42350429589973465
ACH-000183,-0.31021459142374386
ACH-000188,-0.3328043690294374
ACH-000189,-0.16422207561524654
ACH-000190,-0.2574688903570019
ACH-000198,-0.40848696266744255
ACH-000203,-0.285171920836919
ACH-000204,-0.21427769918703327
ACH-000206,-0.4366925207142113
ACH-000207,-0.467999099639934
ACH-000208,-0.5058892441450071
ACH-000210,-0.4874608995486164
ACH-000211,-0.4763796870071379
ACH-000215,-0.6082751978997569
ACH-000221,-0.4617622065450721
ACH-000222,-0.4690791290856885
ACH-000223,-0.5883342760795024
ACH-000226,-0.30350625659021513
ACH-000227,-0.8422222735909738
ACH-000228,-0.5217872977480004
ACH-000231,-0.40267001526510654
ACH-000232,-0.6033944601793166
ACH-000233,-0.4293868566917224
ACH-000234,-0.4792486256298502
ACH-000235,-0.5189913711314482
ACH-000237,-0.3363381831602357
ACH-000238,-0.5296167444536083
ACH-000242,-0.1941670802423915
ACH-000243,-0.4404921769910583
ACH-000244,-0.3666605030158723
ACH-000246,-0.4358029551458836
ACH-000248,-0.37243344316513
ACH-000250,-0.4449792387608197
ACH-000251,-0.234594439845294
ACH-000252,-0.4244333494428361
ACH-000253,-0.4250071313411669
ACH-000255,-0.36291346838591937
ACH-000256,-0.3395528096841893
ACH-000257,-0.5132210441082244
ACH-000258,-0.5577601511386103
ACH-000259,-0.4864902594172583
ACH-000260,-0.3558241084280668
ACH-000261,-0.4839628020807338
ACH-000262,-0.2836899716682983
ACH-000263,-0.6908658101693911
ACH-000264,-0.6196850184123702
ACH-000265,-0.3751828392720694
ACH-000266,-0.4961503001301565
ACH-000272,-0.6637190227981694
ACH-000274,-0.6963874328633809
ACH-000277,-0.4174102120743129
ACH-000278,-0.20393359238611028
ACH-000279,-0.5360880895145322
ACH-000280,-0.5196747104326762
ACH-000281,-0.4771266119021138
ACH-000288,-0.5320094195104208
ACH-000291,-0.2342714471604383
ACH-000293,-0.3851656669137319
ACH-000294,-0.15462950758513191
ACH-000295,-0.650260268172687
ACH-000296,-0.3299048923704781
ACH-000302,-0.4964221979765383
ACH-000304,-0.7022018463221052
ACH-000307,-0.4612040243546458
