,SCML4 (256380)
ACH-000004,0.12526664148037206
ACH-000005,0.2689017686421961
ACH-000007,0.1652256162402599
ACH-000009,0.09208222298280548
ACH-000011,0.1797891762116286
ACH-000012,0.06550913812718882
ACH-000013,0.2136504977086487
ACH-000014,0.05828170717594179
ACH-000015,0.20067108835817965
ACH-000017,0.10180687348505173
ACH-000018,0.17140009310064336
ACH-000019,0.2988920798166016
ACH-000021,0.004130818976276322
ACH-000022,0.2076926839519765
ACH-000025,0.12792925550331147
ACH-000028,0.12898475936790424
ACH-000030,0.06517337730983205
ACH-000035,0.07843239839844633
ACH-000036,0.11767058058583706
ACH-000037,0.06919337475330012
ACH-000039,-0.02165419841858561
ACH-000040,0.19754251086615315
ACH-000041,0.09480841202646484
ACH-000042,0.11330676070091154
ACH-000045,0.07562787931369218
ACH-000047,0.12925488203229407
ACH-000052,0.1020932365749764
ACH-000053,0.05618347147332441
ACH-000054,0.27075069836122817
ACH-000055,-0.010414178187033765
ACH-000060,0.06948684679054162
ACH-000067,0.12068370513802555
ACH-000070,0.008096049882874774
ACH-000075,0.3213120957354368
ACH-000078,0.15300903575277774
ACH-000082,0.11708203071854265
ACH-000085,0.2208797964988808
ACH-000086,0.13318750367368198
ACH-000087,0.2785606352763265
ACH-000092,0.07910203098895613
ACH-000095,0.1853208670206063
ACH-000097,0.18309247708971108
ACH-000098,0.17872774434260832
ACH-000099,0.2246183106780011
ACH-000108,0.09888490783443613
ACH-000113,0.020004476249996038
ACH-000116,0.09992994829369907
ACH-000118,0.014294095501747813
ACH-000120,0.13936892944771556
ACH-000123,0.1126729328062389
ACH-000127,0.08487749695798823
ACH-000128,0.05071400024451663
ACH-000132,0.1839383700793579
ACH-000133,0.17323043136574387
ACH-000137,0.07410300946300986
ACH-000138,0.10314986216092953
ACH-000142,0.04020938639552708
ACH-000143,0.06634297715187641
ACH-000146,0.13920773472971507
ACH-000148,0.1875787145187199
ACH-000150,0.028016011238637967
ACH-000152,0.2693702427636041
ACH-000153,0.20486451420664856
ACH-000159,0.08134708166562818
ACH-000160,0.15177804474122542
ACH-000163,0.11320301767688384
ACH-000167,0.06354783618576304
ACH-000168,0.15557334514762175
ACH-000169,0.20611120932264398
ACH-000178,0.13887329162893072
ACH-000183,0.0793993328645638
ACH-000188,0.1030186279557538
ACH-000189,0.0067201645278981755
ACH-000190,0.1451146452599302
ACH-000198,0.07910873873514733
ACH-000203,0.1504825341938585
ACH-000204,0.12467626331094628
ACH-000206,0.065655664881339
ACH-000207,-0.012712309783784374
ACH-000208,-0.1122520797162631
ACH-000210,0.17315060127841628
ACH-000211,0.107355372390199
ACH-000215,0.07830578700680046
ACH-000221,0.2337983941607781
ACH-000222,0.15957875922219478
ACH-000223,0.13827886798301628
ACH-000226,-0.0004727672982648883
ACH-000227,-0.007790848522593802
ACH-000228,0.15125962341076385
ACH-000231,0.05086072934727057
ACH-000232,0.09732652312280578
ACH-000233,0.14626032339488967
ACH-000234,0.17725323604720325
ACH-000235,0.09601138773997947
ACH-000237,0.1670302229993906
ACH-000238,0.17146329679431072
ACH-000242,0.27615611065163137
ACH-000243,0.16001103878780432
ACH-000244,0.1631359894508177
ACH-000246,0.1617159318818538
ACH-000248,0.11709468990873792
ACH-000250,0.11053696753485984
ACH-000251,0.09092763598633197
ACH-000252,0.18281868228306936
ACH-000253,0.1397942199132796
ACH-000255,0.1400580516390536
ACH-000256,0.29520702383342506
ACH-000257,0.11245967733640078
ACH-000258,0.05530280347905403
ACH-000259,0.10599639125272206
ACH-000260,0.17024588005356822
ACH-000261,0.06546435912455681
ACH-000262,0.12511710180360494
ACH-000263,0.08444155372274033
ACH-000264,0.15771702203693394
ACH-000265,0.17021913017709292
ACH-000266,0.1385688573937152
ACH-000272,0.15261060165593532
ACH-000274,0.13916724168210567
ACH-000277,0.1184824802489866
ACH-000278,0.20156660129296214
ACH-000279,0.08189522659880541
ACH-000280,0.07805226869142448
ACH-000281,0.10011291452274908
ACH-000288,0.1331022459817967
ACH-000291,0.26708266835004424
ACH-000293,0.17380868374926847
ACH-000294,0.03106344315708633
ACH-000295,-0.0528535187893568
ACH-000296,0.16531016638832507
ACH-000302,0.029723734245017612
ACH-000304,-0.02077662279831064
ACH-000307,0.08855302625967235
ACH-000308,0.1303862175915657
ACH-000310,0.16601914843426274
ACH-000311,-0.035396906844415675
ACH-000312,0.11871371635261158
ACH-000315,0.16112938618158856
ACH-000316,0.1926814072570264
ACH-000317,0.0037091775843893287
ACH-000318,0.1439637666465548
ACH-000319,0.010921964280271965
ACH-000320,-0.0056115736563575064
ACH-000322,0.011938599703444065
ACH-000323,0.15731007098597954
ACH-000324,0.1325633041486697
ACH-000329,0.1323820353507541
ACH-000330,0.05141682039372853
ACH-000331,0.16771904781132976
ACH-000332,0.1912804381203041
ACH-000334,0.15824571299265205
ACH-000335,0.038206862417838
ACH-000336,0.31201251688297504
ACH-000337,0.02147628403553072
ACH-000338,-0.08617616310110766
ACH-000339,0.1774116221391207
ACH-000341,0.008704605446767615
ACH-000348,0.057537250164620087
ACH-000350,0.22406859085378167
ACH-000352,0.10524946334305547
ACH-000356,0.1610462097347175
ACH-000361,0.14621927532607273
ACH-000362,0.07998044952609995
ACH-000363,0.08954355416585125
ACH-000364,0.07366086387315676
ACH-000365,0.12918944109982342
ACH-000366,0.08489810150166355
ACH-000368,0.04293810748402132
ACH-000374,0.19004081236175688
ACH-000375,0.04375797399916583
ACH-000376,0.13990438480827308
ACH-000381,-0.0037131326037936007
ACH-000383,0.11160894514670004
ACH-000387,0.07745040389615973
ACH-000389,0.09720426731716937
ACH-000390,0.0033793390394937627
ACH-000393,0.03359029556175186
ACH-000395,0.13160517006873335
ACH-000396,0.27334100388063504
ACH-000397,0.09541144181282403
ACH-000401,0.021434863173351543
ACH-000402,-0.02071495597438489
ACH-000403,0.08980164837550926
ACH-000404,0.20891261463677255
ACH-000406,0.1292051250383329
ACH-000407,0.25811533758601485
ACH-000408,0.2013023067022138
ACH-000410,0.1303775771557352
ACH-000411,0.2788236560552037
ACH-000414,0.13882658634381306
ACH-000415,-0.03864647653971903
ACH-000416,0.07298895140865304
ACH-000420,0.06281567618264966
ACH-000421,0.10857476372082536
ACH-000424,0.0923718575664345
ACH-000425,0.1264863635313912
ACH-000426,0.03248900671972472
ACH-000427,0.2261099641084072
ACH-000433,0.2577630571582064
ACH-000435,0.09514715199254492
ACH-000436,0.11684029497550236
ACH-000444,0.19406925346402795
ACH-000445,0.1650747601430693
ACH-000448,0.20479917598344508
ACH-000450,0.03904419775717411
ACH-000452,0.07334140767920642
ACH-000454,0.053919516634583935
ACH-000458,0.13980759141494514
ACH-000459,0.11401149193577445
ACH-000460,0.09530169799111794
ACH-000461,0.0015018852173877164
ACH-000463,0.1560389750169622
ACH-000464,0.2411311849465213
ACH-000466,0.1236973031872892
ACH-000467,0.16866871937148634
ACH-000468,0.038324611479021484
ACH-000469,0.061470336530018224
ACH-000470,0.15615091588846902
ACH-000471,0.14160145310383287
ACH-000472,0.16146658660597693
ACH-000473,0.069163824806442
ACH-000475,0.1476509566070976
ACH-000476,0.18558116197812316
ACH-000477,0.13258775344446608
ACH-000479,0.4541815801828632
ACH-000480,0.15015304359690246
ACH-000481,0.10306954239423476
ACH-000483,0.07654923096751882
ACH-000484,0.1316457669549542
ACH-000485,0.1886305288997163
ACH-000486,0.17955956994832747
ACH-000487,0.0809792563815257
ACH-000488,0.1666617335020442
ACH-000490,0.15266476106598895
ACH-000491,0.0003672957048707432
ACH-000495,0.19913431945935264
ACH-000496,0.04251776275815206
ACH-000499,0.1133922311285088
ACH-000500,0.11966650771085224
ACH-000502,0.1637055416265393
ACH-000503,0.2541358082325637
ACH-000505,0.11139804874090097
ACH-000507,0.15812204222618845
ACH-000510,0.23941291281166505
ACH-000511,0.03418105387124182
ACH-000512,0.08835885175366649
