,FIGNL1 (63979)
ACH-000204,-0.17641834998019992
ACH-000206,-0.16080521847051146
ACH-000207,-0.2208315483755124
ACH-000208,0.015550066358317146
ACH-000210,-0.15422467762456266
ACH-000211,-0.06323260563706815
ACH-000215,-0.19302962209888425
ACH-000221,-0.2755244519660221
ACH-000222,-0.27890553610899393
ACH-000223,-0.17635597212434473
ACH-000226,0.06015614267213688
ACH-000227,-0.19258895753838084
ACH-000228,-0.485144518433137
ACH-000231,-0.1773262241011477
ACH-000232,-0.11415572050851115
ACH-000233,-0.11035819411780587
ACH-000234,0.04625455133871853
ACH-000235,-0.2732270352721083
ACH-000237,-0.261698409409986
ACH-000238,-0.1845062645431309
ACH-000242,-0.17590555465238342
ACH-000243,-0.12560434705924578
ACH-000244,-0.3653593204957161
ACH-000246,0.02875869769252173
ACH-000248,-0.09000856724428168
ACH-000250,-0.1738418360600105
ACH-000251,0.15380884981090176
ACH-000252,-0.2138642662422761
ACH-000253,-0.3140583293182516
ACH-000255,-0.4324213297828213
ACH-000256,-0.023746366981769268
ACH-000257,-0.3271435874026207
ACH-000258,-0.3425712608347691
ACH-000259,-0.17852231751481815
ACH-000260,-0.10003141902993938
ACH-000261,-0.191116599362823
ACH-000262,-0.3468391199917371
ACH-000263,-0.4177183651967935
ACH-000264,-0.26858509734938185
ACH-000265,-0.1089849423084506
ACH-000266,-0.23926498089746534
ACH-000272,-0.18712129500173366
ACH-000274,-0.16457555312761196
ACH-000277,-0.20828178168805836
ACH-000278,-0.2312031539814043
ACH-000279,-0.1110728061077521
ACH-000280,-0.06743157645065738
ACH-000281,-0.17319016658526826
ACH-000288,-0.20170687492612727
ACH-000291,-0.18446112383320865
ACH-000293,0.011058688271009923
ACH-000294,-0.3394810654839673
ACH-000295,-0.5581977155663528
ACH-000296,-0.06530946986140453
ACH-000302,-0.11118814337740472
ACH-000304,-0.03666054880231
ACH-000307,-0.6182793788253552
ACH-000308,-0.30506412593474536
ACH-000310,-0.055892841214699625
ACH-000311,-0.17224591290879526
ACH-000312,-0.009062094195370659
ACH-000315,-0.2600596162523621
ACH-000316,0.1433408586220457
ACH-000317,0.2111787429409653
ACH-000318,-0.18296213034842654
ACH-000319,-0.20201821187229646
ACH-000320,-0.29197975503287943
ACH-000322,-0.3250470979293837
ACH-000323,-0.04738201281571526
ACH-000324,-0.18283425470890047
ACH-000329,-0.13322090196828087
ACH-000330,-0.26960066448025466
ACH-000331,-0.12393839016732434
ACH-000332,-0.13256067384777048
ACH-000334,-0.08685568720026114
ACH-000335,0.1545212275814337
ACH-000336,0.06750180558616277
ACH-000337,-0.2599724215685641
ACH-000338,0.12825945424590834
ACH-000339,-0.2338731641951309
ACH-000341,-0.2695365454028034
ACH-000348,-0.11607565241669515
ACH-000350,-0.1391218006549351
ACH-000352,-0.10546473958673308
ACH-000356,-0.4377656170065121
ACH-000361,-0.11312083887855175
ACH-000362,-0.1601445776294391
ACH-000363,-0.34503249206303194
ACH-000364,-0.15266655852884609
ACH-000365,-0.2822602634060677
ACH-000366,-0.28807412721770304
ACH-000368,-0.19630168147634375
ACH-000374,-0.11675160779417297
ACH-000375,-0.1706935090743532
ACH-000376,-0.18779780771473314
ACH-000381,-0.08695548501796503
ACH-000383,-0.2591744030022517
ACH-000387,-0.2147932396187344
ACH-000389,-0.03624311478172813
ACH-000390,-0.2301244218406654
ACH-000393,-0.09844477427828716
ACH-000395,-0.1252780755633679
ACH-000396,-0.20072985088295256
ACH-000397,-0.16815063354638554
ACH-000401,-0.6735509365938938
ACH-000402,-0.3674995873047625
ACH-000403,-0.22143438801163934
ACH-000404,0.12497434007107985
ACH-000406,-0.2710911340714593
ACH-000407,-0.08496032116584153
ACH-000408,-0.22775913865339814
ACH-000410,-0.19448402361169764
ACH-000411,-0.18228048058273327
ACH-000414,-0.2701052621618759
ACH-000415,-0.3325912122523153
ACH-000416,-0.23588773098477994
ACH-000420,-0.0011165921508791811
ACH-000421,-0.17534281950333452
ACH-000424,-0.5760314580061054
ACH-000425,-0.21025957627890512
ACH-000426,-0.1966583726229714
ACH-000427,-0.20857645117496867
ACH-000433,-0.04280306296046826
ACH-000435,-0.371165099030075
ACH-000436,-0.4712595637343359
ACH-000444,-0.2646659710012849
ACH-000445,-0.2106700509518636
ACH-000448,-0.13053917989882555
ACH-000450,-0.29431128086773617
ACH-000452,-0.17096919614462142
ACH-000454,-0.2826122260692788
ACH-000458,-0.08393205037330538
ACH-000459,-0.2581710593273024
ACH-000460,-0.1069775269006772
ACH-000461,-0.20174503408420755
ACH-000463,-0.14001839849282868
ACH-000464,-0.3050576955888433
ACH-000466,-0.1417724938959634
ACH-000467,-0.2906159378322173
ACH-000468,-0.1036559986378498
ACH-000469,-0.1132869637989834
ACH-000470,-0.19214733808907636
ACH-000471,-0.24498431419345945
ACH-000472,-0.09060370815451196
ACH-000473,0.012619834709096956
ACH-000475,-0.11537440532043212
ACH-000476,-0.07451965765795529
ACH-000477,-0.23786238960194456
ACH-000479,-0.12887352126206406
ACH-000480,-0.02472447024631369
ACH-000481,0.006133476370028826
ACH-000483,-0.09368992560226763
ACH-000484,-0.17981850148767053
ACH-000485,-0.12078843386669567
ACH-000486,-0.14614872655645178
ACH-000487,-0.6702436707890704
ACH-000488,-0.17621452028745002
ACH-000490,-0.2829037889400532
ACH-000491,-0.11128023229780604
ACH-000495,0.1508525061933271
ACH-000496,-0.21707894659685928
ACH-000499,0.006988734172229764
ACH-000500,-0.21772520100545129
ACH-000502,-0.2550625170764997
ACH-000503,-0.3031066035336367
ACH-000505,-0.1724832162567053
ACH-000507,-0.049732555990919004
ACH-000510,-0.3023479721018954
ACH-000511,-0.37246491979763335
ACH-000512,0.12523887559712646
ACH-000516,-0.2516255510189442
ACH-000517,-0.13836186648551355
ACH-000518,-0.1014637365461166
ACH-000520,-0.06781251892292918
ACH-000521,-0.33745261315528496
ACH-000522,-0.21819919475249028
ACH-000524,-0.2169457653070182
ACH-000527,-0.16673324066675033
ACH-000528,-0.2323042778795511
ACH-000537,-0.05932343454574529
ACH-000541,-0.4556708155821923
ACH-000542,-0.1222510274313215
ACH-000544,-0.3820044457101629
ACH-000545,-0.15221081984097234
ACH-000547,-0.16943801014876547
ACH-000548,-0.1574916533574011
ACH-000549,-0.19414103491630333
ACH-000550,-0.2716113939393851
ACH-000552,-0.2485278446639623
ACH-000556,-0.19533718722462606
ACH-000557,-0.1710494271694161
ACH-000569,0.2364309613238333
ACH-000570,-0.08608887388233387
ACH-000571,-0.2429054335466209
ACH-000573,-0.2470444958484741
ACH-000576,-0.13245540164459085
ACH-000579,-0.1469207611804484
ACH-000580,-0.2818625910081317
ACH-000584,-0.1495856521912732
ACH-000585,-0.4222579878258351
ACH-000588,-0.32147027337793604
ACH-000589,-0.2049223697956728
ACH-000591,-0.1703840385455728
ACH-000593,-0.1878976231407357
ACH-000600,-0.09183384883326567
ACH-000601,-0.08339227671937201
ACH-000605,-0.0971158840117668
ACH-000606,-0.22102479835873906
ACH-000608,-0.1658074247164414
ACH-000614,-0.024720362511268187
ACH-000616,-0.2079844058380924
ACH-000618,-0.2230599261232947
ACH-000619,-0.13302943806024434
ACH-000620,-0.1365462495675604
ACH-000621,-0.2126270230193084
ACH-000622,-0.1701884413493608
ACH-000623,-0.20902471594590774
ACH-000624,-0.17727039140178955
ACH-000627,-0.2252356528864694
ACH-000630,-0.18232780689595046
ACH-000631,-0.3545215846420157
ACH-000632,-0.2528110612582471
ACH-000633,-0.2247938483167335
ACH-000637,-0.3267003053108206
ACH-000638,-0.4432610937365841
ACH-000646,0.012925857049954149
ACH-000647,-0.03991853907490321
ACH-000648,-0.16358323606456845
ACH-000649,-0.0800041947712509
ACH-000651,-0.4188878160873284
ACH-000652,-0.2017039164777407
ACH-000653,-0.26411454979087323
ACH-000657,-0.16198379118476958
ACH-000658,-0.29578961929026626
ACH-000661,-0.2669211775750649
ACH-000662,-0.4548045670697593
ACH-000663,-0.2533247459500054
ACH-000665,-0.052756039806217805
ACH-000671,-0.2284068119589713
ACH-000672,-0.11533411337437373
ACH-000673,-0.205111909089776
ACH-000676,-0.3169840957402925
ACH-000677,-0.31182437840557004
ACH-000681,-0.1801037677864028
ACH-000683,-0.1749146645320195
ACH-000684,-0.21177055818541454
ACH-000688,-0.055806694586788566
ACH-000693,-0.22021441541930709
ACH-000694,-0.1931459655083367
ACH-000695,-0.2474480228918229
ACH-000696,-0.36309280568313496
ACH-000697,-0.008469721727723466
ACH-000699,-0.16777480901400246
ACH-000701,-0.3068242688014117
ACH-000706,-0.18253100621793186
ACH-000711,-0.1574403793603184
ACH-000713,-0.5551755394616279
ACH-000714,-0.14674931002242333
ACH-000718,-0.19947471370454445
ACH-000720,-0.0843941355264135
ACH-000721,-0.1303793073188232
ACH-000724,0.034214076511286856
ACH-000725,-0.08138740227714512
ACH-000732,-0.20174700595319367
ACH-000734,-0.08441345034404486
ACH-000735,-0.1738373509029024
ACH-000736,-0.2027662418342288
ACH-000738,-0.1228979553328086
ACH-000746,-0.4234102932115664
ACH-000747,-0.005910768873331211
ACH-000748,-0.2316596137936911
ACH-000753,-0.2527097743118695
ACH-000756,0.07233575584236357
ACH-000757,-0.028444587822132418
ACH-000758,-0.17572223351728414
ACH-000760,-0.13387233458458833
ACH-000762,-0.181239695869786
ACH-000763,-0.3298045254579769
ACH-000764,-0.1293574580011342
ACH-000765,-0.20173598552444333
ACH-000766,-0.18558764140816367
ACH-000767,-0.2457761379146817
ACH-000768,-0.2410960815030341
ACH-000769,-0.0765083145145531
ACH-000770,-0.3298018275585841
ACH-000771,-0.2728196612632433
ACH-000773,-0.04369449694208006
ACH-000776,0.06803090942213669
ACH-000777,-0.16628431857673648
ACH-000778,-0.3679588804410249
ACH-000781,-0.22098027444908133
ACH-000782,-0.291469467651909
ACH-000783,-0.14182332029969402
ACH-000784,-0.13770393382501578
ACH-000785,-0.15481832342152427
ACH-000787,-0.23257880381073145
ACH-000788,-0.14631036356773824
ACH-000791,-0.1745524417409127
ACH-000792,-0.12275514953977415
ACH-000794,-0.1442653844449362
ACH-000796,-0.25562935667326586
ACH-000798,-0.3957348753321616
ACH-000799,-0.28576769644036154
ACH-000800,-0.06512395022481123
ACH-000802,-0.2854032606737795
ACH-000804,0.07013069861919244
ACH-000805,-0.04941063637550383
ACH-000809,-0.08962659621908807
ACH-000810,-0.3580751350876927
ACH-000811,-0.2774609965219917
ACH-000817,-0.32829919687882186
ACH-000819,-0.18860566919816127
ACH-000820,0.06135718763755137
ACH-000821,-0.2666861431132941
ACH-000822,-0.26359048263240153
ACH-000823,-0.13449100187518373
ACH-000824,-0.12322728258754842
ACH-000827,-0.1528876279072856
ACH-000829,0.034489441962685684
ACH-000831,-0.14726342440738086
ACH-000832,-0.09812287330035244
ACH-000833,0.054498763013365134
ACH-000834,-0.21542728102559675
ACH-000835,-0.3810867576734763
ACH-000836,-0.12506481546266546
ACH-000837,-0.28754334037063595
ACH-000838,-0.3406330993801234
ACH-000839,-0.26265416569180555
ACH-000840,-0.16070364070089718
ACH-000841,-0.09166097766481858
ACH-000843,-0.15311994473009874
ACH-000846,-0.15679707163220544
ACH-000847,-0.11223894127102267
ACH-000848,-0.2343232413847974
ACH-000849,-0.21665086437529546
ACH-000851,-0.0705573300027707
ACH-000855,-0.11509556691631398
ACH-000856,-0.3342870587160413
ACH-000858,-0.0847194284493645
ACH-000859,-0.12290028719898452
ACH-000861,-0.10200624587389226
ACH-000862,-0.1852909325448669
ACH-000865,-0.2280109642869143
ACH-000866,-0.16877036053486147
ACH-000867,-0.10498603370975453
ACH-000869,-0.2993187398731982
ACH-000872,0.02059374461544417
ACH-000873,-0.20041413432715985
ACH-000876,-0.26125044215679616
ACH-000878,-0.2519439769138269
ACH-000880,-0.35511950932741204
ACH-000881,-0.2792994928014865
ACH-000882,-0.16517539991749966
ACH-000884,-0.1274648416440126
ACH-000885,-0.14844352401470867
ACH-000887,-0.2795634055312665
ACH-000889,-0.21217257803275014
ACH-000896,-0.17259377461749786
ACH-000898,-0.21642952098880303
ACH-000900,-0.3273754477643684
ACH-000901,-0.2308073175299192
ACH-000905,-0.054782076186299614
ACH-000906,-0.17355348592004302
ACH-000907,-0.21774444195159667
ACH-000910,-0.2968412701563111
ACH-000911,-0.2709859789878978
ACH-000912,-0.2902451187765679
ACH-000913,-0.1802359207409588
ACH-000915,-0.15727066903143028
ACH-000916,-0.23347597573201484
ACH-000917,-0.16389262758243198
ACH-000920,-0.2702766570539658
ACH-000921,-0.12685582483855595
ACH-000924,-0.11762267861194295
ACH-000926,-0.1577269298839523
ACH-000928,-0.06287961719930663
ACH-000929,-0.20661910605880696
ACH-000932,-0.069958663413367
ACH-000935,-0.18096611618168004
ACH-000936,-0.2597348857291624
ACH-000937,-0.1928961958053849
ACH-000938,-0.13973091140885618
ACH-000939,-0.1950030503810915
ACH-000941,-0.11879700718038555
ACH-000943,-0.12394317583552332
ACH-000946,-0.2579509089667376
ACH-000947,-0.19134750821967467
ACH-000948,-0.448627334479992
ACH-000950,-0.3825739736128322
ACH-000953,-0.17079465766596102
ACH-000954,-0.3971494089070678
ACH-000957,-0.2390971074662379
ACH-000958,-0.5777963179193785
ACH-000960,-0.2194450691285351
ACH-000963,-0.2690038939487697
ACH-000968,-0.17927264620874528
ACH-000969,-0.109487363638784
ACH-000972,-0.14358863147097312
ACH-000973,-0.1284377621119472
ACH-000974,-0.20632485001958467
ACH-000978,-0.14635344866308045
ACH-000984,-0.17494377763180674
ACH-000986,-0.2593378899057349
ACH-000988,-0.3112025504248871
ACH-000993,-0.6147147187369667
ACH-000994,0.024412794174243774
ACH-000996,-0.26029736465433545
ACH-001001,-0.14527644849539706
ACH-001020,-0.33960829276313914
ACH-001028,-0.22238838482700365
ACH-001031,-0.13211468278304495
ACH-001038,-0.08330488303245719
ACH-001048,-0.2584820689492105
ACH-001050,-0.015454957322284687
ACH-001053,-0.19401787107318114
ACH-001054,-0.2408456996322744
ACH-001061,-0.33658995207330594
ACH-001067,-0.2587993468678481
ACH-001075,-0.29526189942768016
ACH-001096,-0.5629688206303552
ACH-001111,-0.39127384315858704
ACH-001119,-0.31028612271064665
ACH-001128,-0.207375398280404
ACH-001134,-0.3036757836730334
ACH-001151,-0.1989639332398525
ACH-001163,-0.2922991018533393
ACH-001164,0.010953081046174552
ACH-001183,0.07796122809478524
ACH-001192,-0.044625343273084886
ACH-001193,-0.17133067852266856
ACH-001196,-0.3556401317390112
ACH-001197,0.014519374515377057
ACH-001205,-0.1977253506741488
ACH-001211,0.01497957529449549
ACH-001212,-0.03576465564694807
ACH-001228,-0.3182420167533779
ACH-001232,-0.11712029491678895
ACH-001239,-0.12375439008787152
ACH-001270,-0.22270841441076195
ACH-001274,-0.01968094276493174
ACH-001275,-0.005065791907985034
ACH-001277,-0.08145917237135591
ACH-001278,0.013713292073806026
ACH-001280,-0.206749850797728
ACH-001283,-0.3819615114151541
ACH-001289,-0.28725122743438536
ACH-001300,-0.2313471825911622
ACH-001301,-0.011807438673340337
ACH-001302,-0.1407567084346718
ACH-001306,-0.20988178778272
ACH-001318,-0.31672663142011953
ACH-001322,-0.655487541425266
ACH-001328,-0.17530019154867568
ACH-001332,-0.33806193232327725
ACH-001336,-0.2932827986185429
ACH-001346,-0.434490674637955
ACH-001353,-0.2703126742361523
ACH-001354,-0.3306935556196096
ACH-001367,-0.3109310502529617
ACH-001368,-0.1482045588655917
ACH-001374,-0.26903721400585395
ACH-001377,-0.4180883105494545
ACH-001380,-0.16082974906240985
ACH-001391,-0.13356406131107354
ACH-001408,-0.3184727526574847
ACH-001430,-0.2597511280797053
ACH-001431,-0.17168658348691768
ACH-001450,-0.1198497302086371
ACH-001496,-0.1688437867812122
ACH-001500,-0.2708668933785184
ACH-001523,-0.18075311888888795
ACH-001532,-0.1920650111751966
ACH-001550,-0.2601529092298648
ACH-001552,-0.2374511125228745
ACH-001554,-0.19819588560529006
ACH-001654,-0.1487013078246988
ACH-001735,-0.3655852780438649
ACH-001736,-0.3074143358411142
ACH-001737,0.12365469856171332
ACH-001740,-0.5089834534848908
ACH-001745,-0.3174369445296333
ACH-001765,-0.19940383592242827
