,PPFIA3 (8541)
ACH-000004,0.18146278557487008
ACH-000005,0.26138564175803514
ACH-000007,-0.033042171303288084
ACH-000009,-0.08501215011868436
ACH-000011,0.10087806684415376
ACH-000012,0.06381398663986787
ACH-000013,-0.08239812932135479
ACH-000014,0.04347259515677026
ACH-000015,-0.01565517725951768
ACH-000017,0.05097186752111317
ACH-000018,0.07009903786204562
ACH-000019,0.0033092501307485363
ACH-000021,-0.04976701552550476
ACH-000022,-0.013287403618902658
ACH-000025,0.010309225178603157
ACH-000028,-0.10924433072428323
ACH-000030,0.0168331067773047
ACH-000035,0.01024026774039158
ACH-000036,0.058702839199133335
ACH-000037,-0.042021499371732114
ACH-000039,-0.12231370397989733
ACH-000040,0.05811374049291496
ACH-000041,0.16141211336426042
ACH-000042,-0.05938005966258175
ACH-000045,0.010748697035797622
ACH-000047,0.00324627800595528
ACH-000052,-0.15318807192617415
ACH-000053,-0.019464823401615608
ACH-000054,0.01636528384847736
ACH-000055,0.12229882823672655
ACH-000060,0.10041618575459242
ACH-000067,-0.04602316721259861
ACH-000070,0.17784507100517494
ACH-000075,-0.07340601632965027
ACH-000078,0.006396345592497644
ACH-000082,0.027616596661062972
ACH-000085,0.2595199360916197
ACH-000086,-0.015241767738925419
ACH-000087,-0.25231437344830565
ACH-000092,0.018331081234100797
ACH-000095,0.06571232999716382
ACH-000097,-0.04216115666477845
ACH-000098,-0.015794916381288413
ACH-000099,-0.14778895716746324
ACH-000108,0.06767132004812633
ACH-000113,-0.04832831649931075
ACH-000116,0.02833470239563188
ACH-000118,-0.06957603877156418
ACH-000120,0.004563661504131192
ACH-000123,-0.03952277831185518
ACH-000127,-0.030774674495721424
ACH-000128,0.156343059020418
ACH-000132,0.015562153988812482
ACH-000133,-0.06630350668571271
ACH-000137,-0.04776147347045767
ACH-000138,0.00986682208487785
ACH-000142,-8.916959333688864e-05
ACH-000143,-0.17582977427549776
ACH-000146,-0.05296734763176625
ACH-000148,0.04263953798111792
ACH-000150,0.159381874561702
ACH-000152,-0.09558069638276608
ACH-000153,0.09816766649913887
ACH-000159,0.0467488682341804
ACH-000160,-0.06978113107531309
ACH-000163,-0.012120223748810374
ACH-000167,0.19826382124410447
ACH-000168,0.05798581598429234
ACH-000169,0.06770301241055796
ACH-000178,0.0045186618617922905
ACH-000183,-0.029212297266116006
ACH-000188,-0.08770211984144068
ACH-000189,-0.04370234389029775
ACH-000190,0.044125962847951804
ACH-000198,-0.009977920235260923
ACH-000203,0.08098532145231079
ACH-000204,-0.10224032728610064
ACH-000206,0.06725468193750993
ACH-000207,-0.0465156686438349
ACH-000208,0.18944748420295102
ACH-000210,0.046725837168578685
ACH-000211,0.036771085416958456
ACH-000215,0.04096680280914705
ACH-000221,-0.10025658656269047
ACH-000222,0.1576457179240323
ACH-000223,-0.01238879719530052
ACH-000226,0.06303095557907941
ACH-000227,0.009607249343022857
ACH-000228,-0.11085108354067023
ACH-000231,0.059577540982772986
