,GRPEL1 (80273)
ACH-000004,-1.0235059429381084
ACH-000005,-1.1621630742079108
ACH-000007,-1.0502524259299364
ACH-000009,-0.8346244088593919
ACH-000011,-0.7757073267913904
ACH-000012,-0.9363866269657878
ACH-000013,-1.0337758077251968
ACH-000014,-0.9014745282675322
ACH-000015,-0.9846677011663671
ACH-000017,-1.2302707727068103
ACH-000018,-1.0380014530240464
ACH-000019,-1.091352536943687
ACH-000021,-0.8035478276070349
ACH-000022,-1.0776277520558857
ACH-000025,-0.8539938587273969
ACH-000028,-0.7898309243610356
ACH-000030,-0.81491175148881
ACH-000035,-0.8153565118746041
ACH-000036,-0.7617578618450613
ACH-000037,-0.6629134074689184
ACH-000039,-0.9320157394081028
ACH-000040,-0.8559558494676667
ACH-000041,-0.8768801481022446
ACH-000042,-0.7096642790156155
ACH-000045,-0.8026537017246759
ACH-000047,-1.0785372892516658
ACH-000052,-1.026583576956683
ACH-000053,-0.8739612594561271
ACH-000054,-0.8334867117109261
ACH-000055,-0.8576693055366076
ACH-000060,-0.9034839645204632
ACH-000067,-0.7455888696742389
ACH-000070,-0.8804766254512495
ACH-000075,-0.8465291595926409
ACH-000078,-0.8856498600651522
ACH-000082,-0.8453938896057603
ACH-000085,-0.7954817027263392
ACH-000086,-0.6845389970982219
ACH-000087,-1.0605444095815784
ACH-000092,-0.667975562176667
ACH-000095,-0.9449950137355476
ACH-000097,-0.8757290911389257
ACH-000098,-0.7056220459858163
ACH-000099,-0.789408545639534
ACH-000108,-0.7795882738422035
ACH-000113,-0.967848364991524
ACH-000116,-1.1353961444100948
ACH-000118,-1.1330516762023075
ACH-000120,-1.1386063581710368
ACH-000123,-0.9126510608452992
ACH-000127,-0.9198228498469482
ACH-000128,-1.0035700520015896
ACH-000132,-0.8779203900568191
ACH-000133,-0.8992074422777024
ACH-000137,-0.8850121215290888
ACH-000138,-0.8214684183869113
ACH-000142,-0.852196796973698
ACH-000143,-0.8704218801099373
ACH-000146,-1.0608355660874291
ACH-000148,-1.0672081670116662
ACH-000150,-0.9950678908766992
ACH-000152,-0.8339976398908544
ACH-000153,-1.0453835504428342
ACH-000159,-0.9832170968054856
ACH-000160,-1.1165908139801957
ACH-000163,-0.8420129755206798
ACH-000167,-1.0572697186227202
ACH-000168,-1.0323807165663696
ACH-000169,-1.057013998712235
ACH-000178,-0.8275381958819145
ACH-000183,-0.9675121911684028
ACH-000188,-0.9660944534861724
ACH-000189,-0.9578095219197328
ACH-000190,-0.9695480818739004
ACH-000198,-0.602239582281597
ACH-000203,-1.532494005125254
ACH-000204,-0.8387052947721882
ACH-000206,-0.9456339072723158
ACH-000207,-0.8513912483536458
ACH-000208,-1.0184484640259068
ACH-000210,-0.6766012270245292
ACH-000211,-0.6911459460891265
ACH-000215,-0.9645460770018659
ACH-000221,-1.3604265261990511
ACH-000222,-1.1928091751867698
ACH-000223,-0.9552430869356712
ACH-000226,-0.8614510861175332
ACH-000227,-0.7848315776057685
ACH-000228,-1.0364018969891242
ACH-000231,-0.7855279226729701
ACH-000232,-0.8944463912328829
ACH-000233,-0.804498350396309
ACH-000234,-0.743791067720787
ACH-000235,-0.7791634279269409
ACH-000237,-0.9014381440240324
ACH-000238,-0.8470561043264667
ACH-000242,-1.2989263378779679
ACH-000243,-0.9309583724006883
ACH-000244,-0.7905022470418599
ACH-000246,-0.7003051795129582
ACH-000248,-1.0111614612455244
ACH-000250,-0.8408728023292675
ACH-000251,-0.8973854049979597
ACH-000252,-1.0578696900301705
ACH-000253,-0.8825168098514327
ACH-000255,-0.9530952113794672
ACH-000256,-0.9678158821222468
ACH-000257,-1.2515540857334342
ACH-000258,-0.6383344134709719
ACH-000259,-1.216194061654274
ACH-000260,-0.9029189055137088
ACH-000261,-0.7638768801833523
ACH-000262,-1.057071903152875
ACH-000263,-0.9724314285855388
ACH-000264,-0.9357310509115035
ACH-000265,-0.9686136799723613
ACH-000266,-0.8923505936988589
ACH-000272,-0.8677285175209578
ACH-000274,-1.1001817704716796
ACH-000277,-0.9226819564048484
ACH-000278,-0.8242309589491986
ACH-000279,-0.8143504017763697
ACH-000280,-0.9976987606827072
ACH-000281,-0.9820973356990296
ACH-000288,-0.936426542483384
ACH-000291,-0.9719195194336516
ACH-000293,-0.925312541382472
ACH-000294,-0.746053847935318
ACH-000295,-0.7018387392872357
ACH-000296,-0.9529580808621748
ACH-000302,-1.3588217737347477
ACH-000304,-0.8918778946275704
