,NT5E (4907)
ACH-000004,0.05214274643581583
ACH-000005,0.2527171955950382
ACH-000007,-0.02627431356559123
ACH-000009,0.06798326530237303
ACH-000011,0.2053379700238668
ACH-000012,-0.028497789183769624
ACH-000013,0.13881247305064046
ACH-000014,-0.08961533752846483
ACH-000015,-0.012048052133285721
ACH-000017,0.07893322593024651
ACH-000018,0.05333357016559866
ACH-000019,-0.08610120207528582
ACH-000021,-0.1391111203179458
ACH-000022,0.029548018321801095
ACH-000025,-0.11374047276362688
ACH-000028,0.08089689800053718
ACH-000030,-0.03910010996645345
ACH-000035,0.02147103478595229
ACH-000036,-0.04814539249116225
ACH-000037,-0.010468359350908445
ACH-000039,-0.03589465198133407
ACH-000040,-0.013975108773426573
ACH-000041,0.02365003391637452
ACH-000042,-0.044445379187984635
ACH-000045,0.2141207763171459
ACH-000047,-0.042290333441733635
ACH-000052,0.12992077938028884
ACH-000053,-0.08969049513519507
ACH-000054,-0.14983742150777127
ACH-000055,-0.0018102317671199073
ACH-000060,-0.09358149424767397
ACH-000067,0.04987016470715299
ACH-000070,0.17230578336419453
ACH-000075,-0.16071274222888474
ACH-000078,-0.06623908795436981
ACH-000082,-0.05144330674397898
ACH-000085,-0.06886321073369163
ACH-000086,-0.003017039761833901
ACH-000087,-0.13140985397781008
ACH-000092,0.02454094286654491
ACH-000095,0.03916939309374006
ACH-000097,-0.04834233714688384
ACH-000098,-0.03571515960311476
ACH-000099,-0.05152478407702686
ACH-000108,0.1385255831078909
ACH-000113,-0.005241694768172321
ACH-000116,0.039681254106705637
ACH-000118,-0.016703898671667567
ACH-000120,0.06573155063483141
ACH-000123,0.04333799663497551
ACH-000127,-0.08350681832534844
ACH-000128,-0.1077369277149476
ACH-000132,-0.10197867327701876
ACH-000133,-0.06885464306275743
ACH-000137,-0.11214815419122416
ACH-000138,-0.061480781516643324
ACH-000142,0.012526358085685878
ACH-000143,0.01071470914744197
ACH-000146,0.01664850603854072
ACH-000148,0.03110407919238188
ACH-000150,-0.01863501529999392
ACH-000152,-0.08434131329306374
ACH-000153,0.04733145064216472
ACH-000159,-0.03318874154709303
ACH-000160,-0.19980980695639985
ACH-000163,-0.08363963430469122
ACH-000167,0.2372708703604913
ACH-000168,-0.02740160725294721
ACH-000169,0.1792764367932615
ACH-000178,0.00761151983535813
ACH-000183,-0.03591661086072615
ACH-000188,-0.060888521275592265
ACH-000189,0.0795432012286778
ACH-000190,0.12103406006595327
ACH-000198,-0.012571760068749672
ACH-000203,0.07186437419438656
ACH-000204,-0.008002369977717834
ACH-000206,-0.0527920333177084
ACH-000207,0.15508507582194705
ACH-000208,-0.020672278409832944
ACH-000210,0.0032243003280740395
ACH-000211,-0.04223689004653352
ACH-000215,0.0006919410502617646
ACH-000221,0.12739494068199742
ACH-000222,-0.06476958421673949
ACH-000223,-0.15722948442614573
ACH-000226,-0.14920376678552186
ACH-000227,-0.010657993439693354
ACH-000228,0.023482989446642046
ACH-000231,0.06402327896033372
ACH-000232,0.015456503544892544
ACH-000233,0.10529887559420856
ACH-000234,0.03423245587040153
ACH-000235,-0.06523155544773569
ACH-000237,-0.02661441718282233
ACH-000238,-0.2652565844871206
ACH-000242,0.0961529449941821
ACH-000243,0.012566680429233859
ACH-000244,-0.15655860720642942
ACH-000246,0.10488653156759956
ACH-000248,-0.15930106313428216
ACH-000250,-0.0014322667492794974
ACH-000251,-0.2253131197019417
ACH-000252,0.10001119939075516
ACH-000253,0.031927640084109775
ACH-000255,0.02892265558286875
ACH-000256,0.046658240522750485
ACH-000257,-0.013753555733697092
ACH-000258,-0.09721999781663476
ACH-000259,0.04232772073097396
ACH-000260,-0.09568333808950596
ACH-000261,0.015344453124466272
ACH-000262,0.14666211470651222
ACH-000263,-0.17953824726009102
ACH-000264,-0.06558758162940463
ACH-000265,-0.05052175334070993
ACH-000266,-0.030813810220454475
ACH-000272,-0.009350777956048209
ACH-000274,0.012421618566672132
ACH-000277,0.10052117372359763
ACH-000278,-0.060115366950428135
ACH-000279,-0.15020143092072075
ACH-000280,0.035600899848624745
ACH-000281,0.12191836580560393
ACH-000288,0.029420527513452293
ACH-000291,-0.07122833805270422
ACH-000293,0.02071357231693579
ACH-000294,-0.0040132877104792864
ACH-000295,-0.032110231463970434
ACH-000296,0.059506387113111014
ACH-000302,0.008682542164637262
ACH-000304,0.13002991043195036
ACH-000307,0.05363273727654218
ACH-000308,-0.015294606599028971
ACH-000310,-0.03770638895716241
ACH-000311,0.002951686757227418
ACH-000312,0.05278259715353803
ACH-000315,-0.3051632085657968
ACH-000316,0.011716939646949507
ACH-000317,-0.06605106211298732
ACH-000318,0.002570582281410588
ACH-000319,-0.11598400993986124
ACH-000320,0.09729970857578656
ACH-000322,-0.0339253465324934
ACH-000323,0.02462923750732922
ACH-000324,0.031037766444307276
ACH-000329,-0.04457389945654127
ACH-000330,-0.07888226529179658
ACH-000331,-0.02684429345136562
ACH-000332,0.0029218282478800576
ACH-000334,0.13801477650111954
ACH-000335,-0.09513358110304757
ACH-000336,0.023287120739382258
ACH-000337,0.03225487005763692
ACH-000338,-0.4831457246723311
ACH-000339,-0.10305623033446047
ACH-000341,0.054622330251524215
ACH-000348,-0.09282541176329084
ACH-000350,0.06571779945890284
ACH-000352,0.08642171913781778
ACH-000356,0.041422998296133405
ACH-000361,0.14917135150576102
ACH-000362,-0.018092427734703497
ACH-000363,-0.030095366619265995
ACH-000364,0.0994620303855429
ACH-000365,-0.10209495004212027
ACH-000366,-0.012338902693333912
ACH-000368,0.07041674924618255
ACH-000374,0.011374940451513034
ACH-000375,-0.12150043262044825
ACH-000376,-0.01050261789166768
ACH-000381,0.1349436593896203
ACH-000383,0.0571060574623456
ACH-000387,-0.02479821721248345
ACH-000389,0.012922120293774316
ACH-000390,-0.06553064705638019
ACH-000393,0.011984511236238669
ACH-000395,0.10733490711755056
ACH-000396,0.008108104633173758
ACH-000397,-0.10670832817707496
ACH-000401,0.08303470595954536
ACH-000402,-0.07002173606265256
ACH-000403,-0.003381187547460559
ACH-000404,0.005438762000096383
ACH-000406,0.02307813473544621
ACH-000407,-0.07816023418869743
ACH-000408,0.2447951558364776
ACH-000410,-0.011860046593525252
ACH-000411,-0.007149257474486614
ACH-000414,0.057887974025107036
ACH-000415,0.08406251865227893
ACH-000416,-0.004918494014244397
ACH-000420,-0.06696634861738826
ACH-000421,0.03955955125890143
ACH-000424,-0.14792628700587204
ACH-000425,0.06264529433063812
ACH-000426,-0.15692023260381796
ACH-000427,0.05266927371133015
ACH-000433,0.08769913443791029
ACH-000435,0.1976064798125553
ACH-000436,0.008930386882126738
ACH-000444,0.06782915863613233
ACH-000445,0.12772770650384688
ACH-000448,-0.08389332246663968
ACH-000450,0.008521179469229522
ACH-000452,-0.044390270604842026
ACH-000454,-0.2050316725849937
ACH-000458,-0.02244913956148653
ACH-000459,0.17033092739675162
ACH-000460,-0.021169391384702283
ACH-000461,0.0029272632179265555
ACH-000463,0.0017548624071449142
ACH-000464,0.04729984134329974
ACH-000466,0.059962026456304315
ACH-000467,0.0015205334252629038
ACH-000468,0.007105821736681109
ACH-000469,-0.0391344172399657
ACH-000470,-0.03459894272873025
ACH-000471,-0.021578864710815302
ACH-000472,-0.004760929071810698
ACH-000473,0.029830474640364507
ACH-000475,0.011919211833173664
ACH-000476,0.009591967606696564
ACH-000477,0.08331561694117813
ACH-000479,-0.007183677753139018
ACH-000480,0.0773441561681503
ACH-000481,-0.06579819676503251
ACH-000483,0.1235288836180658
ACH-000484,0.0969415118610558
ACH-000485,0.05037113740184388
ACH-000486,0.11312599677358134
ACH-000487,-0.007219105348015795
ACH-000488,0.06564318581988976
ACH-000490,-0.016540602956443252
ACH-000491,0.07613562829857776
ACH-000495,0.2592244621550781
ACH-000496,-0.1650865989199452
ACH-000499,0.028429283738039164
ACH-000500,-0.01975958861571681
ACH-000502,0.06387261390142518
ACH-000503,-0.03971496215051494
ACH-000505,0.04386703512252469
ACH-000507,-0.11046841432440876
ACH-000510,0.019923456922066644
ACH-000511,-0.0020111022981239225
ACH-000512,-0.13872903844747692
ACH-000516,0.08178672464220957
ACH-000517,0.013677421173386665
ACH-000518,-0.04310928199800446
ACH-000520,-0.09379709647036008
ACH-000521,-0.10377272741722557
ACH-000522,0.05326943693946104
ACH-000524,0.15946203479641646
ACH-000527,0.032124659967552184
ACH-000528,0.026748104493841844
ACH-000537,0.030790342388587227
ACH-000541,0.11554847172934507
ACH-000542,-0.08771025061006575
ACH-000544,0.08480419811144749
ACH-000545,-0.0895302176985844
ACH-000547,0.124108793140213
ACH-000548,0.01120697015201934
ACH-000549,0.0008902710165823928
ACH-000550,-0.05174784813987285
ACH-000552,-0.0528982280061364
ACH-000556,-0.07251414266846178
ACH-000557,-0.11336715665278085
ACH-000569,0.09045238035463823
ACH-000570,0.06542648055399652
ACH-000571,0.04436274117033447
ACH-000573,-0.0666053512025429
ACH-000576,0.03948935376602292
ACH-000579,0.00730219935560468
ACH-000580,-0.0642884579374022
ACH-000584,0.06729027451895958
ACH-000585,0.058365558210203686
ACH-000588,-0.022262291531004296
ACH-000589,-0.004896878585997661
ACH-000591,0.21516826485128887
ACH-000593,-0.04401836417018521
ACH-000600,0.08972880602746404
ACH-000601,-0.02160599465105004
ACH-000605,0.0853265914165921
ACH-000606,-0.10179449740109683
ACH-000608,0.007410457891604638
ACH-000614,-0.13663057892328248
ACH-000616,0.05505926835386397
ACH-000618,0.07684561705638875
