,SCP2 (6342)
ACH-000004,-0.03306131519039263
ACH-000005,0.30277249865550193
ACH-000007,0.11399618411124575
ACH-000009,-0.1184230044466392
ACH-000011,0.2399056422084893
ACH-000012,-0.1078491071771852
ACH-000013,0.015582431686745885
ACH-000014,-0.046884703478902535
ACH-000015,-0.01824640993656064
ACH-000017,0.08059294817832982
ACH-000018,-0.0032548785495440285
ACH-000019,0.08257968844296551
ACH-000021,-0.1114621813486609
ACH-000022,0.1158517553133125
ACH-000025,0.10720344750642996
ACH-000028,0.15703603823411327
ACH-000030,-0.07205309273033429
ACH-000035,-0.010279334305658815
ACH-000036,0.09002807382858033
ACH-000037,-0.04406223171697545
ACH-000039,0.12358927817562833
ACH-000040,0.0008183583710662519
ACH-000041,0.0696020392595122
ACH-000042,0.13228196341800336
ACH-000045,0.32109546639013764
ACH-000047,0.042709418254922735
ACH-000052,0.1899594001232956
ACH-000053,0.08178428947533496
ACH-000054,0.10950704007317573
ACH-000055,0.17926044980479022
ACH-000060,0.046429299240158886
ACH-000067,0.0755150736423926
ACH-000070,0.15519962591892192
ACH-000075,0.2960141047830941
ACH-000078,0.17185299161704612
ACH-000082,0.1004311549985208
ACH-000085,0.07180407980548464
ACH-000086,0.053145111841557305
ACH-000087,-0.04814551645792148
ACH-000092,-0.01380615890924408
ACH-000095,0.1643932963508167
ACH-000097,0.07800753687442889
ACH-000098,0.10400596590219564
ACH-000099,0.09306252177109517
ACH-000108,0.029562970878981236
ACH-000113,0.15005624490463945
ACH-000116,0.08639021699022527
ACH-000118,-0.10219889939732314
ACH-000120,0.1531148830735976
ACH-000123,0.16623228645857707
ACH-000127,-0.13034585965054568
ACH-000128,0.07498819876807579
ACH-000132,0.1176408701144536
ACH-000133,0.05941748316853185
ACH-000137,0.09882498488840996
ACH-000138,-0.04630265792281104
ACH-000142,0.10535444000162884
ACH-000143,-0.1592575188908772
ACH-000146,0.0886893817873206
ACH-000148,0.2159758919740408
ACH-000150,-0.012997836950737278
ACH-000152,0.07834403639316856
ACH-000153,0.07102113598951502
ACH-000159,-0.09884626884464204
ACH-000160,0.12856050384315654
ACH-000163,0.1630010227872611
ACH-000167,0.09760361426446887
ACH-000168,0.02958391686030864
ACH-000169,0.13520537050641152
ACH-000178,0.1309214883581975
