,SMARCA5 (8467)
ACH-000004,-0.3881391133427121
ACH-000005,-0.4461140299179746
ACH-000007,-0.5758291862717044
ACH-000009,-0.4218746999013439
ACH-000011,-0.2110117024668872
ACH-000012,-0.1070038742690201
ACH-000013,-0.04466942601451796
ACH-000014,-0.1472965940616306
ACH-000015,-0.38562304498435995
ACH-000017,-0.8449220766591078
ACH-000018,-0.3814300304505535
ACH-000019,-0.6388231658122498
ACH-000021,-0.21984140335119587
ACH-000022,-0.24310567470559105
ACH-000025,-0.2821064042906352
ACH-000028,-0.503609152421705
ACH-000030,-0.16753063731824136
ACH-000035,-0.5455633699648496
ACH-000036,-0.17447051709693318
ACH-000037,-0.3246268852968037
ACH-000039,-0.10264451416375923
ACH-000040,-0.5274721783714694
ACH-000041,-0.5893676642121205
ACH-000042,-0.42524553195911796
ACH-000045,-0.2903884262049505
ACH-000047,0.07445907280101731
ACH-000052,-0.2814651910737018
ACH-000053,-0.4433851669974037
ACH-000054,-0.16714529573373893
ACH-000055,-0.16043786931389653
ACH-000060,-0.7839326406632248
ACH-000067,-0.4323626824107653
ACH-000070,-0.3568326823932048
ACH-000075,-0.34376209972571065
ACH-000078,-0.20145155844546067
ACH-000082,-0.2623511782526917
ACH-000085,-0.00651521521281141
ACH-000086,-0.5032613760464629
ACH-000087,-0.5316883775276857
ACH-000092,-0.5001466434354243
ACH-000095,-0.4668228791122456
ACH-000097,-0.4840657852400616
ACH-000098,-0.7375988398133904
ACH-000099,-0.34296774609272296
ACH-000108,-0.4053976343037065
ACH-000113,-0.3600667233871859
ACH-000116,-0.3623084735271041
ACH-000118,-0.36897675410733743
ACH-000120,-0.4362304779216169
ACH-000123,-0.4797590694569898
ACH-000127,-0.20414930926111846
ACH-000128,-0.2468943495716772
ACH-000132,-0.40656068823703007
ACH-000133,-0.2602771519749881
ACH-000137,-0.03775239393565294
ACH-000138,-0.1130496618321493
ACH-000142,-0.3729115647130469
ACH-000143,-0.5170689488372912
ACH-000146,-0.4993507406828489
ACH-000148,-0.2693190557623436
ACH-000150,-0.7791149254607919
ACH-000152,-0.055145300991664536
ACH-000153,-0.033607430002553736
ACH-000159,-0.15638658020808274
ACH-000160,-0.0029959557790549896
ACH-000163,-0.6056618214331314
ACH-000167,0.16802053121862592
ACH-000168,-0.6115116614398993
ACH-000169,-0.3038749287685775
ACH-000178,-0.42790673170439897
ACH-000183,-0.5284938994562922
ACH-000188,-0.5607668038306125
ACH-000189,-0.23848579707497014
ACH-000190,0.08221389148784385
ACH-000198,-0.5989683676279168
ACH-000203,-0.6734127755650273
ACH-000204,-0.2703473719688917
ACH-000206,-0.42276389490595656
ACH-000207,-0.3346782335535949
ACH-000208,-0.35403311108566426
ACH-000210,-0.007941196418069655
ACH-000211,-0.26936154514892524
ACH-000215,-0.2812366790277535
ACH-000221,-0.3992270204597048
ACH-000222,-0.38099425589556
ACH-000223,-0.2766964655915729
ACH-000226,-0.20741703624187524
ACH-000227,-0.2100846528266758
ACH-000228,-0.5063608813879381
ACH-000231,-0.2674525965051903
ACH-000232,-0.40020911340453796
ACH-000233,-0.4054285927854728
ACH-000234,-0.4325378771433879
ACH-000235,-0.4817273378714001
ACH-000237,-0.7047621997513848
ACH-000238,-0.6590120965599747
ACH-000242,-0.4614318880961973
ACH-000243,-0.12316174247201594
ACH-000244,0.4330051251696595
ACH-000246,0.04710434855014618
ACH-000248,-0.4212354425222809
ACH-000250,-0.2984889126133837
ACH-000251,-0.4566041411126044
ACH-000252,-0.5007445948743032
ACH-000253,-0.28275632313457005
ACH-000255,-0.5120642809469462
ACH-000256,-0.4346916472963212
ACH-000257,-0.4637912275971936
ACH-000258,-0.2909999971517553
ACH-000259,-0.30240121950889665
ACH-000260,-0.13047505435879175
ACH-000261,-0.1542886469555842
ACH-000262,-0.5454148873097234
ACH-000263,-0.382206570436067
ACH-000264,-0.1773482513685705
ACH-000265,-0.43194725769656733
ACH-000266,-0.20286165290936514
ACH-000272,-0.3421545571407916
ACH-000274,-0.07088940670179672
ACH-000277,-0.2001753810591831
ACH-000278,-0.23966770333300624
ACH-000279,-0.2411643352436016
ACH-000280,-0.08021812607110085
ACH-000281,-0.5762279297075656
ACH-000288,0.042674013340305406
ACH-000291,-0.1754314987636471
ACH-000293,-0.3693476126678422
ACH-000294,-0.4304543172575772
ACH-000295,-0.6703852588750063
ACH-000296,-0.037367029331494266
ACH-000302,-0.4863116392356744
ACH-000304,-0.4536344323333477
ACH-000307,-0.35602209054115885
ACH-000308,-0.3711449048522529
ACH-000310,-0.20441017384409485
ACH-000311,-0.22137867609085807
ACH-000312,-0.1497111065601507
ACH-000315,-0.6083826528099245
ACH-000316,-0.5891662116964266
ACH-000317,-0.29461214984192896
ACH-000318,-0.3643843288567997
ACH-000319,-0.2289213608496748
ACH-000320,-0.525080331536747
ACH-000322,-0.4665952034795143
ACH-000323,-0.4512584432581136
ACH-000324,-0.4582245853941516
ACH-000329,-0.2261691057279413
ACH-000330,-0.3635620069494416
ACH-000331,-0.5793539581445728
ACH-000332,-0.3460619149220533
ACH-000334,-0.39378137411139263
ACH-000335,-0.2388269550559781
ACH-000336,-0.7242499741290396
ACH-000337,-0.4376736590887419
ACH-000338,0.06040003017580067
ACH-000339,-0.1893420388479548
ACH-000341,0.03524098122727984
ACH-000348,-0.2917085385508977
ACH-000350,-0.3162400180855736
ACH-000352,-0.35261451146847417
ACH-000356,-0.37393463091773216
ACH-000361,-0.18255029277864165
ACH-000362,-0.4715106482258372
ACH-000363,-0.4057634406736378
ACH-000364,-0.5894104272407287
ACH-000365,-0.4881920268034858
