,NBAS (51594)
ACH-000215,-0.6980885010734967
ACH-000221,-0.6857092814082509
ACH-000222,-0.3308378628296205
ACH-000223,-0.7129639128641101
ACH-000226,-0.35908310691259643
ACH-000227,-0.5997798040058918
ACH-000228,-0.3686164290229167
ACH-000231,-0.6610276021322525
ACH-000232,-0.6561671449399653
ACH-000233,-0.9667230457988188
ACH-000234,-0.3807537537356597
ACH-000235,-0.2911047510520453
ACH-000237,-0.4871272542198269
ACH-000238,-0.5365916773334541
ACH-000242,-0.3552564577729445
ACH-000243,-0.18984809373057784
ACH-000244,-0.4890804319131955
ACH-000246,-0.34324350921100705
ACH-000248,-0.6541319942741946
ACH-000250,-0.4622779811666206
ACH-000251,-0.6806476125443335
ACH-000252,-0.4994123507929783
ACH-000253,-0.4895003383952553
ACH-000255,-0.556672561171943
ACH-000256,-0.3339725937803782
ACH-000257,-0.1363935929745788
ACH-000258,-0.4258071492101518
ACH-000259,-0.4875035090477289
ACH-000260,-0.251600161766075
ACH-000261,-0.670651128882204
ACH-000262,-0.8797057309469213
ACH-000263,-0.33859901498712297
ACH-000264,-0.31862076169838444
ACH-000265,-0.2217615100126152
ACH-000266,-0.4702945978611941
ACH-000272,-0.6154721588215142
ACH-000274,-0.4955845492141648
ACH-000277,-0.10794995232165268
ACH-000278,-0.09977054883505254
ACH-000279,-0.3349108813386055
ACH-000280,-0.6436591217900138
ACH-000281,-0.7363111681853459
ACH-000288,-0.7462285264398896
ACH-000291,-0.27738818586122765
ACH-000293,-0.31119167602737074
ACH-000294,-0.5779190749673406
ACH-000295,-0.6143279855479918
ACH-000296,-0.7623695943189127
ACH-000302,-0.6858247598723434
ACH-000304,-0.4491723882043557
ACH-000307,-0.6143725939423714
ACH-000308,-0.6358243078219998
ACH-000310,-0.8206805211995468
ACH-000311,-0.4087672873720509
ACH-000312,-0.4486681028014489
ACH-000315,-0.6686418268442759
ACH-000316,-0.22782367281374
ACH-000317,-0.2380072490703921
ACH-000318,-0.3995882912758004
ACH-000319,-0.7840869527390274
ACH-000320,-0.6251687910215094
ACH-000322,-0.2984094681502664
ACH-000323,-0.4549568676860729
ACH-000324,-0.4456805327771203
ACH-000329,-0.30789474230392605
ACH-000330,-0.6959243898936694
ACH-000331,-0.6009267830407126
ACH-000332,-0.6555574692142483
ACH-000334,-0.2793815249209089
ACH-000335,-0.6098788945766094
ACH-000336,-0.5155325989152203
ACH-000337,-0.4271879440397176
ACH-000338,-0.6031077718364024
ACH-000339,-0.6417236406303242
ACH-000341,-0.5194400585921154
ACH-000348,-0.5335035940149662
ACH-000350,-0.13900349555735533
ACH-000352,-0.6297825253225977
ACH-000356,-0.8822071909949528
ACH-000361,-0.3648678049137625
ACH-000362,-0.2564424047647715
ACH-000363,-0.6958702794701285
ACH-000364,-0.9758884532926612
ACH-000365,-0.5853372350419139
ACH-000366,-0.5927138381446084
ACH-000368,-1.1299520638146765
ACH-000374,-0.5776903640789166
ACH-000375,-0.579987776719307
ACH-000376,-1.0255377814114859
ACH-000381,-0.4783436524308986
ACH-000383,-0.17088934471678235
ACH-000387,-0.4028273414959771
ACH-000389,-0.828425709570083
ACH-000390,-0.5151219521795228
ACH-000393,-0.42405359338524895
ACH-000395,-0.8424159113484604
ACH-000396,-0.5261814502054447
ACH-000397,-0.23033066694830945
ACH-000401,-0.7833691870737395
ACH-000402,-0.2265225693437037
ACH-000403,-0.4445680172955827
ACH-000404,-0.5599606294389438
ACH-000406,-0.2620444152616261
ACH-000407,-0.6205324049969231
ACH-000408,-0.8459155560106577
ACH-000410,-0.7162037193997961
ACH-000411,-0.5810521718473972
ACH-000414,-0.5585650667325356
ACH-000415,-0.5141965777551885
ACH-000416,-0.1873849247527649
ACH-000420,-0.7167523179010219
ACH-000421,-0.4279604803712312
ACH-000424,-0.2639042915704113
ACH-000425,-0.4864018267201329
ACH-000426,-0.5877699610583222
ACH-000427,-0.1559933629027169
ACH-000433,-0.2717302974389364
ACH-000435,-0.3438323829788293
ACH-000436,-0.4655631418589022
ACH-000444,-0.6523723758347203
ACH-000445,-0.8122083898485222
ACH-000448,-0.7361512415370146
ACH-000450,-0.45782309143496
ACH-000452,-0.5214621712838888
ACH-000454,-0.8648522153628838
ACH-000458,-0.4865381377800874
ACH-000459,-0.3632636449419658
ACH-000460,-0.3919206168097575
ACH-000461,-0.4542615952986618
ACH-000463,-0.19856494731893956
ACH-000464,-0.6487606970440515
ACH-000466,-0.6816188184955095
ACH-000467,-0.951594576507856
ACH-000468,-0.6068173563575509
ACH-000469,-0.2800584981665523
ACH-000470,-0.46954239056571
ACH-000471,-0.6416530145429038
ACH-000472,-0.7327323424060174
ACH-000473,-0.4705653773189062
ACH-000475,-0.7069135914836938
ACH-000476,-0.3217553245515177
ACH-000477,-0.2271302931922545
ACH-000479,-0.4877660050656629
ACH-000480,-0.7304632546259783
ACH-000481,-0.3739521983873728
ACH-000483,-0.4691527600774734
ACH-000484,-0.3041237257510437
ACH-000485,-0.2342744747479947
ACH-000486,-0.3009406118150305
ACH-000487,-0.4573096346306244
ACH-000488,-0.5199850296676476
ACH-000490,-0.556739626222448
ACH-000491,-0.3244944429516615
ACH-000495,-0.6164503198013191
ACH-000496,-0.16763872436265695
ACH-000499,-0.32942696673285776
ACH-000500,-0.39788116264762347
ACH-000502,-0.3227503637248089
ACH-000503,-0.5446968817251217
ACH-000505,-0.4595248480934673
ACH-000507,-0.30868988633925826
ACH-000510,-0.4090085693561473
ACH-000511,-0.4723401110711859
ACH-000512,-0.9318553487497422
ACH-000516,-0.6595869054391642
ACH-000517,-0.2729154591002928
ACH-000518,-0.5176768620307461
ACH-000520,-0.565251235382219
ACH-000521,-0.22412898357964145
ACH-000522,-0.6484426327031193
ACH-000524,-0.2976663077108073
ACH-000527,-0.8524800663504539
ACH-000528,-0.7568855881866294
ACH-000537,-0.23950915296473874
ACH-000541,-0.9395250531527308
ACH-000542,-0.6717068713619045
ACH-000544,-0.35674711657001473
ACH-000545,-0.6846460586409862
ACH-000547,-0.5331815438867898
ACH-000548,-1.0535137691473424
ACH-000549,-0.64528178359386
ACH-000550,-0.252818241933927
ACH-000552,-0.4428068080040995
ACH-000556,-0.28122161860366696
ACH-000557,-0.32639720274711204
ACH-000569,-0.5228543312606728
ACH-000570,-0.6971343711494326
ACH-000571,-0.7381500262600864
ACH-000573,-0.2926273509054874
ACH-000576,-0.5748705781685522
ACH-000579,-0.15589262629428974
ACH-000580,-0.44628598128353997
ACH-000584,-0.13413923973980135
ACH-000585,-0.5000522949725019
ACH-000588,-0.5801276024967045
ACH-000589,-0.5090374226826149
ACH-000591,-0.5875880952977732
ACH-000593,-0.6029362274701601
ACH-000600,-0.6052547054429808
ACH-000601,-0.22860194607675136
ACH-000605,-0.4483309930810671
ACH-000606,-0.5732567373578608
ACH-000608,-0.3511288180827745
ACH-000614,-0.4367023183635375
ACH-000616,-0.8073418086258523
ACH-000618,-0.43280352139392897
ACH-000619,-0.3559637706094421
ACH-000620,-0.7929315333074031
ACH-000621,-0.7007662031336321
ACH-000622,-0.4584873976608404
ACH-000623,-0.5568332476871604
ACH-000624,-0.8726252722453427
ACH-000627,-0.4698485605017207
ACH-000630,-0.8417452324432718
ACH-000631,-0.2679081875126808
ACH-000632,-0.2132213510088259
ACH-000633,-0.3536810639957605
ACH-000637,-0.6292282618856456
ACH-000638,-0.4696276291164873
ACH-000646,-0.45947370623364203
ACH-000647,-0.5806145685088989
ACH-000648,-0.4347482912570719
ACH-000649,-0.5426364639384526
ACH-000651,-0.230274935050972
ACH-000652,-0.7710034519542087
ACH-000653,-0.3739637499200804
ACH-000657,-0.5576571239893088
ACH-000658,-0.9576583773947844
ACH-000661,-0.1889787047024172
ACH-000662,-0.34237978186872164
ACH-000663,-0.70677073760078
ACH-000665,-0.5878667329304973
ACH-000671,-0.8871608308780854
ACH-000672,-0.9619572060173904
ACH-000673,-0.8418373865187796
ACH-000676,-0.5041516297955011
ACH-000677,-0.4807694613844778
ACH-000681,-0.297182891816602
ACH-000683,-0.5340477905504449
ACH-000684,-0.6569070400121476
ACH-000688,-0.5445307648859671
ACH-000693,-0.3064320439396666
ACH-000694,-0.5114768486566951
ACH-000695,-0.4782603486733052
ACH-000696,-0.7571509866607802
ACH-000697,-0.4436407755959785
ACH-000699,-0.7033008032675286
ACH-000701,-0.39428051299886224
ACH-000706,-0.5340280720513116
ACH-000711,-0.9157158300094014
ACH-000713,-0.234126815418602
ACH-000714,-0.03374663035338008
ACH-000718,-0.3119428696356563
ACH-000720,-0.6721548291258458
ACH-000721,-0.27989406420198576
ACH-000724,-0.5605310506996034
ACH-000725,-0.2840191487669428
ACH-000732,-0.6058362947227771
ACH-000734,-0.5717580800866827
ACH-000735,-0.6401787597140611
ACH-000736,-0.2002378091290054
ACH-000738,-0.17280966134120296
ACH-000746,-0.4396332429872854
ACH-000747,-0.3962370963855188
ACH-000748,-0.5796315082335368
ACH-000753,-0.933978217863202
ACH-000756,-0.6775759181195968
ACH-000757,-0.15177612351609338
ACH-000758,-0.2081044533370704
ACH-000760,-0.007502199557463348
ACH-000762,-0.67141013510353
ACH-000763,-0.7645321297223817
ACH-000764,-0.9027585680632904
ACH-000765,-0.5013705709264407
ACH-000766,-0.10657338257761144
ACH-000767,-0.05816316162585481
ACH-000768,-1.008423175985483
ACH-000769,-0.7791864211482236
ACH-000770,-0.6344503178454182
ACH-000771,-0.9907332728327992
ACH-000773,-0.8970021010858636
ACH-000776,-0.4264507683224109
ACH-000777,-0.7764633868169186
ACH-000778,-0.5064059464043987
ACH-000781,-0.16749723622483126
ACH-000782,-0.3263182887751748
ACH-000783,-0.16504070731845588
ACH-000784,-0.5381645348838883
ACH-000785,-0.3542434318658305
ACH-000787,-0.6662462428149141
ACH-000788,-0.31352652964221683
ACH-000791,-0.2902194884502584
ACH-000792,-1.0570293220448186
ACH-000794,-0.7759853905689431
ACH-000796,-0.5972125845605106
ACH-000798,-0.5690785652219408
ACH-000799,-0.30512405066591997
ACH-000800,-0.6026918745350507
ACH-000802,-0.5530175288637935
ACH-000804,-0.6480178721145926
ACH-000805,-0.473697791347957
ACH-000809,-0.4690451368673521
ACH-000810,-0.2612254299661782
ACH-000811,-0.3928655558632516
ACH-000817,-0.6851248693177894
ACH-000819,-1.02505198305689
ACH-000820,-0.5703199896668587
ACH-000821,-0.6373699733689472
ACH-000822,-0.4913469133637604
ACH-000823,-0.42601366178771255
ACH-000824,-0.5899765708300739
ACH-000827,-0.7562791166068166
ACH-000829,-0.6429048928361754
ACH-000831,-0.7195758058411902
ACH-000832,-0.5517033659107823
ACH-000833,-0.5852092014997616
ACH-000834,-0.5966561218083881
ACH-000835,-0.4145339575331621
ACH-000836,-0.7791537079557628
ACH-000837,-0.5217450921989248
ACH-000838,-0.3276794033883764
ACH-000839,-0.7868840609628798
ACH-000840,-0.9217542971475968
ACH-000841,-0.6139624115769673
ACH-000843,-0.6419333436340853
ACH-000846,-0.6780920058017865
ACH-000847,-0.7713018990731315
ACH-000848,-0.6968520635593002
ACH-000849,-0.7153807515970999
ACH-000851,-0.8939101505136746
ACH-000855,-0.5822447451841828
ACH-000856,-0.17708903364508866
ACH-000858,-0.5756647793943892
ACH-000859,-0.6205357262655306
ACH-000861,-0.7294993841771908
ACH-000862,-0.4813861238143649
ACH-000865,-0.2822036218422223
ACH-000866,-0.7102768064709276
ACH-000867,-0.3638340620400865
ACH-000869,-0.400498422350166
ACH-000872,-0.3575237928950408
ACH-000873,-0.8224934123930142
ACH-000876,-0.4009473582961282
ACH-000878,-0.9120405521559576
ACH-000880,-0.2650412304288252
ACH-000881,-0.6433595063510763
ACH-000882,-0.8298294659582477
ACH-000884,-0.14824431599308274
ACH-000885,-0.5883547514054085
ACH-000887,-0.7014740585590626
ACH-000889,-0.8302393620056366
ACH-000896,-1.0658594493858005
ACH-000898,-0.6601739252370094
ACH-000900,-0.20760787715221346
ACH-000901,-0.6952066668202027
ACH-000905,-0.5741227648254791
ACH-000906,-0.4032943882419788
ACH-000907,-0.3341500096410871
ACH-000910,-0.4131462815264626
ACH-000911,-0.1911421516334404
ACH-000912,-0.3702390064177867
ACH-000913,-0.5123595539621508
ACH-000915,-0.1439665401822766
ACH-000916,-0.4654615144217782
ACH-000917,-0.6780994510621529
ACH-000920,-0.3343957381583285
ACH-000921,-0.5253468756427072
ACH-000924,0.007408289096322899
ACH-000926,-0.43326810301697216
ACH-000928,-0.6571002705203643
ACH-000929,-0.37010021302773455
ACH-000932,-0.3652294381370771
ACH-000935,-0.8729942058204314
ACH-000936,-0.4142246317411069
ACH-000937,-0.414464716696425
ACH-000938,-0.3682559438476564
ACH-000939,-0.4768803078662582
ACH-000941,-0.733247745816414
ACH-000943,-0.7067245088334899
ACH-000946,-0.2468921876121758
ACH-000947,-0.539448192782878
ACH-000948,-0.6015629336032746
ACH-000950,-0.6725512243101665
ACH-000953,-0.02149832745497804
ACH-000954,-1.1185095317520477
ACH-000957,-0.2474650728522517
ACH-000958,-0.21644970615884787
ACH-000960,-0.4163346714194919
ACH-000963,-0.3469460885231928
ACH-000968,-0.7718838214512382
ACH-000969,-0.6211353138768125
ACH-000972,-0.5726249382583186
ACH-000973,-0.18806281159439345
ACH-000974,-0.27784417056518185
ACH-000978,-0.4101300977715525
ACH-000984,-0.2997331412525912
ACH-000986,-0.28649079515518205
ACH-000988,-0.9799643822094078
ACH-000993,-0.5369140125697333
ACH-000994,-0.7355397532338969
ACH-000996,-0.17985894604387292
ACH-001001,-0.3618585275807016
ACH-001020,-0.5310085719387586
ACH-001028,-0.3158975871887388
ACH-001031,-0.886712985566599
ACH-001038,-0.5088532952891113
ACH-001048,-0.4958680778240121
ACH-001050,-0.9421447963856664
ACH-001053,-0.7279665547456773
ACH-001054,-0.7431534326657212
ACH-001061,-0.7993603572156829
ACH-001067,-0.4463662458992577
ACH-001075,-0.5435572545675248
ACH-001096,-1.1810550408125968
ACH-001111,-0.7352135545260884
ACH-001119,-0.3549910513181221
ACH-001128,-0.5139994823435218
ACH-001134,-0.6153812162278942
ACH-001151,-0.7845945657990175
ACH-001163,-0.3395778247478491
ACH-001164,-0.42930710672798056
ACH-001183,-0.6888013566516568
ACH-001192,-0.4740016327917329
ACH-001193,-0.5911294530054432
ACH-001196,0.2544066630458285
ACH-001197,-0.6337109952773298
ACH-001205,-0.4886128720706912
ACH-001211,-0.523701117539234
ACH-001212,-0.6052475608389747
ACH-001228,-0.28547085236410474
ACH-001232,-0.7371043950422351
ACH-001239,-0.2118043275795224
ACH-001270,-0.7106803299416566
ACH-001274,-0.4923017103114095
ACH-001275,-0.12803536972398874
ACH-001277,-0.4426386133233871
ACH-001278,-0.4254328166936625
ACH-001280,-0.15805696717830736
ACH-001283,-0.4529601875329228
ACH-001289,-0.5134950715951421
ACH-001300,-0.3207207898301783
ACH-001301,-0.7023970574337176
ACH-001302,-0.277377778608257
ACH-001306,-0.4101883705264648
ACH-001318,-0.4365156992850235
ACH-001322,-0.5507440850159392
ACH-001328,-0.698394481824579
ACH-001332,-0.17640451519720918
ACH-001336,-0.6125535982178039
ACH-001346,-0.584071678071891
ACH-001353,-0.5620105479203882
ACH-001354,-0.08561620291499784
ACH-001367,-0.7418988382602129
ACH-001368,-0.3805290299746913
ACH-001374,-0.41352697392222537
ACH-001377,-0.6374068039154411
ACH-001380,-0.6348662025223066
ACH-001391,-0.24650272267752815
ACH-001408,-0.6885903315646515
ACH-001430,-0.2289911196221208
ACH-001431,-0.33475492224232656
ACH-001450,-0.8726291279170169
ACH-001496,-0.6463695596677852
ACH-001500,-0.4867760724174307
ACH-001523,-0.9497508584048014
ACH-001532,-0.6654063558765891
ACH-001550,-0.559473954884042
ACH-001552,-0.5584479575777859
ACH-001554,-0.5019902902659108
ACH-001654,-0.2946793229931794
ACH-001735,-0.4866979942618274
ACH-001736,-0.4382259573216401
ACH-001737,-0.25847807980639903
ACH-001740,-0.5107717347382549
ACH-001745,-0.4368069118054168
ACH-001765,-0.3891859334049279
