,LRIG3 (121227)
ACH-000004,0.0007509691902748112
ACH-000005,-0.1456061265207525
ACH-000007,0.1639470590595595
ACH-000009,0.03266395882976643
ACH-000011,0.14044359438378662
ACH-000012,0.13362464984164374
ACH-000013,0.142096654732703
ACH-000014,-0.013577729572861809
ACH-000015,-0.022212491840230164
ACH-000017,0.06983773238357567
ACH-000018,0.04232323738037799
ACH-000019,0.05998461825927338
ACH-000021,0.0031306879723244103
ACH-000022,-0.010248623294013869
ACH-000025,0.09285646648877102
ACH-000028,0.10497495674425088
ACH-000030,0.05538519170680317
ACH-000035,-0.005905017910457095
ACH-000036,-0.0390910726414317
ACH-000037,0.16614035172770655
ACH-000039,0.14558439007486726
ACH-000040,0.05355657058788959
ACH-000041,-0.037318031700561034
ACH-000042,0.001045075320170809
ACH-000045,0.14924478132480598
ACH-000047,0.13658816462261736
ACH-000052,0.003143325823173374
ACH-000053,0.03151061612913414
ACH-000054,0.14625541751344354
ACH-000055,0.03524994310504617
ACH-000060,0.19006918020861754
ACH-000067,0.12959998634724867
ACH-000070,0.019106943477807302
ACH-000075,0.10571781984634808
ACH-000078,0.1754741642846035
ACH-000082,-0.02440001748922802
ACH-000085,0.193334707714036
ACH-000086,-0.17721322710203352
ACH-000087,0.018306011519862667
ACH-000092,0.011499286602107169
ACH-000095,0.1295116588147199
ACH-000097,0.04627824250611539
ACH-000098,0.13800460628721595
ACH-000099,0.11112938795153704
ACH-000108,0.09440960453140768
ACH-000113,0.03694784878217887
ACH-000116,0.09711673452242486
ACH-000118,-0.17589359671296834
ACH-000120,0.08790908719664617
ACH-000123,0.15928171694389906
ACH-000127,0.06969569571138949
ACH-000128,0.11211044705356316
ACH-000132,0.25392432686859995
ACH-000133,0.07363264937349735
ACH-000137,-0.05477056713179261
ACH-000138,-0.03150114637907889
ACH-000142,0.40780783646974
ACH-000143,0.07600954943065566
ACH-000146,0.06669378507747625
ACH-000148,0.0675800317020426
ACH-000150,0.11651825682132814
ACH-000152,0.008110134025164173
ACH-000153,0.034221353798875184
ACH-000159,0.11264729921933615
ACH-000160,-0.031582505907472594
ACH-000163,-0.016304217328157032
ACH-000167,-0.18942005215182006
ACH-000168,0.20107784307226065
ACH-000169,0.01681397238073864
ACH-000178,0.11531443327793063
ACH-000183,0.2598703735239666
ACH-000188,0.19712177448783708
ACH-000189,0.04577778659651157
ACH-000190,-0.0026343871779578114
ACH-000198,0.08339026993571326
ACH-000203,0.05831704128613757
ACH-000204,-0.007650176734944439
