,DNER (92737)
ACH-000004,-0.0453831901107447
ACH-000005,0.5173786922154787
ACH-000007,0.04945305882208123
ACH-000009,0.12003546584254984
ACH-000011,-0.0067509135668681435
ACH-000012,-0.059392023595563025
ACH-000013,0.16734281392223166
ACH-000014,0.08680097328382567
ACH-000015,0.109599006724486
ACH-000017,-0.02415084050813036
ACH-000018,-0.033046608314563235
ACH-000019,0.06171480976129015
ACH-000021,0.08354562096379015
ACH-000022,0.04801427838416116
ACH-000025,0.04560216958126512
ACH-000028,0.17932156141411268
ACH-000030,0.03095262777555389
ACH-000035,0.14133390054957976
ACH-000036,-0.053051557130221215
ACH-000037,0.10125461530572298
ACH-000039,0.015969597002877353
ACH-000040,0.04383854345656475
ACH-000041,-0.012398007391532068
ACH-000042,0.01872509063355507
ACH-000045,0.1153101976056397
ACH-000047,-0.03803476848512967
ACH-000052,0.1293635986000485
ACH-000053,0.0299177825868994
ACH-000054,0.08028526219676055
ACH-000055,0.0873686660843706
ACH-000060,0.03058633677877275
ACH-000067,0.003146566215531024
ACH-000070,-0.08792123533140146
ACH-000075,-0.05273751980782338
ACH-000078,0.19324246039117546
ACH-000082,-0.031066176652298338
ACH-000085,0.07273191442141838
ACH-000086,0.021560011870042674
ACH-000087,0.16910335771447782
ACH-000092,-0.04730341181189336
ACH-000095,0.04165582385816053
ACH-000097,0.06899401465711467
ACH-000098,-0.02668809383895556
ACH-000099,0.046806879892439236
ACH-000108,-0.05168176344542893
ACH-000113,0.0738957960144469
ACH-000116,0.03687112054893312
ACH-000118,0.10469895064439788
ACH-000120,0.14987307009656034
ACH-000123,0.04789973142031849
ACH-000127,0.1795843636508745
ACH-000128,-0.02506230117748681
ACH-000132,0.1435971032531896
ACH-000133,-0.03241048123185865
ACH-000137,0.0011890942764963633
ACH-000138,0.06790434130501069
ACH-000142,0.1529135793886987
ACH-000143,-0.1471700606971286
ACH-000146,0.032621834008784115
ACH-000148,0.08399328100230162
ACH-000150,-0.054633473851845984
ACH-000152,0.030502543271450605
ACH-000153,0.17465029856025002
ACH-000159,0.057398783657307426
ACH-000160,0.0831749386114384
ACH-000163,0.1913206014042206
ACH-000167,0.1631654171797721
ACH-000168,0.21134627054101965
ACH-000169,0.18162856978316785
ACH-000178,-0.01286155167477045
ACH-000183,0.25249294285546964
ACH-000188,0.04371328261142962
ACH-000189,0.3225637009550967
ACH-000190,-0.02483559604478651
ACH-000198,0.02877371221489633
ACH-000203,-0.17677930060173966
ACH-000204,0.0319694028754378
ACH-000206,0.08000567266836918
ACH-000207,0.014131447079592862
ACH-000208,-0.14935461120818644
ACH-000210,-0.09658043744487896
ACH-000211,0.03641468187840164
ACH-000215,0.0808214460193916
ACH-000221,0.2665523121187921
ACH-000222,-0.033062700674241816
ACH-000223,0.0710256338552024
ACH-000226,0.09616383818628876
ACH-000227,0.1636240865947045
ACH-000228,0.019903805790594142
ACH-000231,0.06519135746278079
ACH-000232,0.07045196677486817
ACH-000233,0.07221096894010873
ACH-000234,-0.1674295027593473
ACH-000235,-0.008701910472951577
ACH-000237,-0.07222398557350962
ACH-000238,0.1885751666972241
ACH-000242,0.09685071807991637
ACH-000243,0.004361217294199014
ACH-000244,-0.19367127213612453
ACH-000246,0.12600987761715488
ACH-000248,-0.06695147627381966
ACH-000250,0.014920964075008463
ACH-000251,-0.2030863564601336
ACH-000252,-0.006689396350176047
ACH-000253,0.1301124898110569
ACH-000255,-0.03482260228639158
ACH-000256,-0.13332450267298593
ACH-000257,0.04384841981793335
ACH-000258,0.07026190830967599
ACH-000259,-0.014779444382919256
ACH-000260,0.056560884361920666
ACH-000261,0.035480239696987645
ACH-000262,-0.06244396714537578
ACH-000263,0.1671182000711679
ACH-000264,0.062274100574578974
ACH-000265,0.09574477928566336
ACH-000266,-0.008893506348305937
ACH-000272,0.16167162273031005
ACH-000274,0.014429207324686624
ACH-000277,0.04635467316084916
ACH-000278,-0.012055923738842449
ACH-000279,0.03032381318779426
ACH-000280,0.12415389300003425
ACH-000281,0.1161744531934174
ACH-000288,0.05477374403987763
ACH-000291,0.1507399919201986
ACH-000293,0.09936156833030263
ACH-000294,0.11424052239707495
ACH-000295,0.20811064756520334
ACH-000296,0.1424315323649504
ACH-000302,0.011830973809828777
ACH-000304,0.32065191438368146
ACH-000307,0.09119582680683866
ACH-000308,0.05571874101533774
ACH-000310,0.10942767262646788
ACH-000311,-0.08605988071572986
ACH-000312,0.034268140528767414
ACH-000315,0.033344033048432115
ACH-000316,0.006993152797735392
ACH-000317,0.08560889461856112
ACH-000318,0.04618098016999719
ACH-000319,-0.024988797106920063
ACH-000320,0.0034799898827911377
ACH-000322,-0.04432123170739385
ACH-000323,0.04236450287908456
ACH-000324,0.02669305080422099
ACH-000329,-0.024303189989359937
ACH-000330,0.04238011648858709
ACH-000331,-0.08533766853685608
ACH-000332,0.008026608888978597
ACH-000334,0.22371094697853852
ACH-000335,0.016935294183492492
ACH-000336,0.29139583929242324
ACH-000337,0.009068159042006502
ACH-000338,0.019012571048888063
ACH-000339,-0.02255156598939249
ACH-000341,0.1138347704408689
ACH-000348,0.024116958926523758
ACH-000350,0.092627880051981
ACH-000352,0.11291412098464047
ACH-000356,0.12104202797346607
ACH-000361,-0.028159317852905395
ACH-000362,0.15873295862409234
ACH-000363,0.005587266684045284
ACH-000364,-0.00044898841433203097
ACH-000365,0.03863882815518034
ACH-000366,0.1674288941310651
ACH-000368,0.020056137719258925
ACH-000374,0.13630676751429255
ACH-000375,0.13644302128026253
ACH-000376,-0.02901436223820672
ACH-000381,0.10335339936194003
ACH-000383,0.03803369378322292
ACH-000387,0.07475658236715144
ACH-000389,0.06487646712436773
ACH-000390,0.05653787977347585
ACH-000393,-0.09336466197342164
ACH-000395,0.09548529272845853
ACH-000396,0.14547001951012212
ACH-000397,0.01534094785705401
ACH-000401,-0.11293636022948655
ACH-000402,-0.03820989889375143
ACH-000403,-0.07454485069407378
ACH-000404,-0.14409614798616613
ACH-000406,0.06764310850708882
ACH-000407,0.044943789507512634
ACH-000408,0.20321226738435705
ACH-000410,-0.10574014017475727
ACH-000411,-0.009451782508752482
ACH-000414,-0.13981492223976025
ACH-000415,0.012103715872128962
ACH-000416,0.025215083846711773
ACH-000420,-0.021006120410957462
ACH-000421,0.08313455971737242
ACH-000424,0.0629731023627581
ACH-000425,0.040626673849903545
ACH-000426,0.3041943574984943
ACH-000427,0.17583052488163511
ACH-000433,0.12476619945192373
ACH-000435,0.060559016684398476
ACH-000436,0.08942415670332972
ACH-000444,-0.10513898949199868
ACH-000445,-0.1555456801923344
ACH-000448,0.09253090952525064
