,MAD2L1 (4085)
ACH-000004,-0.33461912707648755
ACH-000005,-0.2990899732746035
ACH-000007,-0.4524077982649162
ACH-000009,-0.5516229403626277
ACH-000011,-0.42982323401514577
ACH-000012,-0.5314657714375549
ACH-000013,-0.6389753885021088
ACH-000014,-0.6593359418349041
ACH-000015,-0.41290452518204457
ACH-000017,-0.635393668803401
ACH-000018,-0.7895209514321853
ACH-000019,-0.6719242346119303
ACH-000021,-0.8230764055055889
ACH-000022,-0.7979054157639274
ACH-000025,-0.5273995800044087
ACH-000028,-0.4915796099822717
ACH-000030,-0.7339696385523973
ACH-000035,-0.5010438992148123
ACH-000036,-0.8958826583401017
ACH-000037,-0.43344368202376815
ACH-000039,-0.5246533472350595
ACH-000040,-0.7922639882873136
ACH-000041,-0.6849473316828929
ACH-000042,-0.5959309553827935
ACH-000045,-0.6032341183258467
ACH-000047,-0.4747939323438332
ACH-000052,-0.5863891594695205
ACH-000053,-0.7593568336885653
ACH-000054,-0.7324783542339998
ACH-000055,-0.4869621659614516
ACH-000060,-0.5952114684742047
ACH-000067,-0.6688201958924634
ACH-000070,-0.6561947563666916
ACH-000075,-0.8775358512564436
ACH-000078,-0.8824980767642742
ACH-000082,-0.5085107032982651
ACH-000085,-0.5046094607544882
ACH-000086,-0.9014675153834448
ACH-000087,-0.4368685894800403
ACH-000092,-0.7816361511596728
ACH-000095,-0.8606826063705008
ACH-000097,-0.4385287776964821
ACH-000098,-0.6629018460293065
ACH-000099,-0.6754842424378432
ACH-000108,-0.6087947370844761
ACH-000113,-0.4375311809276475
ACH-000116,-0.7617820045001253
ACH-000118,-0.597177444606521
ACH-000120,-0.6462769523624844
ACH-000123,-0.4333909108884598
ACH-000127,-0.6975524050014975
ACH-000128,-0.9259248742046016
ACH-000132,-0.921753501634665
ACH-000133,-0.5056255469915784
ACH-000137,-0.6501615092696013
ACH-000138,-0.6031631247969814
ACH-000142,-0.6003343490533938
ACH-000143,-0.7123125586923276
ACH-000146,-0.5264175103322517
ACH-000148,-0.5691885707560578
ACH-000150,-0.7175375719011745
ACH-000152,-0.7205881510651717
ACH-000153,-0.5740543702085833
ACH-000159,-0.5726142564712569
ACH-000160,-0.4886406982268037
ACH-000163,-0.7396549593977008
ACH-000167,-0.8645443767667024
ACH-000168,-0.4674184770540054
ACH-000169,-0.6621887638748225
ACH-000178,-0.6006355506981924
ACH-000183,-0.5682483436319662
ACH-000188,-0.6023868577412425
ACH-000189,-0.797743792467326
ACH-000190,-0.7654515410096561
ACH-000198,-0.4984304585587898
ACH-000203,-0.4514860946898047
ACH-000204,-0.6705632488556624
ACH-000206,-0.5760326473796448
ACH-000207,-1.0184639520988512
ACH-000208,-0.4988064647870111
ACH-000210,-0.7799419517757396
ACH-000211,-0.7151214068771509
ACH-000215,-0.5962432186540316
ACH-000221,-0.597250835086558
ACH-000222,-0.6754909862141397
ACH-000223,-0.6731006734374969
ACH-000226,-0.6808529998909383
ACH-000227,-0.8128152187110166
ACH-000228,-0.3395282965676065
ACH-000231,-0.9105337061355444
ACH-000232,-0.8597701906008847
ACH-000233,-0.8155906298997407
ACH-000234,-0.567280341827041
ACH-000235,-0.5730586516056473
ACH-000237,-0.5659646787443698
ACH-000238,-0.4051515510081853
ACH-000242,-0.7695351469711071
ACH-000243,-0.7570116867736438
ACH-000244,-0.7209956122035719
ACH-000246,-0.5344974303359389
ACH-000248,-0.7185873990062579
ACH-000250,-0.6979267248434681
ACH-000251,-0.8561970611852706
ACH-000252,-1.0000995170447236
ACH-000253,-0.6414398738587936
ACH-000255,-0.6171341291218562
ACH-000256,-0.7252641889839855
ACH-000257,-0.7400017077591349
ACH-000258,-0.6772506307821733
ACH-000259,-0.6522740735892004
ACH-000260,-0.6592039082459541
ACH-000261,-0.6759214403105903
ACH-000262,-0.670737303621849
ACH-000263,-0.6898427236020175
ACH-000264,-0.7734901420522046
ACH-000265,-0.5812659401014182
ACH-000266,-0.8208498321748262
ACH-000272,-0.7291719499619235
ACH-000274,-0.7077837479664889
ACH-000277,-0.5761354157933555
ACH-000278,-0.7125560516606133
ACH-000279,-0.8244664189919165
ACH-000280,-0.5212021297781948
ACH-000281,-0.8292140361726711
ACH-000288,-0.6452452576286845
ACH-000291,-0.6844806360323303
ACH-000293,-0.7133145945548998
ACH-000294,-0.27328290617015777
ACH-000295,-0.6689017766374938
ACH-000296,-0.5740645709652881
ACH-000302,-0.6865765143510374
ACH-000304,-0.6964582110631327
ACH-000307,-0.6722418846867507
ACH-000308,-0.6704373106236184
ACH-000310,-0.9293796030807508
ACH-000311,-0.6430901369281982
ACH-000312,-0.8132202793121432
ACH-000315,-0.4282089781203604
ACH-000316,-0.41002540439623736
ACH-000317,-0.8988646239897259
ACH-000318,-0.5182596331832126
ACH-000319,-0.7617411016152958
ACH-000320,-0.7665966481106199
ACH-000322,-0.6573870299466033
ACH-000323,-0.5697222211450065
ACH-000324,-0.8261369132950278
ACH-000329,-0.5834477692871635
ACH-000330,-0.5578325713256282
ACH-000331,-0.5377735530336326
ACH-000332,-0.7153882069263597
ACH-000334,-0.2544858548455821
ACH-000335,-0.776318917401279
ACH-000336,-0.4048714801725015
ACH-000337,-0.8606192012747276
ACH-000338,-0.8809849846456753
ACH-000339,-0.7351809891985135
