,PLA2G12A (81579)
ACH-000004,-0.2980983544604359
ACH-000005,0.017715973715227082
ACH-000007,0.12716619997974762
ACH-000009,-0.1879049535350277
ACH-000011,-0.2625288592987194
ACH-000012,-0.18387209473535585
ACH-000013,-0.1910787168107798
ACH-000014,-0.3145551046277565
ACH-000015,-0.1522047092826498
ACH-000017,-0.16192387474420122
ACH-000018,0.19096016763486087
ACH-000019,-0.03774863857457235
ACH-000021,-0.18169640833088765
ACH-000022,-0.0328279677981043
ACH-000025,-0.1903627093864205
ACH-000028,-0.0849178578905394
ACH-000030,-0.10355907758632274
ACH-000035,-0.14830942702102085
ACH-000036,-0.12546437334557553
ACH-000037,-0.07061627674519022
ACH-000039,-0.17939778375177068
ACH-000040,-0.27037079300774064
ACH-000041,-0.29676300304812603
ACH-000042,-0.06855321087976951
ACH-000045,-0.28647801374273424
ACH-000047,0.022424683803429317
ACH-000052,-0.25156762317072656
ACH-000053,-0.09151071815940237
ACH-000054,-0.12050517843215615
ACH-000055,-0.03276797589868833
ACH-000060,-0.49807460376849194
ACH-000067,-0.16386258426164993
ACH-000070,-0.007067986616948479
ACH-000075,-0.11124557411769788
ACH-000078,-0.428721208132156
ACH-000082,-0.2012314426688806
ACH-000085,-0.06980353789631027
ACH-000086,-0.14728703021175285
ACH-000087,-0.25360647327440783
ACH-000092,-0.34414923542304265
ACH-000095,-0.26830722823800035
ACH-000097,-0.1121005058884401
ACH-000098,-0.2381468483566181
ACH-000099,-0.29622150941798164
ACH-000108,-0.08822594188946183
ACH-000113,-0.13192387551091664
ACH-000116,-0.21389861368932486
ACH-000118,-0.009823648214718195
ACH-000120,-0.056892910234188875
ACH-000123,-0.2278660701577403
ACH-000127,-0.19236328984184034
ACH-000128,-0.2014335618247852
ACH-000132,-0.33615148096697783
ACH-000133,-0.05421798462942158
ACH-000137,-0.29428089960957915
ACH-000138,-0.045665477877185084
ACH-000142,-0.07488584870455509
ACH-000143,-0.26746786495705205
ACH-000146,-0.09492253435706267
ACH-000148,-0.2037753553860389
ACH-000150,-0.3178320479843805
ACH-000152,-0.15496241685499992
ACH-000153,-0.1973288283726684
ACH-000159,-0.20513173742839547
ACH-000160,-0.16563991466465006
ACH-000163,0.09769311353734447
ACH-000167,-0.25469728820148146
ACH-000168,-0.1944539719471745
ACH-000169,-0.2145154105610508
ACH-000178,-0.14625654090920684
ACH-000183,-0.12417582091047408
ACH-000188,-0.07354718214992738
ACH-000189,-0.4546049994996968
ACH-000190,-0.14824252136476368
ACH-000198,-0.1930113594320309
ACH-000203,-0.21172191575798546
ACH-000204,-0.08746994449593226
ACH-000206,0.15021814104639072
ACH-000207,-0.17468685985124902
ACH-000208,-0.3058165504061115
ACH-000210,-0.3153360877406978
ACH-000211,-0.1452750836477325
ACH-000215,-0.2067614887822482
ACH-000221,-0.0476993894502344
ACH-000222,0.14788649121627462
ACH-000223,-0.2630589220115357
ACH-000226,-0.10107303249676876
ACH-000227,-0.24297751108621934
ACH-000228,-0.09985051493492053
ACH-000231,-0.16485401209683664
ACH-000232,-0.18325068025788968
ACH-000233,-0.02445024552515162
ACH-000234,-0.2010279767687255
ACH-000235,-0.16916340319612105
ACH-000237,-0.1644311598979026
ACH-000238,-0.16129519915922433
ACH-000242,-0.09062312726319184
ACH-000243,-0.1072446959784748
ACH-000244,-0.0300536639500451
ACH-000246,-0.1976383481194192
ACH-000248,0.07455157766574902
ACH-000250,-0.13970213266417536
ACH-000251,-0.26746131600756423
ACH-000252,0.08839165371132589
ACH-000253,-0.17509059180241396
ACH-000255,-0.20502198825842946
ACH-000256,-0.22282017772712706
ACH-000257,-0.2431593078634637
ACH-000258,-0.10266782667092017
ACH-000259,-0.01768411427855102
ACH-000260,-0.24692379506325945
ACH-000261,-0.11514474283320003
ACH-000262,-0.24316378509504225
ACH-000263,-0.06832803397781025
ACH-000264,-0.2681520262543439
ACH-000265,-0.1344520277604468
ACH-000266,-0.13390870933271562
ACH-000272,-0.22278811595380504
ACH-000274,-0.034116207909308555
ACH-000277,-0.1436900901351706
ACH-000278,-0.0896560816074951
ACH-000279,-0.2584097968826594
ACH-000280,-0.08327036364639433
ACH-000281,-0.05654574868202384
ACH-000288,-0.2071376393237276
ACH-000291,-0.17504958253311403
ACH-000293,-0.1881113770520707
ACH-000294,-0.013159973555689077
ACH-000295,-0.2730720765727431
ACH-000296,-0.32228195956406674
ACH-000302,-0.24247762288330976
ACH-000304,0.002842877645201117
ACH-000307,-0.15971172935061353
ACH-000308,-0.1908273960824308
ACH-000310,-0.480067084058183
ACH-000311,-0.017908858295635998
ACH-000312,-0.15405998705932905
ACH-000315,-0.19033620116204875
ACH-000316,-0.09474790177675163
ACH-000317,0.0776314081578402
ACH-000318,-0.1222280878688684
ACH-000319,-0.2228578051324021
ACH-000320,-0.11475401618162866
ACH-000322,-0.10790404399332004
ACH-000323,-0.1286943848601335
ACH-000324,-0.15536210811431994
ACH-000329,-0.111738961581347
ACH-000330,0.07816247398031433
ACH-000331,0.05588335048755382
ACH-000332,-0.12270229369085472
ACH-000334,-0.1345696366408434
ACH-000335,0.013780889968719416
ACH-000336,-0.16237745265221915
ACH-000337,0.10495512291713772
ACH-000338,0.20448700493724095
ACH-000339,-0.15903207676603331
ACH-000341,-0.2946426434801431
ACH-000348,-0.20237818237887775
ACH-000350,-0.13837046024712976
ACH-000352,-0.2494731249529197
ACH-000356,-0.1643474777573083
ACH-000361,-0.039577861687226185
ACH-000362,-0.17757931211166775
ACH-000363,-0.012984499973907384
ACH-000364,0.1571761834850026
ACH-000365,-0.0664829869880195
ACH-000366,-0.2121724348485536
ACH-000368,-0.31457019098361544
ACH-000374,-0.24628761174965086
ACH-000375,-0.3167499555378142
ACH-000376,-0.02694025985842959
ACH-000381,-0.07981087054207657
ACH-000383,-0.2298686790970285
ACH-000387,-0.3846887766828105
ACH-000389,-0.13858795089679254
ACH-000390,-0.1613202654890917
ACH-000393,-0.280044243985388
