,AVP (551)
ACH-000004,-0.20055114203250501
ACH-000005,-0.1921446887421776
ACH-000007,0.006702381176792641
ACH-000009,0.07751324919243903
ACH-000011,-0.1957896458872352
ACH-000012,-0.006162662964403906
ACH-000013,-0.07399089744509922
ACH-000014,0.1349491666731248
ACH-000015,-0.030121010028678775
ACH-000017,-0.03593805956055058
ACH-000018,-0.21385043772840007
ACH-000019,0.06519052050967694
ACH-000021,0.05024587169063991
ACH-000022,-0.08207881997494985
ACH-000025,0.006741357510818234
ACH-000028,-0.00567076978621749
ACH-000030,-0.08168823524107319
ACH-000035,-0.03870502900995383
ACH-000036,0.02181428539269929
ACH-000037,0.05143828597076293
ACH-000039,-0.007853963773255177
ACH-000040,-0.09667881403197376
ACH-000041,-0.01850786711825884
ACH-000042,-0.26571866220525736
ACH-000045,-0.13268169233170055
ACH-000047,-0.11395912977251878
ACH-000052,0.011499334172648774
ACH-000053,-0.18221931388977455
ACH-000054,0.06585851923436367
ACH-000055,-0.10070701866881884
ACH-000060,-0.07982391353509545
ACH-000067,-0.08406074607595937
ACH-000070,-0.021627036448244274
ACH-000075,0.208889274420456
ACH-000078,-0.0609295524394732
ACH-000082,0.09433196335480158
ACH-000085,-0.06536004390740696
ACH-000086,-0.0380554330685242
ACH-000087,-0.08827095042067674
ACH-000092,-0.04650903261159912
ACH-000095,-0.03155682366734697
ACH-000097,-0.09976587042666306
ACH-000098,-0.128046994458602
ACH-000099,-0.07731573626796334
ACH-000108,-0.10278434473923448
ACH-000113,-0.10959325266354804
ACH-000116,0.03658993999405895
ACH-000118,-0.1420952879191388
ACH-000120,-0.13297752732638451
ACH-000123,-0.1334925151715186
ACH-000127,-0.08011715714328108
ACH-000128,-0.0688287269953322
ACH-000132,0.14505221480987412
ACH-000133,-0.08199243177352619
ACH-000137,0.066179288056155
ACH-000138,-0.050276832474592685
ACH-000142,-0.021511516147303383
ACH-000143,0.030348845899166223
ACH-000146,-0.18257031885572614
ACH-000148,-0.16402179900603187
ACH-000150,-0.12792304332123486
ACH-000152,0.11807167975795885
ACH-000153,0.06665290820691787
ACH-000159,0.1300341876789923
ACH-000160,-0.16570525017640722
ACH-000163,-0.04571527434388386
ACH-000167,-0.1565896182565799
ACH-000168,-0.04611622983643896
ACH-000169,-0.07630200578179687
ACH-000178,-0.11999697861235395
ACH-000183,-0.1741548242220512
ACH-000188,0.07823830544554458
ACH-000189,-0.06813812236666669
ACH-000190,-0.040921848495098605
ACH-000198,-0.2626051213217188
ACH-000203,-0.18030993226387554
ACH-000204,-0.1361730269382802
ACH-000206,-0.04507963561082053
ACH-000207,0.009450565557825141
ACH-000208,0.05406369058968595
ACH-000210,-0.013769781381815834
ACH-000211,0.024509105172437828
ACH-000215,0.003945355868031238
ACH-000221,0.12194393187917008
ACH-000222,-0.010747105014798265
ACH-000223,-0.09762145679982363
ACH-000226,0.14562842239017673
ACH-000227,-0.2019491249837193
ACH-000228,-0.0722223264216503
ACH-000231,-0.1896093511209896
ACH-000232,-0.11450073117807268
ACH-000233,-0.10125059461552507
ACH-000234,-0.05932196033774439
ACH-000235,-0.06340304425636087
ACH-000237,-0.07941382464670282
ACH-000238,-0.11473189325004307
ACH-000242,-0.27688543830962475
ACH-000243,-0.11609186668496238
ACH-000244,-0.28600020047685554
ACH-000246,-0.09641024574308817
ACH-000248,0.07121997410690474
ACH-000250,0.037043462752078274
ACH-000251,0.11473936530395115
ACH-000252,-0.20501112185713166
ACH-000253,-0.0807304116141608
ACH-000255,0.09531698214608778
ACH-000256,0.0106115953211399
ACH-000257,0.10404204602505564
ACH-000258,-0.11713700403346837
ACH-000259,-0.06357035379991609
ACH-000260,-0.19185022054350492
ACH-000261,0.030198977847255712
ACH-000262,-0.18252857165702835
ACH-000263,-0.08324415223334254
ACH-000264,-0.05373809538478646
ACH-000265,-0.15991054609654884
ACH-000266,-0.050058305633012126
ACH-000272,-0.012518086401772778
ACH-000274,-0.1732424958527009
ACH-000277,-0.0021706785490402327
ACH-000278,-0.009212441141816609
ACH-000279,0.054629418219466166
ACH-000280,-0.1076261435103096
ACH-000281,-0.5308702193330617
ACH-000288,-0.07863876093517436
ACH-000291,0.042908635352098025
ACH-000293,-0.06760888002111509
ACH-000294,-0.2943652757596256
ACH-000295,-0.11569326090183102
ACH-000296,-0.2999510863094649
ACH-000302,-0.07528268255646033
ACH-000304,-0.062426048763083074
