,PRKAR2A (5576)
ACH-000415,-0.3089782982114564
ACH-000416,-0.3220962936911149
ACH-000420,-0.4307214403492683
ACH-000421,-0.1858967135497659
ACH-000424,-0.2869844786063785
ACH-000425,-0.27137979214649355
ACH-000426,-0.2218123930382093
ACH-000427,-0.2970429320322322
ACH-000433,-0.14333866313304924
ACH-000435,-0.049506375480260816
ACH-000436,-0.4644532964474774
ACH-000444,-0.3180786129363498
ACH-000445,-0.08213369282157304
ACH-000448,-0.2552993591459667
ACH-000450,-0.11108444392333942
ACH-000452,-0.3967261517328021
ACH-000454,-0.3008773044099627
ACH-000458,-0.18841392346336827
ACH-000459,-0.06281822699076994
ACH-000460,-0.2815973751892106
ACH-000461,-0.3589071554680858
ACH-000463,-0.3251020056770327
ACH-000464,-0.4049383149976535
ACH-000466,-0.4203958322289966
ACH-000467,-0.3893593371631913
ACH-000468,-0.2272434729720904
ACH-000469,-0.34670037504136525
ACH-000470,-0.12889392311118167
ACH-000471,-0.2497532425040492
ACH-000472,-0.2073599101851364
ACH-000473,-0.14078055682187346
ACH-000475,-0.3518414627213733
ACH-000476,-0.2998619709033949
ACH-000477,-0.3229545093754489
ACH-000479,-0.254724110289863
ACH-000480,-0.3702093271015003
ACH-000481,-0.2899428296293162
ACH-000483,-0.20979744729745148
ACH-000484,-0.4173204305421728
ACH-000485,-0.04094078705689965
ACH-000486,-0.5589069868550824
ACH-000487,-0.23650584791627485
ACH-000488,-0.212837082620263
ACH-000490,-0.3448259884613437
ACH-000491,-0.046871679078864914
ACH-000495,-0.3604235938309455
ACH-000496,-0.3730690874820607
ACH-000499,-0.3148046620963598
ACH-000500,-0.5373767413312766
ACH-000502,-0.2691714920363548
ACH-000503,-0.2481887956635249
ACH-000505,-0.19995571176464352
ACH-000507,-0.2166394181130518
ACH-000510,-0.3597910153508515
ACH-000511,-0.317694121932861
ACH-000512,-0.4344932312050511
ACH-000516,-0.1824345223601181
ACH-000517,-0.2604823839024063
ACH-000518,-0.09136793868870506
ACH-000520,-0.2773408770328688
ACH-000521,-0.23030119784904785
ACH-000522,-0.19310615794853156
ACH-000524,-0.20937095023334887
ACH-000527,-0.21302940915865326
ACH-000528,-0.2504839505808441
ACH-000537,-0.3105470772653588
ACH-000541,-0.3955636910573568
ACH-000542,-0.37858716799959
ACH-000544,-0.4416313535485197
ACH-000545,-0.4036082130620486
ACH-000547,-0.23416835358859198
ACH-000548,-0.29861839309715976
ACH-000549,-0.2444654634883345
ACH-000550,-0.33728857701143866
ACH-000552,-0.3140085512602685
ACH-000556,-0.3059142553509725
ACH-000557,-0.06796630333365561
ACH-000569,-0.20707857708325456
ACH-000570,-0.27693197076599835
ACH-000571,-0.19470302198824915
ACH-000573,-0.27783847164576153
ACH-000576,-0.09456632881581636
ACH-000579,-0.2843945351160884
ACH-000580,-0.29077599319561875
ACH-000584,-0.25813993045596834
ACH-000585,-0.2953563819660852
ACH-000588,-0.3772161386529905
ACH-000589,-0.415287945675127
ACH-000591,-0.1780409948279972
ACH-000593,-0.18970809436204214
ACH-000600,-0.24107757733990046
ACH-000601,-0.33721874670180324
ACH-000605,-0.25000080015749016
ACH-000606,-0.2706008955645541
ACH-000608,-0.2411126677847972
ACH-000614,-0.32370573576470724
ACH-000616,-0.3452668717801119
ACH-000618,-0.18290850873593106
ACH-000619,-0.3113562767732289
ACH-000620,-0.3494837327602278
ACH-000621,-0.2258429130510876
ACH-000622,-0.28367663869982657
ACH-000623,-0.08184043673400368
ACH-000624,-0.2904606841225528
ACH-000627,-0.23022523484037996
ACH-000630,-0.3170143047717987
ACH-000631,-0.2938614139131748
ACH-000632,-0.3260247696209139
ACH-000633,-0.20246834598440372
ACH-000637,-0.2896013028824705
ACH-000638,-0.2852263848318945
ACH-000646,-0.5409064886798882
ACH-000647,-0.2618198535104024
ACH-000648,-0.3858837086542061
ACH-000649,-0.2581600262321773
ACH-000651,-0.2542853471378403
ACH-000652,-0.5934231764272133
ACH-000653,-0.2482207974837924
ACH-000657,-0.28595385197455275
ACH-000658,-0.256196546688002
ACH-000661,-0.2421672726141764
ACH-000662,-0.4655221926710649
ACH-000663,-0.40769781409575
ACH-000665,-0.2886895964753278
ACH-000671,-0.25465555928903083
ACH-000672,-0.304906733396866
ACH-000673,-0.29360926755735817
ACH-000676,-0.27279444661750857
ACH-000677,-0.3522408835274932
ACH-000681,-0.2301795411418664
ACH-000683,-0.27694285922993783
ACH-000684,-0.4236058105796709
ACH-000688,-0.5068848282364274
ACH-000693,-0.2432811095466947
ACH-000694,-0.25517870846576274
ACH-000695,-0.24266233304604315
ACH-000696,-0.221671103132254
ACH-000697,-0.42685907909446985
ACH-000699,-0.3253899603173986
ACH-000701,-0.024830690588943924
ACH-000706,-0.19718008031851206
ACH-000711,-0.2238614021536639
ACH-000713,-0.2460188176688012
ACH-000714,-0.29680861468046577
ACH-000718,-0.3662559648038085
ACH-000720,-0.30681750059103563
ACH-000721,-0.14738349181508495
ACH-000724,-0.3572373943911661
ACH-000725,-0.06645741053966266
ACH-000732,-0.024647747486190263
ACH-000734,-0.3500708126020574
ACH-000735,-0.24062370875961644
ACH-000736,-0.28337610745940034
ACH-000738,-0.5069762201046879
ACH-000746,-0.11227591712714384
ACH-000747,-0.27710107234693365
ACH-000748,-0.3864912527444504
ACH-000753,-0.3183071637960188
ACH-000756,-0.32939108610276896
ACH-000757,-0.2941687242852959
ACH-000758,-0.16604001459368836
ACH-000760,-0.3609227845090645
ACH-000762,-0.27685225984533496
ACH-000763,-0.22665880494282686
ACH-000764,-0.3912324158981536
ACH-000765,-0.1990635272219536
ACH-000766,-0.3611690718685493
ACH-000767,-0.13614521534257273
ACH-000768,-0.3644015504135893
ACH-000769,-0.35461193368902755
ACH-000770,-0.2586191758954412
ACH-000771,-0.26633598687983545
ACH-000773,-0.2520999438394345
ACH-000776,-0.32149718523244103
ACH-000777,-0.3235883156367833
ACH-000778,-0.3420733660805628
ACH-000781,-0.2614444755164576
ACH-000782,-0.3926374614708631
ACH-000783,-0.17579869668680426
ACH-000784,-0.31955086920874354
ACH-000785,-0.3759826883174888
ACH-000787,-0.3056021359774748
ACH-000788,-0.3465995022679485
ACH-000791,-0.2869210298627429
ACH-000792,-0.2564973059035954
ACH-000794,-0.35664962494573943
ACH-000796,-0.37475670867861416
ACH-000798,-0.2616800073733746
ACH-000799,-0.3221379093469242
ACH-000800,-0.19474610102657205
ACH-000802,-0.29543288246718297
ACH-000804,-0.21917798083629364
ACH-000805,-0.4379104124032265
ACH-000809,-0.28967267964192017
ACH-000810,-0.0667103064198867
ACH-000811,-0.26592311659056844
ACH-000817,-0.34968912145643194
ACH-000819,-0.2903930405446581
ACH-000820,-0.21679911996988646
ACH-000821,-0.2981311568035719
ACH-000822,-0.3742607171230252
ACH-000823,-0.3901792074605229
ACH-000824,-0.2209046986545448
ACH-000827,-0.1875423719971754
ACH-000829,-0.3519224584448931
ACH-000831,-0.17192114697593525
ACH-000832,0.02925327937219693
ACH-000833,-0.3534314199376401
ACH-000834,-0.11960771280528568
ACH-000835,-0.2780122007742314
ACH-000836,-0.2538347442925481
ACH-000837,-0.28721934021420664
ACH-000838,-0.3085353918023708
ACH-000839,-0.3899518615942807
ACH-000840,-0.16048176876021314
ACH-000841,-0.2355276604386747
ACH-000843,-0.08287542206672757
ACH-000846,-0.22793042122038684
ACH-000847,-0.2492009057809329
ACH-000848,-0.14024523927120666
ACH-000849,-0.2413323128309561
ACH-000851,-0.343919344932
ACH-000855,-0.021599645379092067
ACH-000856,-0.15215129426909602
ACH-000858,-0.21879308775245046
ACH-000859,-0.3111623684540453
ACH-000861,-0.34283921358076536
ACH-000862,-0.279394389523641
ACH-000865,-0.2909977879610601
ACH-000866,-0.21823173780869248
ACH-000867,-0.25345043546544943
ACH-000869,-0.3509154571879437
ACH-000872,-0.259568119863472
ACH-000873,-0.2613743557823517
ACH-000876,-0.22062775124495426
ACH-000878,-0.2775723838497581
ACH-000880,-0.302565843485092
ACH-000881,-0.3312691376865295
ACH-000882,-0.2574077841329878
ACH-000884,-0.2786050079473689
ACH-000885,-0.13610905253543154
ACH-000887,-0.3024992585070737
ACH-000889,-0.19566131873273168
ACH-000896,-0.1499796505453479
ACH-000898,-0.21662428964037456
ACH-000900,-0.15261630729046158
ACH-000901,-0.35637989581221424
ACH-000905,-0.28122106810628594
ACH-000906,-0.2039305601832002
ACH-000907,-0.27925202504867763
ACH-000910,-0.2729922224832181
ACH-000911,-0.3312938413038852
ACH-000912,-0.223336770961412
ACH-000913,-0.3230307583190686
ACH-000915,-0.2745076939457359
ACH-000916,-0.2707044139657501
ACH-000917,-0.31677250767155224
ACH-000920,-0.4238473379752405
ACH-000921,-0.4912319317820087
ACH-000924,-0.3911379742570831
ACH-000926,-0.2339315530541288
ACH-000928,-0.140877789767689
ACH-000929,-0.13567257791013598
ACH-000932,-0.3661409426425528
ACH-000935,-0.5104721812251249
ACH-000936,-0.3487037996522581
ACH-000937,-0.20839057127345226
ACH-000938,-0.2523730395186478
ACH-000939,-0.1711461384964017
ACH-000941,-0.3461331751932345
ACH-000943,-0.17230531872328225
ACH-000946,-0.1555251826578613
ACH-000947,-0.19563469370992695
ACH-000948,-0.2592364269540457
ACH-000950,-0.062062747317159675
ACH-000953,-0.3721857602553624
ACH-000954,-0.31230751585157696
ACH-000957,-0.0945321749935245
ACH-000958,-0.2464139059231924
ACH-000960,-0.27237556065298313
ACH-000963,-0.3989067689922192
ACH-000968,-0.4617860997410128
ACH-000969,-0.1882476107460116
ACH-000972,-0.33460550069181394
ACH-000973,-0.3720766612879618
ACH-000974,-0.2842759856099182
ACH-000978,-0.21153211530241747
ACH-000984,-0.2688389829999994
ACH-000986,-0.5355205293932644
ACH-000988,-0.3127498948193412
ACH-000993,-0.4368140413525666
ACH-000994,-0.29017205117416883
ACH-000996,-0.4068052950203038
ACH-001001,-0.2662161328031522
ACH-001020,-0.11401952988936626
ACH-001028,-0.2543527392136292
ACH-001031,-0.3341490292099396
ACH-001038,-0.2865117857759202
ACH-001048,-0.3476882519957795
ACH-001050,-0.17705044100992234
ACH-001053,-0.17189615973535824
ACH-001054,-0.2986703876444978
ACH-001061,-0.2460005802055707
ACH-001067,-0.1284862090238993
ACH-001075,-0.2698413659699759
ACH-001096,-0.16517794753505566
ACH-001111,-0.2823584070399385
ACH-001119,-0.18165134446697068
ACH-001128,-0.3272289936976117
ACH-001134,-0.4032335586300229
ACH-001151,-0.18235088108948594
ACH-001163,-0.2873003469711507
ACH-001164,-0.010942531937741818
ACH-001183,-0.09071600365309596
ACH-001192,-0.4012916144566413
ACH-001193,-0.1229317338224123
ACH-001196,-0.3068515795895653
ACH-001197,0.01902943103797175
ACH-001205,-0.4053390471056663
ACH-001211,-0.22787794054555216
ACH-001212,-0.12713563828003574
ACH-001228,-0.2723608192822289
ACH-001232,-0.28430255397770965
ACH-001239,-0.3211354616728024
ACH-001270,-0.044171548380863686
ACH-001274,-0.21047000549101907
ACH-001275,-0.25105459586519274
ACH-001277,-0.4281207576550669
ACH-001278,-0.24709329636487096
ACH-001280,-0.2469517532703373
ACH-001283,-0.27069940338568704
ACH-001289,-0.20416035539851896
ACH-001300,-0.2162494945348385
ACH-001301,-0.3667009350242372
ACH-001302,-0.5484104701624289
ACH-001306,-0.2960858406371545
ACH-001318,-0.18500835858028172
ACH-001322,-0.3260976277200759
ACH-001328,-0.1965276153665648
ACH-001332,0.10658340339882978
ACH-001336,-0.2494063564328538
ACH-001346,-0.1653234633146861
ACH-001353,-0.36594729395315023
ACH-001354,-0.3585896163225307
ACH-001367,-0.4015449447260877
ACH-001368,-0.13857278263611894
ACH-001374,-0.3819060088579616
ACH-001377,-0.2647505623425748
ACH-001380,-0.31649809054365885
ACH-001391,-0.24270719309443065
ACH-001408,-0.2462768594897575
ACH-001430,-0.3496285126007033
ACH-001431,-0.23186927793130915
ACH-001450,-0.299237023599697
ACH-001496,-0.2285457048902449
ACH-001500,-0.420309560759033
ACH-001523,-0.2159112430985718
ACH-001532,-0.28148257281569544
ACH-001550,-0.2602012445008379
ACH-001552,-0.2295436560402412
ACH-001554,-0.24268255343852616
ACH-001654,-0.2250519071880137
ACH-001735,-0.12214151765733512
ACH-001736,-0.20896368866887985
ACH-001737,0.05630277315119706
ACH-001740,-0.27504189391926265
ACH-001745,-0.2431014945990642
ACH-001765,-0.17674435476652753
