,GALNTL6 (442117)
ACH-000004,-0.02473112265089828
ACH-000005,-0.03208299866825107
ACH-000007,-0.03247473419169488
ACH-000009,0.05368471457747705
ACH-000011,-0.10324314172968677
ACH-000012,0.009463459615567124
ACH-000013,-0.005214829646612205
ACH-000014,0.007967077373043977
ACH-000015,-0.0044249919883609995
ACH-000017,0.10036053062797892
ACH-000018,-0.08670510417485704
ACH-000019,0.16154993928239428
ACH-000021,0.06610349314856097
ACH-000022,0.03486492695432843
ACH-000025,-0.002398304674234187
ACH-000028,-0.21439525631159015
ACH-000030,-0.004416676737726503
ACH-000035,-0.054531095239202035
ACH-000036,-0.16006333757809688
ACH-000037,0.08053429325788376
ACH-000039,-0.07881082473990947
ACH-000040,-0.05931742799907925
ACH-000041,-0.16586434729898258
ACH-000042,-0.04236866734803266
ACH-000045,-0.048831110385905256
ACH-000047,-0.17165424002318608
ACH-000052,-0.16971651833232582
ACH-000053,-0.07228144692581114
ACH-000054,-0.11641895821585692
ACH-000055,-0.07298892491645965
ACH-000060,-0.12943625142454218
ACH-000067,-0.15314833398285022
ACH-000070,-0.05944760696373025
ACH-000075,-0.1794687640775917
ACH-000078,-0.1834386621661984
ACH-000082,-0.1154573032892614
ACH-000085,-0.009241614995911534
ACH-000086,-0.2568672039587988
ACH-000087,-0.051595624693189616
ACH-000092,-0.2005427217146194
ACH-000095,-0.10516385782224287
ACH-000097,-0.11635729196097247
ACH-000098,-0.10806427284370128
ACH-000099,-0.1945429571974237
ACH-000108,-0.048227032106970234
ACH-000113,-0.15893077127048544
ACH-000116,-0.18751728017109195
ACH-000118,-0.058048003077186966
ACH-000120,0.1355491847190201
ACH-000123,-0.07744413592417121
ACH-000127,-0.04445728107589599
ACH-000128,-0.12015692127078133
ACH-000132,-0.09188569402558046
ACH-000133,-0.03288646835072243
ACH-000137,-0.15971522380529166
ACH-000138,-0.0933056259012138
ACH-000142,-0.09386853214361472
ACH-000143,-0.15421174835632612
ACH-000146,0.0013265584010923644
ACH-000148,-0.1334240345888131
ACH-000150,-0.17489579941889447
ACH-000152,0.012841143056015036
ACH-000153,0.03304655126609776
ACH-000159,4.6180516241220814e-05
ACH-000160,0.036028091468424735
ACH-000163,0.10765173771120376
ACH-000167,0.02783530927868526
ACH-000168,-0.10875157935097447
ACH-000169,-0.2753437604631372
ACH-000178,-0.0749063524482445
ACH-000183,0.1740395573237648
ACH-000188,-0.05383460494584818
ACH-000189,-0.1706835088950162
ACH-000190,0.024887659224635896
ACH-000198,-0.07309883559042159
ACH-000203,0.5810383382429266
ACH-000204,-0.14230028386502205
ACH-000206,-0.0938427276458817
ACH-000207,0.031909146667332564
ACH-000208,-0.07441950742418638
ACH-000210,-0.0314668732297393
ACH-000211,-0.08482016526264619
ACH-000215,-0.0752477811552328
ACH-000221,-0.10510014444823093
ACH-000222,0.1823608045062173
ACH-000223,0.002150981100557353
ACH-000226,0.022911113708490232
ACH-000227,-0.1922408761809295
ACH-000228,-0.15488909624454544
ACH-000231,-0.03762397380378913
ACH-000232,-0.20212929827814247
ACH-000233,-0.0805409985966201
ACH-000234,-0.12266336139332502
