,PTK6 (5753)
ACH-000004,-0.07071777250657706
ACH-000005,-0.12258936805516575
ACH-000007,0.17315721849301274
ACH-000009,-0.07658970316364072
ACH-000011,-0.11205651228656058
ACH-000012,-0.0633579506893367
ACH-000013,-0.13395469121343592
ACH-000014,-0.13455295997783345
ACH-000015,-0.06620996212994272
ACH-000017,-0.2862589229297613
ACH-000018,-0.2340148538251885
ACH-000019,-0.10167987192617377
ACH-000021,-0.17160226152469682
ACH-000022,-0.2104240297440491
ACH-000025,-0.07187563854463305
ACH-000028,-0.07523785647500278
ACH-000030,-0.1562649413488858
ACH-000035,-0.17943894297136556
ACH-000036,-0.3380531829805208
ACH-000037,-0.036244566801329606
ACH-000039,-0.2325842226740428
ACH-000040,-0.141137104612277
ACH-000041,-0.2418876207666301
ACH-000042,-0.15830809067424867
ACH-000045,-0.11281039545418955
ACH-000047,-0.08088259445671785
ACH-000052,-0.2072876406851311
ACH-000053,-0.15687756472238007
ACH-000054,-0.18373743647995364
ACH-000055,-0.2810058382192204
ACH-000060,-0.2305149640676173
ACH-000067,-0.12292347387672815
ACH-000070,-0.2802474941690893
ACH-000075,-0.02911734107590282
ACH-000078,-0.31605958538032763
ACH-000082,-0.14903946776177493
ACH-000085,0.07615309279658916
ACH-000086,-0.047580777595280094
ACH-000087,-0.07898522797644529
ACH-000092,-0.16199414605649473
ACH-000095,-0.1980935231065401
ACH-000097,-0.20751199825861094
ACH-000098,-0.1629436463556125
ACH-000099,-0.11475420435507265
ACH-000108,-0.07454878267601041
ACH-000113,-0.09212868317950164
ACH-000116,-0.13710139022684145
ACH-000118,-0.05730136926050389
ACH-000120,-0.1290326126344236
ACH-000123,-0.3225737224623129
ACH-000127,-0.02379148499973802
ACH-000128,-0.20344216619550484
ACH-000132,-0.05905929745969609
ACH-000133,-0.2312537840225637
ACH-000137,-0.17493316138327422
ACH-000138,-0.11804585561555098
ACH-000142,-0.21196097187067767
ACH-000143,-0.08885528985549268
ACH-000146,-0.013215581124709195
ACH-000148,-0.08325638330239978
ACH-000150,-0.378142993601702
ACH-000152,0.0523745136427294
ACH-000153,0.08143842394377125
ACH-000159,-0.12000092111320365
ACH-000160,-0.12180580625414295
ACH-000163,-0.11583098242375214
ACH-000167,0.1677785321560773
ACH-000168,-0.3344185241454678
ACH-000169,0.02385744226403155
ACH-000178,-0.05914227944457544
ACH-000183,-0.08641778080786239
ACH-000188,-0.09492017645880492
ACH-000189,0.11134690765065837
ACH-000190,-0.1446518517946348
ACH-000198,-0.06850746178782115
ACH-000203,0.05243256923471745
ACH-000204,-0.013370516019637449
ACH-000206,0.21637091026813693
ACH-000207,0.0040499014907564215
ACH-000208,-0.09119233903403844
ACH-000210,-0.1908081949191976
ACH-000211,-0.2257624984918723
ACH-000215,-0.11752383457260372
ACH-000221,0.062222792931821
ACH-000222,0.009381058026735008
ACH-000223,-0.04027389060919842
ACH-000226,-0.123860915212116
ACH-000227,-0.07405336453778831
ACH-000228,-0.11624873600064213
ACH-000231,-0.16304238830801296
ACH-000232,-0.07506214017772203
ACH-000233,-0.272566644472076
ACH-000234,-0.2399279353258451
ACH-000235,-0.09927760526965372
ACH-000237,-0.17668310921425362
ACH-000238,-0.06440562683039171
ACH-000242,-0.1681805265894538
ACH-000243,-0.1842802214528637
ACH-000244,-0.053027636317448834
ACH-000246,-0.30885282006281706
ACH-000248,-0.292876385653824
ACH-000250,-0.1915497363086804
ACH-000251,-0.0622356978071154
ACH-000252,0.018175559910399614
ACH-000253,-0.03578644860776212
ACH-000255,-0.16903283592050694
ACH-000256,-0.08806632322527133
ACH-000257,-0.40516417093957496
ACH-000258,0.06923678229755137
ACH-000259,-0.1617101764114674
ACH-000260,-0.2034807528949196
ACH-000261,-0.002656380054988469
ACH-000262,-0.010541982167936231
ACH-000263,0.18031935582532968
ACH-000264,-0.055380547860808746
ACH-000265,-0.06572501152464377
ACH-000266,-0.06822692367763564
ACH-000272,-0.3116002482834205
ACH-000274,-0.15312949230359876
ACH-000277,-0.03186740597428302
ACH-000278,-0.05473397168086479
ACH-000279,0.03489708646116293
ACH-000280,-0.1210413655829639
ACH-000281,-0.29913273479609986
ACH-000288,-0.2281934204767604
ACH-000291,-0.15459638838878642
ACH-000293,-0.20374739386512086
ACH-000294,-0.2179471583480996
ACH-000295,-0.2080059053540524
ACH-000296,-0.2020232509526372
ACH-000302,-0.12657937946079814
ACH-000304,0.0896483486353925
ACH-000307,-0.10123177684687183
ACH-000308,-0.10452447158524482
ACH-000310,-0.0999189111777983
ACH-000311,-0.3089729189728501
ACH-000312,-0.2096340645375357
ACH-000315,-0.2146005833963679
ACH-000316,-0.13875999506808995
ACH-000317,-0.10286075262742866
ACH-000318,-0.101324555943128
ACH-000319,-0.2117788698965706
ACH-000320,-0.09981513143307373
ACH-000322,-0.1234541318919468
ACH-000323,0.00905706313267132
ACH-000324,-0.2065309148936305
ACH-000329,-0.06045036448084237
ACH-000330,-0.0649969807382359
ACH-000331,-0.06896686241292296
ACH-000332,-0.1011157862827034
ACH-000334,-0.288105323846362
ACH-000335,0.1964327199042475
ACH-000336,0.23580179426364964
ACH-000337,-0.3010508339355389
ACH-000338,-0.008939474008875813
ACH-000339,-0.051896788571663584
ACH-000341,-0.1419619876597762
ACH-000348,-0.042143466558049215
ACH-000350,-0.07136996883037443
ACH-000352,-0.26130860964207714
ACH-000356,0.042938335731079365
ACH-000361,-0.06432708872557867
ACH-000362,-0.10215825799017424
ACH-000363,0.014010557570494898
ACH-000364,-0.11799442630124928
ACH-000365,-0.2445333214543911
ACH-000366,-0.17136632082274114
ACH-000368,-0.09351823819091758
ACH-000374,-0.08151850349873307
ACH-000375,-0.3332113037508012
ACH-000376,-0.22224235024928995
ACH-000381,-0.22715482754032976
ACH-000383,-0.11929227755657862
ACH-000387,-0.01978253401214461
ACH-000389,-0.21627814613218505
ACH-000390,-0.3148820271354956
ACH-000393,-0.14932763002475186
ACH-000395,-0.3500511066366466
ACH-000396,-0.3663522104891289
ACH-000397,-0.13985945560301294
ACH-000401,-0.09723706444389878
ACH-000402,-0.11465010398234107
ACH-000403,-0.09429655519251756
ACH-000404,-0.4986985983691303
ACH-000406,-0.05938825506140324
ACH-000407,-0.26134753595013444
ACH-000408,-0.21470374142248894
ACH-000410,-0.08563950455830463
ACH-000411,-0.11984422921259523
ACH-000414,-0.17716797034185927
ACH-000415,-0.06049861210596221
ACH-000416,-0.2242219535177604
ACH-000420,-0.21669329874153745
ACH-000421,-0.10237623200740203
ACH-000424,0.0875897877555656
ACH-000425,-0.16029555441802998
ACH-000426,-0.33672561631375897
ACH-000427,-0.29246074876103745
ACH-000433,-0.4247770506063878
ACH-000435,-0.07589449964525627
ACH-000436,-0.1580614236854232
ACH-000444,-0.18996596118663275
ACH-000445,-0.12975762894520304
ACH-000448,-0.08936829931715945
ACH-000450,0.2276845683735401
ACH-000452,-0.4367784534078042
ACH-000454,-0.17883036498122168
ACH-000458,0.005193230975069765
ACH-000459,-0.11736237024722194
ACH-000460,-0.06753676629401112
ACH-000461,0.11200147644051896
ACH-000463,-0.06422372330647534
ACH-000464,-0.1345703215903051
ACH-000466,-0.14875837157605992
ACH-000467,-0.14312212973996785
