,OR4N5 (390437)
ACH-000004,-0.21329903868271344
ACH-000005,-0.3830843455005535
ACH-000007,-0.20490836595465328
ACH-000009,-0.1599983210184854
ACH-000011,0.030738314308647926
ACH-000012,-0.03952495684666429
ACH-000013,-0.01905579619619949
ACH-000014,-0.0539485754394328
ACH-000015,-0.10100321986998533
ACH-000017,-0.1833229390452723
ACH-000018,-0.052773718026557816
ACH-000019,-0.12491326090924637
ACH-000021,-0.17154258111411555
ACH-000022,-0.044171916790853284
ACH-000025,-0.19056697862832064
ACH-000028,0.011646682996965852
ACH-000030,-0.09305072109237816
ACH-000035,-0.11018234306241867
ACH-000036,-0.04413811852174975
ACH-000037,-0.17497155679973747
ACH-000039,-0.14229861901605848
ACH-000040,-0.17565491908793235
ACH-000041,-0.23401202891348905
ACH-000042,0.06802336922703373
ACH-000045,-0.03877318208767437
ACH-000047,-0.030735033887545282
ACH-000052,-0.07436263370478287
ACH-000053,-0.11722361342384942
ACH-000054,-0.0785844230963916
ACH-000055,-0.1541922993008356
ACH-000060,-0.1379074188624266
ACH-000067,-0.009169614743601048
ACH-000070,-0.202425786230978
ACH-000075,0.013212857034824941
ACH-000078,-0.12317808318147876
ACH-000082,-0.11324547852064197
ACH-000085,0.04102393739370652
ACH-000086,-0.16171827292694846
ACH-000087,-0.19337077203253372
ACH-000092,-0.19607453190502255
ACH-000095,-0.08272479586631586
ACH-000097,-0.06433345476402624
ACH-000098,-0.2130957162740052
ACH-000099,-0.12053517915584305
ACH-000108,-0.10563122038754058
ACH-000113,-0.09220294945642983
ACH-000116,-0.030782663494965362
ACH-000118,-0.1497419112824508
ACH-000120,-0.22431949470122467
ACH-000123,-0.05982847862809844
ACH-000127,-0.10838605894337752
ACH-000128,-0.16155263915192913
ACH-000132,-0.22730743474877615
ACH-000133,-0.16579042499324215
ACH-000137,-0.11447434487063934
ACH-000138,-0.0467384428520418
ACH-000142,-0.15592906669793055
ACH-000143,-0.1457814503619692
ACH-000146,-0.1117958524601244
ACH-000148,-0.14013144561635882
ACH-000150,0.1834302292057564
ACH-000152,-0.14070771738685478
ACH-000153,0.05304627758944417
ACH-000159,-0.20823798538827729
ACH-000160,-0.2588915135486354
ACH-000163,-0.02093717914024951
ACH-000167,-0.11871696973562425
ACH-000168,-0.1820206732438263
ACH-000169,-0.10939140846523106
ACH-000178,-0.19727662806037424
ACH-000183,-0.19308313635208624
ACH-000188,-0.035056402073233725
ACH-000189,-0.13042966340832154
ACH-000190,-0.24020833854551465
ACH-000198,-0.2808678288708597
ACH-000203,0.2055969373192812
ACH-000204,-0.055087125033200436
ACH-000206,-0.16331146699965818
ACH-000207,-0.161262680631004
ACH-000208,-0.03552425845155883
ACH-000210,-0.37549324309307397
ACH-000211,-0.11887543446494175
ACH-000215,-0.12335618599332406
ACH-000221,-0.242188966199673
ACH-000222,-0.2779893724272227
ACH-000223,-0.2200475640382748
ACH-000226,-0.251277273705076
ACH-000227,-0.15005358527748636
ACH-000228,-0.3093810575786172
ACH-000231,-0.23272297512093704
ACH-000232,-0.2681323392430188
ACH-000233,-0.16035844854718967
ACH-000234,-0.06400383807618411
ACH-000235,-0.1168953114986246
ACH-000237,0.07968893854241196
ACH-000238,-0.031516435607802616
ACH-000242,0.02647320315335407
ACH-000243,-0.20511366566765704
ACH-000244,-0.11061381114363483
ACH-000246,-0.10588614410039186
ACH-000248,-0.3550179946293602
ACH-000250,-0.19649375935995814
ACH-000251,0.08794244037255503
ACH-000252,-0.07506524383578254
ACH-000253,-0.1518496030850413
ACH-000255,-0.16965562593424907
ACH-000256,-0.025084184545816963
ACH-000257,-0.3337965088622861
ACH-000258,0.07186476738169273
ACH-000259,-0.0951241539645526
ACH-000260,-0.05184834059697265
ACH-000261,-0.15667024376601946
ACH-000262,-0.12966678154199726
ACH-000263,-0.23037296781668096
ACH-000264,-0.16231631090646118
ACH-000265,-0.03402468896162757
ACH-000266,-0.15809998015453364
ACH-000272,-0.16850684658107856
ACH-000274,-0.08611925443775034
ACH-000277,-0.1054635173858256
ACH-000278,-0.2329775315810988
ACH-000279,-0.08739130088938281
ACH-000280,-0.08760063740792698
ACH-000281,-0.004819499174488526
ACH-000288,-0.183228212927156
ACH-000291,-0.001803056374184956
ACH-000293,-0.12213632851363483
ACH-000294,-0.225581571357046
ACH-000295,-0.10180493611202487
ACH-000296,-0.33070369729347737
ACH-000302,-0.07402078349407505
ACH-000304,-0.30200917684908235
ACH-000307,-0.0506982453347384
ACH-000308,-0.06011486847340895
ACH-000310,-0.08477671655504802
ACH-000311,-0.12624331533892985
ACH-000312,-0.08456091136385684
ACH-000315,-0.18457228327655475
ACH-000316,-0.06034703034387868
ACH-000317,-0.4012055041203504
ACH-000318,-0.3555588476165175
ACH-000319,-0.1143448149200208
ACH-000320,-0.061023409517894076
ACH-000322,0.008270740373630098
ACH-000323,-0.2355462264150775
ACH-000324,-0.02458999114551384
ACH-000329,-0.031100438235944026
ACH-000330,-0.2162198876325322
ACH-000331,-0.06283790535942331
ACH-000332,-0.12975036908869675
ACH-000334,-0.26856369715259965
ACH-000335,-0.2405329099440684
ACH-000336,-0.14088676171043554
ACH-000337,-0.16631110363855747
ACH-000338,-0.6549062342082363
ACH-000339,-0.08905826149944146
ACH-000341,-0.22335977374160887
ACH-000348,-0.221795877723369
ACH-000350,-0.022733272254293526
ACH-000352,-0.12876061849303794
ACH-000356,-0.19332078189002166
ACH-000361,-0.0013528522944905171
ACH-000362,-0.08223947497952984
ACH-000363,-0.14193058698649866
ACH-000364,-0.10656262129589787
ACH-000365,-0.12811472712577215
ACH-000366,-0.07305524119750725
ACH-000368,-0.20767963383503515
ACH-000374,0.015104720591535776
ACH-000375,-0.3155936116832585
ACH-000376,-0.2373051061344868
ACH-000381,-0.21558288055984084
ACH-000383,-0.1557214788712035
ACH-000387,-0.06265355096039465
ACH-000389,-0.1395892828834829
ACH-000390,-0.17616200929933531
ACH-000393,-0.2918325603137661
ACH-000395,-0.14060192247144798
ACH-000396,0.0249516227601933
ACH-000397,-0.14430371771506398
ACH-000401,-0.18352423609537968
ACH-000402,-0.15901234152521246
ACH-000403,-0.21025669604744532
ACH-000404,0.11961603323397865
ACH-000406,-0.104802978491464
ACH-000407,-0.13285946018000167
ACH-000408,-0.01535432570994506
ACH-000410,-0.013304812766525788
ACH-000411,-0.0619845003411473
ACH-000414,-0.1684044246990355
ACH-000415,0.004847212600779863
ACH-000416,-0.09190342837493297
ACH-000420,-0.1815775047138415
ACH-000421,-0.10932096490476284
ACH-000424,-0.3796912744794482
ACH-000425,-0.048860966522369605
ACH-000426,-0.2722630709291521
ACH-000427,-0.06578892718526824
ACH-000433,-0.01150407183051799
ACH-000435,-0.02537079977967109
ACH-000436,-0.05934576518313985
ACH-000444,-0.1080011448514486
ACH-000445,-0.08567458776780927
ACH-000448,-0.11777162031342175
ACH-000450,-0.14674979803115018
ACH-000452,-0.024834054017434062
ACH-000454,-0.263192664073994
ACH-000458,-0.0010428682050776497
ACH-000459,-0.01457422750860768
ACH-000460,-0.1400930138214823
ACH-000461,-0.08253280508851622
ACH-000463,-0.13109484624633902
ACH-000464,-0.1832702172488106
ACH-000466,-0.18737124690224324
ACH-000467,-0.12089100240108315
ACH-000468,0.002458283822413376
ACH-000469,-0.1641263684661202
ACH-000470,0.058904227803549515
ACH-000471,-0.18231456248193006
ACH-000472,-0.15282320425493018
ACH-000473,-0.07455061423752549
