,ELL3 (80237)
ACH-000004,-0.17016848505511376
ACH-000005,-0.26552227539096884
ACH-000007,-0.1274462057544731
ACH-000009,-0.1980026012418408
ACH-000011,-0.32059434979425616
ACH-000012,-0.27394069762385564
ACH-000013,-0.17473648353822407
ACH-000014,-0.2748636561920124
ACH-000015,-0.15759757078043007
ACH-000017,-0.03933138291044173
ACH-000018,-0.12150886058795232
ACH-000019,-0.1568369714816921
ACH-000021,-0.09341335792980716
ACH-000022,-0.2702539888316121
ACH-000025,-0.4284604953091077
ACH-000028,-0.06215798088840638
ACH-000030,-0.2911592185143727
ACH-000035,-0.3224188430380372
ACH-000036,-0.25489849236066714
ACH-000037,-0.1697530686407069
ACH-000039,-0.038308863273081126
ACH-000040,-0.13649389996536107
ACH-000041,-0.20313922293691905
ACH-000042,-0.15956081371307354
ACH-000045,-0.2466935589683801
ACH-000047,-0.3078241710586787
ACH-000052,-0.15047720961774008
ACH-000053,-0.16055869893802613
ACH-000054,-0.1777592364826677
ACH-000055,-0.3555226964891517
ACH-000060,-0.2052324830970212
ACH-000067,-0.19573858257856552
ACH-000070,-0.09150388793798317
ACH-000075,-0.18375286525054274
ACH-000078,-0.2523004088648134
ACH-000082,-0.23567674744165024
ACH-000085,-0.22409501106065952
ACH-000086,-0.3042110163202605
ACH-000087,-0.4360480249384656
ACH-000092,-0.14502393432378713
ACH-000095,-0.2733468512093595
ACH-000097,-0.2140339889729708
ACH-000098,-0.07913238618739091
ACH-000099,-0.1868662590490865
ACH-000108,-0.1710432125545574
ACH-000113,-0.17421199246428107
ACH-000116,-0.275587667107609
ACH-000118,-0.1568356085555739
ACH-000120,-0.13741343476636894
ACH-000123,-0.25058206442326336
ACH-000127,-0.13997791153459993
ACH-000128,-0.09550415943013932
ACH-000132,-0.409586620671026
ACH-000133,-0.16707616336115758
ACH-000137,-0.09546448507081977
ACH-000138,-0.0763342288568243
ACH-000142,-0.297278889976037
ACH-000143,-0.10297527933816153
ACH-000146,-0.09209751810895683
ACH-000148,-0.1863377658376892
ACH-000150,-0.2198364663826949
ACH-000152,-0.1213492555687138
ACH-000153,-0.11955326194302032
ACH-000159,-0.2365648600691313
ACH-000160,0.1372751264404517
ACH-000163,-0.2486293540626275
ACH-000167,0.4134013903568609
ACH-000168,-0.15652217584816142
ACH-000169,-0.1366939763990859
ACH-000178,-0.2774603883197315
ACH-000183,-0.14209306536931113
ACH-000188,-0.1951281116882956
ACH-000189,-0.23714129917117846
ACH-000190,-0.06467626823687077
ACH-000198,-0.13115772342835472
ACH-000203,-0.09935960584987384
ACH-000204,-0.224266420543622
ACH-000206,-0.2016343445628328
ACH-000207,-0.4285743671182097
ACH-000208,-0.21254323061820826
ACH-000210,-0.3276209808743042
ACH-000211,-0.15146881693803854
ACH-000215,-0.12591351608354287
ACH-000221,-0.21753558133997986
ACH-000222,-0.24890305441472566
ACH-000223,-0.2504792211331238
ACH-000226,-0.2343493101312096
ACH-000227,-0.21368044775205056
ACH-000228,-0.25163346619415633
ACH-000231,-0.2549475357697469
ACH-000232,-0.21173319929229245
ACH-000233,-0.2365727784967035
ACH-000234,-0.174273553612586
ACH-000235,-0.2259262880505341
ACH-000237,-0.0962443485243721
ACH-000238,-0.31613695003283315
ACH-000242,-0.16020572012076867
ACH-000243,-0.2850442516797176
ACH-000244,-0.4377301366465493
ACH-000246,-0.16677353327140326
ACH-000248,-0.13609812933232485
ACH-000250,-0.2338566610437025
ACH-000251,-0.22294764951191834
ACH-000252,-0.1894784755161128
ACH-000253,-0.23179846171772225
ACH-000255,-0.2821749420440404
ACH-000256,-0.29301596896821885
ACH-000257,-0.23853896313292214
ACH-000258,-0.3215695075537175
ACH-000259,-0.1805494651894804
ACH-000260,-0.2402994818103565
ACH-000261,-0.3187829810447225
ACH-000262,-0.3206374311968428
ACH-000263,-0.019720530538033937
ACH-000264,-0.22977163650686436
ACH-000265,-0.3346617045636657
ACH-000266,-0.23900399382574314
ACH-000272,-0.2224711180088628
ACH-000274,-0.31492815426173976
ACH-000277,-0.2989553546085062
ACH-000278,-0.21060556937234864
ACH-000279,-0.21243555394389027
ACH-000280,-0.03568850336329567
ACH-000281,-0.2556377837078016
ACH-000288,-0.21472282768546586
ACH-000291,-0.12137437301066795
ACH-000293,-0.12556241106489455
ACH-000294,-0.3057088863745596
ACH-000295,0.007092299898862049
ACH-000296,-0.26669721888897924
ACH-000302,-0.2605680664466729
ACH-000304,-0.2392664715760056
ACH-000307,-0.25994959920763283
ACH-000308,-0.1947627727986763
ACH-000310,-0.33794702771389346
ACH-000311,-0.31870460131258666
ACH-000312,-0.3097132158469187
ACH-000315,-0.278748836666209
ACH-000316,-0.2981637934685
ACH-000317,-0.13867681470876098
ACH-000318,-0.32652103027931273
ACH-000319,-0.2252214904117187
ACH-000320,-0.10362237169967588
ACH-000322,-0.3854767724442377
ACH-000323,-0.2440908147029657
ACH-000324,-0.15736196326467006
ACH-000329,-0.12268929907903907
ACH-000330,-0.23768350374834304
ACH-000331,-0.221086320082346
ACH-000332,-0.2071990089682583
ACH-000334,-0.10923518870066223
ACH-000335,-0.20826786298289185
ACH-000336,-0.1526553133196203
ACH-000337,-0.2356296260713648
ACH-000338,-0.3956631704236411
ACH-000339,-0.33558194372917355
ACH-000341,-0.044786064045849734
ACH-000348,-0.24321051517851044
ACH-000350,-0.21914551671576976
ACH-000352,-0.2069499308516844
ACH-000356,-0.32617746865536035
ACH-000361,-0.08319768575678449
ACH-000362,-0.18705157121952445
ACH-000363,-0.1894456986790212
ACH-000364,-0.2681002437275981
ACH-000365,-0.15448329263879626
ACH-000366,-0.18915479363585347
ACH-000368,-0.2303928978599597
ACH-000374,-0.1526277635093974
ACH-000375,-0.29339020514347824
ACH-000376,-0.2167307146359134
ACH-000381,-0.2357191637365221
ACH-000383,-0.2435362893034451
ACH-000387,-0.100791948116652
ACH-000389,-0.12563100114319414
ACH-000390,-0.2927818424796974
ACH-000393,-0.1437284995105881
ACH-000395,-0.1279419829762763
ACH-000396,0.0006050794076817987
ACH-000397,-0.052775873009771324
ACH-000401,-0.4310751505161347
ACH-000402,-0.4776776403039688
ACH-000403,-0.37847888983109995
ACH-000404,-0.05006993585874279
ACH-000406,-0.11950287459666145
ACH-000407,-0.4304426905987139
ACH-000408,-0.2482674524190344
ACH-000410,-0.31105400679233824
ACH-000411,-0.1129519551945129
ACH-000414,-0.211909039916692
ACH-000415,-0.20026536007338952
ACH-000416,-0.2305800659054695
ACH-000420,-0.17069864692910872
ACH-000421,-0.18960392859590927
ACH-000424,-0.5018487425414511
ACH-000425,-0.3808744536393546
ACH-000426,-0.0546334994375928
ACH-000427,-0.3542225403584521
ACH-000433,-0.4223525446835613
ACH-000435,-0.4505689154915321
ACH-000436,-0.11846712922599165
ACH-000444,-0.1958498683097308
ACH-000445,-0.23239487635677555
ACH-000448,-0.2563818424466183
ACH-000450,-0.4303701096350672
ACH-000452,-0.2934759763552632
ACH-000454,-0.34122160680673824
ACH-000458,-0.1716147804912023
ACH-000459,-0.2108560294606868
ACH-000460,-0.2555110489035846
ACH-000461,-0.21999824138304214
ACH-000463,-0.1696078080608656
ACH-000464,-0.2356486142420941
ACH-000466,-0.4063525337800213
ACH-000467,-0.3837522092859848
ACH-000468,-0.3026764711039874
ACH-000469,-0.2366000155489377
ACH-000470,-0.2987949037662488
ACH-000471,-0.2596051004257807
ACH-000472,-0.10154900128789657
ACH-000473,-0.14881681366583124
ACH-000475,-0.08244766003644728
ACH-000476,-0.14089436046436174
ACH-000477,-0.4303581569235189
ACH-000479,-0.3476772384748833
ACH-000480,-0.14017689873748304
ACH-000481,-0.4459064599890062
ACH-000483,-0.3623524393390235
ACH-000484,-0.08025737111595213
ACH-000485,-0.18056284177088688
ACH-000486,-0.3222344418073685
ACH-000487,-0.26609061424974506
ACH-000488,-0.2928672445803711
ACH-000490,-0.2461877016722571
ACH-000491,-0.3321559087628858
ACH-000495,-0.3926897951949404
ACH-000496,-0.3476634183695502
ACH-000499,-0.32774691291661034
ACH-000500,-0.5630589302356049
ACH-000502,-0.22571778387362676
ACH-000503,-0.2194574203318038
ACH-000505,-0.27632895431432103
ACH-000507,-0.19530920716384967
ACH-000510,-0.2500550803264056
ACH-000511,-0.2338287559399912
ACH-000512,-0.23067949915312636
ACH-000516,-0.11629024437296215
ACH-000517,-0.2385729859057221
ACH-000518,-0.2801894905286492
ACH-000520,-0.4686201522641019
ACH-000521,-0.20129673101053844
ACH-000522,-0.277630456580266
ACH-000524,-0.21300055611742985
ACH-000527,-0.21624072795648144
ACH-000528,-0.2193622021958208
ACH-000537,-0.3746518706280359
ACH-000541,-0.2765061971929601
ACH-000542,-0.2292452486078343
ACH-000544,-0.23343065589777104
ACH-000545,-0.21221697577868545
ACH-000547,-0.3426219454269166
ACH-000548,-0.18849691117500209
ACH-000549,-0.290211833655732
ACH-000550,-0.03695001323682888
ACH-000552,-0.24666043437672236
ACH-000556,-0.07958434869331546
ACH-000557,-0.1953181990100159
ACH-000569,-0.2223261443709544
ACH-000570,-0.2119019546841688
ACH-000571,-0.13026401928775586
ACH-000573,-0.3986360906514351
ACH-000576,-0.18248396484343896
ACH-000579,-0.21588513961642666
ACH-000580,-0.13140661151218566
ACH-000584,-0.2349592087067809
ACH-000585,-0.2764914986283422
ACH-000588,-0.2208501960132896
ACH-000589,-0.1503016656483929
ACH-000591,-0.2618210643512506
ACH-000593,-0.2309992606401182
ACH-000600,-0.3007198762556487
ACH-000601,-0.2719458430545892
ACH-000605,-0.07279826050973089
ACH-000606,-0.23840102359782256
ACH-000608,-0.2027018308211916
ACH-000614,-0.17460081791239493
ACH-000616,-0.15901996034503155
ACH-000618,-0.18680929429671156
ACH-000619,-0.4982447779677101
ACH-000620,-0.24332905382385075
