,DUOX2 (50506)
ACH-000004,-0.3785537062551121
ACH-000005,-0.1406443809686536
ACH-000007,-0.18980666522238132
ACH-000009,-0.23980595924749296
ACH-000011,-0.14382903247217152
ACH-000012,-0.11011034868173188
ACH-000013,-0.10048026514479587
ACH-000014,-0.5580806968413715
ACH-000015,-0.11759822171335693
ACH-000017,-0.20011965765884546
ACH-000018,-0.2782043950730919
ACH-000019,-0.17546970284928534
ACH-000021,-0.08040553848631478
ACH-000022,-0.06135738243860764
ACH-000025,-0.2905881794339525
ACH-000028,0.07551039141448232
ACH-000030,-0.20157223193552595
ACH-000035,-0.15454624352115304
ACH-000036,-0.12334218875584485
ACH-000037,-0.34557994071257314
ACH-000039,-0.06356819132138004
ACH-000040,-0.20602838094829626
ACH-000041,-0.11970406450315785
ACH-000042,-0.17528888534002746
ACH-000045,-0.20063822666721665
ACH-000047,-0.06983001233699555
ACH-000052,-0.15277790510077746
ACH-000053,-0.2409975570660136
ACH-000054,-0.08610870715624554
ACH-000055,-0.02535163344338534
ACH-000060,-0.11085685497132552
ACH-000067,-0.3578245802440488
ACH-000070,-0.02170459161388329
ACH-000075,-0.28989430759984103
ACH-000078,-0.2436338251525671
ACH-000082,-0.1395726930444361
ACH-000085,-0.013887484618935
ACH-000086,-0.04601720234590472
ACH-000087,-0.28613352770718153
ACH-000092,-0.161145963360721
ACH-000095,-0.30464920534046724
ACH-000097,0.022939831647579987
ACH-000098,-0.1429521679511912
ACH-000099,-0.04331185030493287
ACH-000108,-0.27430185474402186
ACH-000113,-0.15006637341793752
ACH-000116,-0.1552728660642666
ACH-000118,-0.16890096694542067
ACH-000120,-0.19957917832287628
ACH-000123,-0.14286289060631738
ACH-000127,-0.056004206664287216
ACH-000128,-0.2542663741823262
ACH-000132,-0.2760608377201473
ACH-000133,-0.11365461900806137
ACH-000137,-0.13247718462149533
ACH-000138,-0.07029209797375892
ACH-000142,-0.0840087232179989
ACH-000143,-0.2207227800523692
ACH-000146,-0.25389348569994263
ACH-000148,-0.22289143118598045
ACH-000150,0.024847083041359627
ACH-000152,-0.2522098850312577
ACH-000153,-0.3349460088951872
ACH-000159,-0.2727374838371772
ACH-000160,-0.30420215447766524
ACH-000163,-0.214952198100416
ACH-000167,-0.329329927272596
ACH-000168,-0.021761346134568045
ACH-000169,-0.01898542783002573
ACH-000178,-0.1602628810946526
ACH-000183,-0.20482040165064955
ACH-000188,-0.21186037490691556
ACH-000189,-0.11180212035464593
ACH-000190,-0.11397970234149893
ACH-000198,-0.19127749198097965
ACH-000203,-0.015918721738958492
ACH-000204,0.03440647251796187
ACH-000206,-0.21466116428291768
ACH-000207,-0.2710586869016406
ACH-000208,-0.34594201754293075
ACH-000210,0.09034919776552376
ACH-000211,-0.10100962237535717
ACH-000215,-0.1478338702009453
ACH-000221,-0.1680269464068398
ACH-000222,-0.12951849574509436
ACH-000223,-0.279822335382031
ACH-000226,-0.2935420184193305
ACH-000227,-0.3838982895762093
ACH-000228,-0.2857907772689481
ACH-000231,-0.3125698778125723
ACH-000232,-0.26254548361939833
ACH-000233,-0.25124724992084513
ACH-000234,-0.1933073169491573
ACH-000235,-0.2798430527736029
ACH-000237,-0.15622001792216847
ACH-000238,-0.23377709200928035
ACH-000242,-0.09543903497114696
ACH-000243,-0.1813246764914156
ACH-000244,-0.13061340604350086
ACH-000246,-0.08418502317521735
ACH-000248,-0.2419578429494987
ACH-000250,-0.16567385873559715
ACH-000251,-0.23762561965750914
ACH-000252,-0.12687900834863178
ACH-000253,-0.3362672455006108
ACH-000255,-0.3155483929308925
ACH-000256,-0.16311787972581884
ACH-000257,-0.35970181217819297
ACH-000258,-0.19996037727507465
ACH-000259,-0.1512172484399092
ACH-000260,-0.1115585410754908
ACH-000261,-0.2097815221327599
ACH-000262,-0.14652719619402688
ACH-000263,-0.3572942861910553
ACH-000264,-0.18342567184814906
ACH-000265,-0.30244841037315023
ACH-000266,-0.17814440273128174
ACH-000272,-0.21842857969817944
ACH-000274,-0.22494398085787976
ACH-000277,-0.1692211683169837
ACH-000278,-0.06029982120643911
ACH-000279,-0.14021898632395755
ACH-000280,-0.1261848941145732
ACH-000281,0.10981496750487646
ACH-000288,-0.2567538090143553
ACH-000291,-0.0937015861524177
ACH-000293,-0.11536028046739155
ACH-000294,-0.19204985886083525
ACH-000295,-0.18773535904369767
ACH-000296,-0.05474293011444117
ACH-000302,-0.15469682267142434
ACH-000304,-0.244970723328791
ACH-000307,-0.2476719018769941
ACH-000308,-0.08668207737041839
ACH-000310,-0.2294832554934383
ACH-000311,-0.08660158766035503
ACH-000312,-0.21222288029843345
ACH-000315,-0.19210697235119745
ACH-000316,-0.15171502882695434
ACH-000317,-0.1555846351914472
ACH-000318,-0.3766223412672069
ACH-000319,-0.2949351114188423
ACH-000320,0.005396088567845716
ACH-000322,-0.22378000224256955
ACH-000323,0.01926668512468981
ACH-000324,-0.20001535627437325
ACH-000329,-0.2494450795971919
ACH-000330,-0.15843490141344765
ACH-000331,-0.11659581088582667
ACH-000332,-0.1954190481167691
ACH-000334,-0.0176547675450519
ACH-000335,-0.14323133701534838
ACH-000336,-0.1286098830221474
ACH-000337,-0.20323449763285548
ACH-000338,0.02062368227909968
ACH-000339,-0.10440272192376833
ACH-000341,-0.2110623462953196
ACH-000348,-0.22749960165468985
ACH-000350,-0.19891243701976524
ACH-000352,-0.18204069126334804
ACH-000356,0.06121858710309811
ACH-000361,-0.0535268461185043
ACH-000362,-0.2805048239810127
ACH-000363,-0.2606373747263957
ACH-000364,-0.1532942164171723
ACH-000365,-0.2270629396536341
ACH-000366,-0.23470239464848555
ACH-000368,-0.30964113538414595
ACH-000374,-0.14246095140315093
ACH-000375,-0.18917053770330314
ACH-000376,-0.26178692464752273
ACH-000381,-0.13981116390129478
ACH-000383,-0.2080582314294057
ACH-000387,-0.17713149556262947
ACH-000389,-0.2307433176598026
ACH-000390,-0.2049273901432614
ACH-000393,-0.23821259940183856
ACH-000395,-0.2164211292189324
ACH-000396,-0.042125008069227456
ACH-000397,-0.15171407266488085
ACH-000401,-0.023773430551436645
ACH-000402,-0.5443201099649759
ACH-000403,-0.23651326372936016
ACH-000404,-0.05400975705250172
ACH-000406,-0.210147349157452
ACH-000407,-0.12219256996522646
ACH-000408,-0.09085331831521752
ACH-000410,-0.2264547262937948
ACH-000411,0.009029004241007114
ACH-000414,-0.1812629102996796
ACH-000415,-0.22113376569619106
ACH-000416,-0.11070811209342526
ACH-000420,-0.24099459674740945
ACH-000421,-0.24044432457655876
ACH-000424,-0.2467770154676037
ACH-000425,-0.08241450411160695
ACH-000426,-0.12480407429223547
ACH-000427,-0.31876262189075505
ACH-000433,-0.2645566484873537
ACH-000435,0.09832410022211348
ACH-000436,-0.03148238865221523
ACH-000444,0.01231203894825085
ACH-000445,-0.30828625813079835
ACH-000448,-0.24683691081846826
ACH-000450,-0.3103761761610748
ACH-000452,-0.15671232590570885
ACH-000454,-0.19330268502060016
ACH-000458,-0.4543691357837861
ACH-000459,-0.213513877049205
ACH-000460,-0.20744366666696445
ACH-000461,-0.07088894073021794
ACH-000463,-0.1321945780682615
ACH-000464,-0.2837900362498002
ACH-000466,-0.0944083453614012
ACH-000467,-0.2357847977465095
ACH-000468,-0.170524283563556
ACH-000469,-0.2436702044110517
ACH-000470,-0.44832989179193067
ACH-000471,-0.09160366300578318
ACH-000472,-0.07808257807893745
ACH-000473,0.0758316932537815
ACH-000475,-0.12416765983196001
ACH-000476,-0.10648738617413812
ACH-000477,-0.486280735372679
ACH-000479,-0.06054765508894289
ACH-000480,-0.048354000075097416
ACH-000481,-0.3583241887830441
ACH-000483,-0.045314992263044265
ACH-000484,-0.034151736950672355
ACH-000485,-0.09474301467961413
ACH-000486,-0.25855426810443205
ACH-000487,-0.2412585574717308
ACH-000488,-0.13649007110671896
ACH-000490,-0.1411533906081465
ACH-000491,-0.3619688587253907
ACH-000495,-0.22406866812924148
ACH-000496,-0.27614823179115816
