,ERG (2078)
ACH-000004,-0.04591830569542015
ACH-000005,-0.19979184178548476
ACH-000007,-0.21297109203658895
ACH-000009,0.011917694765753193
ACH-000011,0.0970449716092634
ACH-000012,-0.11038748018310636
ACH-000013,0.01697860689544507
ACH-000014,-0.02352250737325585
ACH-000015,-0.03841150617198071
ACH-000017,0.10295054973011993
ACH-000018,-0.0691354063579254
ACH-000019,-0.06424357849109265
ACH-000021,0.07504036471390534
ACH-000022,-0.0069057266043148656
ACH-000025,0.02575782815333136
ACH-000028,-0.047822190294815305
ACH-000030,-0.0453823736871387
ACH-000035,0.005943446083827542
ACH-000036,0.16194842047054986
ACH-000037,0.03915467702343791
ACH-000039,0.026881122165674814
ACH-000040,-0.015006918447284991
ACH-000041,0.07274480703083949
ACH-000042,0.09535842713905802
ACH-000045,0.05396883214257114
ACH-000047,0.10669486465538104
ACH-000052,-0.09165048142046443
ACH-000053,0.008730854002754385
ACH-000054,-0.03139832998314389
ACH-000055,0.0911213798897599
ACH-000060,-0.014773202195013822
ACH-000067,0.021002465797779948
ACH-000070,-0.01995837501443021
ACH-000075,0.08859384802975312
ACH-000078,-0.13727810728822512
ACH-000082,-0.02470855326772468
ACH-000085,-0.14911420838660294
ACH-000086,0.05042293601357526
ACH-000087,-0.19676807968074886
ACH-000092,0.08365211019970364
ACH-000095,0.06238777136431744
ACH-000097,-0.024438621645111045
ACH-000098,0.07002032120634193
ACH-000099,0.011813616038022114
ACH-000108,0.04326971754694298
ACH-000113,0.0255658621907658
ACH-000116,0.016421043586796562
ACH-000118,0.048494107083444433
ACH-000120,0.1416525348160036
ACH-000123,-0.08491142667140593
ACH-000127,0.05096192684717443
ACH-000128,0.1252106591729332
ACH-000132,-0.11584665454845144
ACH-000133,0.135789846652351
ACH-000137,-0.08926030954974419
ACH-000138,0.10251004037551337
ACH-000142,-0.11346942823104855
ACH-000143,-0.05263471833761117
ACH-000146,-0.02248273346600955
ACH-000148,0.11320992999662698
ACH-000150,0.058727609203925626
ACH-000152,0.07979080314000582
ACH-000153,-0.15801192750267548
ACH-000159,0.053084927460688484
ACH-000160,-0.018049642175459492
ACH-000163,0.006489247849162785
ACH-000167,0.3017119463940925
ACH-000168,0.02496181076079911
ACH-000169,-0.13560369058783964
ACH-000178,-0.06046158161376665
ACH-000183,0.1195087530499063
ACH-000188,-0.012007142784484193
ACH-000189,-0.03600182670935696
ACH-000190,-0.023724187916585933
ACH-000198,0.013740464811588656
ACH-000203,-0.2372758983400414
ACH-000204,0.07869411406880591
ACH-000206,0.04055657751579254
ACH-000207,-0.002590392247259216
ACH-000208,0.2850362920772971
ACH-000210,0.058179083485594536
ACH-000211,0.05327680878426441
ACH-000215,-0.03444807538929857
ACH-000221,0.05162457108862482
ACH-000222,0.024628229640603728
