,TREM1 (54210)
ACH-000004,-0.01211309602328485
ACH-000005,0.2026056031899585
ACH-000007,0.18319288830275388
ACH-000009,0.08097715988015687
ACH-000011,0.15251343907746806
ACH-000012,-0.025616403925668853
ACH-000013,-0.02831930700171006
ACH-000014,0.0806157483278623
ACH-000015,0.03790886202018958
ACH-000017,0.10966660945086999
ACH-000018,0.226471443695078
ACH-000019,0.06408622511563818
ACH-000021,0.1153552498411101
ACH-000022,0.2082940631500239
ACH-000025,0.0575100932137561
ACH-000028,0.15738870180033812
ACH-000030,0.11192486070103948
ACH-000035,-0.05642469260508685
ACH-000036,0.07667080956623154
ACH-000037,-0.01221945195722228
ACH-000039,0.22887074019117545
ACH-000040,0.19886176174765968
ACH-000041,-0.08531464294845491
ACH-000042,0.06441500397458766
ACH-000045,0.08344067130211989
ACH-000047,0.0062644440576363255
ACH-000052,-0.009786402091063668
ACH-000053,0.00262469964588684
ACH-000054,0.182695710392038
ACH-000055,0.05726006756009652
ACH-000060,0.034965026165836084
ACH-000067,-0.1337694480342272
ACH-000070,0.09048194400996992
ACH-000075,0.3636538731007385
ACH-000078,0.08002845318184665
ACH-000082,0.10583302623146253
ACH-000085,0.02023747163190649
ACH-000086,0.10269160598002199
ACH-000087,0.01237000963534175
ACH-000092,0.16912862337444806
ACH-000095,0.10637154427250567
ACH-000097,0.11746488485110752
ACH-000098,0.12748057785262146
ACH-000099,0.13008919005902045
ACH-000108,0.10562804445612398
ACH-000113,0.03889426100153817
ACH-000116,0.08628680205114309
ACH-000118,0.03360315645475345
ACH-000120,0.0016730858927473116
ACH-000123,0.04528547171729623
ACH-000127,0.023218471728494425
ACH-000128,-0.038067768337701736
ACH-000132,-0.017186138031977872
ACH-000133,-0.06641818701622101
ACH-000137,0.11209779818192793
ACH-000138,0.03924481183022669
ACH-000142,0.07683749510297225
ACH-000143,-0.11883224982067585
ACH-000146,0.082864345300198
ACH-000148,0.19042451181125228
ACH-000150,-0.021496478903767262
ACH-000152,-0.08385714592367037
ACH-000153,-0.13767850359212674
ACH-000159,0.0953286194747464
ACH-000160,0.06284419805823856
ACH-000163,0.14541765334999107
ACH-000167,-0.054917502572296
ACH-000168,-0.10418002084444028
ACH-000169,0.002378618806796089
ACH-000178,-0.07656086670978449
ACH-000183,0.015605291737623697
ACH-000188,0.14939222065554406
ACH-000189,-0.06261651696333778
ACH-000190,0.046920379559388777
ACH-000198,0.11973953873953345
ACH-000203,-0.26298304216820506
ACH-000204,0.1344034780762487
ACH-000206,-0.014774469407073212
ACH-000207,0.2338848799980048
ACH-000208,0.045100565653507764
ACH-000210,0.08200942122597596
ACH-000211,0.12145687367242645
ACH-000215,0.13903844236597618
ACH-000221,0.09253300704844976
ACH-000222,0.0530882624203437
ACH-000223,0.050164589013394406
ACH-000226,0.09141558866343892
ACH-000227,-0.029361119643506305
ACH-000228,0.042628430792768
ACH-000231,0.0071369160615852405
ACH-000232,0.03813296940260428
ACH-000233,0.0634491664131506
ACH-000234,0.11067343553786836
ACH-000235,0.08498564206498667
ACH-000237,0.018031911139156233
ACH-000238,-0.031027393021007533
ACH-000242,0.33375531220122484
ACH-000243,0.1040661005696152
ACH-000244,0.11742479082880228
ACH-000246,0.1202148038127284
ACH-000248,-0.0022335463019335805
