,KRTAP5-8 (57830)
ACH-000004,-0.23775334139816665
ACH-000005,-0.15790716087250434
ACH-000007,0.046695434412631166
ACH-000009,0.02135384152707008
ACH-000011,0.027153016323444742
ACH-000012,-0.021835485535905
ACH-000013,0.0015502288038116766
ACH-000014,-0.07553167508472798
ACH-000015,-0.10414963897829492
ACH-000017,0.018556390858970092
ACH-000018,-0.08459889942104347
ACH-000019,0.02568504990003939
ACH-000021,-0.08115747436427229
ACH-000022,0.07701318085162405
ACH-000025,0.06235966014582639
ACH-000028,0.004790329502932725
ACH-000030,-0.1109859470304922
ACH-000035,-0.03881820912639825
ACH-000036,-0.005973786226580357
ACH-000037,0.0663182331939277
ACH-000039,-0.02745703894678871
ACH-000040,-0.0595352531237294
ACH-000041,-0.03003341288654733
ACH-000042,-0.03333512745358977
ACH-000045,-0.2255664153147581
ACH-000047,0.040482905007510575
ACH-000052,-0.10388484566163038
ACH-000053,0.08578240251607509
ACH-000054,-0.04613636164920008
ACH-000055,-0.16986640995287686
ACH-000060,0.09766289916435243
ACH-000067,-0.013620705338597513
ACH-000070,-0.0022959877082405307
ACH-000075,-0.10992312438251292
ACH-000078,-0.013532504462705292
ACH-000082,0.0441458993452155
ACH-000085,0.023413779970513686
ACH-000086,-0.16247915532677806
ACH-000087,-0.2619347259141527
ACH-000092,0.02234077490388436
ACH-000095,0.020147948315063467
ACH-000097,0.02563382072592273
ACH-000098,0.004560165933593383
ACH-000099,-0.07935193534466453
ACH-000108,0.12097448584404373
ACH-000113,0.08181588819107595
ACH-000116,-0.11002670035005488
ACH-000118,0.00295855918958498
ACH-000120,-0.020613027456985625
ACH-000123,-0.12009741886265718
ACH-000127,0.003343238787268161
ACH-000128,0.06830578222348607
ACH-000132,-0.16372808440272862
ACH-000133,-0.06171719791158351
ACH-000137,-0.14375732286806506
ACH-000138,-0.017057874106951913
ACH-000142,0.011145202669930764
ACH-000143,-0.023199423527353588
ACH-000146,-0.05603210341862839
ACH-000148,-0.08025348808656749
ACH-000150,-0.05420390111721295
ACH-000152,0.06790897606561669
ACH-000153,0.025172074124335468
ACH-000159,0.07117250540497268
ACH-000160,-0.024908271054718347
ACH-000163,0.012422123396326113
ACH-000167,0.3906188704101304
ACH-000168,0.1396065186515179
ACH-000169,-0.0010973968102418893
ACH-000178,-0.04561306495637914
ACH-000183,0.059806813381145185
ACH-000188,-0.023113390785730558
ACH-000189,-0.0066444684744774545
ACH-000190,-0.1806543291916612
ACH-000198,-0.0191089985867014
ACH-000203,-0.07728732585777418
ACH-000204,-0.08286490021881521
ACH-000206,-0.14193676592757634
ACH-000207,0.017725478207926443
ACH-000208,0.029118754474444543
ACH-000210,-0.3150971160841841
ACH-000211,0.09061238729804023
ACH-000215,-0.043450873258060484
ACH-000221,0.053490661191043135
ACH-000222,-0.11731338382006655
ACH-000223,-0.01978599821381973
ACH-000226,-0.1990675306328125
ACH-000227,0.02805406840268807
ACH-000228,-0.2095637974554103
ACH-000231,-0.07378528753169875
ACH-000232,0.023758231600400442
ACH-000233,-0.041018680589155324
ACH-000234,0.02768910277980556
ACH-000235,0.07603255395457448
ACH-000237,-0.06931980290580778
ACH-000238,0.07784382693497341
ACH-000242,-0.06697335696825747
ACH-000243,0.08022731474550297
ACH-000244,-0.1603827530926961
ACH-000246,0.06029583382766929
ACH-000248,-0.06711177448359702
ACH-000250,-0.0700743835300002
ACH-000251,-0.044766732529261916
ACH-000252,-0.0049472641873147495
ACH-000253,-0.10157216303837988
ACH-000255,-0.11542253192597265
ACH-000256,0.07539838690072784
ACH-000257,0.0818779436120697
