,GJD2 (57369)
ACH-000004,0.11321994556321738
ACH-000005,0.131639048805877
ACH-000007,0.08281474423131409
ACH-000009,0.02232233951477055
ACH-000011,0.16709691037030205
ACH-000012,0.02904403450533013
ACH-000013,0.09447221581655264
ACH-000014,-0.14009807552356274
ACH-000015,-0.053284397585613236
ACH-000017,0.020820506663093798
ACH-000018,0.04715221757201575
ACH-000019,0.12164034753564815
ACH-000021,0.1387056526859775
ACH-000022,0.08831665296047246
ACH-000025,0.08242723788609507
ACH-000028,0.2003940877923714
ACH-000030,0.05956602853810311
ACH-000035,-0.03351918078122995
ACH-000036,0.1416187788240595
ACH-000037,0.002527709545316677
ACH-000039,0.14691204287189374
ACH-000040,0.141211859829875
ACH-000041,0.1613556331375093
ACH-000042,0.10093916173780616
ACH-000045,0.14437337621742102
ACH-000047,0.07210490449757152
ACH-000052,0.15812608533974146
ACH-000053,0.0551236044297756
ACH-000054,0.13818626310446608
ACH-000055,0.06445963787100277
ACH-000060,0.13898051726778235
ACH-000067,0.13779372206577026
ACH-000070,0.11894553597511673
ACH-000075,0.06990021478127573
ACH-000078,0.06885788474604145
ACH-000082,0.1286065469298514
ACH-000085,-0.060859364594725025
ACH-000086,0.0426096697518729
ACH-000087,0.02738466337350972
ACH-000092,0.07320622687277765
ACH-000095,0.13963638708821266
ACH-000097,0.06244895194824875
ACH-000098,0.035322941001020014
ACH-000099,0.13616305747145455
ACH-000108,0.17277230352848416
ACH-000113,0.04387666457377208
ACH-000116,0.09004422145845391
ACH-000118,0.05717327280520969
ACH-000120,0.0505349886478868
ACH-000123,0.16333252816695673
ACH-000127,0.04058186977562105
ACH-000128,0.02210100869978884
ACH-000132,0.09400639233805996
ACH-000133,0.048819726724513964
ACH-000137,0.026396080511803432
ACH-000138,0.1188506434594791
ACH-000142,0.17052619987229176
ACH-000143,-0.01365665989517739
ACH-000146,0.02203866929209776
ACH-000148,0.0657992470856955
ACH-000150,0.07729436108820945
ACH-000152,-0.011086636626644462
ACH-000153,0.2637461696270726
ACH-000159,0.14736829388200234
ACH-000160,0.040980052268943766
ACH-000163,0.10114593456432534
ACH-000167,0.1609325428068195
ACH-000168,-0.007381325248459507
ACH-000169,-0.0002118669535184441
ACH-000178,0.005308222577276125
ACH-000183,-0.0453078916618488
ACH-000188,0.012931967784409441
ACH-000189,-0.005664375594346093
ACH-000190,-0.0185970352796048
ACH-000198,0.09753378216337373
ACH-000203,0.3286903248802344
ACH-000204,-0.0140264675642704
ACH-000206,-0.0032899357112014613
ACH-000207,0.16451637161592794
ACH-000208,0.06565777707899254
ACH-000210,0.18321316370160048
ACH-000211,0.0759986758479589
ACH-000215,0.15316614732784176
ACH-000221,-0.07362641219393194
ACH-000222,0.07874380688293073
ACH-000223,0.03196884148398962
ACH-000226,-0.03238833662399227
ACH-000227,0.02503948859241401
ACH-000228,-0.030118828080611518
ACH-000231,0.05869353706814141
ACH-000232,0.2305729407150673
ACH-000233,0.022693273735296126
ACH-000234,0.1103138118218581
ACH-000235,0.07917272887939024
ACH-000237,0.008270383650165492
ACH-000238,0.09130954930801384
ACH-000242,0.349634476765023
ACH-000243,0.039465802567718165
ACH-000244,0.2515691844375079
ACH-000246,0.14676714466878105
ACH-000248,0.0435757564385673
ACH-000250,0.152329768905334
ACH-000251,-0.021446097106868036
ACH-000252,0.027514675400122292
ACH-000253,0.0698637173097171
ACH-000255,-0.06107940726520339
ACH-000256,0.11599269169344427
ACH-000257,0.061413236848960925
ACH-000258,0.1198336056791084
ACH-000259,0.05273421970603613
ACH-000260,0.06301230949031834
ACH-000261,0.003505579400358866
ACH-000262,0.08441500891561701
ACH-000263,0.25229764953714856
ACH-000264,0.08469817169393441
ACH-000265,-0.05658460909316153
ACH-000266,-0.010976962353611504
ACH-000272,0.09742227830193152
ACH-000274,0.05521754862574132
ACH-000277,0.0932050666573503
ACH-000278,0.09011924889008653
ACH-000279,0.0016827158288801613
ACH-000280,0.14355914974517425
ACH-000281,0.16572404777804428
ACH-000288,0.06512999170551312
ACH-000291,0.08581453037835386
ACH-000293,0.19337538908765545
ACH-000294,0.11004028579690996
ACH-000295,0.23363344778801076
ACH-000296,0.058196341126773736
ACH-000302,-0.07470017462028444
ACH-000304,-0.030260852364456487
ACH-000307,0.037136166832802985
ACH-000308,0.16916683518590267
ACH-000310,0.07981932993027697
ACH-000311,0.10285893885435034
ACH-000312,0.002248042304048669
ACH-000315,-0.08273765942241741
ACH-000316,0.15856167544780428
ACH-000317,0.16062128214428606
ACH-000318,0.05402275945918729
ACH-000319,0.05364443661323567
ACH-000320,0.17865358347847607
ACH-000322,0.2572433772377056
ACH-000323,0.11983893243035673
ACH-000324,0.10565617103653974
ACH-000329,0.08825066732456244
ACH-000330,-0.045289189799510535
ACH-000331,-0.09746211687702054
ACH-000332,0.08784827697586861
ACH-000334,0.10436900378692318
ACH-000335,-0.09400975555332544
ACH-000336,0.19284909175039608
ACH-000337,0.08904303042454821
ACH-000338,0.1329127450762528
ACH-000339,0.01699149653660135
ACH-000341,0.07102289969839105
ACH-000348,0.04677401828004539
ACH-000350,-0.04218129891205825
ACH-000352,0.02583009084579932
ACH-000356,0.1608387388737478
ACH-000361,-0.06956218915017265
ACH-000362,0.12905701901473332
ACH-000363,-0.03452404153297493
ACH-000364,0.1280208502429287
ACH-000365,0.13151511528949614
ACH-000366,0.10976159736507833
