,PCBP2 (5094)
ACH-000004,-1.5085022690835486
ACH-000005,-1.6471857617512566
ACH-000007,-1.15919297713897
ACH-000009,-1.158988258958505
ACH-000011,-0.861977793589778
ACH-000012,-1.1211889954723606
ACH-000013,-1.141747643853247
ACH-000014,-0.8346872683197899
ACH-000015,-1.1579838683285135
ACH-000017,-1.0187329849438964
ACH-000018,-1.1955425913683777
ACH-000019,-1.1182239969149297
ACH-000021,-1.024118372015479
ACH-000022,-1.1837643153494264
ACH-000025,-1.1472765078917593
ACH-000028,-1.1145079535551303
ACH-000030,-1.294328786265176
ACH-000035,-1.1901090804233092
ACH-000036,-0.9926920956016876
ACH-000037,-1.0598527525661867
ACH-000039,-1.3197149049832475
ACH-000040,-1.321388470537452
ACH-000041,-0.6914296432185977
ACH-000042,-1.1197161540535192
ACH-000045,-0.958650847839506
ACH-000047,-1.1567224475092432
ACH-000052,-1.2484573028356991
ACH-000053,-0.9901557472744726
ACH-000054,-1.0834679234273
ACH-000055,-1.052320000876385
ACH-000060,-0.9740461122677926
ACH-000067,-1.4440144547730909
ACH-000070,-0.8936011267300396
ACH-000075,-0.9176790370121588
ACH-000078,-0.9700848367536624
ACH-000082,-1.3071861161708145
ACH-000085,-1.4158637981867028
ACH-000086,-1.0483075244143496
ACH-000087,-0.9950964107180282
ACH-000092,-1.3140591632556566
ACH-000095,-0.6699149144638513
ACH-000097,-1.52153599448986
ACH-000098,-1.1004163776767475
ACH-000099,-0.9358917287373588
ACH-000108,-1.1863222834937188
ACH-000113,-0.9489845745135768
ACH-000116,-1.2407868301881444
ACH-000118,-0.9427608496865943
ACH-000120,-1.3399249229330596
ACH-000123,-1.0138598534503631
ACH-000127,-1.3097674169370463
ACH-000128,-0.8940650478491357
ACH-000132,-0.5170874515475332
ACH-000133,-1.2256822343041702
ACH-000137,-1.1086381660644375
ACH-000138,-1.2096890353979592
ACH-000142,-1.2367184745196091
ACH-000143,-1.3429790551485272
ACH-000146,-1.1690068183823736
ACH-000148,-1.1702120939251592
ACH-000150,-1.293185228515197
ACH-000152,-1.3857548612650548
ACH-000153,-1.5643631064422834
ACH-000159,-0.9699739274449762
ACH-000160,-1.513974095877857
ACH-000163,-1.030842625293365
ACH-000167,-1.3599890202048817
ACH-000168,-0.990194234839509
ACH-000169,-1.109288017543905
