,PYROXD2 (84795)
ACH-000004,-0.026604941664568633
ACH-000005,-0.3134140404832488
ACH-000007,-0.18559665272166945
ACH-000009,-0.020497758987823696
ACH-000011,0.0330929861407172
ACH-000012,0.022658513958592884
ACH-000013,-0.056843046111969615
ACH-000014,0.040093334075187316
ACH-000015,-0.09160140359736907
ACH-000017,-0.004688571252647885
ACH-000018,-0.2460182099597879
ACH-000019,0.027736144055379996
ACH-000021,0.0015236349861137914
ACH-000022,0.03259842558901389
ACH-000025,-0.17490277244357216
ACH-000028,0.16444858531697829
ACH-000030,-0.015679792584294208
ACH-000035,-0.07553328265118593
ACH-000036,-0.022265155077328097
ACH-000037,-0.01882781897733405
ACH-000039,0.09054164317652122
ACH-000040,-0.0076693999490273935
ACH-000041,-0.0501281104346257
ACH-000042,-0.01778509898337009
ACH-000045,-0.011895878998031705
ACH-000047,0.07723540497471668
ACH-000052,-0.2279557878834476
ACH-000053,0.0023906051273865953
ACH-000054,0.007455570776010897
ACH-000055,0.008511955743399722
ACH-000060,-0.07503547060515349
ACH-000067,-0.17675332601918806
ACH-000070,-0.1323809225413222
ACH-000075,0.014667881683196675
ACH-000078,0.02413435662609235
ACH-000082,0.014683587254122268
ACH-000085,0.046939015228006836
ACH-000086,-0.0521416472099314
ACH-000087,-0.05366890284382083
ACH-000092,0.06786075078157063
ACH-000095,-0.0797955409836735
ACH-000097,0.03922210645802994
ACH-000098,-0.16866009517516128
ACH-000099,0.020440921834027983
ACH-000108,0.10294318707377703
ACH-000113,-0.0239205830094768
ACH-000116,-0.017379079177729358
ACH-000118,-0.003293243710772614
ACH-000120,-0.07062028614374348
ACH-000123,-0.03261815336451564
ACH-000127,-0.06357671375768026
ACH-000128,0.04040852070225424
ACH-000132,0.008969611089438062
ACH-000133,0.051862375714202304
ACH-000137,-0.03342064622042373
ACH-000138,0.03559645793535126
ACH-000142,-0.04599381710631189
ACH-000143,-0.13559949208332508
ACH-000146,0.041395245731081484
ACH-000148,-0.03934612172334367
ACH-000150,-0.057275625496249975
ACH-000152,0.012482934884225841
ACH-000153,-0.011157215441969013
ACH-000159,0.03642499090799256
ACH-000160,-0.028595351201687814
ACH-000163,0.06556289697052589
ACH-000167,0.03566409690674935
ACH-000168,0.0072871801193427795
ACH-000169,-0.1241262320726763
ACH-000178,0.01271410991946649
ACH-000183,-0.0837472001586694
ACH-000188,-0.06325826496849463
ACH-000189,-0.01047635507753216
ACH-000190,-0.14188190654119448
ACH-000198,0.014926974120549902
ACH-000203,-0.009647259139665831
ACH-000204,-0.10057365573455282
ACH-000206,-0.12883483157861453
ACH-000207,-0.12781425325485246
ACH-000208,-0.13609285068337132
ACH-000210,-0.15656930898545926
ACH-000211,-0.02877616755689785
ACH-000215,0.08418042177339692
ACH-000221,-0.12163335580129325
ACH-000222,0.04037332010837159
ACH-000223,-0.038758859499225716
ACH-000226,-0.11831512528467572
ACH-000227,-0.042334207906941576
ACH-000228,-0.14827213155110294
ACH-000231,-0.03819230715302042
ACH-000232,0.016681721014004062
ACH-000233,-0.007301880380870748
ACH-000234,-0.037621634626192856
ACH-000235,-0.012181671203903632
ACH-000237,-0.06844859118885391
ACH-000238,-0.07279526790818384
ACH-000242,0.07903027994958582
ACH-000243,-0.044616151510637636
ACH-000244,-0.07226146495681697
ACH-000246,-0.01331777111107486
ACH-000248,0.0041096317371026704
ACH-000250,-0.12498525257598518
ACH-000251,-0.0904467431467198
ACH-000252,-0.039263093330616214
ACH-000253,-0.01615709320677909
ACH-000255,-0.006226864665936148
ACH-000256,-0.0026951761898858398
ACH-000257,-0.02956381390691845
ACH-000258,0.0915153894390741
ACH-000259,-0.009239584874347971
ACH-000260,-0.0052185353778737426
ACH-000261,0.008969445406454205
ACH-000262,0.05852869047911485
ACH-000263,-0.07251647931525115
ACH-000264,-0.047739183231041565
ACH-000265,0.028282702670538444
ACH-000266,-0.01344667978231858
ACH-000272,0.09047213928533844
ACH-000274,-0.007845762767394432
ACH-000277,0.057502391875071515
ACH-000278,0.026754364526510088
ACH-000279,-0.03868159603496698
ACH-000280,0.0111309855922026
ACH-000281,-0.11909905044281775
ACH-000288,-0.021536917026232304
ACH-000291,-0.10125048295992048
ACH-000293,0.033829481889468146
ACH-000294,-0.12711276391055393
ACH-000295,-0.0834535545539103
ACH-000296,-0.033798610196550886
ACH-000302,-0.05941030334062827
ACH-000304,0.07083748743589191
ACH-000307,-0.11782602607340124
ACH-000308,-0.019819269861481
ACH-000310,0.05916648948836024
ACH-000311,0.03149059568789661
ACH-000312,-0.001587485903547394
ACH-000315,-0.10862140219677367
ACH-000316,-0.2224874423593388
ACH-000317,-0.08123324685814641
ACH-000318,-0.036764580041222315
ACH-000319,-0.05174425143637866
ACH-000320,-0.23938479425058895
ACH-000322,0.08852953318643114
ACH-000323,-0.13735920049479347
ACH-000324,-0.06687407618235125
ACH-000329,-0.03581689674765786
ACH-000330,-0.03222018054581643
ACH-000331,-0.08884773727260126
ACH-000332,-0.0068029589274447326
ACH-000334,0.06016957098638893
ACH-000335,-0.1505613519615472
ACH-000336,0.20886629923784347
ACH-000337,-0.20726537885762156
ACH-000338,-0.3225875796665615
ACH-000339,-0.0074095308506921
ACH-000341,-0.13378689703330332
ACH-000348,-0.011961973095010051
ACH-000350,-0.11862735541174713
ACH-000352,0.02800001959078162
ACH-000356,0.034588985342982666
ACH-000361,0.02189264208425501
ACH-000362,-0.11179722663439384
ACH-000363,-0.094499952111486
ACH-000364,-0.03997972577752551
ACH-000365,-0.08197462620646385
ACH-000366,-0.07000005274437006
ACH-000368,-0.008629604296141537
ACH-000374,-0.058673862235377884
ACH-000375,-0.09601439523400412
ACH-000376,0.03850393883369463
ACH-000381,0.014903790589381112
ACH-000383,-0.05676123290397327
ACH-000387,-0.049899357187915126
ACH-000389,-0.03519119582001281
ACH-000390,-0.031384659570950164
ACH-000393,-0.05738033877578906
ACH-000395,-0.07963724239752504
ACH-000396,-0.16246110106355305
ACH-000397,-0.0573241082935253
ACH-000401,0.003812188378421429
ACH-000402,-0.10957262609483004
ACH-000403,-0.050014904513007385
ACH-000404,0.29837931093473663
ACH-000406,-0.09952155104875482
ACH-000407,0.024724434658721497
ACH-000408,0.014111941077275663
ACH-000410,-0.04433806743660258
ACH-000411,-0.042263270551989085
ACH-000414,0.03979507993302192
ACH-000415,-0.04785492272353768
ACH-000416,-0.1245577659862443
ACH-000420,0.11728645578102125
ACH-000421,-0.008953859474830404
ACH-000424,-0.13678133774992712
ACH-000425,-0.1457307614904724
ACH-000426,-0.0021196318253195266
ACH-000427,-0.09943525391999823
ACH-000433,-0.05049054598959343
ACH-000435,0.23459408602803306
ACH-000436,-0.14998042949380488
ACH-000444,-0.12105652827190788
ACH-000445,-0.16277759313424592
ACH-000448,-0.02293673891488111
ACH-000450,0.056145682639280985
ACH-000452,-0.09221501429618828
ACH-000454,-0.04984316253570135
ACH-000458,-0.045713645528828215
ACH-000459,0.004611035704064015
ACH-000460,-0.004096594899625546
ACH-000461,0.007061103414428503
ACH-000463,0.03599792880678699
ACH-000464,0.010067484145583977
ACH-000466,0.03459989784304338
ACH-000467,-0.05493254226416451
ACH-000468,0.05719818334955741
ACH-000469,-0.047838896409055975
ACH-000470,-0.04050578178251021
ACH-000471,-0.012430186227013059
ACH-000472,-0.039459467428693336
ACH-000473,0.021097466391859287
ACH-000475,-0.012411257352688566
ACH-000476,-0.044326578934770336
ACH-000477,-0.05905672027635879
ACH-000479,0.03252724448538285
ACH-000480,-0.026461245867904357
ACH-000481,0.013998731757673159
ACH-000483,0.04593767574464809
ACH-000484,-0.04480135669366233
ACH-000485,-0.1509498007560636
ACH-000486,-0.025720546666456262
ACH-000487,0.0015774764373617874
ACH-000488,0.02803702555857477
ACH-000490,-0.009263762979282344
ACH-000491,-0.04839661639784944
ACH-000495,-0.07578541867803355
ACH-000496,-0.06861042792651419
ACH-000499,0.02460664259489382
ACH-000500,-0.0939170341822546
ACH-000502,0.04847308616852378
ACH-000503,-0.017779019881654725
ACH-000505,0.07685573108378514
ACH-000507,-0.025975913989682613
ACH-000510,-0.06728086232734767
ACH-000511,-0.05058771758947755
ACH-000512,0.11024128813506792
ACH-000516,0.04715220399477596
ACH-000517,-0.03870085147733033
ACH-000518,-0.09082319081919504
ACH-000520,0.010834523201609882
ACH-000521,-0.04944289874249276
ACH-000522,0.06234498586580365
ACH-000524,-0.06322159287041039
ACH-000527,0.022203874709943502
ACH-000528,-0.0415887002303192
ACH-000537,-0.07226007712456285
ACH-000541,-0.12499034478158767
ACH-000542,-0.0032081505663858595
ACH-000544,-0.05927949420819656
ACH-000545,0.022637816666599614
ACH-000547,0.011915294104869951
ACH-000548,-0.00530843339692726
ACH-000549,-0.17732438531484782
ACH-000550,0.06750466156100161
ACH-000552,0.034280666041147566
ACH-000556,0.006947160153261895
ACH-000557,-0.0691884866176794
ACH-000569,0.2595604357011461
ACH-000570,-0.04580895364950121
ACH-000571,-0.01306870491967569
ACH-000573,-0.024558726461912667
ACH-000576,0.09155556799427464
ACH-000579,0.00921053237597368
ACH-000580,-0.13884072821433227
ACH-000584,-0.015897014419494766
ACH-000585,-0.03245457221982551
ACH-000588,-0.10458842598894028
ACH-000589,0.03486452415276603
ACH-000591,0.0024732070178517017
ACH-000593,0.006692193994669139
ACH-000600,0.006477333487908626
ACH-000601,0.007666214392851763
ACH-000605,-0.1422181764913317
ACH-000606,-0.05716132999500813
ACH-000608,0.026782529477651737
ACH-000614,0.02636648870997045
ACH-000616,-0.06661127928465559
ACH-000618,0.0413205583319301
ACH-000619,-0.08696324592740631
ACH-000620,-0.027675442599310592
ACH-000621,0.001148735756438682
ACH-000622,0.050017536055785496
ACH-000623,-0.040268494066044366
ACH-000624,-0.02140832150507149
ACH-000627,0.007519846828750203
ACH-000630,0.03441869081384771
ACH-000631,-0.1982292047066146
ACH-000632,-0.05569031220011108
ACH-000633,-0.003384383868476475
ACH-000637,0.03177122176773882
ACH-000638,-0.06102390074027263
ACH-000646,-0.059062063380230775
ACH-000647,-0.07115750857423414
ACH-000648,-0.11437715827672805
ACH-000649,-0.03785936916608563
ACH-000651,-0.06705702978145374
ACH-000652,-0.01843961918238939
ACH-000653,-0.107381535401411
ACH-000657,0.011250950035582316
ACH-000658,0.10025636969085136
ACH-000661,-0.1507541364296139
ACH-000662,0.16839696399758902
ACH-000663,-0.047975980067612604
ACH-000665,0.00913736686672041
ACH-000671,-0.041681378913362925
ACH-000672,0.12892478626100298
ACH-000673,-0.06640148676096988
ACH-000676,-0.010956773453755592
ACH-000677,-0.08961971784947033
ACH-000681,-0.039195142834195465
ACH-000683,-0.0033202634777677034
ACH-000684,-0.14534064257377313
ACH-000688,-0.025843536018146783
ACH-000693,-0.048691268689636184
ACH-000694,-0.062132308332963
ACH-000695,0.1120881679974042
ACH-000696,-0.020601937852702742
ACH-000697,0.042580420493440525
ACH-000699,-0.02547247914492634
ACH-000701,-0.10740874354460272
ACH-000706,0.05281316599702145
ACH-000711,-0.005917286639775428
ACH-000713,0.1256714366147548
ACH-000714,-0.016012833424280955
ACH-000718,-0.10513171849611423
ACH-000720,0.046674541613219565
ACH-000721,-0.016843172707713804
ACH-000724,0.07321371409983404
ACH-000725,0.0032810110874040193
ACH-000732,-0.20482430698855195
ACH-000734,0.02259455448041896
ACH-000735,-0.04170669669903169
ACH-000736,-0.03934181891782797
ACH-000738,-0.17334714715213131
ACH-000746,0.10993532154926912
ACH-000747,-0.15852769035521366
ACH-000748,-0.14205083117644735
ACH-000753,-0.04673746433959587
ACH-000756,0.06087286935431342
ACH-000757,0.0759643106768754
ACH-000758,0.10682972711727956
