,LATS2 (26524)
ACH-000004,-0.13892031186454354
ACH-000005,-0.034255922666430766
ACH-000007,-0.21576942668006352
ACH-000009,0.05430618420400684
ACH-000011,0.2499272401984821
ACH-000012,-0.2212816630800288
ACH-000013,-0.13997983755359253
ACH-000014,-0.10878400588314976
ACH-000015,-0.17892959701329467
ACH-000017,-0.06867361674929345
ACH-000018,0.12121833725930485
ACH-000019,-0.08479285196971005
ACH-000021,-0.2570750684080523
ACH-000022,-0.09941651539559514
ACH-000025,0.32250485641171417
ACH-000028,-0.2237673126007539
ACH-000030,-0.011395457654021562
ACH-000035,-0.0019615858456089627
ACH-000036,0.0635860215436309
ACH-000037,-0.31239090113418155
ACH-000039,-0.1452980744966048
ACH-000040,-0.03333324671584745
ACH-000041,-0.0914387029568273
ACH-000042,-0.006937838309760876
ACH-000045,0.041946177392849886
ACH-000047,-0.2416577230958173
ACH-000052,-0.12290875649853153
ACH-000053,-0.0953392897281284
ACH-000054,0.06643720058321098
ACH-000055,-0.2523666336148357
ACH-000060,0.03832358495325133
ACH-000067,-0.33030297166229994
ACH-000070,-0.028271577581379125
ACH-000075,-0.06552299002803798
ACH-000078,-0.2526778186832765
ACH-000082,0.0980439807869434
ACH-000085,-0.1299102016761734
ACH-000086,0.07154269110887533
ACH-000087,-0.11639691446876295
ACH-000092,0.20433598838033976
ACH-000095,-0.2041886698924777
ACH-000097,-0.2239393600556594
ACH-000098,0.18536445168473129
ACH-000099,-0.08246518071323446
ACH-000108,-0.1082748632120178
ACH-000113,-0.06018080082777566
ACH-000116,-0.09825548371029354
ACH-000118,-0.09993172288499376
ACH-000120,-0.02659983254762332
ACH-000123,-0.09599126912515388
ACH-000127,0.055364541832515234
ACH-000128,0.08613922583354212
ACH-000132,0.386484341830279
ACH-000133,-0.019961153144265414
ACH-000137,0.1024984624509826
ACH-000138,0.023927784009126242
ACH-000142,0.05285463066254455
ACH-000143,-0.07972800009409392
ACH-000146,-0.1258742278931287
ACH-000148,-0.12679791918555353
ACH-000150,-0.03462414718412489
ACH-000152,-0.17862960522054253
ACH-000153,-0.3352516876779449
ACH-000159,-0.1425777051687503
ACH-000160,0.002649385769364106
ACH-000163,-0.048348249440759786
ACH-000167,-0.0024762028283091693
ACH-000168,-0.17053678510143638
ACH-000169,-0.05757923685092355
ACH-000178,0.0029524486543500285
ACH-000183,-0.09606305108404252
ACH-000188,-0.19820493333201927
ACH-000189,-0.09974612509037724
ACH-000190,-0.194697982804104
ACH-000198,-0.06578411045891086
ACH-000203,-0.20889719733828155
ACH-000204,-0.1267025947891445
ACH-000206,-0.15885053480789113
ACH-000207,-0.033506183417552605
ACH-000208,0.058564635157767636
ACH-000210,0.09479224134513302
ACH-000211,-0.0222430785548869
ACH-000215,-0.02555721680947363
ACH-000221,-0.15248652787311098
ACH-000222,-0.07182870341858724
ACH-000223,-0.18166118140255752
ACH-000226,-0.03628979548098299
ACH-000227,-0.20989005308275074
ACH-000228,-0.2661122422528243
ACH-000231,-0.12877322090886675
ACH-000232,-0.19958222650032612
ACH-000233,-0.19892067554493456
ACH-000234,-0.00043670685641630287
ACH-000235,0.027758888202310247
ACH-000237,-0.11918548425547355
ACH-000238,-0.28217294583288777
ACH-000242,-0.0753298917578061
ACH-000243,-0.1166451454688716
ACH-000244,0.9014234332545212
ACH-000246,0.036095015827554436
ACH-000248,0.04255650835831904
ACH-000250,-0.08794325950074347
ACH-000251,0.1221064095994928
ACH-000252,-0.15409952033250787
ACH-000253,-0.08641593314786486
ACH-000255,-0.020976779642536192
ACH-000256,0.08112097540569682
ACH-000257,-0.2637957833710362
ACH-000258,-0.15786953390896893
ACH-000259,-0.12422470520292128
ACH-000260,-0.18595668879273106
ACH-000261,-0.11863974310412467
ACH-000262,0.2462866631499797
ACH-000263,-0.11123551411830666
ACH-000264,-0.13019645030062255
ACH-000265,-0.10345999412835076
ACH-000266,0.15268301314425886
ACH-000272,-0.06224150096596611
ACH-000274,0.17926257326273085
ACH-000277,-0.025664813048240108
ACH-000278,-0.07450593202412491
ACH-000279,-0.165151164312495
ACH-000280,0.14280505100971672
ACH-000281,0.1080249811988598
ACH-000288,0.0023293640089620425
ACH-000291,-0.1053953641873218
ACH-000293,-0.1601228272123598
ACH-000294,-0.2449195096746089
ACH-000295,0.14115213874120475
ACH-000296,-0.16801384935739178
ACH-000302,-0.1479501948145101
ACH-000304,-0.009281618564821409
ACH-000307,-0.1617207234342427
ACH-000308,0.017851163553546174
ACH-000310,-0.1974469197334116
ACH-000311,0.00710322638798667
ACH-000312,-0.0018451914628502047
ACH-000315,-0.12308623678545692
ACH-000316,0.06391046617418013
