,TAB2 (23118)
ACH-000004,-0.0037130608483695975
ACH-000005,-0.0996758154813176
ACH-000007,0.044741562013638464
ACH-000009,0.0872703540479839
ACH-000011,0.07996442923290542
ACH-000012,0.05932779447876858
ACH-000013,-0.08192536221396275
ACH-000014,-0.05471886655558804
ACH-000015,0.0740304400281165
ACH-000017,-0.057136824015253926
ACH-000018,0.0923827622241574
ACH-000019,0.10833362114717417
ACH-000021,-0.005475130097165139
ACH-000022,0.06352621387580583
ACH-000025,-0.2194044295822228
ACH-000028,0.1458768665215895
ACH-000030,-0.043765185193629215
ACH-000035,-0.015183653098441875
ACH-000036,-0.11727846891367415
ACH-000037,0.13111012168484046
ACH-000039,-0.02133292707331255
ACH-000040,-0.08382092594912993
ACH-000041,0.04768615977578237
ACH-000042,-0.02528962274039348
ACH-000045,0.022276364590941487
ACH-000047,0.0463638789024238
ACH-000052,0.10312177839058577
ACH-000053,0.1209056238915132
ACH-000054,-0.07182410206261854
ACH-000055,0.10563541299080624
ACH-000060,-0.05199745883902876
ACH-000067,-0.265121759043698
ACH-000070,0.07014675025870855
ACH-000075,-0.025184402785359068
ACH-000078,0.17051574542833006
ACH-000082,-0.06003331819151787
ACH-000085,-0.1668432058201315
ACH-000086,0.04301648792290814
ACH-000087,0.0067138469925111174
ACH-000092,-0.006975665601511754
ACH-000095,-0.027988673886482792
ACH-000097,0.037749314558086715
ACH-000098,-0.060670659570580515
ACH-000099,0.07628701390148547
ACH-000108,-0.04019217056628376
ACH-000113,0.1057651136849079
ACH-000116,0.045591504411730564
ACH-000118,-0.08573637827116846
ACH-000120,0.022616431839725448
ACH-000123,0.07127984868527955
ACH-000127,0.01955044535743516
ACH-000128,-0.33107728552537835
ACH-000132,-0.1659842807680279
ACH-000133,-0.00897871352646723
ACH-000137,-0.2913094799763287
ACH-000138,-0.00823547552673942
ACH-000142,-0.03590761512124538
ACH-000143,-0.07085824100952094
ACH-000146,-0.024758651875216725
ACH-000148,-0.01905371773719412
ACH-000150,-0.01981145566354308
ACH-000152,-0.03369142812720878
ACH-000153,0.10812382289870932
ACH-000159,0.08676207750839929
ACH-000160,-0.04348410568263555
ACH-000163,0.07670791404973581
ACH-000167,-0.3426464757833075
ACH-000168,0.014513278665688162
ACH-000169,0.02128115528902817
ACH-000178,0.06153643181652645
ACH-000183,0.026990955370981017
ACH-000188,0.10437438831998017
ACH-000189,-0.028817291217829045
ACH-000190,-0.0013472427382541989
ACH-000198,0.10015598368238313
ACH-000203,-0.08264905024974205
ACH-000204,0.02984086995967636
ACH-000206,-0.1543246089803659
ACH-000207,-0.09187245531610584
ACH-000208,0.13897737931365273
ACH-000210,-0.09088567663347058
ACH-000211,-0.17386693238974715
ACH-000215,-0.14840569236498974
ACH-000221,-0.061155993498276426
ACH-000222,-0.1768088658422609
ACH-000223,-0.07235238642412706
ACH-000226,0.06255403856922259
ACH-000227,0.05074642718639388
ACH-000228,0.01702104777968834
ACH-000231,-0.07724496414801832
