,SDE2 (163859)
ACH-000221,-1.3695512462203625
ACH-000222,-1.2319058331976385
ACH-000223,-1.4048692916924836
ACH-000226,-0.8472112731485639
ACH-000227,-1.2494888880641235
ACH-000228,-1.1702651149132868
ACH-000231,-1.2008888354468996
ACH-000232,-1.3486997559143474
ACH-000233,-1.1062145218106323
ACH-000234,-1.0811269177786975
ACH-000235,-1.254937248796877
ACH-000237,-1.2427295737106159
ACH-000238,-1.1080126077392822
ACH-000242,-0.9660459676973324
ACH-000243,-1.2133356572552831
ACH-000244,-1.2111399492712802
ACH-000246,-1.0668406621525857
ACH-000248,-1.1010666421253077
ACH-000250,-1.2273213959895757
ACH-000251,-1.1513849642167742
ACH-000252,-1.242421320674085
ACH-000253,-1.1736071811928408
ACH-000255,-0.9265048015729092
ACH-000256,-1.156206712579415
ACH-000257,-1.0722382179874628
ACH-000258,-0.8100433522254171
ACH-000259,-1.3051399293914647
ACH-000260,-1.107111278783191
ACH-000261,-1.246610483249084
ACH-000262,-1.226863526744233
ACH-000263,-1.240563464539863
ACH-000264,-1.4266711845503357
ACH-000265,-1.2726489420884357
ACH-000266,-1.2248123197958762
ACH-000272,-1.0448654920359002
ACH-000274,-0.879222386347187
ACH-000277,-1.2717262304652863
ACH-000278,-1.0784549144130733
ACH-000279,-1.317997928633174
ACH-000280,-1.0892236814781182
ACH-000281,-1.235333430847854
ACH-000288,-1.1766196641701163
ACH-000291,-1.0457882148416726
ACH-000293,-1.1586163804190839
ACH-000294,-1.4504252048146524
ACH-000295,-1.3326522612479197
ACH-000296,-1.2299391958411916
ACH-000302,-1.4071368107296465
ACH-000304,-0.7231667563120835
ACH-000307,-1.0594407534842265
ACH-000308,-1.3070705759126369
ACH-000310,-1.087051422262731
ACH-000311,-1.097553137071888
ACH-000312,-1.1122093308276644
ACH-000315,-1.4030023095772293
ACH-000316,-1.3600477556916262
ACH-000317,-1.3720586094868557
ACH-000318,-1.0418431324122222
ACH-000319,-1.3634445688566883
ACH-000320,-1.0215587447490968
ACH-000322,-1.3030405549085249
ACH-000323,-1.2119190901959498
ACH-000324,-1.2030556745205547
ACH-000329,-1.1570947876618665
ACH-000330,-1.2330723498645138
ACH-000331,-1.1004436303779943
ACH-000332,-1.103036260199454
ACH-000334,-1.4197826735529642
ACH-000335,-0.9226042428229019
ACH-000336,-1.5263565379006698
ACH-000337,-1.0114970690118938
ACH-000338,-0.9035084355548412
ACH-000339,-1.253694327478916
ACH-000341,-1.1200014408304608
ACH-000348,-1.275091670569103
ACH-000350,-0.9999496179819718
ACH-000352,-1.2072064831338962
ACH-000356,-1.4490468968911046
ACH-000361,-1.1809159485162506
ACH-000362,-1.0317422950807278
ACH-000363,-1.204274350948699
ACH-000364,-0.9706230458972842
ACH-000365,-1.229703593386522
ACH-000366,-0.9645792022799032
ACH-000368,-1.2113648442060918
ACH-000374,-1.1586954883726974
ACH-000375,-1.0601178953071182
ACH-000376,-1.2031785954806686
ACH-000381,-1.2447390029661454
ACH-000383,-1.1614731418669981
ACH-000387,-1.4686819496872014
ACH-000389,-1.2926139286882232
ACH-000390,-1.4526650240368757
ACH-000393,-1.2004093845939796
ACH-000395,-1.3690282530694118
ACH-000396,-1.3892686197057391
ACH-000397,-0.9552130466824241
ACH-000401,-1.2200796752089649
ACH-000402,-1.3773492178760631
ACH-000403,-1.1993650245312515
ACH-000404,-0.9999617905267058
ACH-000406,-1.234697625734112
ACH-000407,-0.953194282454786
ACH-000408,-1.0148035093679642
ACH-000410,-1.3927769292183318
ACH-000411,-1.0752038413231435
ACH-000414,-1.1362309844884015
ACH-000415,-1.4241868926812178
ACH-000416,-1.3602258296359138
ACH-000420,-0.9833512632666314
ACH-000421,-1.1245434520669733
ACH-000424,-1.1900001760378809
ACH-000425,-1.3114469291225281
ACH-000426,-1.5212529614706682
ACH-000427,-1.3524920577529975
ACH-000433,-0.9855076652549112
ACH-000435,-1.308955072621653
ACH-000436,-1.0163012132903204
ACH-000444,-1.1924342396958278
ACH-000445,-1.098402650583677
ACH-000448,-1.1473103183674462
ACH-000450,-1.153026517661367
ACH-000452,-1.4057210821895023
ACH-000454,-0.9971942041657336
ACH-000458,-1.2071959272829131
ACH-000459,-1.628006537540097
ACH-000460,-1.0248820460282062
ACH-000461,-1.2368180445629409
ACH-000463,-0.9483762991428298
ACH-000464,-1.2105907403939111
ACH-000466,-1.4599743771294402
ACH-000467,-1.1412816125056882
ACH-000468,-1.0893945267940033
ACH-000469,-1.129079428504744
ACH-000470,-1.3033387348547951
ACH-000471,-1.233428409541609
ACH-000472,-1.2651767259518216
ACH-000473,-1.3046543651477354
ACH-000475,-1.1795620629547463
ACH-000476,-1.0340066194241793
ACH-000477,-1.2984657689202863
ACH-000479,-1.0369493124151803
ACH-000480,-1.165544819351736
ACH-000481,-1.2960387704890377
ACH-000483,-1.2045463204191516
ACH-000484,-1.300415100945541
ACH-000485,-1.1159671605955024
ACH-000486,-1.113697519227184
ACH-000487,-1.2899065149276463
ACH-000488,-1.115409173976512
ACH-000490,-1.2656930907638697
ACH-000491,-1.069636719661271
ACH-000495,-1.1525192355745986
ACH-000496,-1.1206638422276851
ACH-000499,-1.180263793204933
ACH-000500,-1.1745278145172098
ACH-000502,-1.2939201862751897
ACH-000503,-1.18520829089848
ACH-000505,-1.2025774374425304
ACH-000507,-1.177940253914328
ACH-000510,-1.3319482666159497
ACH-000511,-1.1083261490716936
ACH-000512,-1.0788627147176355
ACH-000516,-1.3110622855144758
ACH-000517,-1.2168055512915124
ACH-000518,-1.4355537244745622
ACH-000520,-0.9685402707830836
ACH-000521,-1.2873584750448224
ACH-000522,-1.379935635915789
ACH-000524,-1.2908540397303263
ACH-000527,-1.341482636226765
ACH-000528,-1.2215522501282807
ACH-000537,-1.3428459947832423
ACH-000541,-1.2131816699036369
ACH-000542,-1.1298965518714217
ACH-000544,-1.1252523994041952
ACH-000545,-1.2511986828366612
ACH-000547,-1.1966710270282035
ACH-000548,-1.180625564969822
ACH-000549,-0.9912872243509516
ACH-000550,-1.1202764620958132
ACH-000552,-1.1397574527527214
ACH-000556,-1.184677202090476
ACH-000557,-1.19871714060191
ACH-000569,-1.0112740064040473
ACH-000570,-1.2675091923011879
ACH-000571,-1.1852656244834399
ACH-000573,-1.3506536768718058
ACH-000576,-1.05547159004403
ACH-000579,-1.0631927198366395
ACH-000580,-1.3854296415906107
ACH-000584,-1.293345846781487
ACH-000585,-1.3842947155030405
ACH-000588,-1.3063360863573754
ACH-000589,-1.0957188439052852
ACH-000591,-1.1143077318231784
ACH-000593,-1.1963563041348586
ACH-000600,-0.954820697488046
ACH-000601,-1.1391692924204952
ACH-000605,-1.2828872667331903
ACH-000606,-1.2591876320696862
ACH-000608,-1.1786577553867827
ACH-000614,-1.3479707090803392
ACH-000616,-1.169856265371634
ACH-000618,-1.1401771475232458
ACH-000619,-1.1554389791372384
ACH-000620,-1.1184959253111029
ACH-000621,-1.0618213194125032
ACH-000622,-1.1264516697322116
ACH-000623,-1.2133081404608457
ACH-000624,-1.3472307493130082
ACH-000627,-1.05800784218551
ACH-000630,-1.2181097420817641
ACH-000631,-1.1286763580309052
ACH-000632,-1.1843542166011989
ACH-000633,-1.0218144318709983
ACH-000637,-1.2353590448632972
ACH-000638,-1.1754283354071928
ACH-000646,-1.2599264671688415
ACH-000647,-1.1232447148150555
ACH-000648,-1.2577441037191344
ACH-000649,-1.2162320870727517
ACH-000651,-1.2595470444117132
ACH-000652,-1.1310613706877433
ACH-000653,-1.523859604234027
ACH-000657,-1.2307620628371174
ACH-000658,-1.352619112174505
ACH-000661,-1.2048374028631927
ACH-000662,-0.9578074588400378
ACH-000663,-1.3521822838364037
ACH-000665,-1.1256248341516035
ACH-000671,-1.1785999432316383
ACH-000672,-1.1548292174661063
ACH-000673,-1.2941810509317953
ACH-000676,-1.3135638094750175
ACH-000677,-1.051552936082878
ACH-000681,-1.0372467623696655
ACH-000683,-1.290773054927168
ACH-000684,-1.1728536171834971
ACH-000688,-1.3193715957713776
ACH-000693,-1.1930539832030018
ACH-000694,-1.1716696731082308
ACH-000695,-1.2381162846548972
ACH-000696,-1.1263231925561157
ACH-000697,-1.0318079409023702
ACH-000699,-1.522116099675524
ACH-000701,-1.1706586573757611
ACH-000706,-1.18884825554524
ACH-000711,-1.2542183682145085
ACH-000713,-0.9800014737307284
ACH-000714,-1.175575532872518
ACH-000718,-1.0927435343294571
ACH-000720,-1.01584893940042
ACH-000721,-1.1962331039991114
ACH-000724,-1.0978911200027048
ACH-000725,-0.9583814806107608
ACH-000732,-1.0692646214654602
ACH-000734,-1.2496777973183106
ACH-000735,-1.2293918845465444
ACH-000736,-1.0794556559045698
ACH-000738,-1.2613188179772332
ACH-000746,-1.3383439192042466
ACH-000747,-1.2325368875296487
ACH-000748,-1.2361370354714656
ACH-000753,-1.3543666261077991
ACH-000756,-0.836811441466844
ACH-000757,-1.2504710567097408
ACH-000758,-1.2428641797917317
ACH-000760,-1.3283721507820505
ACH-000762,-1.157472871643748
ACH-000763,-1.1781208356515571
ACH-000764,-1.0280504230642598
ACH-000765,-1.3418176900417318
ACH-000766,-1.2837135031161564
ACH-000767,-1.3290984602074294
ACH-000768,-1.1471799776355722
ACH-000769,-1.118452309404002
ACH-000770,-1.0525549917495558
ACH-000771,-1.1919863908412145
ACH-000773,-1.0735329108439031
ACH-000776,-1.00613891737278
ACH-000777,-1.2777922442401195
ACH-000778,-1.2690270808176982
ACH-000781,-1.2676503059820938
ACH-000782,-0.9692940903899598
ACH-000783,-1.3089244583620228
ACH-000784,-1.280344028055375
ACH-000785,-1.2466289992145942
ACH-000787,-1.246836822492967
ACH-000788,-1.2339934032507265
ACH-000791,-1.3057463708599322
ACH-000792,-1.4422950702144863
ACH-000794,-1.074465520570368
ACH-000796,-1.3177884040784007
ACH-000798,-1.1872900878870387
ACH-000799,-1.3040704062523818
ACH-000800,-1.3085534976870428
ACH-000802,-1.2633661952895046
ACH-000804,-1.0879619369747753
ACH-000805,-1.1099882502808267
ACH-000809,-0.966425605612244
ACH-000810,-0.5571682676292324
ACH-000811,-1.281594547182162
ACH-000817,-0.9686091673763036
ACH-000819,-1.2604108725620913
ACH-000820,-1.545733637523315
ACH-000821,-1.2539258593706046
ACH-000822,-1.1689442782055477
ACH-000823,-1.2156262523497785
ACH-000824,-1.1028347398167593
ACH-000827,-1.079366323300997
ACH-000829,-1.1228870472243682
ACH-000831,-1.2070157854799772
ACH-000832,-1.0548170459461552
ACH-000833,-0.8208173586608702
ACH-000834,-1.1079920122984663
ACH-000835,-1.3423173996944489
ACH-000836,-1.2548290717726789
ACH-000837,-1.2929190855320758
ACH-000838,-1.3255938693073752
ACH-000839,-1.1623209077730154
ACH-000840,-1.2207110764610367
ACH-000841,-1.166497702335799
ACH-000843,-1.085187884995272
ACH-000846,-1.0923212887139742
ACH-000847,-1.2536275635326921
ACH-000848,-1.2543292796066503
ACH-000849,-1.3560581902958275
ACH-000851,-1.189471514114263
ACH-000855,-1.3635004974961058
ACH-000856,-1.16468778285745
ACH-000858,-1.2432192272172815
ACH-000859,-1.057156474528894
ACH-000861,-1.1616960854617693
ACH-000862,-1.2918821868148196
ACH-000865,-1.234008599566171
ACH-000866,-1.0915699851017977
ACH-000867,-1.2507730884931547
ACH-000869,-1.4996436346915418
ACH-000872,-1.1652801559736858
ACH-000873,-1.1073019714431935
ACH-000876,-1.4196951500660824
ACH-000878,-1.158944225938829
ACH-000880,-1.1734988967847733
ACH-000881,-1.2062303183548868
ACH-000882,-1.209374909512583
ACH-000884,-1.301870666730671
ACH-000885,-1.1477404192709384
ACH-000887,-1.1492616137066318
ACH-000889,-1.211850249106643
ACH-000896,-1.1524078708556251
ACH-000898,-1.192410092729836
ACH-000900,-1.136963022928789
ACH-000901,-1.2713302662773514
ACH-000905,-1.1710154574103755
ACH-000906,-1.20994071750772
ACH-000907,-1.1938055526233025
ACH-000910,-1.1154006279077078
ACH-000911,-1.0853109986122143
ACH-000912,-1.261175316750946
ACH-000913,-1.251581382709075
ACH-000915,-1.203377853825515
ACH-000916,-0.93482069388373
ACH-000917,-1.1887709909142636
ACH-000920,-1.3147757241356277
ACH-000921,-1.2617847383715248
ACH-000924,-1.0151355438254857
ACH-000926,-1.3368065373048137
ACH-000928,-1.0816138024040192
ACH-000929,-1.2523209258515688
ACH-000932,-1.1645735435760591
ACH-000935,-1.2097827986621663
ACH-000936,-1.1366192062956968
ACH-000937,-1.1935516076187604
ACH-000938,-0.9926977917789124
ACH-000939,-1.3102224376305274
ACH-000941,-1.3432952761829484
ACH-000943,-1.250038574153097
ACH-000946,-1.29906126014348
ACH-000947,-1.1634431868457813
ACH-000948,-1.282231203610511
ACH-000950,-1.4081903185559252
ACH-000953,-0.9567027140972074
ACH-000954,-1.0340729216691735
ACH-000957,-1.40765043539422
ACH-000958,-1.2651516605203166
ACH-000960,-1.003060827392848
ACH-000963,-0.8905690920260949
ACH-000968,-1.1875764119548031
ACH-000969,-1.184664036832881
ACH-000972,-1.25540594526036
ACH-000973,-1.207177975776769
ACH-000974,-1.1474419615886653
ACH-000978,-1.2150789203143897
ACH-000984,-1.0860788686136138
ACH-000986,-1.162384507588215
ACH-000988,-1.3651018097527567
ACH-000993,-1.1879518255834394
ACH-000994,-1.3499655898847942
ACH-000996,-1.1570169180904242
ACH-001001,-1.201645948015185
ACH-001020,-1.1162074606346128
ACH-001028,-1.2421609248881589
ACH-001031,-1.5518039304782938
ACH-001038,-1.3318072438964796
ACH-001048,-1.2970032367887352
ACH-001050,-1.1954023100612887
ACH-001053,-1.2596776164316832
ACH-001054,-1.2962439384994544
ACH-001061,-1.2049927492942714
ACH-001067,-1.0755309311843373
ACH-001075,-1.2345247320081534
ACH-001096,-1.2238418252449457
ACH-001111,-1.1789924722193372
ACH-001119,-1.1246902626781137
ACH-001128,-1.3288696459332452
ACH-001134,-1.0316098959440525
ACH-001151,-1.22939915156555
ACH-001163,-1.2905040170892017
ACH-001164,-1.0961096673820432
ACH-001183,-1.285604590084276
ACH-001192,-1.3603104302522906
ACH-001193,-1.0149117802829477
ACH-001196,-1.3039901715701003
ACH-001197,-1.2323443528390632
ACH-001205,-1.01256859342337
ACH-001211,-1.1878568857673368
ACH-001212,-1.1680024338217012
ACH-001228,-1.2156058619976646
ACH-001232,-1.0732087879948151
ACH-001239,-1.0788489119530853
ACH-001270,-1.4245677983996987
ACH-001274,-1.1031735035843049
ACH-001275,-1.1745422742731582
ACH-001277,-1.4423655447193091
ACH-001278,-1.1375293428821365
ACH-001280,-0.9984259327866184
ACH-001283,-1.3987289499890492
ACH-001289,-1.3031848739573793
ACH-001300,-1.292367043636564
ACH-001301,-1.353991687202396
ACH-001302,-1.090936593255398
ACH-001306,-1.1993636672765295
ACH-001318,-1.2804796741679676
ACH-001322,-1.2346687210656175
ACH-001328,-1.1425480451570142
ACH-001332,-1.1255222555246895
ACH-001336,-1.2648865157605764
ACH-001346,-1.2388929933804715
ACH-001353,-1.2717195413696094
ACH-001354,-1.140021042117333
ACH-001367,-1.0904495446080278
ACH-001368,-1.283732155253364
ACH-001374,-1.2402978041289268
ACH-001377,-1.091314721784178
ACH-001380,-1.1060389760226998
ACH-001391,-0.9899174285616988
ACH-001408,-1.1314680686444003
ACH-001430,-1.3005454123520737
ACH-001431,-1.4105840101119758
ACH-001450,-1.149834380690196
ACH-001496,-1.2944782750184762
ACH-001500,-1.1493854745859786
ACH-001523,-1.1900102987699523
ACH-001532,-1.366981865030675
ACH-001550,-1.4173081994818952
ACH-001552,-1.2655222384229552
ACH-001554,-1.2576518047183456
ACH-001654,-1.0804434847788218
ACH-001735,-1.2532438189077897
ACH-001736,-0.9953065914700384
ACH-001737,-1.2519895797228204
ACH-001740,-0.9934980782466264
ACH-001745,-1.3222912659503678
ACH-001765,-1.2183003101540022
