,DEC1 (50514)
ACH-000004,0.07800178639847223
ACH-000005,0.17079320976491555
ACH-000007,-0.01325684926651302
ACH-000009,-0.10012781588861024
ACH-000011,-0.10797497131776304
ACH-000012,0.004803884512919291
ACH-000013,0.040069329318194534
ACH-000014,0.06417272615235108
ACH-000015,0.05162451345411465
ACH-000017,0.0437321855259161
ACH-000018,0.09877765262321576
ACH-000019,-0.0043839065553934
ACH-000021,0.07870911179797674
ACH-000022,-0.012597704819594172
ACH-000025,0.06584563226829197
ACH-000028,0.02517480316519617
ACH-000030,0.033052674677109206
ACH-000035,0.19181842291416776
ACH-000036,-0.05768070583671243
ACH-000037,0.02142056038563093
ACH-000039,-0.1921388174706967
ACH-000040,-0.058745480499088135
ACH-000041,-0.14982473075460429
ACH-000042,0.053564951862561966
ACH-000045,0.13503025369936406
ACH-000047,0.03502485840619323
ACH-000052,0.04341196627125353
ACH-000053,-0.02020430662003822
ACH-000054,-0.04881895603069904
ACH-000055,0.21894517420456008
ACH-000060,-0.08990233955124005
ACH-000067,0.03782169971210955
ACH-000070,0.03653638068300204
ACH-000075,-0.17412331132533485
ACH-000078,0.07151875217510333
ACH-000082,0.024289603580634717
ACH-000085,0.1470928043554184
ACH-000086,0.08557978548084126
ACH-000087,0.12033823180024182
ACH-000092,0.05618815740782922
ACH-000095,0.012768341253810366
ACH-000097,0.03451702415096463
ACH-000098,0.13398715614575982
ACH-000099,0.031530574212066224
ACH-000108,0.10756061126766032
ACH-000113,0.11636646066384936
ACH-000116,0.1721329313032359
ACH-000118,-0.052295427245079566
ACH-000120,0.025294877778147963
ACH-000123,0.0575094810516435
ACH-000127,0.04638363306280911
ACH-000128,0.03904134868344752
ACH-000132,0.045598082712985946
ACH-000133,0.02253262714627728
ACH-000137,0.1731725883264281
ACH-000138,-0.009011952319335373
ACH-000142,0.08768700281136615
ACH-000143,0.00980026331089506
ACH-000146,0.02968497690852058
ACH-000148,-0.002528683225937255
ACH-000150,0.09236314205172848
ACH-000152,0.06915750141451286
ACH-000153,-0.04490353585960752
ACH-000159,-0.015282176362020996
ACH-000160,-0.021020692060907203
ACH-000163,-0.05399378545365209
ACH-000167,-0.017327440427125914
ACH-000168,0.035390376594164934
ACH-000169,0.03327550185114775
ACH-000178,-0.11577922837269293
ACH-000183,0.1418636013062559
ACH-000188,0.13091142545021353
ACH-000189,-0.002235797260955783
ACH-000190,0.05966772604650712
ACH-000198,0.043908645172210686
ACH-000203,-0.10751779568411997
ACH-000204,-0.14782463940129806
ACH-000206,-0.02876716606388195
ACH-000207,0.01988594821684709
ACH-000208,0.0025259366846025573
ACH-000210,0.32251912317056103
ACH-000211,0.05621200353879272
ACH-000215,0.04526510572441193
ACH-000221,0.1809104784095205
ACH-000222,0.1865071918496554
ACH-000223,0.003127411309216128
ACH-000226,-0.1381554488274518
ACH-000227,-0.008588641690735544
ACH-000228,-0.008979636970232907
ACH-000231,0.10437497887802714
ACH-000232,-0.05206687749078124
ACH-000233,0.029735701946352264
ACH-000234,0.016811571007316197
ACH-000235,0.065996297385763
ACH-000237,-0.02726888750325801
ACH-000238,-0.05228081166452527
ACH-000242,-0.12549370811696134
ACH-000243,0.0496718666146918
ACH-000244,0.06150222997554701
ACH-000246,0.06627369787048673
ACH-000248,0.036611979333215285
ACH-000250,0.026404347239719024
ACH-000251,0.06449177020316074
ACH-000252,0.025991826258493243
ACH-000253,-0.016255032729667083
ACH-000255,0.004869437104613177
ACH-000256,0.17009585311232778
ACH-000257,0.1442836182407019
ACH-000258,0.22308059990002224
ACH-000259,-0.0010894174110909686
ACH-000260,0.009004902268316255
ACH-000261,0.05231890232224908
ACH-000262,-0.044846305348786426
ACH-000263,0.019185973094854748
ACH-000264,-0.041072516726145085
ACH-000265,0.08467818929425093
ACH-000266,0.07776115863094048
ACH-000272,0.011421434154128756
ACH-000274,-0.053342664985252135
ACH-000277,0.09635372149956213
ACH-000278,-0.0007720442743194366
ACH-000279,0.1060518554123486
ACH-000280,0.0009926666548573716
ACH-000281,0.19075691407205853
ACH-000288,0.187379948061956
ACH-000291,0.09357641926617047
ACH-000293,0.0271039939290313
ACH-000294,0.01770289247254434
ACH-000295,-0.02694119165156954
ACH-000296,0.16491166410045907
ACH-000302,-0.009740923591799192
ACH-000304,0.10242775530730913
ACH-000307,0.07013105903646229
ACH-000308,0.05069773691411559
ACH-000310,0.0981630293256812
ACH-000311,0.03831084108084527
ACH-000312,0.07739396823442256
ACH-000315,0.1512141925431424
ACH-000316,0.04086012147787889
ACH-000317,-0.005388661435680738
ACH-000318,-0.03544237601505143
ACH-000319,0.04338520752818766
ACH-000320,0.1038222889087838
ACH-000322,-0.014164780631201537
ACH-000323,0.04089482178653132
ACH-000324,-0.008521079712688177
ACH-000329,0.06470439968802558
ACH-000330,0.0508607712828721
ACH-000331,-0.15790605119389822
ACH-000332,0.0963810097763606
ACH-000334,-0.1179062761897819
ACH-000335,-0.15816635105982452
ACH-000336,0.026921325952130787
ACH-000337,-0.0643309648065057
ACH-000338,0.3088032459750991
ACH-000339,0.05113781168694058
ACH-000341,0.04063552822070755
ACH-000348,-0.013078539559446012
ACH-000350,0.060553722201570924
ACH-000352,0.033531084139178914
ACH-000356,0.05418069230917228
ACH-000361,0.10412418799530758
ACH-000362,-0.06777315597269692
ACH-000363,0.018228052728064957
ACH-000364,0.07594742194774033
ACH-000365,0.035452154049229766
ACH-000366,0.06446101515552219
ACH-000368,0.161025801701304
ACH-000374,0.13837592493288206
ACH-000375,-0.11191231347192243
ACH-000376,0.04698478825272357
ACH-000381,-0.03617639389603825
ACH-000383,0.0350558998624638
ACH-000387,0.13886151895805346
ACH-000389,-0.04298343664079109
ACH-000390,-0.04758670071227796
ACH-000393,-0.057703218384828864
ACH-000395,-0.14240253833165034
ACH-000396,-0.14282700378947966
ACH-000397,0.1065888295293715
ACH-000401,-0.19984059041475066
ACH-000402,0.03339990575873951
ACH-000403,0.02473366009594336
ACH-000404,-0.00951142609128511
ACH-000406,0.06644322141969501
ACH-000407,0.019132152147567808
ACH-000408,0.09221178044042877
ACH-000410,-0.07026560726483516
ACH-000411,0.021520089868848374
ACH-000414,0.032486001941096736
ACH-000415,0.041086186748366615
ACH-000416,0.01379844837628514
ACH-000420,0.07686743147793489
ACH-000421,0.1252793541576311
ACH-000424,0.029823179955916893
ACH-000425,-0.0001441492024635738
ACH-000426,0.07276938009781336
ACH-000427,-0.040509831776009066
ACH-000433,0.05698694261074948
ACH-000435,0.04710098227099888
ACH-000436,0.053761095791792966
ACH-000444,0.11834343116182415
ACH-000445,0.045016743587719586
ACH-000448,-0.061933241924675926
ACH-000450,0.16243104942941616
ACH-000452,0.0706457801470944
ACH-000454,0.1751219729001944
ACH-000458,-0.028431177817853464
ACH-000459,-0.05898560050785304
ACH-000460,0.08485428869322234
ACH-000461,0.013978808312300162
ACH-000463,0.005540730154529692
ACH-000464,0.023314503341883844
ACH-000466,0.09033324453711024
ACH-000467,0.11061221458230877
ACH-000468,0.06577779151329474
ACH-000469,0.1133133724474486
ACH-000470,0.02312536613956217
ACH-000471,0.04800753236366268
ACH-000472,0.10835463334526683
ACH-000473,0.12448446277166
ACH-000475,0.024547913245409014
ACH-000476,0.1066902604909108
ACH-000477,0.07034259912438784
ACH-000479,-0.2102832329757792
ACH-000480,0.1590246459697803
ACH-000481,0.03196973936446197
ACH-000483,-0.013616691326355485
ACH-000484,0.1739960888619895
ACH-000485,0.054969720181428185
ACH-000486,0.08085771663170732
ACH-000487,0.1189070997088678
ACH-000488,0.01699328490317004
ACH-000490,-0.013633353343374078
ACH-000491,0.08883278990410848
ACH-000495,0.047892368193044856
ACH-000496,-0.02750084279592047
ACH-000499,0.04479591088802386
ACH-000500,0.09052500830585834
ACH-000502,0.09432815785564493
ACH-000503,0.1909012591016228
