,UMPS (7372)
ACH-000317,-0.9182593424385196
ACH-000318,-0.4400622396568588
ACH-000319,-0.3540804896869147
ACH-000320,-0.7350250454169384
ACH-000322,-0.4399080802708229
ACH-000323,-0.3817163503212657
ACH-000324,-0.3605081295689296
ACH-000329,-0.3451331563909445
ACH-000330,-0.6774820217818586
ACH-000331,-0.13941738388684474
ACH-000332,-0.16867143796955725
ACH-000334,-0.8106140760591138
ACH-000335,-0.5389813114347447
ACH-000336,-0.008531101007888564
ACH-000337,-0.9984562645573126
ACH-000338,-1.1251040643776131
ACH-000339,-0.9045892142433588
ACH-000341,-0.38344460282070814
ACH-000348,-0.4414885430443177
ACH-000350,-0.28953260943564835
ACH-000352,-0.4372662712460804
ACH-000356,-0.5032473650327371
ACH-000361,-0.3294135878448816
ACH-000362,-0.7893048611601956
ACH-000363,-0.96048335819481
ACH-000364,-0.15702568673538367
ACH-000365,-0.6288212520929027
ACH-000366,-0.7735936718194535
ACH-000368,-0.5239598449645428
ACH-000374,-0.1180079229347612
ACH-000375,-0.5874551197829326
ACH-000376,-0.2722089797334359
ACH-000381,-0.8406386891826927
ACH-000383,-0.9349592038894751
ACH-000387,-0.9342649412107368
ACH-000389,-0.14926264638328346
ACH-000390,-0.7438332011955199
ACH-000393,-0.37837226931164414
ACH-000395,-0.3346655621483291
ACH-000396,-0.4462353677680336
ACH-000397,-0.3157734702127703
ACH-000401,-0.9044375386661136
ACH-000402,-0.698337314295968
ACH-000403,-0.2047657789239316
ACH-000404,-0.4467941935290815
ACH-000406,-1.0931773709159318
ACH-000407,-0.4436188016853032
ACH-000408,-0.40956602051960855
ACH-000410,-0.3592804507474637
ACH-000411,-0.8760896178486917
ACH-000414,-0.3127786428480692
ACH-000415,-0.25031008133451943
ACH-000416,-0.8269187582180838
ACH-000420,-0.19913554011632276
ACH-000421,-0.4627625736020919
ACH-000424,-0.3650077995244565
ACH-000425,-0.7211116536770305
ACH-000426,-0.9847959317779786
ACH-000427,-0.4338852608576955
ACH-000433,-0.2476525001153623
ACH-000435,-1.2382045256144478
ACH-000436,-0.6002694972328722
ACH-000444,-0.5106608983328212
ACH-000445,-0.2257313109405312
ACH-000448,-0.617264835327773
ACH-000450,-0.3553113256003279
ACH-000452,-0.477478783417563
ACH-000454,-0.5027873202212236
ACH-000458,-0.4403259019947963
ACH-000459,-0.7804297252151453
ACH-000460,-0.5912817242759983
ACH-000461,-0.7962248647035969
ACH-000463,-0.4361183115569828
ACH-000464,-0.5124883339293632
ACH-000466,-0.15770256447079642
ACH-000467,-0.4100380002374936
ACH-000468,-0.4286309208890924
ACH-000469,-0.22642727452322675
ACH-000470,-0.5233038162230772
ACH-000471,-0.312254885719532
ACH-000472,-0.285965682007567
ACH-000473,-0.33495263210813664
ACH-000475,-0.32272661311273065
ACH-000476,-0.294749478105552
ACH-000477,-0.4951038228447699
ACH-000479,-0.3574395293408199
ACH-000480,-0.06780475881794462
ACH-000481,-0.4449216731718528
ACH-000483,-0.4509649208890274
ACH-000484,-0.4535326853439928
ACH-000485,-0.5694068226142791
ACH-000486,-0.29625196934622594
ACH-000487,-0.7660225464674012
ACH-000488,-0.2284217169097101
ACH-000490,-0.2546190968942238
ACH-000491,-0.1315478028369053
ACH-000495,-0.2710785170371581
ACH-000496,-0.6737120741001159
ACH-000499,-0.3624048495893002
ACH-000500,-0.14909545558030374
ACH-000502,-0.3532792434210644
ACH-000503,-0.5921680435385679
ACH-000505,-0.43481203469662005
ACH-000507,-0.8301731073450276
ACH-000510,-0.2809565959338807
ACH-000511,-0.26126228533302226
ACH-000512,-0.661989712888715
ACH-000516,-0.1532344345237748
ACH-000517,-0.5291743032384955
ACH-000518,-0.1810936360550279
ACH-000520,-0.31806471995384983
ACH-000521,-0.42430498919278936
ACH-000522,-0.444569027558056
ACH-000524,-0.2512170716064275
ACH-000527,-0.17035279339229453
ACH-000528,-0.01662345495256579
ACH-000537,-0.2732557964030056
ACH-000541,-0.03252985907150482
ACH-000542,-0.5316542309289466
ACH-000544,-0.3268552073127375
ACH-000545,-0.43227455653241054
ACH-000547,-0.4931752958472806
ACH-000548,-0.5131941430511889
ACH-000549,-0.4859696636342408
ACH-000550,-0.4960484772963486
ACH-000552,-0.4232386775939373
ACH-000556,-0.4130190585631319
ACH-000557,-1.2312271133251576
ACH-000569,-0.03472618927305244
ACH-000570,-0.05567419239832948
ACH-000571,-0.3830313561853059
ACH-000573,-0.8481912759047232
ACH-000576,-0.7643290820396111
ACH-000579,-0.09292672453427464
ACH-000580,-0.5836558425196533
ACH-000584,-0.4268806782007195
ACH-000585,-0.3966812012318243
ACH-000588,-0.8625451228105221
ACH-000589,-0.18699075604363471
ACH-000591,-0.34807982962528633
ACH-000593,-0.3072890457737816
ACH-000600,-0.18617848043840776
ACH-000601,-0.7849067145582558
ACH-000605,-0.4547957060661675
ACH-000606,0.012043575890453913
ACH-000608,-0.38428294810791175
ACH-000614,-1.0633482432574566
ACH-000616,-0.3598838460372452
ACH-000618,-0.954317001967767
ACH-000619,-0.4339087539441357
ACH-000620,-0.40328980311269097
ACH-000621,-0.4804905779905415
ACH-000622,-0.4905915398613892
ACH-000623,-0.3213791608273371
ACH-000624,-0.8584031958852031
ACH-000627,-0.2381964944699524
ACH-000630,-0.3495847567072137
ACH-000631,-0.3055953329560161
ACH-000632,-0.2603847992487947
ACH-000633,-0.19534628427167036
ACH-000637,-0.3310511327133165
ACH-000638,-0.6230605354462893
ACH-000646,-0.5903613402261506
ACH-000647,-0.4062227493470589
ACH-000648,-0.4841278584814173
ACH-000649,-0.29038436929374783
ACH-000651,-0.6461119344562729
ACH-000652,-0.7195754908805906
ACH-000653,-0.7234642044595506
ACH-000657,-0.16870180639468155
ACH-000658,-1.047003933309995
ACH-000661,-1.0837200557049471
ACH-000662,-0.6552684733416924
ACH-000663,-0.3969979424672644
ACH-000665,-0.3546048620396707
ACH-000671,-0.3018211725388347
ACH-000672,-0.6055392188244806
ACH-000673,-0.3060229727617041
ACH-000676,-0.8532916850385668
ACH-000677,-0.34322138093297794
ACH-000681,-0.12048880099026175
ACH-000683,-0.4274576364914206
ACH-000684,-0.4532545561059965
ACH-000688,-0.5590638714303586
ACH-000693,-0.4358234015063614
ACH-000694,-0.32878501751425937
ACH-000695,-0.4876626135892778
ACH-000696,-0.36079129876493066
ACH-000697,-0.7728764570447122
ACH-000699,-0.2885606667706642
ACH-000701,-0.455320283109568
ACH-000706,-0.27101942508118515
ACH-000711,-0.7295022117342332
ACH-000713,-0.3626041199471781
ACH-000714,-0.5170658552993124
ACH-000718,-0.5309857326409609
ACH-000720,-0.24531112876364866
ACH-000721,-0.7956565010209076
ACH-000724,-0.5568200650823568
ACH-000725,-0.5926893740090433
ACH-000732,-0.3472892461349608
ACH-000734,-0.33620299246597
ACH-000735,-0.7081706538141807
ACH-000736,-0.6029978445345373
ACH-000738,-0.15599768211750015
ACH-000746,-0.4150879053072189
ACH-000747,-0.5335619565223438
ACH-000748,-0.2204286416376434
ACH-000753,-0.7062746864054333
ACH-000756,-0.257062019572381
ACH-000757,-0.4218967896233069
ACH-000758,-0.4037151450330792
ACH-000760,-0.4392080953619539
ACH-000762,-0.39125320277033016
ACH-000763,-0.7448709926699713
ACH-000764,-0.8244974007232957
ACH-000765,-0.7073087520326262
ACH-000766,-0.3864344623581787
ACH-000767,-0.5291981446674922
ACH-000768,-0.8871433873272235
ACH-000769,-0.061369885872645275
ACH-000770,-0.7487428569708727
ACH-000771,-0.26606040979420953
ACH-000773,-0.8489783775002971
ACH-000776,-0.4235163971839169
ACH-000777,-0.7212219908800312
ACH-000778,-0.3064927496891932
ACH-000781,-0.5687332609769767
ACH-000782,-0.7004634974609424
ACH-000783,-0.2072646108838982
ACH-000784,-0.4426911897460191
ACH-000785,-0.5006259996688165
ACH-000787,-0.4653454818976908
ACH-000788,-0.10732673946813803
ACH-000791,-0.5388454829486463
ACH-000792,-0.3438960745550594
ACH-000794,-0.348378058603625
ACH-000796,-0.3051008555722917
ACH-000798,-0.4676985072508533
ACH-000799,-0.4596340647486482
ACH-000800,-0.7321574373815335
ACH-000802,-0.1517440448817872
ACH-000804,-0.8334907360339812
ACH-000805,-0.3208258002670419
ACH-000809,-0.35836923638362433
ACH-000810,-0.30481387303703056
ACH-000811,-0.364235120455399
ACH-000817,-0.664122806280394
ACH-000819,-0.4815527492552377
ACH-000820,-0.16904404064820255
ACH-000821,-0.7461472828662646
ACH-000822,-0.6697906403570031
ACH-000823,-0.15335515606974512
ACH-000824,-0.10372171906782122
ACH-000827,-0.5083796042387749
ACH-000829,-0.5120237540320085
ACH-000831,-0.24139439284622155
ACH-000832,-0.437763020277913
ACH-000833,-0.862891896396136
ACH-000834,-0.09773519071727604
ACH-000835,-0.5146391829973413
ACH-000836,-0.7715844946904559
ACH-000837,-0.7227633754249104
ACH-000838,-1.0100713793726501
ACH-000839,-0.29551543666571994
ACH-000840,-0.4455633415963232
ACH-000841,-0.4286617150240317
ACH-000843,-1.1190046262865545
ACH-000846,-0.26454984688280553
ACH-000847,-0.4451297336267074
ACH-000848,-0.4026051246785725
ACH-000849,-0.4695994645869659
ACH-000851,-0.7873596898742117
ACH-000855,-0.5656557800110154
ACH-000856,-0.5086779547578077
ACH-000858,-0.13898514874379167
ACH-000859,-0.9395101753129004
ACH-000861,-0.2780757274509626
ACH-000862,-0.47621812984964795
ACH-000865,-0.29223461145172136
ACH-000866,-0.4386134367775826
ACH-000867,-0.6650951985429259
ACH-000869,-0.3706513023165117
ACH-000872,-0.6515378901475091
ACH-000873,-0.7052609495253142
ACH-000876,-0.7264817124530272
ACH-000878,-0.7879519704745727
ACH-000880,-1.017319860717136
ACH-000881,-0.2659091585444084
ACH-000882,-0.5850089988596279
ACH-000884,-0.05070796396507537
ACH-000885,-0.15384979657055364
ACH-000887,-0.2598554753054592
ACH-000889,-1.0814534186221942
ACH-000896,-0.8595728454836683
ACH-000898,-1.2588074454916474
ACH-000900,-0.11672652217906793
ACH-000901,-0.21280768082809656
ACH-000905,-0.1916642277654728
ACH-000906,-0.36671805298750704
ACH-000907,-0.5253230803129598
ACH-000910,-1.013047958979835
ACH-000911,-0.6514543434829121
ACH-000912,-0.5863894266864572
ACH-000913,-0.3753830750208764
ACH-000915,-0.7447120124406379
ACH-000916,0.016734075165908215
ACH-000917,-0.3584672567944927
ACH-000920,-0.751289189674865
ACH-000921,-1.0000485612592285
ACH-000924,-0.25330492015064593
ACH-000926,-0.4137655353443522
ACH-000928,-0.4726725985862789
ACH-000929,-0.4233038332292028
ACH-000932,-0.896922361285299
ACH-000935,0.006161539814675208
ACH-000936,-0.3874484921643909
ACH-000937,-0.9064254803882208
ACH-000938,-1.1132478608061422
ACH-000939,-0.16937605785489054
ACH-000941,-0.4630135187452544
ACH-000943,-0.9327776183422488
ACH-000946,-0.5527554733471239
ACH-000947,-0.013924415079757314
ACH-000948,-0.6014229001038713
ACH-000950,-0.6181670601620526
ACH-000953,-0.8992297343074954
ACH-000954,-0.3749802077143842
ACH-000957,-0.3219424542467817
ACH-000958,-0.3873323312224725
ACH-000960,-0.7023266814171141
ACH-000963,-0.3781137414039065
ACH-000968,-0.02783631110170933
ACH-000969,-0.691362423830881
ACH-000972,-0.4004800193769388
ACH-000973,-0.8289700906969059
ACH-000974,-0.8463931605157449
ACH-000978,-0.2030066451938763
ACH-000984,-0.37921829024704096
ACH-000986,-0.7661320568395795
ACH-000988,-0.17981882263805854
ACH-000993,-0.11268224993366363
ACH-000994,-0.8902965195336053
ACH-000996,-0.0384641050005856
ACH-001001,-0.03761510589783841
ACH-001020,-0.3520201069790165
ACH-001028,-0.3519324850486565
ACH-001031,0.14890809342868844
ACH-001038,-0.3670593733283347
ACH-001048,-0.3254481584919961
ACH-001050,-0.3617268580782405
ACH-001053,-0.7613874938283769
ACH-001054,-0.7852940468269871
ACH-001061,-0.6422877576469039
ACH-001067,-0.2052521228192732
ACH-001075,-0.31282834735523163
ACH-001096,0.042566861390334734
ACH-001111,-0.7060083874357042
ACH-001119,-0.5667515768589145
ACH-001128,-0.6045894817639875
ACH-001134,-0.6417086941142087
ACH-001151,-1.0699484270108408
ACH-001163,-0.3568148871700864
ACH-001164,-0.2553947634030723
ACH-001183,-0.11040180965206303
ACH-001192,-0.34054947815164194
ACH-001193,-0.5644395469831268
ACH-001196,-0.5132454892333022
ACH-001197,-0.5816734978638989
ACH-001205,-0.3488214498545391
ACH-001211,-0.6787986830270512
ACH-001212,-0.37854937556425866
ACH-001228,-0.3937159892291823
ACH-001232,-0.2614558613972476
ACH-001239,-0.03241628936625461
ACH-001270,-0.3823895686318895
ACH-001274,-0.8788433251394443
ACH-001275,-0.3165796817953067
ACH-001277,-0.27229176751399314
ACH-001278,-0.6529775740468218
ACH-001280,-0.2438383552967992
ACH-001283,-0.20971741054230755
ACH-001289,-0.031481796629323135
ACH-001300,-0.2811502176824934
ACH-001301,-0.3347308255021248
ACH-001302,-0.06293709479842474
ACH-001306,-0.3540806129858759
ACH-001318,-0.20266709830581828
ACH-001322,-0.06764434229059381
ACH-001328,-0.20313948443735905
ACH-001332,-0.3704365563417428
ACH-001336,-0.20583069085861602
ACH-001346,-0.21608448791794008
ACH-001353,-0.3245148924584464
ACH-001354,-0.2882418211411796
ACH-001367,-0.8059811759594961
ACH-001368,-0.6609091059702159
ACH-001374,-0.7127026375479767
ACH-001377,-0.16916339140856834
ACH-001380,-1.0567397881193037
ACH-001391,-0.7111483838514763
ACH-001408,-0.23374088841708385
ACH-001430,-0.19122898971323735
ACH-001431,-0.8989413659338223
ACH-001450,-0.7841057032217237
ACH-001496,-0.8487061801910005
ACH-001500,-0.19104746455204166
ACH-001523,-0.4060203246045307
ACH-001532,-0.21016187813566692
ACH-001550,-0.5076630431865493
ACH-001552,-0.3970208896575476
ACH-001554,-0.4675275624564237
ACH-001654,-0.08558523728741503
ACH-001735,-0.9885873343671338
ACH-001736,-0.8853293400570105
ACH-001737,0.2509840102132568
ACH-001740,-0.3391766467620837
ACH-001745,-0.5503221051355387
ACH-001765,-0.6780128878112787
