,NOV (4856)
ACH-000004,0.1965053130948724
ACH-000005,0.2747712861215754
ACH-000007,-0.01183515603412008
ACH-000009,0.0701709489113966
ACH-000011,0.16056140088715154
ACH-000012,0.10741997074127893
ACH-000013,0.18941944971941144
ACH-000014,0.10859276695118307
ACH-000015,0.10178554633844336
ACH-000017,-0.3777515314892324
ACH-000018,-0.15577586765140788
ACH-000019,0.1610913665851336
ACH-000021,0.10719934827167298
ACH-000022,-0.01597755882907537
ACH-000025,0.05855231978512596
ACH-000028,0.12564577591750994
ACH-000030,0.018544604778998743
ACH-000035,-0.1256375982544048
ACH-000036,-0.058357323004053926
ACH-000037,0.08751058427649543
ACH-000039,0.14105538195255654
ACH-000040,0.11807731828967882
ACH-000041,-0.04971710128668181
ACH-000042,-0.01917881025210417
ACH-000045,0.08373741510918377
ACH-000047,0.051482396704227586
ACH-000052,0.11489378352071315
ACH-000053,0.02336895432349876
ACH-000054,0.14495858259929115
ACH-000055,0.01719047791432117
ACH-000060,-0.037039797276967386
ACH-000067,0.11120461901861407
ACH-000070,0.050520100111809504
ACH-000075,0.11760426454620244
ACH-000078,0.08818637304179469
ACH-000082,0.10502916528824736
ACH-000085,0.07499885046432106
ACH-000086,0.024073808598774112
ACH-000087,0.0713248316658041
ACH-000092,0.003167399421584885
ACH-000095,0.1886034475003376
ACH-000097,0.17525524140870224
ACH-000098,0.08400159759840663
ACH-000099,0.07723752936539492
ACH-000108,-0.006654026571382206
ACH-000113,-0.000670114385062157
ACH-000116,0.08314777326905283
ACH-000118,-0.03829511062768679
ACH-000120,0.13597710980176148
ACH-000123,-0.0011425069439705926
ACH-000127,0.06354603379264129
ACH-000128,0.06944251139002497
ACH-000132,0.0938522628169851
ACH-000133,-0.02563392350772469
ACH-000137,0.16691724566855645
ACH-000138,0.15201030043891847
ACH-000142,0.07083208934498096
ACH-000143,0.108463165995958
ACH-000146,0.07686170173995865
ACH-000148,0.02692139790450629
ACH-000150,-0.20448493563744294
ACH-000152,0.0992996757545426
ACH-000153,0.08173984922995667
ACH-000159,-0.00480969448643736
ACH-000160,0.14482205844956508
ACH-000163,0.01480536762313803
ACH-000167,-0.046125017844468034
ACH-000168,-0.02252549301343321
ACH-000169,0.11795054695245664
ACH-000178,0.09835107404739596
