,HNRNPA1L2 (144983)
ACH-000189,0.1182821271931898
ACH-000190,-0.2607034619718686
ACH-000198,-0.33091681253603783
ACH-000203,-1.1263925466610505
ACH-000204,-0.5566310889562479
ACH-000206,-0.43401409587655343
ACH-000207,-0.34850839767386993
ACH-000208,-0.2765254521081971
ACH-000210,-0.1374212642872389
ACH-000211,-0.3543201662966781
ACH-000215,-0.26056303279723203
ACH-000221,-0.4267563061654261
ACH-000222,-0.21980246580763144
ACH-000223,-0.35641540751087664
ACH-000226,-0.4156730414383762
ACH-000227,-0.36769054448451627
ACH-000228,-0.26802846694856297
ACH-000231,-0.3155906231329394
ACH-000232,-0.3270450881203817
ACH-000233,-0.3748175183128445
ACH-000234,-0.2416932895921415
ACH-000235,-0.23136123549494014
ACH-000237,-0.22021029527554264
ACH-000238,-0.3990831596192992
ACH-000242,-0.3986568756416395
ACH-000243,-0.2290737652809749
ACH-000244,-0.3977277228358833
ACH-000246,-0.2445251109848341
ACH-000248,-0.17795687928439385
ACH-000250,-0.4048619019953405
ACH-000251,-0.06169998087990512
ACH-000252,-0.35966758617835226
ACH-000253,-0.24617694949769886
ACH-000255,-0.2322379705807187
ACH-000256,-0.4683476426259543
ACH-000257,-0.5497199751626549
ACH-000258,-0.4488221440716647
ACH-000259,-0.4277947526318792
ACH-000260,-0.407114614887258
ACH-000261,-0.2806170291586619
ACH-000262,-0.5475568553591479
ACH-000263,-0.3436653659885312
ACH-000264,-0.14442499257851074
ACH-000265,-0.279879904337944
ACH-000266,-0.2389316067554753
ACH-000272,-0.3137026680526259
ACH-000274,-0.35771342508082044
ACH-000277,-0.2186518098862624
ACH-000278,-0.2400482071641653
ACH-000279,-0.33858015241801354
ACH-000280,-0.43186926384299584
ACH-000281,-0.2092203261708352
ACH-000288,-0.3217865291461891
ACH-000291,-0.5178640263842478
ACH-000293,-0.1303237442216033
ACH-000294,-0.206897231939874
ACH-000295,-0.42863412874730217
ACH-000296,-0.4344095284878241
ACH-000302,-0.18686347408077594
ACH-000304,-0.4825056527145554
ACH-000307,-0.3187377447560763
ACH-000308,-0.38007566892640254
ACH-000310,-0.401328270630332
ACH-000311,-0.14327335154099602
ACH-000312,-0.3846193464339677
ACH-000315,-0.3823290080155437
ACH-000316,-0.30258729803138795
ACH-000317,-0.2706485198228421
ACH-000318,-0.4156561935610274
ACH-000319,-0.15741687319305306
ACH-000320,-0.3871599048774538
ACH-000322,-0.5041857291912639
ACH-000323,-0.17899251581816036
ACH-000324,-0.3618450532419822
ACH-000329,-0.3823360670174362
ACH-000330,-0.2711664534787029
ACH-000331,-0.5556324127267026
ACH-000332,-0.35097647517983954
ACH-000334,-0.44474572165391707
ACH-000335,-0.4005260760824877
ACH-000336,-0.10506380492413156
ACH-000337,-0.18525404961193576
ACH-000338,0.008450529228983655
ACH-000339,-0.2560200223810144
ACH-000341,0.032577216249549804
ACH-000348,-0.2911589060566248
ACH-000350,-0.3245862330912778
ACH-000352,-0.3079777620770207
ACH-000356,-0.5220567474381436
ACH-000361,-0.5771105541895141
ACH-000362,-0.3874246889331792
ACH-000363,-0.3218941049862204
ACH-000364,-0.10183330354111099
ACH-000365,-0.28428425007463143
ACH-000366,-0.14669729999637432
ACH-000368,-0.39690807362765795
ACH-000374,-0.4477905094865021
ACH-000375,-0.3280819219995653
ACH-000376,-0.2319908118968326
ACH-000381,-0.5670268134138912
ACH-000383,-0.1952975764149011
ACH-000387,-0.1983870196102573
ACH-000389,-0.5598818751738176
ACH-000390,-0.4657353177276361
ACH-000393,-0.3588509689812439
ACH-000395,-0.357287470821
ACH-000396,-0.375689299029454
ACH-000397,-0.41676632216187776
ACH-000401,-0.009703718608743812
ACH-000402,-0.8774200202968451
ACH-000403,-0.2804792287170957
ACH-000404,-0.023749498434637698
ACH-000406,-0.2631883778229229
ACH-000407,-0.15160218538696169
ACH-000408,-0.4072312595293777
ACH-000410,-0.2963084217556514
ACH-000411,-0.369644460945956
ACH-000414,-0.3918125377694781
ACH-000415,-0.34232863624577514
ACH-000416,-0.2717747726485569
ACH-000420,-0.28869493979098243
ACH-000421,-0.3146263661163299
ACH-000424,-0.2810275060995733
ACH-000425,-0.4112185971502748
ACH-000426,-0.2934535069609165
ACH-000427,-0.4463070820286379
ACH-000433,-0.27016122246970736
ACH-000435,-0.5440176490273926
ACH-000436,-0.4815889715477552
ACH-000444,-0.21177239520128685
ACH-000445,-0.5169565107360045
ACH-000448,-0.37409754259133376
ACH-000450,-0.1289712427059459
ACH-000452,-0.2730705426072632
ACH-000454,-0.14565309078135827
ACH-000458,-0.461001140676593
ACH-000459,-0.22633731140656402
ACH-000460,-0.30629311155635164
ACH-000461,-0.28637007011461224
ACH-000463,-0.2593144378876089
ACH-000464,-0.3870642188060651
ACH-000466,-0.33119884416205164
ACH-000467,-0.20285401257482974
ACH-000468,-0.2537747894740748
ACH-000469,-0.19009534671295408
ACH-000470,-0.30135367694060444
ACH-000471,-0.213701860458562
ACH-000472,-0.1907970351510744
ACH-000473,-0.2475322881406891
ACH-000475,-0.3443749117925641
ACH-000476,-0.2568496055471705
ACH-000477,-0.3402277706299228
ACH-000479,-0.2262046884439328
ACH-000480,-0.2776854627496526
ACH-000481,-0.3221143368280148
ACH-000483,-0.2768957870178313
ACH-000484,-0.1879868020237904
ACH-000485,-0.5552291771311039
ACH-000486,-0.2067230278077982
ACH-000487,-0.4905611953174021
ACH-000488,-0.3385423289958241
ACH-000490,0.01785491259640046
ACH-000491,-0.3506371751893213
ACH-000495,-0.2960206097685471
ACH-000496,-0.4746607032470114
ACH-000499,-0.3698619334888417
ACH-000500,-0.2509018885176151
ACH-000502,-0.2602237682843482
ACH-000503,-0.2165174410321728
ACH-000505,-0.32755972060136873
ACH-000507,-0.3948404597860531
ACH-000510,-0.340665632526394
ACH-000511,-0.2738578916334739
ACH-000512,-0.5771922685992659
ACH-000516,-0.31087366025213875
ACH-000517,-0.29711640733925
ACH-000518,-0.24747352616799245
ACH-000520,-0.5094028909906221
ACH-000521,-0.5230945042813704
ACH-000522,-0.3576329262394839
ACH-000524,-0.2718720932144585
ACH-000527,-0.2103987936400057
ACH-000528,-0.3032835849632328
ACH-000537,-0.09154682256379107
ACH-000541,-0.30758810508735884
ACH-000542,-0.2015366180741503
ACH-000544,-0.4155438918665837
ACH-000545,-0.2864399964834343
ACH-000547,0.2022040793505029
ACH-000548,-0.2699329471566477
ACH-000549,-0.3969521242670185
ACH-000550,-0.03787877669443699
ACH-000552,-0.3081293255467205
ACH-000556,-0.3706639877091359
ACH-000557,-0.31420560646079154
ACH-000569,-0.6286121087682096
ACH-000570,-0.22433275667609429
ACH-000571,-0.2049399290788829
ACH-000573,-0.1961776149550912
ACH-000576,-0.3641601002002146
ACH-000579,-0.33918081807543465
ACH-000580,-0.4897991414162098
ACH-000584,-0.17593689470126694
ACH-000585,-0.1886918369034724
ACH-000588,-0.06374826974520174
ACH-000589,-0.4159469388777406
ACH-000591,-0.16164896059017686
ACH-000593,-0.2483044192644932
ACH-000600,-0.339191370509551
ACH-000601,-0.263597280878322
ACH-000605,-0.27922394595075656
ACH-000606,-0.4746815361101504
ACH-000608,-0.37311505619515295
ACH-000614,-0.1986149918932937
ACH-000616,-0.3044398774574701
ACH-000618,-0.326974559883754
ACH-000619,-0.3923062620499793
ACH-000620,-0.224870372753603
ACH-000621,-0.3854543806026463
ACH-000622,-0.3047461489678652
ACH-000623,-0.2593008764409845
ACH-000624,-0.4038002352118659
ACH-000627,-0.22970110939971464
ACH-000630,-0.31561185093589034
ACH-000631,-0.545910756278728
ACH-000632,-0.3801018810020755
ACH-000633,-0.3971467263046621
ACH-000637,-0.230405968025404
ACH-000638,-0.2808152507549264
ACH-000646,-0.35429612060122434
ACH-000647,-0.2795637827222429
ACH-000648,-0.3161890408102433
ACH-000649,-0.35097213852753023
ACH-000651,-0.2864675639867601
ACH-000652,-0.2147796724236292
ACH-000653,-0.3775931577280451
ACH-000657,-0.4757011032206029
ACH-000658,-0.2488047034465595
ACH-000661,-0.2142184475882655
ACH-000662,-0.5173123578212617
ACH-000663,-0.15091252373714853
ACH-000665,-0.3928885288980509
ACH-000671,-0.35142981239615106
ACH-000672,-0.36540422002646217
ACH-000673,-0.3808220050844456
ACH-000676,-0.25959707060952864
ACH-000677,-0.2239824540738609
ACH-000681,-0.26438988291836585
ACH-000683,-0.16572200407554724
ACH-000684,-0.4195091688038014
ACH-000688,-0.37075159945181824
ACH-000693,-0.18828788254098935
ACH-000694,-0.16631985414378506
ACH-000695,-0.5129737479319402
ACH-000696,-0.4349852463797063
ACH-000697,-0.4966629676532446
ACH-000699,-0.21631153766257827
ACH-000701,-0.07052091406034458
ACH-000706,-0.2178148856813032
ACH-000711,-0.3285493130402054
ACH-000713,-0.3674714996318004
ACH-000714,-0.5569259918507983
ACH-000718,-0.2936312218066411
ACH-000720,-0.2895919704998762
ACH-000721,-0.3497088242735819
ACH-000724,-0.13511220506389546
ACH-000725,-0.21935977142334948
ACH-000732,-0.3700198083630676
ACH-000734,-0.25958394932117274
ACH-000735,-0.3428650552451604
ACH-000736,-0.4175895360105702
ACH-000738,-0.2467106578303621
ACH-000746,-0.2910537206296981
ACH-000747,-0.5019801364935824
ACH-000748,-0.1671067037968185
ACH-000753,-0.24611686601661745
ACH-000756,-0.25498558037419383
ACH-000757,-0.4956703729995831
ACH-000758,-0.2985658952315697
ACH-000760,-0.3280744336594784
ACH-000762,-0.3155087966601949
ACH-000763,-0.4651924236752423
ACH-000764,-0.6182853308219786
ACH-000765,-0.1676732654001263
ACH-000766,-0.35969883280015313
ACH-000767,-0.4534260393430014
ACH-000768,-0.2579145725302953
ACH-000769,-0.21075772763498926
ACH-000770,-0.353633940501392
ACH-000771,-0.21662630225770396
ACH-000773,-0.3150073223838037
ACH-000776,-0.4145683205626261
ACH-000777,-0.2485312441244133
ACH-000778,-0.2525073164584446
ACH-000781,-0.3102902434870595
ACH-000782,-0.4400150587938953
ACH-000783,-0.3471642787838386
ACH-000784,-0.31292972794379
ACH-000785,-0.3130439432180657
ACH-000787,-0.4252214956532969
ACH-000788,-0.2481440491507735
ACH-000791,-0.2409702049620913
ACH-000792,-0.19742107332249992
ACH-000794,-0.31090466704061764
ACH-000796,-0.2788676624959792
ACH-000798,-0.5307435080338704
ACH-000799,-0.4124800035773716
ACH-000800,-0.4163044809350979
ACH-000802,-0.2496910490272641
ACH-000804,-0.3805354152262919
ACH-000805,-0.40069629122531786
ACH-000809,-0.384176383419456
ACH-000810,-0.4778272485462079
ACH-000811,-0.1312003901816462
ACH-000817,-0.4816846560995035
ACH-000819,-0.02368491981103935
ACH-000820,-0.32834498110956223
ACH-000821,-0.3712807926132589
ACH-000822,-0.27623975667254785
ACH-000823,-0.2578637395940511
ACH-000824,-0.3634899659807859
ACH-000827,-0.2999709493833494
ACH-000829,-0.443357827126745
ACH-000831,-0.5542120365870457
ACH-000832,-0.6001522777432171
ACH-000833,-0.10120697680657936
ACH-000834,-0.19693970075054376
ACH-000835,-0.18357498868820651
ACH-000836,-0.3984323787238344
ACH-000837,-0.08424470894038588
ACH-000838,-0.153469446326234
ACH-000839,-0.007774422756517313
ACH-000840,-0.4520644733471068
ACH-000841,-0.2283343794185924
ACH-000843,-0.3430767233640498
ACH-000846,-0.42824498408654255
ACH-000847,-0.2044801059578934
ACH-000848,-0.2571820734064432
ACH-000849,-0.5528732720453378
ACH-000851,-0.1701168021298874
ACH-000855,-0.3445919658963865
ACH-000856,-0.31624235287592656
ACH-000858,-0.3456275208340805
ACH-000859,-0.2334149210519258
ACH-000861,-0.14716466194845584
ACH-000862,-0.31692687551430376
ACH-000865,-0.2836040038239848
ACH-000866,-0.32743193671520365
ACH-000867,-0.5324888354344064
ACH-000869,-0.14801800584792954
ACH-000872,-0.3062050784856449
ACH-000873,-0.4973481218256994
ACH-000876,-0.28161887478224273
ACH-000878,-0.40284825695854265
ACH-000880,-0.4821523887559073
ACH-000881,-0.2634658246057952
ACH-000882,-0.3000812434500808
ACH-000884,-0.3347286857367958
ACH-000885,-0.3401036064759787
ACH-000887,-0.3383943380839448
ACH-000889,-0.37521247611293385
ACH-000896,-0.3784236171339729
ACH-000898,-0.3624533155495817
ACH-000900,-0.3036069510844375
ACH-000901,-0.3434575813289373
ACH-000905,-0.4509129577786807
ACH-000906,-0.35153529278279755
ACH-000907,-0.11380750438652568
ACH-000910,-0.30880160953939223
ACH-000911,-0.3131956263919308
ACH-000912,-0.3113229174161149
ACH-000913,-0.2679882111569564
ACH-000915,-0.1734956877915524
ACH-000916,-0.15932860624729206
ACH-000917,-0.33406894647121743
ACH-000920,-0.13344590897295314
ACH-000921,-0.2976385455248909
ACH-000924,-0.2723872402750973
ACH-000926,-0.24373540724842496
ACH-000928,-0.2741938785673369
ACH-000929,-0.424877734680808
ACH-000932,-0.34517749496046185
ACH-000935,-0.3833874372806765
ACH-000936,-0.3989945720021368
ACH-000937,-0.356178037149859
ACH-000938,-0.3462314819485197
ACH-000939,-0.3791490807418324
ACH-000941,-0.17544711934128104
ACH-000943,-0.36857742403309296
ACH-000946,-0.4008633833800915
ACH-000947,-0.3053270157159939
ACH-000948,-0.551106340281731
ACH-000950,-0.2675216567583541
ACH-000953,-0.4280281138544271
ACH-000954,-0.5807285945158958
ACH-000957,-0.3363431624926147
ACH-000958,-0.24800734846163025
ACH-000960,-0.4827614602783065
ACH-000963,-0.3702976138391639
ACH-000968,-0.07887754906569386
ACH-000969,-0.212805444498708
ACH-000972,-0.5390985911749816
ACH-000973,-0.3446395876308805
ACH-000974,-0.30631253906618794
ACH-000978,0.1331875253602077
ACH-000984,-0.2140512040350385
ACH-000986,-0.4778663190296704
ACH-000988,-0.52106457019401
ACH-000993,-0.3622150535283095
ACH-000994,-0.3826720967790577
ACH-000996,-0.24006719885187444
ACH-001001,-0.19545544496299974
ACH-001020,-0.2507374346504223
ACH-001028,-0.2731568745101359
ACH-001031,-0.3451088225826887
ACH-001038,-0.1793683634187969
ACH-001048,-0.13455258639983514
ACH-001050,-0.3294463756370425
ACH-001053,-0.2231642232706031
ACH-001054,-0.17318189011304072
ACH-001061,-0.3778027572868021
ACH-001067,-0.4043199577000462
ACH-001075,-0.5235421235169785
ACH-001096,0.009027362913747141
ACH-001111,0.08401258382776235
ACH-001119,-0.467154401447201
ACH-001128,-0.17987306552995988
ACH-001134,-0.4553726428703718
ACH-001151,-0.20950689886251253
ACH-001163,-0.27288076539196393
ACH-001164,-0.16818572577744625
ACH-001183,-0.3077008729003499
ACH-001192,-0.4856874164481685
ACH-001193,-0.2629480774667421
ACH-001196,-0.4743530460922011
ACH-001197,-0.5139755198448975
ACH-001205,-0.31343301867689705
ACH-001211,-0.4548235993279954
ACH-001212,-0.3289522516387646
ACH-001228,-0.42286079521367786
ACH-001232,-0.4129851694432242
ACH-001239,-0.2669417370987721
ACH-001270,-0.4172976286084309
ACH-001274,-0.5204732056014504
ACH-001275,0.09275884984199816
ACH-001277,-0.04471266489069114
ACH-001278,-0.2652709012112887
ACH-001280,-0.18254010535850632
ACH-001283,-0.22001475676589066
ACH-001289,-0.28765110782609205
ACH-001300,-0.3860809741513549
ACH-001301,-0.5072188807558824
ACH-001302,-0.4503658560096199
ACH-001306,-0.3628969582443128
ACH-001318,-0.2873365175801546
ACH-001322,-0.5470329499194545
ACH-001328,-0.18511293479122468
ACH-001332,-0.20133416860915807
ACH-001336,-0.415618371930216
ACH-001346,-0.4383018500731502
ACH-001353,-0.3660124051905591
ACH-001354,-0.6035983041476423
ACH-001367,-0.6230826924121109
ACH-001368,-0.4646534704779111
ACH-001374,-0.7968626679798143
ACH-001377,-0.23323053504613014
ACH-001380,-0.30115889346008673
ACH-001391,-0.09266186524212873
ACH-001408,-0.2730594079956816
ACH-001430,-0.2829568878248845
ACH-001431,-0.6102613663161396
ACH-001450,-0.2724216380538857
ACH-001496,-0.18498269004630394
ACH-001500,-0.32041592746758923
ACH-001523,-0.4661830634729066
ACH-001532,-0.4123750770727173
ACH-001550,-0.17132219405338156
ACH-001552,-0.3229372559509101
ACH-001554,-0.3923243510245102
ACH-001654,-0.3349460851834651
ACH-001735,-0.24596148045440064
ACH-001736,-0.4421033566936046
ACH-001737,-0.4803210282572088
ACH-001740,-0.3282316442556025
ACH-001745,-0.2595148369906989
ACH-001765,-0.3725911448475935
