,PRKCB (5579)
ACH-000004,-0.19554033361212814
ACH-000005,0.10604770881764626
ACH-000007,0.191070737852006
ACH-000009,0.11441687080377184
ACH-000011,-0.0070134717977940525
ACH-000012,-0.0678352951313918
ACH-000013,-0.09572022952806647
ACH-000014,0.11200670620085433
ACH-000015,-0.09290332510299852
ACH-000017,0.06883468188983452
ACH-000018,0.02692277250580024
ACH-000019,-0.0723259616372668
ACH-000021,-0.034490436018529656
ACH-000022,0.043577903244196206
ACH-000025,-0.1287084120220711
ACH-000028,-0.06887582512025632
ACH-000030,0.032435317350825416
ACH-000035,-0.07550703731320964
ACH-000036,0.005090833229112954
ACH-000037,0.0319481674839161
ACH-000039,0.15716431268775422
ACH-000040,0.025177997154662256
ACH-000041,0.049079207300873
ACH-000042,0.08000947681360736
ACH-000045,-0.0358704712628973
ACH-000047,-0.0023959529309170373
ACH-000052,-0.2150672898877662
ACH-000053,0.025815144363870755
ACH-000054,-0.005845194732506052
ACH-000055,-0.02114075556266694
ACH-000060,0.010107241320203292
ACH-000067,-0.10734637605778127
ACH-000070,0.08472962029898548
ACH-000075,-0.3029237839369021
ACH-000078,0.0792481730857014
ACH-000082,-0.049566963429584714
ACH-000085,-0.1203442401566073
ACH-000086,0.0621776738025885
ACH-000087,0.4036439504409178
ACH-000092,-0.07746081032454465
ACH-000095,0.059045311950108335
ACH-000097,0.04677738984449649
ACH-000098,-0.030305124585119823
ACH-000099,-0.0006626281557488474
ACH-000108,0.04435689181067283
ACH-000113,0.04063755620273348
ACH-000116,0.028695325462131376
ACH-000118,-0.09255850929045953
ACH-000120,0.14799148761420888
ACH-000123,-0.09038559928628714
ACH-000127,-0.10958470060871264
ACH-000128,-0.013650676920677805
ACH-000132,-0.1798921833516475
ACH-000133,0.023181400737785636
ACH-000137,-0.08965196018073861
ACH-000138,0.0061866411321976475
ACH-000142,0.0054692703094455
ACH-000143,0.0652995410266707
ACH-000146,0.03952368294077875
ACH-000148,-0.019718196553938857
ACH-000150,0.11071834604381424
ACH-000152,0.05408363345374603
ACH-000153,0.001642167101113157
ACH-000159,-0.04669826714369127
ACH-000160,0.345925318976055
ACH-000163,0.17564814304115098
ACH-000167,0.7423801932163688
ACH-000168,-0.019418829122148592
ACH-000169,0.09907896157438216
ACH-000178,-0.039600106982686616
ACH-000183,0.10387356133902144
ACH-000188,0.0891420075757855
ACH-000189,0.06687755496967714
ACH-000190,0.35993947477753124
ACH-000198,0.0004979016668775535
ACH-000203,-0.11780626720215068
ACH-000204,-0.15054406566110648
ACH-000206,-0.20998628828071256
ACH-000207,0.04846768782816718
ACH-000208,0.012701178189655384
ACH-000210,0.0629431984057197
ACH-000211,0.05655443222834265
ACH-000215,0.055367956702133236
ACH-000221,-0.09284987479459317
ACH-000222,0.1649198923268616
ACH-000223,0.07638228798130116
ACH-000226,0.0001555452752975708
ACH-000227,0.00017149151985591346
ACH-000228,0.09163842398566588
ACH-000231,0.032062678486592736
ACH-000232,-0.11456080342703033
ACH-000233,-0.10831657849937057
ACH-000234,0.009003185405877646
ACH-000235,-0.030004342672460157
ACH-000237,-0.016886639387857203
ACH-000238,0.11947936121721787
ACH-000242,-0.04938895927511169
ACH-000243,-0.039400056524150316
ACH-000244,0.13007630160492895
ACH-000246,0.019703511927739597
ACH-000248,-0.02265422455732917
ACH-000250,0.01110471526689965
ACH-000251,0.09119701759176248
ACH-000252,0.27248305594334
ACH-000253,0.0487955416245071
ACH-000255,0.04780832320089707
ACH-000256,0.22721232629677734
ACH-000257,0.1720505955112539
ACH-000258,0.2772297003933796
ACH-000259,0.10148627791092983
ACH-000260,-0.04118396321596339
ACH-000261,-0.024217434829138417
ACH-000262,-0.07218621559143404
ACH-000263,0.09329991203000752
ACH-000264,-0.04302813673631102
ACH-000265,-0.0987920283975972
ACH-000266,0.05110450753682879
ACH-000272,-0.02493224621583732
ACH-000274,-0.03600274753401928
ACH-000277,-0.1799407493094551
ACH-000278,-0.017934552575886015
ACH-000279,0.016540847187289334
ACH-000280,0.024247827471066224
ACH-000281,0.11420839653620656
ACH-000288,-0.04128981729923449
ACH-000291,0.059531067103365976
ACH-000293,0.1317249356021498
ACH-000294,-0.08548933444198956
ACH-000295,0.06512314803747463
ACH-000296,-0.055001478501619294
ACH-000302,0.02465928018691721
ACH-000304,-0.13129584448782652
ACH-000307,0.012564178541106565
ACH-000308,-0.09826204900717043
ACH-000310,0.04802941901322305
ACH-000311,0.028966772948089064
ACH-000312,0.07930467617378974
ACH-000315,-0.19267433779097626
ACH-000316,0.009152508661960195
ACH-000317,0.045588949730416065
ACH-000318,-0.0182354642790976
ACH-000319,0.01082090354340616
ACH-000320,0.030270706974425163
ACH-000322,-0.2301720031819932
ACH-000323,-0.006345491884974588
ACH-000324,-0.039505817311210466
ACH-000329,0.0005972346023096341
ACH-000330,-0.2167944624331907
ACH-000331,-0.10840390416892108
ACH-000332,-0.0008499198096779924
ACH-000334,0.08761119786195531
ACH-000335,-0.22993296834194865
ACH-000336,-0.09991363660282948
ACH-000337,-0.12234062422847085
ACH-000338,-0.07477892105314171
ACH-000339,-0.03865062272763728
ACH-000341,0.2796921356465662
ACH-000348,0.03573786266011586
ACH-000350,0.04417870216434113
ACH-000352,-0.10738149987416233
ACH-000356,-0.08348888398482622
ACH-000361,-0.2920122785135361
ACH-000362,-0.026527763219791
ACH-000363,-0.11149642085288447
ACH-000364,0.04003124997510913
ACH-000365,0.05491892009259877
ACH-000366,0.0072922244367097985
ACH-000368,-0.08877249560867077
ACH-000374,-0.026103408085850915
ACH-000375,0.2273495132944144
ACH-000376,0.03964574837456947
ACH-000381,0.1058662765032946
ACH-000383,0.0472440976620434
ACH-000387,0.04157438930760173
ACH-000389,0.05898110470868121
ACH-000390,-0.14678432897062993
ACH-000393,0.14343632623702532
ACH-000395,0.0741899556764608
ACH-000396,-0.3281167788746989
ACH-000397,-0.061322583516120736
ACH-000401,0.038478251480946656
ACH-000402,-0.17680284792883666
ACH-000403,-0.07926924804047736
ACH-000404,-0.3584105069703877
ACH-000406,-0.0092959147709178
ACH-000407,0.053372875662661634
ACH-000408,0.03873958800984248
ACH-000410,0.06178765206981535
ACH-000411,0.0529707099681614
ACH-000414,-0.041234909267273585
ACH-000415,-0.16183404149785902
ACH-000416,-0.04163714165157889
ACH-000420,-0.0985137078235279
ACH-000421,-0.024359689433915286
ACH-000424,-0.21984016342083032
ACH-000425,-0.09019960814162672
ACH-000426,0.18824635043527088
ACH-000427,0.19826009931112099
ACH-000433,0.07096737717106233
ACH-000435,0.3467070291296049
ACH-000436,0.03633366824799962
ACH-000444,0.10014523490710653
ACH-000445,-0.1734936816340715
ACH-000448,-0.09524997902489543
ACH-000450,0.12783291734394875
ACH-000452,-0.007259476847852286
ACH-000454,-0.02555659169796027
ACH-000458,-0.1403021039651221
ACH-000459,-0.20627590863126985
ACH-000460,0.060126428494809314
ACH-000461,-0.09491545744675214
ACH-000463,0.04669250648148132
ACH-000464,0.07842881116389314
ACH-000466,0.2965528687584496
ACH-000467,0.0563801452639981
ACH-000468,0.08698275203151147
ACH-000469,0.07158547474616468
ACH-000470,0.12195742908490145
ACH-000471,-0.05558278154605063
ACH-000472,-0.08087985140049629
ACH-000473,-0.05672143444493615
ACH-000475,0.01535179679893295
ACH-000476,0.08915420357900307
ACH-000477,0.1110405432573147
ACH-000479,0.11687888812913598
ACH-000480,0.1386123087177201
ACH-000481,-0.010377037306614914
ACH-000483,-0.08963545167844895
ACH-000484,-0.08931669336183179
ACH-000485,-0.0207311017337562
ACH-000486,-0.047629669344278217
ACH-000487,-0.00873802630363272
ACH-000488,-0.031585625245252075
ACH-000490,0.052023461125597664
ACH-000491,0.08952797109691715
ACH-000495,-0.12030304210459725
ACH-000496,0.040480301477512574
ACH-000499,-0.20646960841374207
ACH-000500,0.2934862801717018
ACH-000502,0.011425057306294643
ACH-000503,0.2181299397569457
ACH-000505,-0.08109279381707453
ACH-000507,-0.180798667134262
ACH-000510,-0.13839000124790446
ACH-000511,0.065171432202236
ACH-000512,0.05516452925353857
ACH-000516,-0.08119110613125648
ACH-000517,0.03906902043320379
ACH-000518,0.21776286217674828
ACH-000520,-0.013752177800686105
ACH-000521,0.11917503604836205
ACH-000522,-0.03067508492115473
ACH-000524,0.15925700491673778
ACH-000527,-0.02291112721030026
ACH-000528,0.025893174820245682
