,TFAM (7019)
ACH-000004,-0.3789216404852188
ACH-000005,-0.4251492742566243
ACH-000007,-0.6278233732903237
ACH-000009,-0.4934485076329734
ACH-000011,-0.4602817635773146
ACH-000012,-0.711838993899988
ACH-000013,-0.4071079862067848
ACH-000014,-0.5224872594432165
ACH-000015,-0.7709908134108644
ACH-000017,-0.37932961645910906
ACH-000018,-0.8998366602765696
ACH-000019,-0.5923780717537206
ACH-000021,-0.6336945317767115
ACH-000022,-0.6290692047617695
ACH-000025,-0.8275957951808482
ACH-000028,-0.6708900822047836
ACH-000030,-0.5291605964135955
ACH-000035,-0.7424303615644117
ACH-000036,-0.25896933806612105
ACH-000037,-0.5175501324674859
ACH-000039,-0.5651919877765998
ACH-000040,-0.4771214486276694
ACH-000041,-0.24989467241118365
ACH-000042,-0.5523979935604101
ACH-000045,-0.6080450668652003
ACH-000047,-0.6966401060044574
ACH-000052,-0.4705683393708262
ACH-000053,-0.440568236115467
ACH-000054,-0.4701407044931829
ACH-000055,-0.6035926588464384
ACH-000060,-0.6693688494065855
ACH-000067,-0.6548416915653826
ACH-000070,-0.476021411172639
ACH-000075,-0.4311961743414405
ACH-000078,-0.408187573836933
ACH-000082,-0.5181459152338503
ACH-000085,-0.6825190266028378
ACH-000086,-0.8258689000424558
ACH-000087,-0.9775527959089052
ACH-000092,-0.5765409850800375
ACH-000095,-0.34229027584894645
ACH-000097,-0.4472980285160765
ACH-000098,-0.6808191280028753
ACH-000099,-0.4943726490098944
ACH-000108,-0.4723880274218794
ACH-000113,-0.5457354907492515
ACH-000116,-0.6452102015985023
ACH-000118,-0.9810635660439084
ACH-000120,-0.5612473981816917
ACH-000123,-0.6141609488226765
ACH-000127,-0.8198869811543055
ACH-000128,-0.5778504825816422
ACH-000132,-0.6447837821242625
ACH-000133,-0.6113997688615912
ACH-000137,-0.4040640854722854
ACH-000138,-0.553225153459777
ACH-000142,-0.3063296520075089
ACH-000143,-0.8967489097476073
ACH-000146,-0.5155206525309122
ACH-000148,-0.8384965131010023
ACH-000150,-0.8091909658767684
ACH-000152,-0.6185014292259311
ACH-000153,-0.6359467726705639
ACH-000159,-0.5185566705719951
ACH-000160,-0.7870254522809157
ACH-000163,-0.6339214883249363
ACH-000167,-0.4433461865806431
ACH-000168,-0.2739316122088899
ACH-000169,-0.562868392537041
ACH-000178,-0.6007418309255815
ACH-000183,-0.5404265994935419
ACH-000188,-0.668433838385295
ACH-000189,-0.9070768114558868
ACH-000190,-0.6228554081350879
ACH-000198,-0.5065795842594856
ACH-000203,-0.8076317745821151
ACH-000204,-0.7231245323308784
ACH-000206,-0.5766343820634527
ACH-000207,-0.6034619100661341
ACH-000208,-0.5637310229901961
ACH-000210,-0.7661848269041502
ACH-000211,-0.3836933413230048
ACH-000215,-0.5481354360001737
ACH-000221,-0.9132308236653112
ACH-000222,-0.3726014882312975
ACH-000223,-0.7717972910594736
ACH-000226,-0.5642966970087776
ACH-000227,-0.66918468902924
ACH-000228,-0.7617887515081545
ACH-000231,-0.5427876456929757
ACH-000232,-0.4812458069689472
ACH-000233,-0.6000156714082793
ACH-000234,-0.4047557350972999
ACH-000235,-0.3674259929659021
ACH-000237,-0.3352580565910791
ACH-000238,-0.5458661119751914
ACH-000242,-0.5366097986925681
ACH-000243,-0.39280059551673896
ACH-000244,-0.4788676527868665
ACH-000246,-0.5055527819929824
ACH-000248,-0.6289858626809327
ACH-000250,-0.4236509721158584
ACH-000251,-0.6344503290674781
ACH-000252,-0.7279279003185702
ACH-000253,-0.43881477520910417
ACH-000255,-0.5959288574314212
ACH-000256,-0.5979566692846938
ACH-000257,-0.768556720515597
ACH-000258,-0.5186173715804082
ACH-000259,-0.7366549494372102
ACH-000260,-0.36996145813601533
ACH-000261,-0.4814012851160971
ACH-000262,-0.7138159523365624
ACH-000263,-0.7888240208532232
ACH-000264,-0.429304206808505
ACH-000265,-0.7378657413087804
ACH-000266,-0.3847038270799256
ACH-000272,-0.5888779429280137
ACH-000274,-0.5777707542831748
ACH-000277,-0.4250587048691787
ACH-000278,-0.36698029228916
ACH-000279,-0.6598675932717838
ACH-000280,-0.4205789257181584
ACH-000281,-0.5447841020029675
ACH-000288,-0.6761189911164148
ACH-000291,-0.4084345195067741
ACH-000293,-0.6096553273530163
ACH-000294,-0.5683213975270164
ACH-000295,-0.5456873060896359
ACH-000296,-0.4495111929569462
ACH-000302,-0.5538786703237502
ACH-000304,-0.6555180542968762
ACH-000307,-0.40846470310423866
ACH-000308,-0.5225099717548146
ACH-000310,-0.31366727493550783
ACH-000311,-0.5621777788668767
ACH-000312,-0.4222433520956941
ACH-000315,-0.6166767112909224
ACH-000316,-0.7592790819141462
ACH-000317,-0.8537720393473804
ACH-000318,-0.6634092634234541
ACH-000319,-0.6826786496421612
ACH-000320,-0.7532225968075207
ACH-000322,-0.4096714074984194
ACH-000323,-0.7921595972583397
ACH-000324,-0.33540039475634725
ACH-000329,-0.6120573748067856
ACH-000330,-0.5529770767528699
ACH-000331,-0.6610764367038405
ACH-000332,-0.2885382091658099
ACH-000334,-0.4890799705415082
ACH-000335,-0.6715841963319715
ACH-000336,-0.7130255831507429
ACH-000337,-0.5149241919230038
ACH-000338,-0.3287598819670836
ACH-000339,-0.6346138369804741
ACH-000341,-0.5693613147319204
ACH-000348,-0.5709764574643916
ACH-000350,-0.5593025015606156
ACH-000352,-0.3738092155155353
ACH-000356,-0.579326190943214
ACH-000361,-0.3373783834333977
ACH-000362,-0.3774632926959385
ACH-000363,-0.3762691333132459
ACH-000364,-0.5158136469606691
ACH-000365,-0.5891442004833322
ACH-000366,-0.21893082342390824
ACH-000368,-0.6134564267056335
ACH-000374,-0.6462203330838459
ACH-000375,-0.4154032583541565
ACH-000376,-0.8344305737001679
ACH-000381,-0.698237180330431
ACH-000383,-0.5552943869558119
ACH-000387,-0.6376233034670691
ACH-000389,-0.3594052509639972
ACH-000390,-0.4620441061043646
ACH-000393,-0.5389982682126642
ACH-000395,-0.27486971921772224
ACH-000396,-1.142941288994705
ACH-000397,-0.27335557644325337
ACH-000401,-0.6030962678238817
ACH-000402,-0.8177698398426971
ACH-000403,-0.3871598371657236
ACH-000404,-0.9422837351624864
ACH-000406,-0.8164541666524706
ACH-000407,-0.522088593317061
ACH-000408,-0.8892504239324871
ACH-000410,-0.5851676731963381
ACH-000411,-0.4173268205522317
ACH-000414,-0.5989112831775075
ACH-000415,-0.7297778467243304
ACH-000416,-0.42607280364898203
ACH-000420,-0.4669994252990845
ACH-000421,-0.5469142447620027
ACH-000424,-0.7588319148886379
ACH-000425,-0.5203414901767509
ACH-000426,-0.4911618056510187
ACH-000427,-0.4934521145787608
ACH-000433,-0.3738384971719034
ACH-000435,-0.981906436900585
ACH-000436,-0.3027358572532321
ACH-000444,-0.5650087194956834
ACH-000445,-0.487117087162177
ACH-000448,-0.4889174713074498
ACH-000450,-1.133920590704213
ACH-000452,-0.4670214884239389
ACH-000454,-0.7561053919616669
ACH-000458,-0.7636350090461418
ACH-000459,-0.9331218866516484
ACH-000460,-0.5536265810182817
ACH-000461,-0.7054529667537304
ACH-000463,-0.5417644952573517
ACH-000464,-0.4533881675583106
ACH-000466,-0.5883871277550757
ACH-000467,-0.7463261458214566
ACH-000468,-0.6370090186712956
ACH-000469,-0.7305725330608889
ACH-000470,-0.4744105349109803
ACH-000471,-0.3856098724940847
ACH-000472,-0.551536041816605
ACH-000473,-0.4936471139725437
ACH-000475,-0.6221824044516132
ACH-000476,-0.5879487732297588
ACH-000477,-0.4063277618983683
ACH-000479,-0.9737114283439255
ACH-000480,-0.7061069728665311
ACH-000481,-0.5661865035012458
ACH-000483,-0.6180526688377164
ACH-000484,-0.535176386058173
ACH-000485,-0.7213347165890149
ACH-000486,-0.5468698215747959
ACH-000487,-0.6415288353590104
ACH-000488,-0.7467554763599992
ACH-000490,-0.6888096707886082
ACH-000491,-0.6043339493946086
ACH-000495,-0.608386076669101
ACH-000496,-0.5318543497602872
ACH-000499,-0.8773961222484302
ACH-000500,-0.6004112976540941
ACH-000502,-0.5105729349488332
ACH-000503,-0.7845439715390401
ACH-000505,-0.4487041426520981
ACH-000507,-0.6327996585273111
ACH-000510,-0.5484158615893621
ACH-000511,-0.659051419619265
ACH-000512,-0.6378884117828335
ACH-000516,-0.4535522446890781
ACH-000517,-0.4501039714139903
ACH-000518,-0.5661634026626531
ACH-000520,-0.3451140586098106
ACH-000521,-0.5919396511033578
ACH-000522,-0.5542860077707228
ACH-000524,-0.4679856370941798
ACH-000527,-0.5111292038040438
ACH-000528,-0.7725061281162326
ACH-000537,-1.0361546108074648
ACH-000541,-0.5619569715032601
ACH-000542,-0.4718572860598745
ACH-000544,-0.6871402196425571
ACH-000545,-0.6610971842881227
ACH-000547,-0.8220466666959145
ACH-000548,-0.5377493612411299
ACH-000549,-0.9528858001500622
ACH-000550,-0.5390394373238164
ACH-000552,-0.7046899607709083
ACH-000556,-0.6462249621677018
ACH-000557,-0.4154017120621423
ACH-000569,-0.4771907341244949
ACH-000570,-0.5441403394227246
ACH-000571,-0.4879978824406399
ACH-000573,-0.594349558972032
ACH-000576,-0.3502668018471337
ACH-000579,-0.9792019077263348
ACH-000580,-0.4310084211429143
ACH-000584,-0.5306766698774025
ACH-000585,-0.4116879127156228
ACH-000588,-0.7900578243191726
ACH-000589,-0.9951158766631673
ACH-000591,-0.6941387676902818
ACH-000593,-0.4927674957829265
ACH-000600,-0.7962667178012184
ACH-000601,-0.6295322839835248
ACH-000605,-0.4423819428957052
ACH-000606,-0.7857611987822631
ACH-000608,-0.4784080161440243
ACH-000614,-0.847109298991396
ACH-000616,-0.4607356920294788
ACH-000618,-0.8492470232186378
ACH-000619,-0.6740641885812684
ACH-000620,-0.5503325545997448
ACH-000621,-0.5444627244627747
ACH-000622,-0.5796939378542868
ACH-000623,-0.5860037735077899
ACH-000624,-0.34575910166335383
ACH-000627,-0.6677632926221323
ACH-000630,-0.7062181823445648
ACH-000631,-0.2001286289883724
ACH-000632,-0.6195645595755532
ACH-000633,-1.2473787103663871
ACH-000637,-0.7383210526616213
ACH-000638,-0.5209842241860768
ACH-000646,-0.5240707499094993
ACH-000647,-0.6519139986414738
ACH-000648,-0.6357068238397724
ACH-000649,-0.5314247448606431
ACH-000651,-0.6219942333462469
ACH-000652,-0.4817274848709853
ACH-000653,-0.6104932746919487
ACH-000657,-0.6627776918729532
ACH-000658,-0.4868516876231204
ACH-000661,-0.6677430853628897
ACH-000662,-0.725672294311868
ACH-000663,-0.3557246038127581
ACH-000665,-0.5239037853708097
ACH-000671,-0.6190110688302091
ACH-000672,-0.4940391390442134
ACH-000673,-0.318549853569868
ACH-000676,-0.8178710645421223
ACH-000677,-0.8003937623067262
ACH-000681,-0.4538662436985229
ACH-000683,-0.5920869643066806
ACH-000684,-0.7025939913263998
ACH-000688,-0.7613382595759961
ACH-000693,-0.8371865417367079
ACH-000694,-0.877629446028867
ACH-000695,-0.17735475769458087
ACH-000696,-0.7051395012144288
ACH-000697,-0.8506266867068542
ACH-000699,-0.515928502083691
ACH-000701,-0.685141817444216
ACH-000706,-0.8093490397993962
ACH-000711,-0.6937766468701368
ACH-000713,-0.5057643093708258
ACH-000714,-0.26251077877520657
ACH-000718,-0.5979832581590337
ACH-000720,-0.5134498709973419
ACH-000721,-0.6587088347476507
ACH-000724,-0.5582068104150673
ACH-000725,-0.6119255434791282
ACH-000732,-0.6963746434170712
ACH-000734,-0.8682968363664291
ACH-000735,-0.5403696390286633
ACH-000736,-0.4373892667317577
ACH-000738,-0.7535749334006782
ACH-000746,-0.5667307906763834
ACH-000747,-0.8209538389810145
ACH-000748,-0.471604209481196
ACH-000753,-0.5610387483638647
ACH-000756,-0.4299408868144545
ACH-000757,-0.9696310048850574
ACH-000758,-0.7341058361573576
ACH-000760,-0.7756326510004318
ACH-000762,-0.5631534363134694
ACH-000763,-0.4483203412021016
ACH-000764,-0.6651657007846633
ACH-000765,-0.6469463100717089
ACH-000766,-0.5101437744374615
ACH-000767,-0.6577286820077141
ACH-000768,-0.7185021392617903
ACH-000769,-0.7284126040234331
ACH-000770,-0.3478008638256441
ACH-000771,-0.6098141020498312
ACH-000773,-0.4455263419794133
ACH-000776,-0.7010192704830035
ACH-000777,-0.5811573271090109
ACH-000778,-0.4617752447938608
ACH-000781,-0.4869808271631667
ACH-000782,-0.5357590368619318
ACH-000783,-0.34489553175956883
ACH-000784,-0.6904213464256189
ACH-000785,-0.6047445520284224
ACH-000787,-0.5856650479399568
ACH-000788,-0.5172185175949862
ACH-000791,-0.4839428893742497
ACH-000792,-0.35235161891232897
ACH-000794,-0.5443320274417118
ACH-000796,-0.4836694825159849
ACH-000798,-0.5597919271431546
ACH-000799,-0.6761497494850589
ACH-000800,-0.8988005939602229
ACH-000802,-0.856328940065075
ACH-000804,-0.6074048143351698
ACH-000805,-0.5954860775151255
ACH-000809,-0.8051468505793166
ACH-000810,-0.6456937021786427
ACH-000811,-0.5682053890750306
ACH-000817,-0.5915752250516467
ACH-000819,-0.5743203099923461
ACH-000820,-0.6224432208400057
ACH-000821,-0.4996106099142185
ACH-000822,-0.5725448571690679
ACH-000823,-0.6658132647029776
ACH-000824,-0.4564819255876785
ACH-000827,-0.3805617597587976
ACH-000829,-0.4835237650188681
ACH-000831,-0.9267489240281892
ACH-000832,-0.7958426271663809
ACH-000833,-0.9304639491514712
ACH-000834,-0.8303980804297303
ACH-000835,-0.7210396382208942
ACH-000836,-0.6790296992641909
ACH-000837,-0.9462158696850456
ACH-000838,-0.4897210875765879
ACH-000839,-0.4160530816513982
ACH-000840,-0.5883113543012674
ACH-000841,-0.3534655039118622
ACH-000843,-0.8572596994289017
ACH-000846,-0.6373259201362438
ACH-000847,-0.8274643349577773
ACH-000848,-0.9079269425514058
ACH-000849,-0.7398384769933586
ACH-000851,-0.7059598226590731
ACH-000855,-0.7754105292640601
ACH-000856,-0.6425511763205812
ACH-000858,-0.7284859864631448
ACH-000859,-0.6771079573885508
ACH-000861,-0.908816436687292
ACH-000862,-0.8592823256170617
ACH-000865,-0.7293196761296447
ACH-000866,-0.7417478541776641
ACH-000867,-0.4581826149679381
ACH-000869,-0.6498791117681019
ACH-000872,-0.6877363955008726
ACH-000873,-0.7809183540149972
ACH-000876,-0.8345609635085709
ACH-000878,-0.7156310407077964
ACH-000880,-0.3389986218356456
ACH-000881,-0.5240980773208138
ACH-000882,-0.7749453907808225
ACH-000884,-0.5785328909146213
ACH-000885,-0.708282406991812
ACH-000887,-0.5887948496334482
ACH-000889,-0.8430722123776393
ACH-000896,-0.6689092268684735
ACH-000898,-0.4991380871674671
ACH-000900,-0.568147450024027
ACH-000901,-0.3828912950137065
ACH-000905,-0.4951399029354304
ACH-000906,-0.4983449623428567
ACH-000907,-0.6911460220526409
ACH-000910,-0.7849072879976919
ACH-000911,-0.7049595450749243
ACH-000912,-0.7451203868282243
ACH-000913,-0.5899528758123892
ACH-000915,-0.8235733888423911
ACH-000916,-0.9653399305651558
ACH-000917,-0.5543424064202839
ACH-000920,-0.5226638125665263
ACH-000921,-0.8116251276978401
ACH-000924,-0.7059346790128777
ACH-000926,-0.5589055927321263
ACH-000928,-0.6033297974822637
ACH-000929,-0.7141422345961481
ACH-000932,-0.6188797433687436
ACH-000935,-0.488836643701893
ACH-000936,-0.8219108971409246
ACH-000937,-0.6390543087534792
ACH-000938,-0.7214477892673513
ACH-000939,-0.7187759692853741
ACH-000941,-0.5574280272772303
ACH-000943,-1.0920054953581353
ACH-000946,-0.7072560657000757
ACH-000947,-1.1415709681215698
ACH-000948,-0.8076487589633156
ACH-000950,-0.4787947145832211
ACH-000953,-0.24058245081919785
ACH-000954,-0.6083889499775826
ACH-000957,-0.9320057756278374
ACH-000958,-0.3325849528429741
ACH-000960,-0.5439914073364324
ACH-000963,-0.3963313469464313
ACH-000968,-0.794439513323909
ACH-000969,-1.2139136332567104
ACH-000972,-0.8947881624519007
ACH-000973,-0.6536139932209136
ACH-000974,-0.6092846314623727
ACH-000978,-0.22070773996709608
ACH-000984,-0.6679615778676943
ACH-000986,-0.7274831466578928
ACH-000988,-0.407594844363172
ACH-000993,-0.4368764420676591
ACH-000994,-0.9099228125082444
ACH-000996,-0.4829742869038354
ACH-001001,-0.7137700976118448
ACH-001020,-0.4579803176835059
ACH-001028,-0.7926315461673746
ACH-001031,-0.7418241269715264
ACH-001038,-0.5312570842496311
ACH-001048,-0.6873863623081673
ACH-001050,-0.24522608471490134
ACH-001053,-0.6421298027325482
ACH-001054,-0.5662000467917027
ACH-001061,-0.9161931448806754
ACH-001067,-0.41784199651569853
ACH-001075,-0.627354886669304
ACH-001096,-0.6225179427904814
ACH-001111,-0.6452144838902338
ACH-001119,-0.6217973973693761
ACH-001128,-0.6898048867438588
ACH-001134,-0.4547504194717323
ACH-001151,-0.4782120219352746
ACH-001163,-0.6825154318171305
ACH-001164,-0.7443313944173051
ACH-001183,-0.4421571985813361
ACH-001192,-0.3002320877520335
ACH-001193,-0.4542143750177869
ACH-001196,-0.53504579391255
ACH-001197,-0.4697907375812101
ACH-001205,-0.22690159196400544
ACH-001211,-0.600059219420428
ACH-001212,-0.3912163394442507
ACH-001228,-0.4518862990013918
ACH-001232,-0.5861060894373229
ACH-001239,-0.5505509321853338
ACH-001270,-0.6442762806880238
ACH-001274,-0.30937769059491793
ACH-001275,-0.6330489468055027
ACH-001277,-0.7274136079504342
ACH-001278,-0.8046008812318839
ACH-001280,-0.4554001160708829
ACH-001283,-0.6290072412258646
ACH-001289,-0.4604349894845395
ACH-001300,-0.6018440265919608
ACH-001301,-0.4253413469447398
ACH-001302,-0.564623027352239
ACH-001306,-0.4507520230768827
ACH-001318,-0.8901185495636569
ACH-001322,-0.586000968878126
ACH-001328,-0.4012473936234387
ACH-001332,-0.7252445622907734
ACH-001336,-0.3908330023755112
ACH-001346,-0.7737702386691651
ACH-001353,-0.3773889305707556
ACH-001354,-0.6487793207755015
ACH-001367,-0.8881379542563491
ACH-001368,-0.5501094458244088
ACH-001374,-0.16456924472461176
ACH-001377,-0.4860325070692808
ACH-001380,-0.6704235657154346
ACH-001391,-0.5523281470456577
ACH-001408,-0.5894416844805267
ACH-001430,-0.16865719572546628
ACH-001431,-0.2570349818891113
ACH-001450,-0.6349795697210261
ACH-001496,-0.7590694287717357
ACH-001500,-0.932177724680568
ACH-001523,-0.91105658273278
ACH-001532,-0.4103338677201039
ACH-001550,-0.7441738558159235
ACH-001552,-0.4249004488173849
ACH-001554,-0.5939122294600228
ACH-001654,-0.5657311063099699
ACH-001735,-0.2535273412555052
ACH-001736,-0.4673626241752268
ACH-001737,-0.8276940612574385
ACH-001740,-0.3546692703016537
ACH-001745,-0.22367617010891555
ACH-001765,-0.6681164163077954
