,IFNE (338376)
ACH-000004,0.16592732667090054
ACH-000005,0.19608863074431246
ACH-000007,0.3562372678325049
ACH-000009,0.21756706793024885
ACH-000011,0.19941430994310025
ACH-000012,0.1999752876199228
ACH-000013,0.3231060427020443
ACH-000014,0.28577946301076
ACH-000015,0.1873195430802522
ACH-000017,0.25368336388740786
ACH-000018,0.2653002282951277
ACH-000019,0.2982030580683432
ACH-000021,0.23441105457304245
ACH-000022,0.2197920483241206
ACH-000025,0.23694878616626666
ACH-000028,0.2777938264987646
ACH-000030,0.20627338933018904
ACH-000035,0.26497154137196194
ACH-000036,0.1804491468489013
ACH-000037,0.2693371399059896
ACH-000039,0.12610805999193994
ACH-000040,0.2031390943333357
ACH-000041,0.18052601199884225
ACH-000042,0.24262297809433075
ACH-000045,0.17475462084552346
ACH-000047,0.2243668783641828
ACH-000052,0.16816628360953104
ACH-000053,0.30139925907262954
ACH-000054,0.09813088395129728
ACH-000055,0.4297115319974991
ACH-000060,0.2935067360185298
ACH-000067,0.11277357316175253
ACH-000070,0.24780380008603595
ACH-000075,0.19234556151575768
ACH-000078,0.34554240441170525
ACH-000082,0.12224757941190174
ACH-000085,0.07212978817459792
ACH-000086,0.2745132805270501
ACH-000087,0.27485903740105755
ACH-000092,0.0351950821137235
ACH-000095,0.2864523736892744
ACH-000097,0.2054897443289471
ACH-000098,0.21290961288356652
ACH-000099,0.25886470184875443
ACH-000108,0.39556518291223625
ACH-000113,0.2636652552826563
ACH-000116,0.3489685817532775
ACH-000118,0.2638240163213583
ACH-000120,0.3896992244226605
ACH-000123,0.2768443201639081
ACH-000127,0.2995101835935181
ACH-000128,0.14232497005608005
ACH-000132,0.1805808996048664
ACH-000133,0.22276733662280307
ACH-000137,0.1115903448126968
ACH-000138,0.2785131241396343
ACH-000142,0.10786053470780232
ACH-000143,0.3193273519973105
ACH-000146,0.244384203916
ACH-000148,0.24987326051575906
ACH-000150,0.2422463305057883
ACH-000152,0.1839322955154431
ACH-000153,0.2528592527321473
ACH-000159,0.251142855181385
ACH-000160,0.1759068031404171
ACH-000163,0.16288454241159198
ACH-000167,-0.06854847012200521
ACH-000168,0.20584488582760646
ACH-000169,0.2499355171660743
ACH-000178,0.3660010824126009
ACH-000183,0.2831183863377877
ACH-000188,0.09082883564186738
ACH-000189,0.0674381580281255
ACH-000190,0.2101275119424675
ACH-000198,0.17274763677015398
ACH-000203,0.2271918362115464
ACH-000204,0.35797376547451065
ACH-000206,0.20441616977794044
ACH-000207,0.1395573094669453
ACH-000208,0.33513308806632736
ACH-000210,0.03688447790665887
ACH-000211,0.10464685791291192
ACH-000215,0.15932370521233932
ACH-000221,0.21390342604447946
ACH-000222,0.2285628770468531
ACH-000223,0.3033597223737993
ACH-000226,0.3045955229057058
ACH-000227,0.199716840914978
ACH-000228,0.2158834237254492
ACH-000231,0.2593265609860922
ACH-000232,0.26964227683472985
ACH-000233,0.333337991880968
ACH-000234,0.10415129411744416
ACH-000235,0.2102370337732415
ACH-000237,0.2397064796680325
ACH-000238,0.1187602415723034
ACH-000242,0.3511167095186374
ACH-000243,0.17839646437746326
ACH-000244,0.4199026918392856
ACH-000246,0.17479499154973205
ACH-000248,0.3118585027568766
ACH-000250,0.3009852523989144
ACH-000251,0.3213321170788832
ACH-000252,0.2675995259834361
ACH-000253,0.2598627434869639
ACH-000255,0.04129259791612055
ACH-000256,0.3116920908492438
ACH-000257,0.3706127182077012
ACH-000258,0.2727782957958977
ACH-000259,0.2806932694865154
ACH-000260,0.2117814698597016
ACH-000261,0.1845901282284612
ACH-000262,0.23046177056745645
ACH-000263,0.4064186837648892
ACH-000264,0.2425114869957336
ACH-000265,0.1804843056359376
ACH-000266,0.22710902729761034
ACH-000272,0.22860696118081775
ACH-000274,0.2231450781778099
ACH-000277,0.26000389072247404
ACH-000278,0.3200930963031338
ACH-000279,0.20432232845265696
ACH-000280,0.14265448210573614
ACH-000281,0.3298888144185745
ACH-000288,0.31916118571633995
ACH-000291,0.13127459497603847
ACH-000293,0.2929588502524058
ACH-000294,0.3018964220341803
ACH-000295,0.29057244096494783
ACH-000296,0.2039256800821813
ACH-000302,0.26178053213056623
ACH-000304,0.3551050032768141
ACH-000307,0.2641135206677734
ACH-000308,0.2134892097812264
ACH-000310,0.2898492975140214
ACH-000311,0.2474196087317065
ACH-000312,0.21847467755617364
ACH-000315,0.2584541540639969
ACH-000316,0.198538209559072
ACH-000317,0.29454998364143725
ACH-000318,0.22090349916922813
ACH-000319,0.2322648159905714
ACH-000320,0.2202238585112917
ACH-000322,0.2233512887391183
ACH-000323,0.2495306155071125
ACH-000324,0.3244661300287759
ACH-000329,0.2882104179348005
ACH-000330,0.18560374105511648
ACH-000331,0.16870598764702024
ACH-000332,0.1660861251647256
ACH-000334,0.288141689223955
ACH-000335,0.2907548539530361
ACH-000336,0.1344614517507669
ACH-000337,0.27360312454131586
ACH-000338,0.2656926115076561
ACH-000339,0.22685241845355825
ACH-000341,0.15977768358482305
ACH-000348,0.23815071512303
ACH-000350,0.2851834710114108
ACH-000352,0.16787324951144614
ACH-000356,0.4024636139872957
ACH-000361,0.3219753235031688
ACH-000362,0.12202302126935728
ACH-000363,0.2029475135282596
ACH-000364,0.21056846205564575
ACH-000365,0.3491033330575617
ACH-000366,0.13863508185470289
ACH-000368,0.2799055335518008
ACH-000374,0.12796610315043574
ACH-000375,0.3008450316583741
ACH-000376,0.3034058259989517
ACH-000381,0.22977717440196255
ACH-000383,0.2310812675782239
ACH-000387,0.35067305562506623
ACH-000389,0.12015629508280705
ACH-000390,0.30800864061320143
ACH-000393,0.1851184824066331
ACH-000395,0.2604006157790489
ACH-000396,0.06842268195713885
ACH-000397,0.1961802288812958
ACH-000401,0.261635051147737
ACH-000402,0.16643858158686933
ACH-000403,0.2375648613920144
ACH-000404,0.2277925084197621
ACH-000406,0.2080448513120493
ACH-000407,0.18991339864363035
ACH-000408,0.2781706512450216
ACH-000410,0.26933861787063396
ACH-000411,0.23022985074248686
ACH-000414,0.19462173813944766
ACH-000415,0.3252222545864817
ACH-000416,0.18276069611976695
ACH-000420,0.28462064474189225
ACH-000421,0.30129915778245003
ACH-000424,0.38660655451347375
ACH-000425,0.2699569779333508
ACH-000426,0.15439918713889644
ACH-000427,0.21301714414116604
ACH-000433,0.25358329359308146
ACH-000435,0.4700672718469784
ACH-000436,0.20772438790808684
ACH-000444,0.11584862608518695
ACH-000445,0.312012219014765
ACH-000448,0.057355889277312576
ACH-000450,0.1857427355934076
ACH-000452,0.19293677860397784
ACH-000454,0.08313236827207178
ACH-000458,0.35700553194953377
ACH-000459,0.19530233018152265
ACH-000460,0.18608613382647704
ACH-000461,0.2646025154266874
ACH-000463,0.3120408997876731
ACH-000464,0.2189798055083027
ACH-000466,0.10426333880226923
ACH-000467,0.27426174475316645
ACH-000468,0.1240595198990839
ACH-000469,0.2078778380473553
ACH-000470,0.2135466055291504
ACH-000471,0.18774455149527133
ACH-000472,0.2535672011962574
ACH-000473,0.25639485631315656
ACH-000475,0.14966328705201093
ACH-000476,0.16290046250229664
ACH-000477,0.13733267891429296
ACH-000479,0.7159516505479921
ACH-000480,0.2363669048894917
ACH-000481,0.28371844186074485
ACH-000483,0.18558325143516854
ACH-000484,0.2057936902015636
ACH-000485,0.21312553044947044
ACH-000486,0.0741376962784414
ACH-000487,0.045406353331300095
ACH-000488,0.2610561901493686
ACH-000490,0.2482630982010728
ACH-000491,0.21443000301738416
ACH-000495,0.13396864009365347
ACH-000496,0.16600471641071196
ACH-000499,0.12657329846921356
ACH-000500,0.3622591143517665
ACH-000502,0.2228053190222058
ACH-000503,0.30730654940793034
ACH-000505,0.2921175339014928
ACH-000507,0.19551426401423214
ACH-000510,0.3095642838130664
ACH-000511,0.14440294721868632
ACH-000512,0.3334635853295501
ACH-000516,0.15077315369454874
ACH-000517,0.1435300329810286
ACH-000518,0.11967360334487008
ACH-000520,0.2298746829372223
ACH-000521,0.1964972776906571
ACH-000522,0.33771644794308153
ACH-000524,0.25193249883395874
ACH-000527,0.23620399746990506
ACH-000528,0.19355920755990472
ACH-000537,0.2650227605535369
ACH-000541,0.17715175094166127
ACH-000542,0.3019906911060856
ACH-000544,0.2983745593440006
ACH-000545,0.281894379456555
ACH-000547,0.4987929231348734
ACH-000548,0.2851483337681479
