,MR1 (3140)
ACH-000004,0.11158269011185694
ACH-000005,-0.09138974775885766
ACH-000007,-0.039438148039226927
ACH-000009,-0.08845162555418555
ACH-000011,-0.01122107473387032
ACH-000012,0.10375114937379636
ACH-000013,0.10978122010351866
ACH-000014,0.009980280413730532
ACH-000015,0.03758242132941393
ACH-000017,0.068700778690202
ACH-000018,-0.021482506887350476
ACH-000019,-0.03514827200179268
ACH-000021,-0.03544795943909916
ACH-000022,0.020209770450812656
ACH-000025,-0.08850469415998735
ACH-000028,0.045613172177443616
ACH-000030,0.14673251429319656
ACH-000035,0.11277128670678314
ACH-000036,0.08087506245247751
ACH-000037,0.13803017516388433
ACH-000039,0.002640623020008557
ACH-000040,-0.002055123046695993
ACH-000041,0.15438946529792658
ACH-000042,0.1342585245687611
ACH-000045,-0.03402815024815105
ACH-000047,0.010419771502452671
ACH-000052,0.06464147243578833
ACH-000053,0.09266955474719067
ACH-000054,0.11562733151018192
ACH-000055,0.3224032338473058
ACH-000060,0.10743506975888023
ACH-000067,0.13937838611810946
ACH-000070,-0.0028843821380899358
ACH-000075,0.009789225609663029
ACH-000078,0.09718768815439206
ACH-000082,0.009016409689269115
ACH-000085,-0.14641389563887547
ACH-000086,-0.034187254754442266
ACH-000087,0.18797105529690264
ACH-000092,0.07566470626387152
ACH-000095,-0.256518648916716
ACH-000097,0.020337037302500586
ACH-000098,-0.040450697925108144
ACH-000099,0.043980447266562486
ACH-000108,0.10170530786954084
ACH-000113,0.004465006226587959
ACH-000116,-0.08976764414211948
ACH-000118,0.0935952519802525
ACH-000120,0.054354605751395765
ACH-000123,0.11399503941945742
ACH-000127,-0.0759682961448122
ACH-000128,0.022649336554926743
ACH-000132,0.12292617252321927
ACH-000133,0.106034377924332
ACH-000137,-0.10423426026506444
ACH-000138,0.16384630984317822
ACH-000142,0.010280771380217605
ACH-000143,0.1837000783720712
ACH-000146,0.12360082305404806
ACH-000148,0.046517975765675866
ACH-000150,0.07859224795040802
ACH-000152,0.05336795441288399
ACH-000153,-0.10063484026362003
ACH-000159,0.08203043533709062
ACH-000160,0.12742445407868006
ACH-000163,0.1564948883466142
ACH-000167,-0.029127509965761182
ACH-000168,0.21661730020717654
ACH-000169,0.0766103850902242
ACH-000178,0.058311059505513574
ACH-000183,0.09989121293198022
ACH-000188,0.15529097383205812
ACH-000189,-0.14855188636843128
ACH-000190,-0.1918323912189332
ACH-000198,0.14110307650780346
ACH-000203,0.05263217175755332
ACH-000204,-0.003784460995451984
ACH-000206,-0.014648456800382691
ACH-000207,0.1870256357802686
ACH-000208,0.05045627405129287
ACH-000210,0.06984390195393478
ACH-000211,0.04066759614946203
ACH-000215,0.03633984301472947
ACH-000221,0.012481841056852405
ACH-000222,0.2646591685158812
ACH-000223,-0.005576904024401527
ACH-000226,-0.04423520268126902
ACH-000227,0.04509205898318805
ACH-000228,0.15783929060289872
ACH-000231,0.03201508573482293
ACH-000232,0.1126802999560311
ACH-000233,0.061589762855806474
ACH-000234,0.05855383842864222
ACH-000235,0.013756772043057352
ACH-000237,0.09345892909067313
ACH-000238,0.08614139610425439
ACH-000242,-0.04341764487556462
