,MYC (4609)
ACH-000208,-1.2692664472271649
ACH-000210,-1.4555441810898149
ACH-000211,-1.357778338946922
ACH-000215,-1.3081497761168588
ACH-000221,-1.651138826797217
ACH-000222,-1.6267289977936834
ACH-000223,-1.2422345874875134
ACH-000226,-1.3884751994527311
ACH-000227,-0.7222361260449983
ACH-000228,-1.4747529603184275
ACH-000231,-1.2134737904172483
ACH-000232,-1.4334104298216297
ACH-000233,-1.4638495917321233
ACH-000234,-1.468154324693568
ACH-000235,-1.5341163943535683
ACH-000237,-1.4509869197741223
ACH-000238,-1.704296450736765
ACH-000242,-1.247591716265569
ACH-000243,-1.7079992132082673
ACH-000244,-1.1547504205522596
ACH-000246,-1.2924655354936616
ACH-000248,-1.4622167341550378
ACH-000250,-1.3039488430373667
ACH-000251,-1.994350392650449
ACH-000252,-1.6858655403779996
ACH-000253,-1.0981867914324586
ACH-000255,-1.2204491160636102
ACH-000256,-1.1880654452051609
ACH-000257,-1.3231262160625628
ACH-000258,-1.547806527723942
ACH-000259,-0.4724043160850554
ACH-000260,-1.4437195935694909
ACH-000261,-1.4780233697450476
ACH-000262,-1.4997973139491385
ACH-000263,-1.3095644138672555
ACH-000264,-0.887566122960998
ACH-000265,-1.4192810721648428
ACH-000266,-1.4254110243419456
ACH-000272,-1.1356931123125322
ACH-000274,-1.1647024198212397
ACH-000277,-1.4967993755212556
ACH-000278,-1.4859200982645415
ACH-000279,-1.6508085161733286
ACH-000280,-1.5424055490255169
ACH-000281,-1.740868916210884
ACH-000288,-1.5929834696846046
ACH-000291,-1.5574169213565126
ACH-000293,-1.2518736055091793
ACH-000294,-1.8348119471199784
ACH-000295,-1.6319794388217117
ACH-000296,-1.1809419120524784
ACH-000302,-1.7088676349442435
ACH-000304,-2.1830134003647768
ACH-000307,-1.759877100315738
ACH-000308,-1.3719934960557412
ACH-000310,-0.8818570494268447
ACH-000311,-1.6733795884934233
ACH-000312,-0.7211301724732222
ACH-000315,-1.5811891524868238
ACH-000316,-1.8329673978700676
ACH-000317,-1.751990367262284
ACH-000318,-2.1009077678458765
ACH-000319,-1.4243791052649808
ACH-000320,-1.8026811221586765
ACH-000322,-1.0652172732926812
ACH-000323,-1.3928724516167938
ACH-000324,-1.0032832867838082
ACH-000329,-0.8044789142667447
ACH-000330,-1.2270302459653792
ACH-000331,-1.3284888294913413
ACH-000332,-1.6051915888691397
ACH-000334,-2.4212560841896043
ACH-000335,-1.2539217339615003
ACH-000336,-1.6960305457088276
ACH-000337,-1.6936174876690735
ACH-000338,-2.0368489281951567
ACH-000339,-1.4719730710354333
ACH-000341,-0.8060277943058196
ACH-000348,-1.0353428118086132
ACH-000350,-1.3908557772294114
ACH-000352,-1.4523731812425815
ACH-000356,-1.2817261582644472
ACH-000361,-1.1603168635619097
ACH-000362,-1.6288247869805317
ACH-000363,-1.6728598512884632
ACH-000364,-1.4589066190332218
ACH-000365,-1.5842955519665944
ACH-000366,-0.3436447165341727
ACH-000368,-1.3025129255777117
ACH-000374,-1.1050432508531485
ACH-000375,-1.255917859969694
ACH-000376,-1.5834278219481632
ACH-000381,-1.3105420141616315
ACH-000383,-1.504220206450747
ACH-000387,-1.8863453681340323
ACH-000389,-1.4382781502049122
ACH-000390,-1.6869105189157054
ACH-000393,-1.0580439431884787
ACH-000395,-1.553394612668509
ACH-000396,-1.2194999914347835
ACH-000397,-1.1219307020174727
ACH-000401,-1.7034306528477712
ACH-000402,-1.4120064270976218
ACH-000403,-1.615691230555579
ACH-000404,-1.4547560291172714
ACH-000406,-1.4592108742202454
ACH-000407,-1.1700936463380256
ACH-000408,-1.7918053120928408
ACH-000410,-1.441155551113832
ACH-000411,-1.4570078058452356
ACH-000414,-1.9042536690191108
ACH-000415,-1.5109317593645664
ACH-000416,-1.4266840367006073
ACH-000420,-1.1944246169188428
ACH-000421,-1.5422771977809686
ACH-000424,-1.6743652519975571
ACH-000425,-1.5359269185010669
ACH-000426,-1.98437857290396
ACH-000427,-1.3064833085057348
ACH-000433,-1.2241630342663137
ACH-000435,-1.81494034350486
ACH-000436,-1.8850914262286151
ACH-000444,-1.402387586629025
ACH-000445,-1.1463977886837458
ACH-000448,-1.6412392010775632
ACH-000450,-1.7739434579759323
ACH-000452,-1.2692811256046792
ACH-000454,-1.930602109335924
ACH-000458,-1.8053629574309007
ACH-000459,-1.3119381264151333
ACH-000460,-1.353210435623741
ACH-000461,-1.3940945040257489
ACH-000463,-1.238434707392946
ACH-000464,-1.182535334890443
ACH-000466,-1.8194884932045703
ACH-000467,-1.5849939577222865
ACH-000468,-1.767436453437857
ACH-000469,-1.3817478059608757
ACH-000470,-1.1686862573401144
ACH-000471,-1.417812915882953
ACH-000472,-1.7267702679829715
ACH-000473,-1.856236874935081
ACH-000475,-1.4785507599710146
ACH-000476,-1.2565066838356291
ACH-000477,-1.5347256081806937
ACH-000479,-1.277403846398261
ACH-000480,-1.3359311469945996
ACH-000481,-1.313515863021387
ACH-000483,-1.2327236763413971
ACH-000484,-1.0033822736465352
ACH-000485,-1.5597418813211563
ACH-000486,-1.6473183227757369
ACH-000487,-1.6078787202184683
ACH-000488,-1.4143258341608185
ACH-000490,-1.313791113298198
ACH-000491,-0.8628597003242012
ACH-000495,-1.0130096223795386
ACH-000496,-1.3367982548428798
ACH-000499,-1.5852475340519432
ACH-000500,-1.1893023231532154
ACH-000502,-1.6621274551113516
ACH-000503,-1.7237019159965832
ACH-000505,-1.5962100591962458
ACH-000507,-1.558712940450772
ACH-000510,-1.4363473971409384
ACH-000511,-1.6763406706626929
ACH-000512,-1.2617091166770122
ACH-000516,-1.4391974568235164
ACH-000517,-1.461978286553816
ACH-000518,-1.8195000356622968
ACH-000520,-1.1075093055534249
ACH-000521,-1.7467998124229174
ACH-000522,-1.5660756024554598
ACH-000524,-1.456885745521416
ACH-000527,-1.0349222270410947
ACH-000528,-0.5780970620784247
ACH-000537,-1.5108490888924946
ACH-000541,-1.4530861483617759
ACH-000542,-1.467827156006278
ACH-000544,-1.6304406935433244
ACH-000545,-1.679152059166605
ACH-000547,-1.6313195485578569
ACH-000548,-1.5455628857229369
ACH-000549,-1.568712436097309
ACH-000550,-1.346081653456862
ACH-000552,-1.4428739867515583
ACH-000556,-1.2471307497293087
ACH-000557,-2.061890839199468
ACH-000569,-1.2053659255804272
ACH-000570,-1.4677078149005782
ACH-000571,-0.9208659587466392
ACH-000573,-1.4622708389359131
ACH-000576,-1.6540696092049827
ACH-000579,-1.59634931834673
ACH-000580,-1.6806535107253502
ACH-000584,-1.2428719850534184
ACH-000585,-1.6749738325394687
ACH-000588,-1.5237090656251016
ACH-000589,-1.566549277274904
ACH-000591,-1.3488955360257908
ACH-000593,-1.6387158483282895
ACH-000600,-1.2633379217630056
ACH-000601,-1.4077208578108753
ACH-000605,-1.787281710899659
ACH-000606,-1.4009489861845994
ACH-000608,-1.1580878517947844
ACH-000614,-1.9545171253513431
ACH-000616,-1.4763506790525454
ACH-000618,-1.4229629621936717
ACH-000619,-1.5809008351327347
ACH-000620,-1.3139285980301671
ACH-000621,-1.1379929310420065
ACH-000622,-0.4805793539362432
ACH-000623,-1.0062225636166469
ACH-000624,-1.2915042465687778
ACH-000627,-1.1950256607479517
ACH-000630,-1.4793345530637507
ACH-000631,-1.5095807914219983
ACH-000632,-1.3835384177319712
ACH-000633,-0.9790130588972352
ACH-000637,-1.5160339500370164
ACH-000638,-1.6800608177544014
ACH-000646,-1.3799248836745837
ACH-000647,-1.1689898770227818
ACH-000648,-1.5325078576041318
ACH-000649,-1.3865743552906855
ACH-000651,-1.3070396763804744
ACH-000652,-1.6884425560797205
ACH-000653,-1.5617905420789209
ACH-000657,-1.3160951921411101
ACH-000658,-1.932175486742586
ACH-000661,-1.769501015858899
ACH-000662,-1.3275081460725249
ACH-000663,-1.7982589083694382
ACH-000665,-1.3477511528374897
ACH-000671,-1.5979326850460192
ACH-000672,-1.5369164125590304
ACH-000673,-1.2850076913471602
ACH-000676,-1.4890329832431812
ACH-000677,-1.4278169719406777
ACH-000681,-1.710343297545892
ACH-000683,-1.3110932922572158
ACH-000684,-1.3562330660749973
ACH-000688,-1.0676826690094623
ACH-000693,-1.3445260121094094
ACH-000694,-1.2649359389225738
ACH-000695,-0.693365349159311
ACH-000696,-1.2977282133061523
ACH-000697,-0.9182732286542521
ACH-000699,-1.3410573410128532
ACH-000701,-1.5034202760990427
ACH-000706,-1.5762089142877176
ACH-000711,-1.2888168314709112
ACH-000713,-1.1209013322496908
ACH-000714,-1.3320554288545496
ACH-000718,-1.5803037498794237
ACH-000720,-1.4261437814688631
ACH-000721,-1.5753987984387166
ACH-000724,-1.6652000767316766
ACH-000725,-0.9804632063237231
ACH-000732,-1.4313413614987538
ACH-000734,-1.5669868383095886
ACH-000735,-1.3548173445878218
ACH-000736,-1.3070514428700857
ACH-000738,-1.4576140129929147
ACH-000746,-0.9790555419189351
ACH-000747,-1.4170785889439157
ACH-000748,-1.317123624612914
ACH-000753,-1.5015783190473548
ACH-000756,-1.4907397561437488
ACH-000757,-1.3074964501992263
ACH-000758,-1.4772443265086572
ACH-000760,-1.3034753600112652
ACH-000762,-1.6704988917165366
ACH-000763,-1.9567462210994848
ACH-000764,-1.0952835057450885
ACH-000765,-1.7973177204848363
ACH-000766,-1.391008399082268
ACH-000767,-0.6798228871409261
ACH-000768,-1.5794457770679142
ACH-000769,-1.4762836291109829
ACH-000770,-1.7188062413736669
ACH-000771,-1.477453713414942
ACH-000773,-1.5390160320422188
ACH-000776,-1.4857392049744025
ACH-000777,-1.7592380400308254
ACH-000778,-1.8874962819949013
ACH-000781,-1.774137865845876
ACH-000782,-1.4466478033699597
ACH-000783,-0.7604107221513049
ACH-000784,-1.4082653061378256
ACH-000785,-1.6998330834676083
ACH-000787,-1.5471676350424022
ACH-000788,-1.0252333586093276
ACH-000791,-0.8626565759722409
ACH-000792,-1.8784472514927384
ACH-000794,-1.5608032420678872
ACH-000796,-1.473719868045106
ACH-000798,-1.407804897988729
ACH-000799,-1.0934363362967343
ACH-000800,-1.5980235348514842
ACH-000802,-1.5477499844332514
ACH-000804,-0.5749568721890507
ACH-000805,-1.5296268538490938
ACH-000809,-1.3717095380792959
ACH-000810,-1.9305045352347792
ACH-000811,-1.2117889254712542
ACH-000817,-1.6430343702180024
ACH-000819,-1.3123989732175323
ACH-000820,-1.5221052991547217
ACH-000821,-1.9469810056256518
ACH-000822,-1.0534058642675
ACH-000823,-1.6272163460544418
ACH-000824,-1.0496130565356043
ACH-000827,-1.4288344170519751
ACH-000829,-1.4123499272890343
ACH-000831,-1.4792791058632455
ACH-000832,-1.5868375873531857
ACH-000833,-0.9845245690042378
ACH-000834,-1.5949893142088232
ACH-000835,-1.3749381004372436
ACH-000836,-1.0388503498657924
ACH-000837,-1.5305141961703357
ACH-000838,-1.9713312690975249
ACH-000839,-1.1570490921181535
ACH-000840,-1.6426330283991002
ACH-000841,-1.6227185241895519
ACH-000843,-1.7878819222043694
ACH-000846,-1.3559066953479042
ACH-000847,-1.2053362721175422
ACH-000848,-1.0720974866703217
ACH-000849,-1.2691630421405626
ACH-000851,-1.4192131726987034
ACH-000855,-1.5289170751115593
ACH-000856,-1.4162710157983496
ACH-000858,-1.5076441347190446
ACH-000859,-1.6807532970711618
ACH-000861,-1.5749655499143482
ACH-000862,-1.4368707192156005
ACH-000865,-1.5864874551875852
ACH-000866,-1.2670938916664365
ACH-000867,-1.2328785416641794
ACH-000869,-1.4494255488262406
ACH-000872,-1.6825346637890417
ACH-000873,-1.5169271104361048
ACH-000876,-1.3313712000196618
ACH-000878,-1.7714402342239144
ACH-000880,-1.0783933954899847
ACH-000881,-1.5720067525730066
ACH-000882,-1.1529852239996632
ACH-000884,-1.1993629574426752
ACH-000885,-1.218600905454476
ACH-000887,-1.4166316613969436
ACH-000889,-1.6701671801770588
ACH-000896,-1.5160918766406126
ACH-000898,-1.2962454847832563
ACH-000900,-1.1037698191118503
ACH-000901,-1.585801757674406
ACH-000905,-1.4968560662751134
ACH-000906,-1.5065737950211675
ACH-000907,-1.0557749242232366
ACH-000910,-1.207257411456785
ACH-000911,-1.4000799208643275
ACH-000912,-1.2471907228518797
ACH-000913,-1.0657458451011124
ACH-000915,-1.5514293817728022
ACH-000916,-1.8001086805443915
ACH-000917,-1.5135244199911757
ACH-000920,-1.832054597949875
ACH-000921,-1.4460095088737963
ACH-000924,-1.1667232259409177
ACH-000926,-1.610679026034275
ACH-000928,-0.9439617623356223
ACH-000929,-1.5058537327064585
ACH-000932,-1.3919753927263656
ACH-000935,-1.6213572863480872
ACH-000936,-1.383319965940415
ACH-000937,-1.3895114277864884
ACH-000938,-1.6871895394521317
ACH-000939,-1.222252037257928
ACH-000941,-1.2331234684600036
ACH-000943,-1.4731992919931758
ACH-000946,-1.1629008314164408
ACH-000947,-1.3840508466261592
ACH-000948,-1.121167719392057
ACH-000950,-1.526562872493109
ACH-000953,-1.695704587302893
ACH-000954,-1.1587383986277358
ACH-000957,-1.3333552219494356
ACH-000958,-1.4004435263048098
ACH-000960,-1.499359954875488
ACH-000963,-1.3484785822368568
ACH-000968,-1.403715165579566
ACH-000969,-1.4164921123729857
ACH-000972,-1.1676648453436669
ACH-000973,-1.0187451946228696
ACH-000974,-1.362069925615374
ACH-000978,-1.5095780750713224
ACH-000984,-1.080393074419392
ACH-000986,-1.5460856759359605
ACH-000988,-1.447627225118319
ACH-000993,-1.149022858570072
ACH-000994,-1.10667100223699
ACH-000996,-1.1060550493447798
ACH-001001,-0.9039861346113766
ACH-001020,-1.1110588239230559
ACH-001028,-1.4936857106973684
ACH-001031,-1.4113984991368658
ACH-001038,-1.583849149669936
ACH-001048,-1.2605891213277112
ACH-001050,-1.5234415657285918
ACH-001053,-1.0949848433957066
ACH-001054,-0.8577402503314857
ACH-001061,-1.3464728483085535
ACH-001067,-1.3377541061761982
ACH-001075,-1.5671359778849014
ACH-001096,-0.22410904368826934
ACH-001111,-1.4621663063050518
ACH-001119,-1.4090632802049508
ACH-001128,-0.8443985546923415
ACH-001134,-1.436878892399177
ACH-001151,-1.4772068946940795
ACH-001163,-1.7225050464911027
ACH-001164,-1.7397284948290723
ACH-001183,-1.4579492809793235
ACH-001192,-1.7690567283631948
ACH-001193,-1.021670864090985
ACH-001196,-1.5740953731617806
ACH-001197,-1.3239267772091698
ACH-001205,-1.3964883087102673
ACH-001211,-1.2939228604984327
ACH-001212,-1.5285331804855309
ACH-001228,-0.7793149252841901
ACH-001232,-1.2428179273099456
ACH-001239,-1.5852674833581952
ACH-001270,-1.3620881158313591
ACH-001274,-1.4785498651170668
ACH-001275,-1.2802162126636818
ACH-001277,-1.5783516710254195
ACH-001278,-1.4191548199922634
ACH-001280,-0.5743230231832132
ACH-001283,-1.4637163575613763
ACH-001289,-0.44582870331985264
ACH-001300,-1.5034656872200969
ACH-001301,-0.6182200869332346
ACH-001302,-0.4387158738849084
ACH-001306,-1.5606950301769205
ACH-001318,-1.5154411521836249
ACH-001322,-1.632666120726182
ACH-001328,-1.4459327960678443
ACH-001332,-1.6533641341698169
ACH-001336,-1.4973240449986387
ACH-001346,-1.8171390781196173
ACH-001353,-1.3591656640807614
ACH-001354,-0.5006437865258652
ACH-001367,-0.3403305608051159
ACH-001368,-1.4280438467748822
ACH-001374,-0.9178109656232738
ACH-001377,-1.4368926574324732
ACH-001380,-1.5030057334162228
ACH-001391,-0.7439423512852464
ACH-001408,-1.7393695421699007
ACH-001430,-1.3822221180357328
ACH-001431,-1.7197976076108759
ACH-001450,-1.4973828387429025
ACH-001496,-1.0678557388323728
ACH-001500,-1.2327592066511297
ACH-001523,-1.7412102065594444
ACH-001532,-1.5050067787339712
ACH-001550,-1.5507333234474991
ACH-001552,-1.1807115743266408
ACH-001554,-1.4522058548997867
ACH-001654,-1.705292695441919
ACH-001735,-1.5053103841418682
ACH-001736,-1.6994183511317034
ACH-001737,-1.6222251122484108
ACH-001740,-0.6261149712693567
ACH-001745,-0.5542471094988021
ACH-001765,-1.021768920553247
