,GALM (130589)
ACH-000004,-0.04901137824815861
ACH-000005,0.02177401811046644
ACH-000007,0.05287962297056353
ACH-000009,-0.07754462303213032
ACH-000011,0.013070468373772449
ACH-000012,0.006223116608662362
ACH-000013,-0.08306522220303753
ACH-000014,-0.13114036061485826
ACH-000015,-0.01760572123579541
ACH-000017,-0.017489109017786386
ACH-000018,0.09700459751318054
ACH-000019,0.004885781769366836
ACH-000021,-0.033088311759768
ACH-000022,0.006828956960634869
ACH-000025,-0.02459385679654369
ACH-000028,0.01263234696541668
ACH-000030,-0.025593150040161262
ACH-000035,-0.08029035457359966
ACH-000036,0.001111563164420586
ACH-000037,-0.1416445172484096
ACH-000039,-0.04048815279476233
ACH-000040,0.004028411250529793
ACH-000041,-0.05184391008618615
ACH-000042,-0.026368539805713274
ACH-000045,-0.07981706297887457
ACH-000047,0.005556286908910493
ACH-000052,-0.06489658477438161
ACH-000053,-0.03930133915811755
ACH-000054,-0.046355916077683086
ACH-000055,-0.02237803048138612
ACH-000060,0.012027011773820092
ACH-000067,0.008185407204328985
ACH-000070,-0.036973934854419056
ACH-000075,-0.03810249113581034
ACH-000078,-0.0702266990218523
ACH-000082,-0.022588060907211188
ACH-000085,-0.030447372114738507
ACH-000086,-0.003454754667890865
ACH-000087,0.047126119138596455
ACH-000092,-0.0930812006445535
ACH-000095,-0.015894876142972487
ACH-000097,-0.02755366709627686
ACH-000098,-0.044873505540082056
ACH-000099,-0.07139051954595585
ACH-000108,0.02707730190718103
ACH-000113,0.0921637074532815
ACH-000116,-0.05338458801838861
ACH-000118,-0.03379074517577346
ACH-000120,0.030084064927944708
ACH-000123,0.003259126330665207
ACH-000127,0.019831899365028025
ACH-000128,-0.010993506908618807
ACH-000132,-0.21357748382934824
ACH-000133,-0.06828456001718745
ACH-000137,-0.08445619976835485
ACH-000138,0.034884983226201885
ACH-000142,0.04316579004320016
ACH-000143,-0.039683680544169334
ACH-000146,-0.0720883041896915
ACH-000148,0.013269201998268572
ACH-000150,0.15699434119293804
ACH-000152,-0.09611206651202643
ACH-000153,0.13500452084490375
ACH-000159,0.004103186092628105
ACH-000160,-0.006902882364143448
ACH-000163,-0.035145674956216816
ACH-000167,-0.2006725539429006
ACH-000168,0.0011253140651056742
ACH-000169,-0.10057455831391808
ACH-000178,0.02514534124666397
ACH-000183,-0.01019101693074299
ACH-000188,0.029970140646009082
ACH-000189,0.08003979925252719
ACH-000190,-0.0789697538126402
ACH-000198,-0.06352331716934632
ACH-000203,-0.008129764744142063
ACH-000204,-0.08006397230828277
ACH-000206,-0.14007141457240715
ACH-000207,-0.2308145954196457
ACH-000208,0.031415274724862004
ACH-000210,0.0017259771308225935
ACH-000211,0.039378560222078564
ACH-000215,-0.027871805826201062
ACH-000221,-0.0705199440226755
ACH-000222,0.004802254465972203
ACH-000223,-0.021464174043777103
ACH-000226,0.0752394975988987
ACH-000227,-0.10188849323257676
ACH-000228,-0.05324825009475798
ACH-000231,-0.06817982647895894
ACH-000232,-0.07596206510232317
ACH-000233,-0.010905990718035505
ACH-000234,-0.0967761434399714
ACH-000235,-0.01482932574550233
ACH-000237,-0.03400082890470826
ACH-000238,0.033521011643859816
ACH-000242,-0.13846115347620253
ACH-000243,-0.028711497067718406
ACH-000244,-0.03946351946435911
ACH-000246,-0.1043638388916742
ACH-000248,-0.08949796367204317
ACH-000250,-0.0704936628880771
ACH-000251,-0.037011289084762436
ACH-000252,-0.10431407013122346
ACH-000253,0.09284388837323908
ACH-000255,0.03355469911065788
ACH-000256,-0.016026514251075312
ACH-000257,0.04770795642846005
ACH-000258,-0.037801078184098766
ACH-000259,-0.13274544771364444
ACH-000260,-0.06773221795437713
ACH-000261,-0.027748940096919902
ACH-000262,0.05296635492572288
ACH-000263,-0.14806307567353064
ACH-000264,-0.08186613541612668
ACH-000265,-0.05057901571092234
ACH-000266,-0.05668858592925921
ACH-000272,-0.11959187320069704
ACH-000274,-0.1598064976879633
ACH-000277,-0.043413912946747374
ACH-000278,-0.06859767636044614
ACH-000279,0.031685502072666114
ACH-000280,-0.14113457080055836
ACH-000281,0.01560436569736784
ACH-000288,-0.02461294761038586
ACH-000291,-0.05061975417178122
ACH-000293,-0.19015100695391066
ACH-000294,-0.044505577147009465
ACH-000295,0.12179139319993836
ACH-000296,-0.04715252118364428
ACH-000302,-0.01212653894662936
ACH-000304,-0.07243658639928706
ACH-000307,-0.04565403788850155
ACH-000308,-0.015150481593625757
ACH-000310,-0.0976300083369848
ACH-000311,-0.11821405812147133
ACH-000312,-0.07200558552317148
ACH-000315,-0.07507609251047498
ACH-000316,0.0632014855052031
ACH-000317,-0.042066172825010906
ACH-000318,-0.1556177476695448
ACH-000319,0.007253731797804222
ACH-000320,-0.04083720737516657
ACH-000322,0.055079570470805424
ACH-000323,-0.010163326650653007
ACH-000324,-0.11173364475178592
ACH-000329,0.016454638294616648
ACH-000330,-0.07507973954979248
ACH-000331,-0.197683396584896
ACH-000332,-0.03700730879240497
ACH-000334,-0.06815082770056141
ACH-000335,0.017079380448271304
ACH-000336,0.008106156504008423
ACH-000337,-0.12746170284204267
ACH-000338,0.026846914747915663
ACH-000339,0.021660033044212358
ACH-000341,-0.04605635980114578
ACH-000348,-0.029701242423522706
ACH-000350,-0.0014589701395602073
ACH-000352,-0.1284997627358594
ACH-000356,-0.017055791198231376
ACH-000361,-0.02552465209827279
ACH-000362,-0.15498564122219574
ACH-000363,-0.0658462561339689
ACH-000364,0.016741292216697463
ACH-000365,-0.03031205878058605
ACH-000366,-0.10032251296536533
ACH-000368,-0.069575202403612
ACH-000374,0.058746253544173364
ACH-000375,-0.11644840761698246
ACH-000376,-0.004072242803375511
ACH-000381,-0.05211872483698172
ACH-000383,-0.06786049844784955
ACH-000387,-0.014083295216617038
ACH-000389,-0.12577732991367335
ACH-000390,-0.03604439797110536
ACH-000393,-0.08220186440802578
ACH-000395,0.06818684556512232
ACH-000396,-0.009355143412823402
ACH-000397,-0.05716331623054401
ACH-000401,0.04158863303347544
ACH-000402,0.09795846066573484
ACH-000403,-0.02708434806366778
ACH-000404,-0.045916813289379306
ACH-000406,-0.05248790461661417
ACH-000407,-0.07356372448584822
ACH-000408,-0.12286350052104553
ACH-000410,-0.08110583699476058
ACH-000411,0.0013477287800859998
ACH-000414,-0.039059921924594405
ACH-000415,0.05619469905443973
ACH-000416,0.013135530116217023
ACH-000420,-0.04694629389578279
ACH-000421,-0.009460675415489402
ACH-000424,-0.09003296141530683
ACH-000425,-0.025375191949962832
ACH-000426,-0.13414529892590474
ACH-000427,-0.04534330853765238
ACH-000433,0.07760288474283575
ACH-000435,-0.053580227156490384
ACH-000436,-0.09033539291135068
ACH-000444,0.02796081722133292
ACH-000445,0.17039170211998225
ACH-000448,-0.2034088123323864
ACH-000450,-0.029023548108282074
ACH-000452,-0.045904669958167096
ACH-000454,-0.08371389097398023
ACH-000458,-0.0918098119100192
ACH-000459,-0.13159442146660982
ACH-000460,-0.02756216042601841
ACH-000461,-0.041900578223145975
ACH-000463,-0.07824081616498217
ACH-000464,-0.12125208452918758
ACH-000466,-0.009929607049814434
ACH-000467,0.008468235830001822
ACH-000468,-0.030081367378570794
ACH-000469,0.010335208888145292
ACH-000470,0.10299376550491024
ACH-000471,-0.041497826113283516
ACH-000472,-0.0679055145052949
ACH-000473,-0.0898348473235279
ACH-000475,0.005481318578162474
ACH-000476,0.003439760731441597
ACH-000477,-0.10782230304635994
ACH-000479,-0.015334686796518863
ACH-000480,-0.07308671952529781
ACH-000481,-0.04912201663957929
ACH-000483,-0.00811437902831698
ACH-000484,-0.08433798802199513
ACH-000485,-0.026042162390782404
ACH-000486,-0.07052081206204096
ACH-000487,-0.04019741343412592
ACH-000488,-0.04052688944865552
ACH-000490,-0.026389933402132533
ACH-000491,-0.13684810909467826
ACH-000495,-0.11482831191653085
ACH-000496,-0.01421347065994729
ACH-000499,-0.1034967894908976
ACH-000500,0.020843162235814585
ACH-000502,0.02810052291859091
ACH-000503,-0.003187915898337191
ACH-000505,-0.09389790820137356
ACH-000507,-0.04475657969395337
ACH-000510,-0.0014448325770288891
ACH-000511,-0.11766380862929113
ACH-000512,0.0015899271036723538
ACH-000516,-0.03523984883277153
ACH-000517,-0.0495266958566682
ACH-000518,-0.0452209204117971
ACH-000520,-0.07659269038664268
ACH-000521,-0.05574642617486913
ACH-000522,-0.07317776842958368
ACH-000524,-0.1138309609688074
ACH-000527,-0.036903516538491166
ACH-000528,-0.06254397876370196
ACH-000537,0.055653608099929294
ACH-000541,-0.32643139375802105
ACH-000542,-0.0600045470172681
ACH-000544,0.08122212616509378
ACH-000545,0.049129749949455286
ACH-000547,-0.22882708058311205
ACH-000548,-0.08396605350381628
ACH-000549,-0.1233937599817522
ACH-000550,-0.014594180549614163
ACH-000552,-0.055542572169575206
ACH-000556,-0.11895459101515456
ACH-000557,-0.15176870050269822
ACH-000569,-0.007992956074688315
ACH-000570,-0.03496821406370256
ACH-000571,-0.05578361052217168
ACH-000573,0.0029733342115671173
ACH-000576,0.060705861844380614
ACH-000579,-0.04067083496841562
ACH-000580,0.02270380896349609
ACH-000584,0.02794015712621266
ACH-000585,-0.08341905815328261
ACH-000588,-0.034363249257656825
ACH-000589,-0.08818840090922903
ACH-000591,-0.07877424383897114
ACH-000593,-0.09898754390674812
ACH-000600,-0.014815284417197844
ACH-000601,-0.031118674011810513
ACH-000605,0.029772038461682963
ACH-000606,-0.05414446871932448
ACH-000608,-0.11385416225199915
ACH-000614,-0.045436766948268384
ACH-000616,-0.03154329591430762
ACH-000618,-0.006834603094309494
